[1000, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hMinimumConnectivity,Cost, 15027.72369578212, Score, 43.333333333333336,sDepthFirstSearchLowCost,Cost, 539.9842327804937, Score, -60.333333333333336, PathLength, 180.0,sLeastConnectedFirst,Cost, 377.50954321065916, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 14393.778056949326, Score, 27.666666666666668,sDepthFirstSearchLowCost,Cost, 199.32705324133434, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 413.71075475028675, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 151.0927009517032, Score, 39.5,sDepthFirstSearchLowCost,Cost, 542.3097795628381, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 406.4424249343398, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 129.95452446184512, Score, 24.5,sDepthFirstSearchLowCost,Cost, 147.40337925663442, Score, -20.0, PathLength, 59.0,sLeastConnectedFirst,Cost, 445.8292218265151, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 114.50663958268684, Score, 30.333333333333336,sDepthFirstSearchLowCost,Cost, 340.48905884384834, Score, -34.0, PathLength, 101.0,sLeastConnectedFirst,Cost, 413.8291249831683, Score, -26.666666666666668, PathLength, 79.0,
hRandomSet,Cost, 188.6978323419729, Score, 27.833333333333332,sDepthFirstSearchLowCost,Cost, 272.79485629972186, Score, -29.333333333333332, PathLength, 87.0,sLeastConnectedFirst,Cost, 387.44975337344476, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 4099.97119354229, Score, 37.0,sDepthFirstSearchLowCost,Cost, 443.4814174308697, Score, -43.666666666666664, PathLength, 130.0,sLeastConnectedFirst,Cost, 438.3108096656, Score, -30.333333333333336, PathLength, 90.0,
hMinimumConnectivity,Cost, 2551.7218676321063, Score, 36.0,sDepthFirstSearchLowCost,Cost, 444.70327797460993, Score, -46.33333333333333, PathLength, 138.0,sLeastConnectedFirst,Cost, 363.41315824419513, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 144.21445144698217, Score, 30.333333333333336,sDepthFirstSearchLowCost,Cost, 274.8307633139044, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 424.9138209781519, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 340.5140000831097, Score, 35.33333333333333,sDepthFirstSearchLowCost,Cost, 606.4932294489241, Score, -48.0, PathLength, 143.0,sLeastConnectedFirst,Cost, 375.8269906316186, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 286.5768723472002, Score, 28.0,sDepthFirstSearchLowCost,Cost, 189.33292912684018, Score, -30.333333333333336, PathLength, 90.0,sLeastConnectedFirst,Cost, 339.63841551971836, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 225.12505993046287, Score, 34.833333333333336,sDepthFirstSearchLowCost,Cost, 538.1227227891067, Score, -55.00000000000001, PathLength, 164.0,sLeastConnectedFirst,Cost, 219.67111250373475, Score, -14.666666666666666, PathLength, 43.0,
hRandomSet,Cost, 140.84883323192753, Score, 36.83333333333333,sDepthFirstSearchLowCost,Cost, 482.6900716129161, Score, -43.666666666666664, PathLength, 130.0,sLeastConnectedFirst,Cost, 447.4687819964449, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 398.2270747129098, Score, 48.0,sDepthFirstSearchLowCost,Cost, 662.47161902766, Score, -66.0, PathLength, 197.0,sLeastConnectedFirst,Cost, 450.9361739744505, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 175.8377436446475, Score, 30.5,sDepthFirstSearchLowCost,Cost, 258.9015780251721, Score, -28.333333333333332, PathLength, 84.0,sLeastConnectedFirst,Cost, 473.49892534097694, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 2567.7333039800856, Score, 24.333333333333336,sDepthFirstSearchLowCost,Cost, 325.9263762511357, Score, -37.333333333333336, PathLength, 111.0,sLeastConnectedFirst,Cost, 178.12258674372458, Score, -11.333333333333332, PathLength, 33.0,
hMinimumConnectivity,Cost, 24037.052258930682, Score, 41.33333333333333,sDepthFirstSearchLowCost,Cost, 659.4639730213672, Score, -63.33333333333333, PathLength, 189.0,sLeastConnectedFirst,Cost, 296.17280419841535, Score, -19.333333333333332, PathLength, 57.0,
hRandomSet,Cost, 190.65570083790038, Score, 38.833333333333336,sDepthFirstSearchLowCost,Cost, 485.6262552733493, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 412.64354191891243, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 368.80769423213314, Score, 30.833333333333332,sDepthFirstSearchLowCost,Cost, 280.2848034051538, Score, -30.666666666666664, PathLength, 91.0,sLeastConnectedFirst,Cost, 447.39947160140633, Score, -31.0, PathLength, 92.0,
hMinimumConnectivity,Cost, 13839.105463578855, Score, 40.0,sDepthFirstSearchLowCost,Cost, 557.0606949225671, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 441.18494036498214, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 242.4559053508572, Score, 36.83333333333333,sDepthFirstSearchLowCost,Cost, 428.9042495911891, Score, -38.666666666666664, PathLength, 115.0,sLeastConnectedFirst,Cost, 548.6569830343086, Score, -35.0, PathLength, 104.0,
hMinimumConnectivity,Cost, 16175.778161665865, Score, 43.5,sDepthFirstSearchLowCost,Cost, 533.5429685486775, Score, -56.666666666666664, PathLength, 169.0,sLeastConnectedFirst,Cost, 426.4915346994903, Score, -30.333333333333336, PathLength, 90.0,
hMinimumConnectivity,Cost, 14431.005727619427, Score, 36.333333333333336,sDepthFirstSearchLowCost,Cost, 469.7591082998804, Score, -54.0, PathLength, 161.0,sLeastConnectedFirst,Cost, 231.0890052150279, Score, -18.666666666666668, PathLength, 55.0,
hMinimumConnectivity,Cost, 9840.425637960543, Score, 51.33333333333333,sDepthFirstSearchLowCost,Cost, 662.7881128631701, Score, -66.0, PathLength, 197.0,sLeastConnectedFirst,Cost, 572.0314134413404, Score, -36.666666666666664, PathLength, 109.0,
hMinimumConnectivity,Cost, 17438.954598728633, Score, 46.166666666666664,sDepthFirstSearchLowCost,Cost, 635.1115725484578, Score, -63.0, PathLength, 188.0,sLeastConnectedFirst,Cost, 439.3619158964641, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 292.8000795945777, Score, 28.0,sDepthFirstSearchLowCost,Cost, 210.36672362374713, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 460.03107916830186, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 328.23996932290765, Score, 26.833333333333336,sDepthFirstSearchLowCost,Cost, 243.87004883217844, Score, -29.666666666666668, PathLength, 88.0,sLeastConnectedFirst,Cost, 324.63232211363896, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 192.14428708994046, Score, 38.66666666666667,sDepthFirstSearchLowCost,Cost, 448.9774316127335, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 524.8427666375761, Score, -36.0, PathLength, 107.0,
hRandomSet,Cost, 244.49330907101927, Score, 31.666666666666664,sDepthFirstSearchLowCost,Cost, 308.5507729612956, Score, -33.666666666666664, PathLength, 100.0,sLeastConnectedFirst,Cost, 460.5717763854585, Score, -29.666666666666668, PathLength, 88.0,
hMinimumConnectivity,Cost, 16560.850051118232, Score, 42.66666666666667,sDepthFirstSearchLowCost,Cost, 469.71276240994564, Score, -53.333333333333336, PathLength, 159.0,sLeastConnectedFirst,Cost, 480.8687215326647, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 8149.4794748089025, Score, 42.333333333333336,sDepthFirstSearchLowCost,Cost, 610.2971557453037, Score, -60.0, PathLength, 179.0,sLeastConnectedFirst,Cost, 385.0537318344453, Score, -24.666666666666668, PathLength, 73.0,
hRandomSet,Cost, 122.61033577057293, Score, 30.333333333333336,sDepthFirstSearchLowCost,Cost, 256.17561606492364, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 419.5960622174666, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 169.18513019448966, Score, 27.833333333333332,sDepthFirstSearchLowCost,Cost, 176.21744201165495, Score, -22.666666666666664, PathLength, 67.0,sLeastConnectedFirst,Cost, 497.2385142142977, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 198.9347665162074, Score, 30.666666666666664,sDepthFirstSearchLowCost,Cost, 258.19808953635777, Score, -33.0, PathLength, 98.0,sLeastConnectedFirst,Cost, 398.18611844086064, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 149.59699112130474, Score, 32.166666666666664,sDepthFirstSearchLowCost,Cost, 443.87551795429664, Score, -40.666666666666664, PathLength, 121.0,sLeastConnectedFirst,Cost, 393.99748521580347, Score, -23.666666666666668, PathLength, 70.0,
hMinimumConnectivity,Cost, 16569.154743045125, Score, 41.166666666666664,sDepthFirstSearchLowCost,Cost, 692.1817580797389, Score, -63.33333333333333, PathLength, 189.0,sLeastConnectedFirst,Cost, 296.43489533810236, Score, -19.0, PathLength, 56.0,
hRandomSet,Cost, 204.3304728491093, Score, 30.83333333333333,sDepthFirstSearchLowCost,Cost, 208.5235282704073, Score, -28.999999999999996, PathLength, 86.0,sLeastConnectedFirst,Cost, 464.14426139426786, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 10630.373220501566, Score, 45.33333333333333,sDepthFirstSearchLowCost,Cost, 555.5045210058178, Score, -58.666666666666664, PathLength, 175.0,sLeastConnectedFirst,Cost, 508.7328490396046, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 1993.4727643806066, Score, 41.0,sDepthFirstSearchLowCost,Cost, 557.4009038705285, Score, -54.0, PathLength, 161.0,sLeastConnectedFirst,Cost, 387.77546738154393, Score, -28.000000000000004, PathLength, 83.0,
hMinimumConnectivity,Cost, 14438.563838686076, Score, 25.833333333333336,sDepthFirstSearchLowCost,Cost, 327.548457756824, Score, -34.333333333333336, PathLength, 102.0,sLeastConnectedFirst,Cost, 244.28584410387376, Score, -17.333333333333336, PathLength, 51.0,
hMinimumConnectivity,Cost, 11740.683045166075, Score, 33.5,sDepthFirstSearchLowCost,Cost, 335.7255574347692, Score, -39.0, PathLength, 116.0,sLeastConnectedFirst,Cost, 390.0649584621437, Score, -28.000000000000004, PathLength, 83.0,
hMinimumConnectivity,Cost, 9067.39994886415, Score, 44.0,sDepthFirstSearchLowCost,Cost, 621.3057210211341, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 592.7944488049733, Score, -35.66666666666667, PathLength, 106.0,
hMinimumConnectivity,Cost, 21039.99411448082, Score, 36.0,sDepthFirstSearchLowCost,Cost, 534.0364457306968, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 339.14692999616545, Score, -23.666666666666668, PathLength, 70.0,
hMinimumConnectivity,Cost, 5119.4186551690045, Score, 39.666666666666664,sDepthFirstSearchLowCost,Cost, 612.6291114034896, Score, -57.99999999999999, PathLength, 173.0,sLeastConnectedFirst,Cost, 341.35292703120103, Score, -21.333333333333336, PathLength, 63.0,
hRandomSet,Cost, 206.1488645626853, Score, 27.666666666666664,sDepthFirstSearchLowCost,Cost, 132.3166226358133, Score, -22.0, PathLength, 65.0,sLeastConnectedFirst,Cost, 453.3008423533281, Score, -33.33333333333333, PathLength, 99.0,
hMinimumConnectivity,Cost, 2585.9360718586795, Score, 37.66666666666667,sDepthFirstSearchLowCost,Cost, 490.4779191703869, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 392.6757331848968, Score, -25.333333333333336, PathLength, 75.0,
hRandomSet,Cost, 128.8685567215936, Score, 44.166666666666664,sDepthFirstSearchLowCost,Cost, 510.8787735692693, Score, -51.33333333333333, PathLength, 153.0,sLeastConnectedFirst,Cost, 556.6460988949799, Score, -37.0, PathLength, 110.0,
hRandomSet,Cost, 102.58894180170498, Score, 35.666666666666664,sDepthFirstSearchLowCost,Cost, 318.4520262224194, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 500.36903921179464, Score, -33.33333333333333, PathLength, 99.0,
hRandomSet,Cost, 402.44787938998013, Score, 39.666666666666664,sDepthFirstSearchLowCost,Cost, 574.8511549343274, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 373.3247510548153, Score, -27.0, PathLength, 80.0,
hMinimumConnectivity,Cost, 19282.501121276808, Score, 48.833333333333336,sDepthFirstSearchLowCost,Cost, 642.9244855325317, Score, -63.66666666666667, PathLength, 190.0,sLeastConnectedFirst,Cost, 467.55394714317407, Score, -34.0, PathLength, 101.0,
hRandomSet,Cost, 225.21895182711958, Score, 34.66666666666667,sDepthFirstSearchLowCost,Cost, 400.9778620013962, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 364.571439500726, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 267.491196895378, Score, 34.0,sDepthFirstSearchLowCost,Cost, 425.98685684377546, Score, -44.0, PathLength, 131.0,sLeastConnectedFirst,Cost, 340.951579045812, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 195.79929892461053, Score, 29.666666666666664,sDepthFirstSearchLowCost,Cost, 232.73325810624135, Score, -30.0, PathLength, 89.0,sLeastConnectedFirst,Cost, 404.1472631879955, Score, -29.333333333333332, PathLength, 87.0,
hRandomSet,Cost, 210.54241564597731, Score, 43.33333333333333,sDepthFirstSearchLowCost,Cost, 554.0568162616889, Score, -56.99999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 446.8841222480875, Score, -29.666666666666668, PathLength, 88.0,
hMinimumConnectivity,Cost, 4071.663204931943, Score, 41.5,sDepthFirstSearchLowCost,Cost, 537.9200318713238, Score, -57.666666666666664, PathLength, 172.0,sLeastConnectedFirst,Cost, 352.9944963350682, Score, -25.333333333333336, PathLength, 75.0,
hRandomSet,Cost, 87.87763566410031, Score, 37.666666666666664,sDepthFirstSearchLowCost,Cost, 481.32084066909283, Score, -43.666666666666664, PathLength, 130.0,sLeastConnectedFirst,Cost, 499.086333691023, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 151.42151043180297, Score, 28.0,sDepthFirstSearchLowCost,Cost, 307.15531592047216, Score, -35.0, PathLength, 104.0,sLeastConnectedFirst,Cost, 321.1915682629166, Score, -21.0, PathLength, 62.0,
hRandomSet,Cost, 306.614806370857, Score, 35.333333333333336,sDepthFirstSearchLowCost,Cost, 427.2000164047029, Score, -47.66666666666667, PathLength, 142.0,sLeastConnectedFirst,Cost, 302.0624498976636, Score, -23.0, PathLength, 68.0,
hMinimumConnectivity,Cost, 5501.511230806849, Score, 44.333333333333336,sDepthFirstSearchLowCost,Cost, 622.2948837678806, Score, -57.333333333333336, PathLength, 171.0,sLeastConnectedFirst,Cost, 425.25666333023014, Score, -31.333333333333336, PathLength, 93.0,
hRandomSet,Cost, 52.26013063122292, Score, 42.5,sDepthFirstSearchLowCost,Cost, 534.759329413463, Score, -52.666666666666664, PathLength, 157.0,sLeastConnectedFirst,Cost, 509.03066543038625, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 231.8421619501332, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 380.62298611654995, Score, -38.333333333333336, PathLength, 114.0,sLeastConnectedFirst,Cost, 353.714302192189, Score, -23.333333333333332, PathLength, 69.0,
hRandomSet,Cost, 390.262516845431, Score, 26.666666666666664,sDepthFirstSearchLowCost,Cost, 193.60683431191774, Score, -26.333333333333332, PathLength, 78.0,sLeastConnectedFirst,Cost, 385.9147683853641, Score, -27.0, PathLength, 80.0,
hMinimumConnectivity,Cost, 19348.314130953364, Score, 37.0,sDepthFirstSearchLowCost,Cost, 474.7605639564067, Score, -44.333333333333336, PathLength, 132.0,sLeastConnectedFirst,Cost, 446.4772753319088, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 396.3090677865642, Score, 25.5,sDepthFirstSearchLowCost,Cost, 158.21665145065774, Score, -23.0, PathLength, 68.0,sLeastConnectedFirst,Cost, 432.548915673864, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 167.83243241103438, Score, 34.666666666666664,sDepthFirstSearchLowCost,Cost, 362.30338306685076, Score, -42.0, PathLength, 125.0,sLeastConnectedFirst,Cost, 381.81208306942887, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 204.5542810492204, Score, 30.5,sDepthFirstSearchLowCost,Cost, 268.9626438336173, Score, -30.666666666666664, PathLength, 91.0,sLeastConnectedFirst,Cost, 467.9611248481856, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 214.34532895276587, Score, 33.33333333333333,sDepthFirstSearchLowCost,Cost, 312.64704571382345, Score, -33.33333333333333, PathLength, 99.0,sLeastConnectedFirst,Cost, 492.73566508395123, Score, -33.33333333333333, PathLength, 99.0,
hMinimumConnectivity,Cost, 14419.69732296855, Score, 46.0,sDepthFirstSearchLowCost,Cost, 606.3714326164448, Score, -66.0, PathLength, 197.0,sLeastConnectedFirst,Cost, 394.78283068238113, Score, -26.0, PathLength, 77.0,
hMinimumConnectivity,Cost, 15314.31859809776, Score, 48.5,sDepthFirstSearchLowCost,Cost, 607.3454298101138, Score, -64.0, PathLength, 191.0,sLeastConnectedFirst,Cost, 490.84805974643064, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 127.25970550803812, Score, 33.33333333333333,sDepthFirstSearchLowCost,Cost, 312.23516305073514, Score, -34.0, PathLength, 101.0,sLeastConnectedFirst,Cost, 466.82801036397404, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 5357.381874412844, Score, 46.5,sDepthFirstSearchLowCost,Cost, 641.0100833000708, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 420.47655968143994, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 249.18411920538315, Score, 46.333333333333336,sDepthFirstSearchLowCost,Cost, 420.324357905115, Score, -42.0, PathLength, 125.0,sLeastConnectedFirst,Cost, 803.4034080949154, Score, -50.66666666666667, PathLength, 151.0,
hRandomSet,Cost, 148.82806041982343, Score, 13.833333333333334,sDepthFirstSearchLowCost,Cost, 85.17509505738569, Score, -14.000000000000002, PathLength, 41.0,sLeastConnectedFirst,Cost, 217.78039163326906, Score, -13.666666666666666, PathLength, 40.0,
hMinimumConnectivity,Cost, 18987.84896591428, Score, 31.833333333333336,sDepthFirstSearchLowCost,Cost, 204.15632672468865, Score, -27.666666666666668, PathLength, 82.0,sLeastConnectedFirst,Cost, 511.8423234752186, Score, -36.0, PathLength, 107.0,
hRandomSet,Cost, 217.30174692622296, Score, 27.5,sDepthFirstSearchLowCost,Cost, 214.0645491592904, Score, -25.0, PathLength, 74.0,sLeastConnectedFirst,Cost, 447.98934125924984, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 644.723530265518, Score, 31.833333333333332,sDepthFirstSearchLowCost,Cost, 352.71909631986625, Score, -40.666666666666664, PathLength, 121.0,sLeastConnectedFirst,Cost, 328.3355716659103, Score, -23.0, PathLength, 68.0,
hMinimumConnectivity,Cost, 16435.129613676087, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 439.64721622976214, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 404.9129175449625, Score, -27.666666666666668, PathLength, 82.0,
hMinimumConnectivity,Cost, 7864.712094093264, Score, 35.833333333333336,sDepthFirstSearchLowCost,Cost, 502.8295924395946, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 382.8377583022324, Score, -24.333333333333336, PathLength, 72.0,
hMinimumConnectivity,Cost, 3054.556198226954, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 398.1649742008945, Score, -35.0, PathLength, 104.0,sLeastConnectedFirst,Cost, 421.08369076245197, Score, -26.666666666666668, PathLength, 79.0,
hRandomSet,Cost, 49.416650447414156, Score, 32.333333333333336,sDepthFirstSearchLowCost,Cost, 336.1743296485184, Score, -36.333333333333336, PathLength, 108.0,sLeastConnectedFirst,Cost, 406.3770087088336, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 171.13018003908095, Score, 27.5,sDepthFirstSearchLowCost,Cost, 205.7771510724672, Score, -24.0, PathLength, 71.0,sLeastConnectedFirst,Cost, 495.8951284049397, Score, -31.0, PathLength, 92.0,
hMinimumConnectivity,Cost, 13067.963546965699, Score, 42.66666666666667,sDepthFirstSearchLowCost,Cost, 580.2181730905221, Score, -60.0, PathLength, 179.0,sLeastConnectedFirst,Cost, 354.1901590752821, Score, -25.333333333333336, PathLength, 75.0,
hRandomSet,Cost, 240.14838295949954, Score, 37.33333333333333,sDepthFirstSearchLowCost,Cost, 530.8722619849302, Score, -44.666666666666664, PathLength, 133.0,sLeastConnectedFirst,Cost, 456.8352895816855, Score, -30.0, PathLength, 89.0,
hMinimumConnectivity,Cost, 19463.177194601474, Score, 38.83333333333333,sDepthFirstSearchLowCost,Cost, 471.1945591751253, Score, -46.666666666666664, PathLength, 139.0,sLeastConnectedFirst,Cost, 461.43346715449167, Score, -31.0, PathLength, 92.0,
hRandomSet,Cost, 195.04928040780717, Score, 33.83333333333333,sDepthFirstSearchLowCost,Cost, 338.0101535684713, Score, -36.0, PathLength, 107.0,sLeastConnectedFirst,Cost, 493.0656271812553, Score, -31.666666666666664, PathLength, 94.0,
hMinimumConnectivity,Cost, 18547.943407482402, Score, 36.0,sDepthFirstSearchLowCost,Cost, 553.2307905546986, Score, -51.66666666666667, PathLength, 154.0,sLeastConnectedFirst,Cost, 304.6071238908239, Score, -20.333333333333332, PathLength, 60.0,
hRandomSet,Cost, 215.61201670227695, Score, 41.5,sDepthFirstSearchLowCost,Cost, 481.7954266367782, Score, -46.0, PathLength, 137.0,sLeastConnectedFirst,Cost, 541.872896447574, Score, -37.0, PathLength, 110.0,
hMinimumConnectivity,Cost, 15454.426942784869, Score, 32.66666666666667,sDepthFirstSearchLowCost,Cost, 508.5644691300211, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 233.77636603538824, Score, -17.0, PathLength, 50.0,
hRandomSet,Cost, 232.19338793071464, Score, 27.5,sDepthFirstSearchLowCost,Cost, 123.64797761885514, Score, -21.666666666666668, PathLength, 64.0,sLeastConnectedFirst,Cost, 430.5287849256768, Score, -33.33333333333333, PathLength, 99.0,
hMinimumConnectivity,Cost, 24999.56794240819, Score, 38.5,sDepthFirstSearchLowCost,Cost, 556.8959604878139, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 356.31194225789716, Score, -24.0, PathLength, 71.0,
hMinimumConnectivity,Cost, 10900.0924854336, Score, 35.33333333333333,sDepthFirstSearchLowCost,Cost, 325.3210176545714, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 465.009430976462, Score, -32.666666666666664, PathLength, 97.0,
hRandomSet,Cost, 229.4409633183199, Score, 38.0,sDepthFirstSearchLowCost,Cost, 476.36916469097144, Score, -45.33333333333333, PathLength, 135.0,sLeastConnectedFirst,Cost, 480.26784581789275, Score, -30.666666666666664, PathLength, 91.0,
hRandomSet,Cost, 193.0554632074627, Score, 29.0,sDepthFirstSearchLowCost,Cost, 233.52806335780173, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 452.9541971532749, Score, -30.666666666666664, PathLength, 91.0,
hMinimumConnectivity,Cost, 12803.739092833253, Score, 39.5,sDepthFirstSearchLowCost,Cost, 531.2280298320054, Score, -47.0, PathLength, 140.0,sLeastConnectedFirst,Cost, 522.9840668528905, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 2128.871525897725, Score, 44.833333333333336,sDepthFirstSearchLowCost,Cost, 602.2950872782213, Score, -60.0, PathLength, 179.0,sLeastConnectedFirst,Cost, 440.55373542212675, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 129.1253357883906, Score, 36.333333333333336,sDepthFirstSearchLowCost,Cost, 422.46588821349525, Score, -42.66666666666667, PathLength, 127.0,sLeastConnectedFirst,Cost, 443.23482190907123, Score, -30.0, PathLength, 89.0,
hMinimumConnectivity,Cost, 13716.775269338677, Score, 39.833333333333336,sDepthFirstSearchLowCost,Cost, 513.2849924498879, Score, -50.66666666666667, PathLength, 151.0,sLeastConnectedFirst,Cost, 392.9710008864597, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 15033.049996872502, Score, 23.333333333333336,sDepthFirstSearchLowCost,Cost, 212.3624650252612, Score, -24.333333333333336, PathLength, 72.0,sLeastConnectedFirst,Cost, 314.8247347934524, Score, -22.333333333333332, PathLength, 66.0,
hRandomSet,Cost, 194.44846795410507, Score, 46.0,sDepthFirstSearchLowCost,Cost, 612.3144024828543, Score, -64.33333333333333, PathLength, 192.0,sLeastConnectedFirst,Cost, 382.5141224403553, Score, -27.666666666666668, PathLength, 82.0,
hRandomSet,Cost, 110.42117605249405, Score, 31.5,sDepthFirstSearchLowCost,Cost, 284.96670268544057, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 461.14976452719316, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 14378.455929390659, Score, 41.66666666666667,sDepthFirstSearchLowCost,Cost, 555.4985574990496, Score, -49.333333333333336, PathLength, 147.0,sLeastConnectedFirst,Cost, 525.025736072835, Score, -34.0, PathLength, 101.0,
hMinimumConnectivity,Cost, 7760.721974049207, Score, 29.166666666666668,sDepthFirstSearchLowCost,Cost, 375.6703726772308, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 259.7172005892977, Score, -17.333333333333336, PathLength, 51.0,
hRandomSet,Cost, 238.39342208374717, Score, 28.0,sDepthFirstSearchLowCost,Cost, 235.7475957868639, Score, -27.666666666666668, PathLength, 82.0,sLeastConnectedFirst,Cost, 444.04098034202485, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 156.54142264093443, Score, 39.5,sDepthFirstSearchLowCost,Cost, 566.6978092440777, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 502.4077630282443, Score, -31.666666666666664, PathLength, 94.0,
hMinimumConnectivity,Cost, 14903.480941879769, Score, 45.333333333333336,sDepthFirstSearchLowCost,Cost, 589.5764670044459, Score, -60.333333333333336, PathLength, 180.0,sLeastConnectedFirst,Cost, 430.3846367479388, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 153.53021915264657, Score, 33.0,sDepthFirstSearchLowCost,Cost, 450.54695409252656, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 332.70455104306814, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 105.36854963881521, Score, 45.0,sDepthFirstSearchLowCost,Cost, 496.0426052306606, Score, -54.666666666666664, PathLength, 163.0,sLeastConnectedFirst,Cost, 487.0357194112003, Score, -35.333333333333336, PathLength, 105.0,
hMinimumConnectivity,Cost, 11726.856998016698, Score, 46.0,sDepthFirstSearchLowCost,Cost, 671.3121607318574, Score, -59.0, PathLength, 176.0,sLeastConnectedFirst,Cost, 514.6822729337281, Score, -33.0, PathLength, 98.0,
