[1000, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hMinimumConnectivity,Cost, 21153.118854092434, Score, 41.5,sDepthFirstSearchLowCost,Cost, 531.1531218080327, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 441.5716132936868, Score, -31.0, PathLength, 92.0,
hRandomSet,Cost, 353.8551841281258, Score, 35.666666666666664,sDepthFirstSearchLowCost,Cost, 453.70639723237974, Score, -46.666666666666664, PathLength, 139.0,sLeastConnectedFirst,Cost, 347.6166182900605, Score, -24.666666666666668, PathLength, 73.0,
hRandomSet,Cost, 173.34858643261165, Score, 28.833333333333332,sDepthFirstSearchLowCost,Cost, 256.0146987885525, Score, -29.333333333333332, PathLength, 87.0,sLeastConnectedFirst,Cost, 411.9794377810815, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 178.08079785332922, Score, 25.0,sDepthFirstSearchLowCost,Cost, 102.58998291628238, Score, -15.666666666666668, PathLength, 46.0,sLeastConnectedFirst,Cost, 494.75409839392364, Score, -34.333333333333336, PathLength, 102.0,
hRandomSet,Cost, 128.76545339892468, Score, 32.333333333333336,sDepthFirstSearchLowCost,Cost, 243.1423529782289, Score, -26.666666666666668, PathLength, 79.0,sLeastConnectedFirst,Cost, 594.1650870822119, Score, -38.0, PathLength, 113.0,
hMinimumConnectivity,Cost, 9196.725112943242, Score, 35.166666666666664,sDepthFirstSearchLowCost,Cost, 518.7322416496203, Score, -44.666666666666664, PathLength, 133.0,sLeastConnectedFirst,Cost, 355.94956357782996, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 120.36913303243554, Score, 39.166666666666664,sDepthFirstSearchLowCost,Cost, 361.34346761070225, Score, -37.666666666666664, PathLength, 112.0,sLeastConnectedFirst,Cost, 597.6915530322879, Score, -40.666666666666664, PathLength, 121.0,
hRandomSet,Cost, 181.6291181108119, Score, 31.833333333333332,sDepthFirstSearchLowCost,Cost, 380.1695349552719, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 313.1958008196648, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 291.723079170068, Score, 28.0,sDepthFirstSearchLowCost,Cost, 154.63856445772737, Score, -20.0, PathLength, 59.0,sLeastConnectedFirst,Cost, 586.5165550429559, Score, -36.0, PathLength, 107.0,
hRandomSet,Cost, 181.92234093161218, Score, 31.5,sDepthFirstSearchLowCost,Cost, 270.96929449188735, Score, -28.999999999999996, PathLength, 86.0,sLeastConnectedFirst,Cost, 494.10829556865775, Score, -34.0, PathLength, 101.0,
hMinimumConnectivity,Cost, 14615.916088401491, Score, 21.666666666666664,sDepthFirstSearchLowCost,Cost, 245.06812451400245, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 234.73633236331818, Score, -16.333333333333332, PathLength, 48.0,
hRandomSet,Cost, 322.97268413953543, Score, 21.5,sDepthFirstSearchLowCost,Cost, 141.55233096355363, Score, -19.0, PathLength, 56.0,sLeastConnectedFirst,Cost, 381.67249441920313, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 129.95406346072878, Score, 26.666666666666668,sDepthFirstSearchLowCost,Cost, 233.8251332615448, Score, -28.666666666666668, PathLength, 85.0,sLeastConnectedFirst,Cost, 345.94649181114386, Score, -24.666666666666668, PathLength, 73.0,
hRandomSet,Cost, 113.77013806961597, Score, 33.5,sDepthFirstSearchLowCost,Cost, 273.8829464168196, Score, -33.666666666666664, PathLength, 100.0,sLeastConnectedFirst,Cost, 466.3563432298657, Score, -33.33333333333333, PathLength, 99.0,
hMinimumConnectivity,Cost, 10030.130661079878, Score, 48.5,sDepthFirstSearchLowCost,Cost, 676.5218883894902, Score, -64.33333333333333, PathLength, 192.0,sLeastConnectedFirst,Cost, 479.8459699202523, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 12656.958801103128, Score, 31.166666666666664,sDepthFirstSearchLowCost,Cost, 422.55402238178266, Score, -39.33333333333333, PathLength, 117.0,sLeastConnectedFirst,Cost, 341.77520615880564, Score, -23.0, PathLength, 68.0,
hMinimumConnectivity,Cost, 23321.89388074181, Score, 34.16666666666667,sDepthFirstSearchLowCost,Cost, 330.6112645095048, Score, -34.66666666666667, PathLength, 103.0,sLeastConnectedFirst,Cost, 503.8953549359097, Score, -33.666666666666664, PathLength, 100.0,
hRandomSet,Cost, 135.70905138536548, Score, 34.33333333333333,sDepthFirstSearchLowCost,Cost, 292.2545473126486, Score, -39.33333333333333, PathLength, 117.0,sLeastConnectedFirst,Cost, 422.31095662517686, Score, -29.333333333333332, PathLength, 87.0,
hMinimumConnectivity,Cost, 15577.833816768485, Score, 36.33333333333333,sDepthFirstSearchLowCost,Cost, 515.8215097412952, Score, -46.33333333333333, PathLength, 138.0,sLeastConnectedFirst,Cost, 391.9627871609828, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 26709.75137483442, Score, 41.166666666666664,sDepthFirstSearchLowCost,Cost, 607.2473199012285, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 411.9961383892388, Score, -29.333333333333332, PathLength, 87.0,
hMinimumConnectivity,Cost, 11312.189102837492, Score, 36.166666666666664,sDepthFirstSearchLowCost,Cost, 405.7825047884151, Score, -39.666666666666664, PathLength, 118.0,sLeastConnectedFirst,Cost, 460.6556291642788, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 2340.9850889824643, Score, 27.833333333333332,sDepthFirstSearchLowCost,Cost, 401.23545877446986, Score, -40.666666666666664, PathLength, 121.0,sLeastConnectedFirst,Cost, 232.03925391085698, Score, -15.0, PathLength, 44.0,
hMinimumConnectivity,Cost, 14059.568114160587, Score, 32.66666666666667,sDepthFirstSearchLowCost,Cost, 460.2273288159019, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 326.9828929983344, Score, -22.0, PathLength, 65.0,
hMinimumConnectivity,Cost, 2895.1211695512684, Score, 48.0,sDepthFirstSearchLowCost,Cost, 744.788586583722, Score, -62.0, PathLength, 185.0,sLeastConnectedFirst,Cost, 500.55475724833366, Score, -34.0, PathLength, 101.0,
hRandomSet,Cost, 311.1837630896239, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 520.413830066272, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 309.03634558321187, Score, -18.666666666666668, PathLength, 55.0,
hRandomSet,Cost, 165.26728136658056, Score, 24.5,sDepthFirstSearchLowCost,Cost, 190.784197266449, Score, -25.0, PathLength, 74.0,sLeastConnectedFirst,Cost, 375.7656694892551, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 154.79498267088363, Score, 23.666666666666664,sDepthFirstSearchLowCost,Cost, 327.44115361803904, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 231.45494178954934, Score, -15.666666666666668, PathLength, 46.0,
hRandomSet,Cost, 295.5798893353125, Score, 42.33333333333333,sDepthFirstSearchLowCost,Cost, 531.414923604842, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 450.0863737513167, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 222.48427938544964, Score, 27.333333333333332,sDepthFirstSearchLowCost,Cost, 141.9033253956522, Score, -22.0, PathLength, 65.0,sLeastConnectedFirst,Cost, 488.9807134098426, Score, -32.666666666666664, PathLength, 97.0,
hRandomSet,Cost, 147.67218642370074, Score, 27.166666666666664,sDepthFirstSearchLowCost,Cost, 182.1685993767516, Score, -25.333333333333336, PathLength, 75.0,sLeastConnectedFirst,Cost, 406.76339225731306, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 12596.33267408489, Score, 42.666666666666664,sDepthFirstSearchLowCost,Cost, 587.0018702084878, Score, -59.0, PathLength, 176.0,sLeastConnectedFirst,Cost, 377.04923011838486, Score, -26.333333333333332, PathLength, 78.0,
hRandomSet,Cost, 173.3850309691574, Score, 36.166666666666664,sDepthFirstSearchLowCost,Cost, 386.22878629337924, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 465.32343076303715, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 273.1440826623623, Score, 37.0,sDepthFirstSearchLowCost,Cost, 486.615073944968, Score, -47.66666666666667, PathLength, 142.0,sLeastConnectedFirst,Cost, 386.9284856753262, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 23818.795933594538, Score, 31.166666666666664,sDepthFirstSearchLowCost,Cost, 350.21028700462205, Score, -40.33333333333333, PathLength, 120.0,sLeastConnectedFirst,Cost, 316.2505819407095, Score, -22.0, PathLength, 65.0,
hRandomSet,Cost, 110.07482557142816, Score, 34.0,sDepthFirstSearchLowCost,Cost, 175.7194408475399, Score, -25.666666666666664, PathLength, 76.0,sLeastConnectedFirst,Cost, 670.9097369003152, Score, -42.333333333333336, PathLength, 126.0,
hMinimumConnectivity,Cost, 21929.012418118917, Score, 40.333333333333336,sDepthFirstSearchLowCost,Cost, 583.7136758705362, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 306.07559545445594, Score, -21.0, PathLength, 62.0,
hRandomSet,Cost, 146.23321243603726, Score, 37.5,sDepthFirstSearchLowCost,Cost, 517.7154516452936, Score, -49.333333333333336, PathLength, 147.0,sLeastConnectedFirst,Cost, 394.9343098245307, Score, -25.666666666666664, PathLength, 76.0,
hMinimumConnectivity,Cost, 3890.986114916305, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 565.6653844825892, Score, -49.0, PathLength, 146.0,sLeastConnectedFirst,Cost, 218.87354428659165, Score, -12.666666666666668, PathLength, 37.0,
hRandomSet,Cost, 344.71765636551703, Score, 34.16666666666667,sDepthFirstSearchLowCost,Cost, 551.2933293716766, Score, -50.66666666666667, PathLength, 151.0,sLeastConnectedFirst,Cost, 284.5515262075215, Score, -17.666666666666668, PathLength, 52.0,
hMinimumConnectivity,Cost, 2095.483912925462, Score, 33.66666666666667,sDepthFirstSearchLowCost,Cost, 251.31302805055677, Score, -30.0, PathLength, 89.0,sLeastConnectedFirst,Cost, 562.922625950614, Score, -37.333333333333336, PathLength, 111.0,
hRandomSet,Cost, 121.37873656210417, Score, 30.666666666666664,sDepthFirstSearchLowCost,Cost, 316.34529631273574, Score, -32.666666666666664, PathLength, 97.0,sLeastConnectedFirst,Cost, 444.10306251785573, Score, -28.666666666666668, PathLength, 85.0,
hRandomSet,Cost, 134.67784532884275, Score, 35.66666666666667,sDepthFirstSearchLowCost,Cost, 386.6866698452156, Score, -38.333333333333336, PathLength, 114.0,sLeastConnectedFirst,Cost, 502.74690127395775, Score, -33.0, PathLength, 98.0,
hMinimumConnectivity,Cost, 3954.346881786502, Score, 40.66666666666667,sDepthFirstSearchLowCost,Cost, 609.5887115620126, Score, -60.66666666666667, PathLength, 181.0,sLeastConnectedFirst,Cost, 305.2486995696124, Score, -20.666666666666668, PathLength, 61.0,
hRandomSet,Cost, 85.04123264108799, Score, 33.66666666666667,sDepthFirstSearchLowCost,Cost, 420.8475471818768, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 403.4332387070223, Score, -25.0, PathLength, 74.0,
hMinimumConnectivity,Cost, 13029.411495593344, Score, 49.666666666666664,sDepthFirstSearchLowCost,Cost, 631.9355811284905, Score, -64.66666666666666, PathLength, 193.0,sLeastConnectedFirst,Cost, 486.7527974171552, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 13930.985160438528, Score, 44.333333333333336,sDepthFirstSearchLowCost,Cost, 488.30671828713577, Score, -51.66666666666667, PathLength, 154.0,sLeastConnectedFirst,Cost, 532.1953159353811, Score, -37.0, PathLength, 110.0,
hRandomSet,Cost, 82.83629497946303, Score, 30.666666666666668,sDepthFirstSearchLowCost,Cost, 230.82136166284388, Score, -30.0, PathLength, 89.0,sLeastConnectedFirst,Cost, 446.0594585204049, Score, -31.333333333333336, PathLength, 93.0,
hMinimumConnectivity,Cost, 6185.183653274335, Score, 38.5,sDepthFirstSearchLowCost,Cost, 475.8375534791393, Score, -44.666666666666664, PathLength, 133.0,sLeastConnectedFirst,Cost, 484.079666487583, Score, -32.33333333333333, PathLength, 96.0,
hMinimumConnectivity,Cost, 19728.710753134004, Score, 45.16666666666667,sDepthFirstSearchLowCost,Cost, 657.368978073181, Score, -59.333333333333336, PathLength, 177.0,sLeastConnectedFirst,Cost, 465.94835614788855, Score, -31.0, PathLength, 92.0,
hRandomSet,Cost, 215.2702145732162, Score, 35.666666666666664,sDepthFirstSearchLowCost,Cost, 299.1764644015321, Score, -32.33333333333333, PathLength, 96.0,sLeastConnectedFirst,Cost, 647.9632748068517, Score, -39.0, PathLength, 116.0,
hMinimumConnectivity,Cost, 19772.5319561772, Score, 34.16666666666667,sDepthFirstSearchLowCost,Cost, 340.0659709685649, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 517.0343225818931, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 346.2411051583349, Score, 35.166666666666664,sDepthFirstSearchLowCost,Cost, 336.78825768158833, Score, -38.666666666666664, PathLength, 115.0,sLeastConnectedFirst,Cost, 456.19790031418336, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 192.05470018755815, Score, 36.833333333333336,sDepthFirstSearchLowCost,Cost, 522.8135161292644, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 414.1632253324963, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 2920.0191422219596, Score, 39.0,sDepthFirstSearchLowCost,Cost, 485.35323519228115, Score, -50.33333333333333, PathLength, 150.0,sLeastConnectedFirst,Cost, 416.8140565094303, Score, -27.666666666666668, PathLength, 82.0,
hRandomSet,Cost, 103.43005047896285, Score, 16.833333333333336,sDepthFirstSearchLowCost,Cost, 134.3540380125443, Score, -17.666666666666668, PathLength, 52.0,sLeastConnectedFirst,Cost, 272.03975734006536, Score, -16.0, PathLength, 47.0,
hRandomSet,Cost, 96.32903379419628, Score, 42.5,sDepthFirstSearchLowCost,Cost, 639.2497131240366, Score, -54.333333333333336, PathLength, 162.0,sLeastConnectedFirst,Cost, 468.2477954099275, Score, -30.666666666666664, PathLength, 91.0,
hMinimumConnectivity,Cost, 12767.905729736542, Score, 42.833333333333336,sDepthFirstSearchLowCost,Cost, 620.5411695544324, Score, -60.333333333333336, PathLength, 180.0,sLeastConnectedFirst,Cost, 390.6102588615315, Score, -25.333333333333336, PathLength, 75.0,
hMinimumConnectivity,Cost, 14095.093034104864, Score, 42.33333333333333,sDepthFirstSearchLowCost,Cost, 521.2119875449373, Score, -51.33333333333333, PathLength, 153.0,sLeastConnectedFirst,Cost, 484.6703337024036, Score, -33.33333333333333, PathLength, 99.0,
hRandomSet,Cost, 84.74746530366302, Score, 25.166666666666664,sDepthFirstSearchLowCost,Cost, 176.2059834731723, Score, -26.333333333333332, PathLength, 78.0,sLeastConnectedFirst,Cost, 360.5728523629538, Score, -24.0, PathLength, 71.0,
hMinimumConnectivity,Cost, 16901.32805260189, Score, 35.0,sDepthFirstSearchLowCost,Cost, 428.0158389336437, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 401.88813263679225, Score, -26.666666666666668, PathLength, 79.0,
hMinimumConnectivity,Cost, 7910.984239163639, Score, 37.0,sDepthFirstSearchLowCost,Cost, 554.1781448171603, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 350.84289394454595, Score, -24.333333333333336, PathLength, 72.0,
hRandomSet,Cost, 316.3523581149252, Score, 41.5,sDepthFirstSearchLowCost,Cost, 566.5748814506358, Score, -54.333333333333336, PathLength, 162.0,sLeastConnectedFirst,Cost, 390.4501757965303, Score, -28.666666666666668, PathLength, 85.0,
hRandomSet,Cost, 253.291604218898, Score, 28.833333333333332,sDepthFirstSearchLowCost,Cost, 387.1954032599421, Score, -39.666666666666664, PathLength, 118.0,sLeastConnectedFirst,Cost, 273.08267011951654, Score, -18.0, PathLength, 53.0,
hMinimumConnectivity,Cost, 14841.045239804545, Score, 45.66666666666667,sDepthFirstSearchLowCost,Cost, 592.4278407235865, Score, -61.66666666666667, PathLength, 184.0,sLeastConnectedFirst,Cost, 425.08874126647765, Score, -29.666666666666668, PathLength, 88.0,
hMinimumConnectivity,Cost, 4529.82940867152, Score, 45.83333333333333,sDepthFirstSearchLowCost,Cost, 679.9108078432351, Score, -60.0, PathLength, 179.0,sLeastConnectedFirst,Cost, 501.2521166670436, Score, -31.666666666666664, PathLength, 94.0,
hMinimumConnectivity,Cost, 3146.464782308068, Score, 38.66666666666667,sDepthFirstSearchLowCost,Cost, 524.6383324435961, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 246.6969015466901, Score, -17.666666666666668, PathLength, 52.0,
hRandomSet,Cost, 131.8613818220617, Score, 28.0,sDepthFirstSearchLowCost,Cost, 111.11353608373126, Score, -17.333333333333336, PathLength, 51.0,sLeastConnectedFirst,Cost, 589.9137855077954, Score, -38.666666666666664, PathLength, 115.0,
hMinimumConnectivity,Cost, 18449.507821888863, Score, 43.0,sDepthFirstSearchLowCost,Cost, 580.99833693446, Score, -56.666666666666664, PathLength, 169.0,sLeastConnectedFirst,Cost, 456.83593047994276, Score, -29.333333333333332, PathLength, 87.0,
hMinimumConnectivity,Cost, 6194.4078119371925, Score, 39.5,sDepthFirstSearchLowCost,Cost, 566.2217240491764, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 398.3290932901418, Score, -26.666666666666668, PathLength, 79.0,
hMinimumConnectivity,Cost, 19741.95886779578, Score, 37.83333333333333,sDepthFirstSearchLowCost,Cost, 597.3767436230895, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 312.45417947626225, Score, -22.666666666666664, PathLength, 67.0,
hMinimumConnectivity,Cost, 4723.08395337035, Score, 27.0,sDepthFirstSearchLowCost,Cost, 443.22230450462166, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 223.76677153142504, Score, -14.000000000000002, PathLength, 41.0,
hMinimumConnectivity,Cost, 9572.446419501412, Score, 45.166666666666664,sDepthFirstSearchLowCost,Cost, 586.7186430654749, Score, -61.0, PathLength, 182.0,sLeastConnectedFirst,Cost, 454.0160752019162, Score, -29.333333333333332, PathLength, 87.0,
hMinimumConnectivity,Cost, 15179.945265531906, Score, 39.5,sDepthFirstSearchLowCost,Cost, 524.0868082357563, Score, -60.333333333333336, PathLength, 180.0,sLeastConnectedFirst,Cost, 270.7653549454615, Score, -18.666666666666668, PathLength, 55.0,
hRandomSet,Cost, 114.42524414590217, Score, 26.0,sDepthFirstSearchLowCost,Cost, 189.02451221584994, Score, -28.000000000000004, PathLength, 83.0,sLeastConnectedFirst,Cost, 338.6895973129609, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 158.65194142042384, Score, 33.5,sDepthFirstSearchLowCost,Cost, 321.1263014127085, Score, -36.0, PathLength, 107.0,sLeastConnectedFirst,Cost, 403.8704086802289, Score, -31.0, PathLength, 92.0,
hMinimumConnectivity,Cost, 24347.641895492266, Score, 41.5,sDepthFirstSearchLowCost,Cost, 465.3018792203757, Score, -41.66666666666667, PathLength, 124.0,sLeastConnectedFirst,Cost, 643.17151257111, Score, -41.333333333333336, PathLength, 123.0,
hMinimumConnectivity,Cost, 21934.047072400845, Score, 25.5,sDepthFirstSearchLowCost,Cost, 373.7805620347574, Score, -34.66666666666667, PathLength, 103.0,sLeastConnectedFirst,Cost, 242.23234772935308, Score, -16.333333333333332, PathLength, 48.0,
hRandomSet,Cost, 173.55313480357663, Score, 29.666666666666664,sDepthFirstSearchLowCost,Cost, 349.6849268190028, Score, -39.0, PathLength, 116.0,sLeastConnectedFirst,Cost, 311.8376889042408, Score, -20.333333333333332, PathLength, 60.0,
hRandomSet,Cost, 182.13522374641136, Score, 35.16666666666667,sDepthFirstSearchLowCost,Cost, 457.6337188196139, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 398.6206791323905, Score, -27.0, PathLength, 80.0,
hRandomSet,Cost, 58.403620313960516, Score, 27.666666666666668,sDepthFirstSearchLowCost,Cost, 167.08870460832364, Score, -26.666666666666668, PathLength, 79.0,sLeastConnectedFirst,Cost, 411.4714799529224, Score, -28.666666666666668, PathLength, 85.0,
hMinimumConnectivity,Cost, 13401.647430608917, Score, 39.333333333333336,sDepthFirstSearchLowCost,Cost, 526.3890468996692, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 274.0526040231894, Score, -19.0, PathLength, 56.0,
hMinimumConnectivity,Cost, 8663.55505710796, Score, 24.5,sDepthFirstSearchLowCost,Cost, 129.7878888330817, Score, -20.0, PathLength, 59.0,sLeastConnectedFirst,Cost, 409.3518889862433, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 291.6320803234628, Score, 30.5,sDepthFirstSearchLowCost,Cost, 466.73369908817557, Score, -44.333333333333336, PathLength, 132.0,sLeastConnectedFirst,Cost, 234.09647556151344, Score, -16.666666666666664, PathLength, 49.0,
hMinimumConnectivity,Cost, 23146.32777568293, Score, 30.5,sDepthFirstSearchLowCost,Cost, 448.74444705660017, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 259.126542198472, Score, -18.666666666666668, PathLength, 55.0,
hRandomSet,Cost, 256.7753547038194, Score, 32.5,sDepthFirstSearchLowCost,Cost, 239.6783620869544, Score, -28.999999999999996, PathLength, 86.0,sLeastConnectedFirst,Cost, 520.020335993833, Score, -36.0, PathLength, 107.0,
hRandomSet,Cost, 353.63824324457954, Score, 31.666666666666664,sDepthFirstSearchLowCost,Cost, 397.8253896228357, Score, -39.33333333333333, PathLength, 117.0,sLeastConnectedFirst,Cost, 330.2763435578578, Score, -24.0, PathLength, 71.0,
hMinimumConnectivity,Cost, 12675.224472239634, Score, 46.33333333333333,sDepthFirstSearchLowCost,Cost, 607.1426027877393, Score, -57.99999999999999, PathLength, 173.0,sLeastConnectedFirst,Cost, 516.8982864687227, Score, -34.66666666666667, PathLength, 103.0,
hRandomSet,Cost, 147.31867900800873, Score, 36.0,sDepthFirstSearchLowCost,Cost, 457.65378737477744, Score, -45.0, PathLength, 134.0,sLeastConnectedFirst,Cost, 401.8975107186248, Score, -27.0, PathLength, 80.0,
hRandomSet,Cost, 189.35860033941552, Score, 31.833333333333336,sDepthFirstSearchLowCost,Cost, 296.6116539604451, Score, -34.0, PathLength, 101.0,sLeastConnectedFirst,Cost, 423.41289992936606, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 159.0857442939378, Score, 39.16666666666667,sDepthFirstSearchLowCost,Cost, 584.9731999552267, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 482.98769386447185, Score, -31.0, PathLength, 92.0,
hMinimumConnectivity,Cost, 19221.927047138215, Score, 25.0,sDepthFirstSearchLowCost,Cost, 290.7156388558336, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 291.38670579188226, Score, -19.0, PathLength, 56.0,
hMinimumConnectivity,Cost, 15685.79166278371, Score, 33.0,sDepthFirstSearchLowCost,Cost, 282.94285059568233, Score, -33.0, PathLength, 98.0,sLeastConnectedFirst,Cost, 512.3778229861575, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 137.03247133672687, Score, 37.83333333333333,sDepthFirstSearchLowCost,Cost, 426.3735056494847, Score, -39.0, PathLength, 116.0,sLeastConnectedFirst,Cost, 552.2803725855249, Score, -36.666666666666664, PathLength, 109.0,
hRandomSet,Cost, 181.9974023066247, Score, 41.16666666666667,sDepthFirstSearchLowCost,Cost, 426.5050290707608, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 389.97934365652486, Score, -31.333333333333336, PathLength, 93.0,
hMinimumConnectivity,Cost, 20467.652161671376, Score, 39.0,sDepthFirstSearchLowCost,Cost, 501.22612616230384, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 543.7897637451058, Score, -35.66666666666667, PathLength, 106.0,
hRandomSet,Cost, 152.579882792506, Score, 35.166666666666664,sDepthFirstSearchLowCost,Cost, 429.53810209975705, Score, -43.0, PathLength, 128.0,sLeastConnectedFirst,Cost, 412.22874968437526, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 605.2255127524405, Score, 42.33333333333333,sDepthFirstSearchLowCost,Cost, 502.3002791933826, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 483.99569548294426, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 273.0890323220208, Score, 26.166666666666664,sDepthFirstSearchLowCost,Cost, 228.8890411966697, Score, -25.0, PathLength, 74.0,sLeastConnectedFirst,Cost, 421.7202343790383, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 188.27973738326983, Score, 38.83333333333333,sDepthFirstSearchLowCost,Cost, 616.0131912808073, Score, -55.666666666666664, PathLength, 166.0,sLeastConnectedFirst,Cost, 303.7782221814491, Score, -22.0, PathLength, 65.0,
hMinimumConnectivity,Cost, 13066.977023034195, Score, 48.5,sDepthFirstSearchLowCost,Cost, 504.94820244161957, Score, -57.333333333333336, PathLength, 171.0,sLeastConnectedFirst,Cost, 561.1568704524507, Score, -39.666666666666664, PathLength, 118.0,
hMinimumConnectivity,Cost, 2787.7119514045057, Score, 45.5,sDepthFirstSearchLowCost,Cost, 624.0272264457145, Score, -63.33333333333333, PathLength, 189.0,sLeastConnectedFirst,Cost, 445.7061004092356, Score, -27.666666666666668, PathLength, 82.0,
hRandomSet,Cost, 188.9264504591521, Score, 34.833333333333336,sDepthFirstSearchLowCost,Cost, 335.22148796585867, Score, -35.333333333333336, PathLength, 105.0,sLeastConnectedFirst,Cost, 517.412002304651, Score, -34.333333333333336, PathLength, 102.0,
hMinimumConnectivity,Cost, 20625.263430605864, Score, 42.0,sDepthFirstSearchLowCost,Cost, 556.1895109564225, Score, -52.666666666666664, PathLength, 157.0,sLeastConnectedFirst,Cost, 480.6030331634343, Score, -31.333333333333336, PathLength, 93.0,
hRandomSet,Cost, 152.64340522800092, Score, 30.166666666666664,sDepthFirstSearchLowCost,Cost, 226.98106793059884, Score, -27.666666666666668, PathLength, 82.0,sLeastConnectedFirst,Cost, 546.4190005267923, Score, -32.666666666666664, PathLength, 97.0,
hRandomSet,Cost, 1112.5553759022225, Score, 33.33333333333333,sDepthFirstSearchLowCost,Cost, 339.76379835982334, Score, -33.0, PathLength, 98.0,sLeastConnectedFirst,Cost, 509.91024382743956, Score, -33.666666666666664, PathLength, 100.0,
hRandomSet,Cost, 296.28667642729465, Score, 33.0,sDepthFirstSearchLowCost,Cost, 272.6526861721758, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 535.3320013796788, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 20515.996944421488, Score, 30.5,sDepthFirstSearchLowCost,Cost, 270.6956544193134, Score, -33.33333333333333, PathLength, 99.0,sLeastConnectedFirst,Cost, 395.92864879630827, Score, -27.666666666666668, PathLength, 82.0,
hRandomSet,Cost, 195.9991533412415, Score, 27.666666666666664,sDepthFirstSearchLowCost,Cost, 267.7870343082805, Score, -29.666666666666668, PathLength, 88.0,sLeastConnectedFirst,Cost, 393.0846982785206, Score, -25.666666666666664, PathLength, 76.0,
