[1000, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][MostConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hMinimumConnectivity,Cost, 3573.998229650363, Score, 69.83333333333333,sDepthFirstSearchLowCost,Cost, 613.1625804938362, Score, -59.333333333333336, PathLength, 177.0,sMostConnectedFirst,Cost, 1174.5326193007106, Score, -80.33333333333333, PathLength, 240.0,
hRandomSet,Cost, 289.19375993837843, Score, 60.0,sDepthFirstSearchLowCost,Cost, 652.5149847901122, Score, -60.333333333333336, PathLength, 180.0,sMostConnectedFirst,Cost, 934.1534080971994, Score, -59.66666666666667, PathLength, 178.0,
hRandomSet,Cost, 115.23794080744416, Score, 29.666666666666664,sDepthFirstSearchLowCost,Cost, 140.02005757224546, Score, -19.666666666666664, PathLength, 58.0,sMostConnectedFirst,Cost, 532.146529621626, Score, -39.666666666666664, PathLength, 118.0,
hMinimumConnectivity,Cost, 2672.6360625349907, Score, 63.0,sDepthFirstSearchLowCost,Cost, 617.5253399823691, Score, -59.0, PathLength, 176.0,sMostConnectedFirst,Cost, 940.6257902307648, Score, -67.0, PathLength, 200.0,
hMinimumConnectivity,Cost, 11754.320894886801, Score, 72.5,sDepthFirstSearchLowCost,Cost, 526.6563927065266, Score, -50.33333333333333, PathLength, 150.0,sMostConnectedFirst,Cost, 1347.4441554063847, Score, -94.66666666666667, PathLength, 283.0,
hRandomSet,Cost, 791.3409022921194, Score, 48.83333333333333,sDepthFirstSearchLowCost,Cost, 608.0386871851821, Score, -60.0, PathLength, 179.0,sMostConnectedFirst,Cost, 593.1664685070747, Score, -37.666666666666664, PathLength, 112.0,
hRandomSet,Cost, 149.65376534105815, Score, 23.166666666666664,sDepthFirstSearchLowCost,Cost, 210.63112742128013, Score, -26.0, PathLength, 77.0,sMostConnectedFirst,Cost, 319.20984887597314, Score, -20.333333333333332, PathLength, 60.0,
hMinimumConnectivity,Cost, 2823.043224411881, Score, 64.66666666666666,sDepthFirstSearchLowCost,Cost, 603.5831568465206, Score, -51.66666666666667, PathLength, 154.0,sMostConnectedFirst,Cost, 1051.1322360554882, Score, -77.66666666666666, PathLength, 232.0,
hMinimumConnectivity,Cost, 11180.768977917878, Score, 96.16666666666666,sDepthFirstSearchLowCost,Cost, 615.2356076300051, Score, -63.66666666666667, PathLength, 190.0,sMostConnectedFirst,Cost, 1976.3124411281124, Score, -128.66666666666666, PathLength, 385.0,
hMinimumConnectivity,Cost, 16446.120708575487, Score, 48.0,sDepthFirstSearchLowCost,Cost, 497.06153433566647, Score, -50.0, PathLength, 149.0,sMostConnectedFirst,Cost, 633.5146466015515, Score, -46.0, PathLength, 137.0,
hMinimumConnectivity,Cost, 24022.500142328925, Score, 60.66666666666667,sDepthFirstSearchLowCost,Cost, 528.3921631675162, Score, -49.333333333333336, PathLength, 147.0,sMostConnectedFirst,Cost, 1141.7402169227703, Score, -72.0, PathLength, 215.0,
hRandomSet,Cost, 204.75799030046804, Score, 19.666666666666668,sDepthFirstSearchLowCost,Cost, 209.33348932960263, Score, -26.0, PathLength, 77.0,sMostConnectedFirst,Cost, 164.97854383015607, Score, -13.333333333333334, PathLength, 39.0,
hRandomSet,Cost, 149.99237627825212, Score, 27.166666666666668,sDepthFirstSearchLowCost,Cost, 217.659890921699, Score, -28.000000000000004, PathLength, 83.0,sMostConnectedFirst,Cost, 396.7520093371233, Score, -26.333333333333332, PathLength, 78.0,
hRandomSet,Cost, 179.14851658898598, Score, 22.166666666666664,sDepthFirstSearchLowCost,Cost, 126.53303463091235, Score, -18.666666666666668, PathLength, 55.0,sMostConnectedFirst,Cost, 389.8454432306265, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 198.52941588869646, Score, 35.0,sDepthFirstSearchLowCost,Cost, 221.53391750837028, Score, -28.999999999999996, PathLength, 86.0,sMostConnectedFirst,Cost, 639.5498116541459, Score, -41.0, PathLength, 122.0,
hMinimumConnectivity,Cost, 2128.931174098504, Score, 83.0,sDepthFirstSearchLowCost,Cost, 689.5154731852062, Score, -62.66666666666667, PathLength, 187.0,sMostConnectedFirst,Cost, 1553.4191971141113, Score, -103.33333333333334, PathLength, 309.0,
hMinimumConnectivity,Cost, 17542.67308830802, Score, 74.16666666666666,sDepthFirstSearchLowCost,Cost, 446.5986504350694, Score, -42.0, PathLength, 125.0,sMostConnectedFirst,Cost, 1655.878506925005, Score, -106.33333333333333, PathLength, 318.0,
hRandomSet,Cost, 165.22642042534287, Score, 45.666666666666664,sDepthFirstSearchLowCost,Cost, 582.6804651172937, Score, -54.666666666666664, PathLength, 163.0,sMostConnectedFirst,Cost, 561.317215442432, Score, -36.666666666666664, PathLength, 109.0,
hRandomSet,Cost, 206.67288893744458, Score, 35.66666666666667,sDepthFirstSearchLowCost,Cost, 410.6744737107465, Score, -41.66666666666667, PathLength, 124.0,sMostConnectedFirst,Cost, 458.9977001720498, Score, -29.666666666666668, PathLength, 88.0,
hMinimumConnectivity,Cost, 16250.294192110627, Score, 59.83333333333333,sDepthFirstSearchLowCost,Cost, 666.988723631708, Score, -57.333333333333336, PathLength, 171.0,sMostConnectedFirst,Cost, 920.6946165132936, Score, -62.33333333333333, PathLength, 186.0,
hMinimumConnectivity,Cost, 11151.44646583894, Score, 86.33333333333333,sDepthFirstSearchLowCost,Cost, 593.7036099847475, Score, -56.333333333333336, PathLength, 168.0,sMostConnectedFirst,Cost, 1662.8581576277318, Score, -116.33333333333333, PathLength, 348.0,
hMinimumConnectivity,Cost, 17887.28294314669, Score, 107.16666666666666,sDepthFirstSearchLowCost,Cost, 621.1698953686271, Score, -56.00000000000001, PathLength, 167.0,sMostConnectedFirst,Cost, 2404.139252715927, Score, -158.33333333333331, PathLength, 474.0,
hMinimumConnectivity,Cost, 15408.395821484966, Score, 103.5,sDepthFirstSearchLowCost,Cost, 652.7780182623535, Score, -64.33333333333333, PathLength, 192.0,sMostConnectedFirst,Cost, 2276.785171391776, Score, -142.66666666666669, PathLength, 427.0,
hMinimumConnectivity,Cost, 8990.822254280483, Score, 65.0,sDepthFirstSearchLowCost,Cost, 519.0720790199962, Score, -48.0, PathLength, 143.0,sMostConnectedFirst,Cost, 1225.1560838376797, Score, -82.0, PathLength, 245.0,
hRandomSet,Cost, 153.8025573105485, Score, 37.33333333333333,sDepthFirstSearchLowCost,Cost, 266.6331207794515, Score, -30.0, PathLength, 89.0,sMostConnectedFirst,Cost, 689.8008877643686, Score, -44.666666666666664, PathLength, 133.0,
hMinimumConnectivity,Cost, 15863.800744633972, Score, 46.333333333333336,sDepthFirstSearchLowCost,Cost, 327.1306375062809, Score, -35.333333333333336, PathLength, 105.0,sMostConnectedFirst,Cost, 886.5876860942478, Score, -57.333333333333336, PathLength, 171.0,
hRandomSet,Cost, 272.8763951606326, Score, 56.66666666666667,sDepthFirstSearchLowCost,Cost, 421.7561635713563, Score, -41.66666666666667, PathLength, 124.0,sMostConnectedFirst,Cost, 1118.3374151767232, Score, -71.66666666666667, PathLength, 214.0,
hMinimumConnectivity,Cost, 19281.584896963195, Score, 71.33333333333334,sDepthFirstSearchLowCost,Cost, 544.8171495864628, Score, -50.66666666666667, PathLength, 151.0,sMostConnectedFirst,Cost, 1371.390882979851, Score, -92.0, PathLength, 275.0,
hRandomSet,Cost, 240.2839966113596, Score, 37.166666666666664,sDepthFirstSearchLowCost,Cost, 271.8645929322726, Score, -29.333333333333332, PathLength, 87.0,sMostConnectedFirst,Cost, 623.5696696763534, Score, -45.0, PathLength, 134.0,
hRandomSet,Cost, 166.87134967139588, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 275.3042096696968, Score, -33.0, PathLength, 98.0,sMostConnectedFirst,Cost, 503.21311548648737, Score, -35.66666666666667, PathLength, 106.0,
hMinimumConnectivity,Cost, 19376.09190054772, Score, 45.166666666666664,sDepthFirstSearchLowCost,Cost, 399.95093072966915, Score, -46.33333333333333, PathLength, 138.0,sMostConnectedFirst,Cost, 619.6593819583167, Score, -44.0, PathLength, 131.0,
hMinimumConnectivity,Cost, 15536.005517466749, Score, 96.83333333333333,sDepthFirstSearchLowCost,Cost, 636.588253259385, Score, -65.66666666666666, PathLength, 196.0,sMostConnectedFirst,Cost, 1974.942055964558, Score, -128.0, PathLength, 383.0,
hRandomSet,Cost, 157.39866260445197, Score, 32.333333333333336,sDepthFirstSearchLowCost,Cost, 244.30306037453744, Score, -28.333333333333332, PathLength, 84.0,sMostConnectedFirst,Cost, 528.1970246296821, Score, -36.333333333333336, PathLength, 108.0,
hRandomSet,Cost, 408.73523546375316, Score, 43.5,sDepthFirstSearchLowCost,Cost, 563.9545583437459, Score, -51.66666666666667, PathLength, 154.0,sMostConnectedFirst,Cost, 521.7843956123248, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 93.35247386976627, Score, 72.83333333333334,sDepthFirstSearchLowCost,Cost, 629.3298491439808, Score, -62.33333333333333, PathLength, 186.0,sMostConnectedFirst,Cost, 1229.2852911387436, Score, -83.33333333333334, PathLength, 249.0,
hRandomSet,Cost, 78.93260478853249, Score, 24.5,sDepthFirstSearchLowCost,Cost, 120.81098381254444, Score, -20.0, PathLength, 59.0,sMostConnectedFirst,Cost, 373.48952359797437, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 9201.57657853346, Score, 67.66666666666666,sDepthFirstSearchLowCost,Cost, 584.8375143904204, Score, -57.99999999999999, PathLength, 173.0,sMostConnectedFirst,Cost, 1168.345998999598, Score, -77.33333333333333, PathLength, 231.0,
hRandomSet,Cost, 102.20181958937053, Score, 35.5,sDepthFirstSearchLowCost,Cost, 448.62003463925555, Score, -44.333333333333336, PathLength, 132.0,sMostConnectedFirst,Cost, 411.036676620177, Score, -26.666666666666668, PathLength, 79.0,
hRandomSet,Cost, 133.0311190251178, Score, 44.5,sDepthFirstSearchLowCost,Cost, 303.1092321038804, Score, -32.33333333333333, PathLength, 96.0,sMostConnectedFirst,Cost, 838.5289847449775, Score, -56.666666666666664, PathLength, 169.0,
hRandomSet,Cost, 271.0750433842488, Score, 67.66666666666666,sDepthFirstSearchLowCost,Cost, 527.4777970106369, Score, -45.33333333333333, PathLength, 135.0,sMostConnectedFirst,Cost, 1301.0379742203675, Score, -90.0, PathLength, 269.0,
hMinimumConnectivity,Cost, 13358.743836610807, Score, 56.166666666666664,sDepthFirstSearchLowCost,Cost, 484.83763552077147, Score, -57.666666666666664, PathLength, 172.0,sMostConnectedFirst,Cost, 733.1762665174324, Score, -54.666666666666664, PathLength, 163.0,
hMinimumConnectivity,Cost, 5257.7609148392685, Score, 46.33333333333333,sDepthFirstSearchLowCost,Cost, 556.5661509623808, Score, -46.33333333333333, PathLength, 138.0,sMostConnectedFirst,Cost, 686.5933409857225, Score, -46.33333333333333, PathLength, 138.0,
hMinimumConnectivity,Cost, 23176.284534929728, Score, 70.16666666666666,sDepthFirstSearchLowCost,Cost, 613.8342312434196, Score, -59.66666666666667, PathLength, 178.0,sMostConnectedFirst,Cost, 1207.0815705049013, Score, -80.66666666666666, PathLength, 241.0,
hRandomSet,Cost, 138.91053291941722, Score, 41.166666666666664,sDepthFirstSearchLowCost,Cost, 179.94957091405053, Score, -21.0, PathLength, 62.0,sMostConnectedFirst,Cost, 896.7143457342819, Score, -61.33333333333333, PathLength, 183.0,
hRandomSet,Cost, 341.06705905642457, Score, 44.5,sDepthFirstSearchLowCost,Cost, 311.477974558723, Score, -34.0, PathLength, 101.0,sMostConnectedFirst,Cost, 729.276091741852, Score, -55.00000000000001, PathLength, 164.0,
hMinimumConnectivity,Cost, 17504.34830571985, Score, 71.16666666666667,sDepthFirstSearchLowCost,Cost, 483.4238623917369, Score, -48.0, PathLength, 143.0,sMostConnectedFirst,Cost, 1450.0105300459581, Score, -94.33333333333334, PathLength, 282.0,
hMinimumConnectivity,Cost, 19948.523374831693, Score, 99.66666666666667,sDepthFirstSearchLowCost,Cost, 339.8302521621534, Score, -36.333333333333336, PathLength, 108.0,sMostConnectedFirst,Cost, 2592.949308285547, Score, -163.0, PathLength, 488.0,
hMinimumConnectivity,Cost, 5656.48061508722, Score, 67.5,sDepthFirstSearchLowCost,Cost, 440.6703491991132, Score, -48.333333333333336, PathLength, 144.0,sMostConnectedFirst,Cost, 1328.4986680759264, Score, -86.66666666666667, PathLength, 259.0,
hRandomSet,Cost, 96.95462218189081, Score, 41.0,sDepthFirstSearchLowCost,Cost, 302.4817017782822, Score, -34.0, PathLength, 101.0,sMostConnectedFirst,Cost, 689.6861624214096, Score, -48.0, PathLength, 143.0,
hMinimumConnectivity,Cost, 22346.093329473573, Score, 105.16666666666666,sDepthFirstSearchLowCost,Cost, 602.4377149327516, Score, -56.666666666666664, PathLength, 169.0,sMostConnectedFirst,Cost, 2322.7137346548416, Score, -153.66666666666666, PathLength, 460.0,
hMinimumConnectivity,Cost, 23517.73710839599, Score, 77.33333333333333,sDepthFirstSearchLowCost,Cost, 586.4673032863875, Score, -56.666666666666664, PathLength, 169.0,sMostConnectedFirst,Cost, 1350.446387827653, Score, -98.0, PathLength, 293.0,
hMinimumConnectivity,Cost, 5252.053020338218, Score, 81.66666666666666,sDepthFirstSearchLowCost,Cost, 496.49379530518524, Score, -49.0, PathLength, 146.0,sMostConnectedFirst,Cost, 1770.8599520891116, Score, -114.33333333333333, PathLength, 342.0,
hRandomSet,Cost, 144.77978950325922, Score, 31.0,sDepthFirstSearchLowCost,Cost, 193.8812266077159, Score, -26.666666666666668, PathLength, 79.0,sMostConnectedFirst,Cost, 527.1972933992674, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 172.42127090533734, Score, 23.833333333333336,sDepthFirstSearchLowCost,Cost, 139.9609308111628, Score, -20.666666666666668, PathLength, 61.0,sMostConnectedFirst,Cost, 371.0266121247791, Score, -27.0, PathLength, 80.0,
hMinimumConnectivity,Cost, 13273.616604007622, Score, 75.66666666666666,sDepthFirstSearchLowCost,Cost, 475.89179763797233, Score, -45.666666666666664, PathLength, 136.0,sMostConnectedFirst,Cost, 1550.8644845838996, Score, -105.66666666666666, PathLength, 316.0,
hMinimumConnectivity,Cost, 20697.569071747916, Score, 57.166666666666664,sDepthFirstSearchLowCost,Cost, 516.0821694458048, Score, -51.33333333333333, PathLength, 153.0,sMostConnectedFirst,Cost, 960.6445478206126, Score, -63.0, PathLength, 188.0,
hMinimumConnectivity,Cost, 9651.616131879386, Score, 99.33333333333331,sDepthFirstSearchLowCost,Cost, 607.8380787486203, Score, -62.33333333333333, PathLength, 186.0,sMostConnectedFirst,Cost, 2096.684697626795, Score, -136.33333333333331, PathLength, 408.0,
hMinimumConnectivity,Cost, 15834.85760970515, Score, 34.0,sDepthFirstSearchLowCost,Cost, 227.55980460104448, Score, -28.333333333333332, PathLength, 84.0,sMostConnectedFirst,Cost, 536.5941825841492, Score, -39.666666666666664, PathLength, 118.0,
hMinimumConnectivity,Cost, 10875.346121179682, Score, 102.16666666666667,sDepthFirstSearchLowCost,Cost, 671.8851426998974, Score, -65.0, PathLength, 194.0,sMostConnectedFirst,Cost, 2097.679990134845, Score, -139.33333333333334, PathLength, 417.0,
hRandomSet,Cost, 252.42513038220898, Score, 23.0,sDepthFirstSearchLowCost,Cost, 239.56160517198265, Score, -26.333333333333332, PathLength, 78.0,sMostConnectedFirst,Cost, 329.68666185882967, Score, -19.666666666666664, PathLength, 58.0,
hMinimumConnectivity,Cost, 19215.38549290456, Score, 50.66666666666667,sDepthFirstSearchLowCost,Cost, 585.9585546856667, Score, -57.333333333333336, PathLength, 171.0,sMostConnectedFirst,Cost, 670.0722016847749, Score, -44.0, PathLength, 131.0,
hRandomSet,Cost, 113.23714564401833, Score, 37.833333333333336,sDepthFirstSearchLowCost,Cost, 255.4485027989167, Score, -28.666666666666668, PathLength, 85.0,sMostConnectedFirst,Cost, 720.8931169310459, Score, -47.0, PathLength, 140.0,
hMinimumConnectivity,Cost, 20963.005921122156, Score, 40.33333333333333,sDepthFirstSearchLowCost,Cost, 184.89549757156914, Score, -23.0, PathLength, 68.0,sMostConnectedFirst,Cost, 879.9751626032738, Score, -57.666666666666664, PathLength, 172.0,
hRandomSet,Cost, 250.14602052721065, Score, 33.166666666666664,sDepthFirstSearchLowCost,Cost, 512.7094321582372, Score, -45.33333333333333, PathLength, 135.0,sMostConnectedFirst,Cost, 331.4510061098463, Score, -21.0, PathLength, 62.0,
hMinimumConnectivity,Cost, 19478.50770396137, Score, 68.66666666666667,sDepthFirstSearchLowCost,Cost, 521.0434604795842, Score, -58.333333333333336, PathLength, 174.0,sMostConnectedFirst,Cost, 1158.0116672726172, Score, -79.0, PathLength, 236.0,
hMinimumConnectivity,Cost, 18377.52325601375, Score, 58.5,sDepthFirstSearchLowCost,Cost, 394.92657144710734, Score, -40.0, PathLength, 119.0,sMostConnectedFirst,Cost, 1142.1106523739525, Score, -77.0, PathLength, 230.0,
hRandomSet,Cost, 95.29089701835522, Score, 69.83333333333334,sDepthFirstSearchLowCost,Cost, 235.6926982700842, Score, -29.666666666666668, PathLength, 88.0,sMostConnectedFirst,Cost, 1574.0215497371, Score, -110.00000000000001, PathLength, 329.0,
hRandomSet,Cost, 168.06527902744938, Score, 42.66666666666667,sDepthFirstSearchLowCost,Cost, 213.63448055179407, Score, -31.333333333333336, PathLength, 93.0,sMostConnectedFirst,Cost, 792.8693414128861, Score, -54.0, PathLength, 161.0,
hRandomSet,Cost, 262.68838581526495, Score, 30.0,sDepthFirstSearchLowCost,Cost, 266.68083457774213, Score, -28.000000000000004, PathLength, 83.0,sMostConnectedFirst,Cost, 493.8722878856328, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 3113.660249030683, Score, 65.0,sDepthFirstSearchLowCost,Cost, 483.7502729675826, Score, -48.66666666666667, PathLength, 145.0,sMostConnectedFirst,Cost, 1222.0516345758497, Score, -81.33333333333333, PathLength, 243.0,
hRandomSet,Cost, 245.80467091349706, Score, 50.5,sDepthFirstSearchLowCost,Cost, 573.9018107473315, Score, -57.333333333333336, PathLength, 171.0,sMostConnectedFirst,Cost, 701.3154602623432, Score, -43.666666666666664, PathLength, 130.0,
hRandomSet,Cost, 428.2297193666222, Score, 49.0,sDepthFirstSearchLowCost,Cost, 586.6459956053945, Score, -61.66666666666667, PathLength, 184.0,sMostConnectedFirst,Cost, 490.91702299665184, Score, -36.333333333333336, PathLength, 108.0,
hRandomSet,Cost, 193.37899170624635, Score, 36.0,sDepthFirstSearchLowCost,Cost, 440.0108075135408, Score, -47.0, PathLength, 140.0,sMostConnectedFirst,Cost, 388.889554807721, Score, -25.0, PathLength, 74.0,
hRandomSet,Cost, 365.95356334603434, Score, 53.333333333333336,sDepthFirstSearchLowCost,Cost, 623.8118750024356, Score, -57.333333333333336, PathLength, 171.0,sMostConnectedFirst,Cost, 750.988073171822, Score, -49.333333333333336, PathLength, 147.0,
hMinimumConnectivity,Cost, 2334.958227317733, Score, 56.166666666666664,sDepthFirstSearchLowCost,Cost, 687.6136391691826, Score, -58.666666666666664, PathLength, 175.0,sMostConnectedFirst,Cost, 904.9935658723768, Score, -53.666666666666664, PathLength, 160.0,
hMinimumConnectivity,Cost, 32845.45327442159, Score, 50.33333333333333,sDepthFirstSearchLowCost,Cost, 547.5450399585027, Score, -50.33333333333333, PathLength, 150.0,sMostConnectedFirst,Cost, 725.1678039976936, Score, -50.33333333333333, PathLength, 150.0,
hRandomSet,Cost, 291.71809750937723, Score, 44.33333333333333,sDepthFirstSearchLowCost,Cost, 452.36463045268675, Score, -45.666666666666664, PathLength, 136.0,sMostConnectedFirst,Cost, 647.7251063508606, Score, -43.0, PathLength, 128.0,
hRandomSet,Cost, 114.71638569928906, Score, 52.333333333333336,sDepthFirstSearchLowCost,Cost, 497.6858589618159, Score, -44.333333333333336, PathLength, 132.0,sMostConnectedFirst,Cost, 1004.1823814185453, Score, -60.333333333333336, PathLength, 180.0,
hRandomSet,Cost, 179.7790715803849, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 268.06197070476713, Score, -31.0, PathLength, 92.0,sMostConnectedFirst,Cost, 492.85516235146514, Score, -35.333333333333336, PathLength, 105.0,
hRandomSet,Cost, 183.06204616136182, Score, 20.0,sDepthFirstSearchLowCost,Cost, 105.53869120893646, Score, -18.666666666666668, PathLength, 55.0,sMostConnectedFirst,Cost, 325.2729361102765, Score, -21.333333333333336, PathLength, 63.0,
hMinimumConnectivity,Cost, 14270.250577859651, Score, 72.83333333333334,sDepthFirstSearchLowCost,Cost, 540.170391874665, Score, -62.66666666666667, PathLength, 187.0,sMostConnectedFirst,Cost, 1256.1773651296137, Score, -83.0, PathLength, 248.0,
hMinimumConnectivity,Cost, 1768.352156849038, Score, 41.16666666666667,sDepthFirstSearchLowCost,Cost, 425.8991063750803, Score, -41.0, PathLength, 122.0,sMostConnectedFirst,Cost, 611.4367952770049, Score, -41.333333333333336, PathLength, 123.0,
hMinimumConnectivity,Cost, 3675.8820451846727, Score, 83.16666666666666,sDepthFirstSearchLowCost,Cost, 623.4603867284281, Score, -64.66666666666666, PathLength, 193.0,sMostConnectedFirst,Cost, 1564.2699155080452, Score, -101.66666666666666, PathLength, 304.0,
hRandomSet,Cost, 198.69028671838652, Score, 38.833333333333336,sDepthFirstSearchLowCost,Cost, 284.87762969060515, Score, -34.333333333333336, PathLength, 102.0,sMostConnectedFirst,Cost, 627.977757534777, Score, -43.333333333333336, PathLength, 129.0,
hRandomSet,Cost, 219.77598582813428, Score, 38.83333333333333,sDepthFirstSearchLowCost,Cost, 460.0072915201563, Score, -45.0, PathLength, 134.0,sMostConnectedFirst,Cost, 458.6564302287882, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 3644.2078952086604, Score, 61.0,sDepthFirstSearchLowCost,Cost, 561.7267435093135, Score, -57.333333333333336, PathLength, 171.0,sMostConnectedFirst,Cost, 936.5159060710504, Score, -64.66666666666666, PathLength, 193.0,
hRandomSet,Cost, 303.32334764204086, Score, 51.16666666666667,sDepthFirstSearchLowCost,Cost, 233.5178491902302, Score, -29.666666666666668, PathLength, 88.0,sMostConnectedFirst,Cost, 1034.9862971263917, Score, -72.66666666666667, PathLength, 217.0,
hRandomSet,Cost, 149.10854837359918, Score, 31.666666666666668,sDepthFirstSearchLowCost,Cost, 140.7122614908183, Score, -22.0, PathLength, 65.0,sMostConnectedFirst,Cost, 559.2306597792976, Score, -41.333333333333336, PathLength, 123.0,
hRandomSet,Cost, 91.04861056931776, Score, 28.333333333333332,sDepthFirstSearchLowCost,Cost, 187.15766756492192, Score, -25.666666666666664, PathLength, 76.0,sMostConnectedFirst,Cost, 459.8538643398721, Score, -31.0, PathLength, 92.0,
hRandomSet,Cost, 48.06000631688056, Score, 23.5,sDepthFirstSearchLowCost,Cost, 246.63978187719036, Score, -32.0, PathLength, 95.0,sMostConnectedFirst,Cost, 194.3292481712609, Score, -15.0, PathLength, 44.0,
hRandomSet,Cost, 272.66143605818985, Score, 32.666666666666664,sDepthFirstSearchLowCost,Cost, 267.9259342952121, Score, -33.33333333333333, PathLength, 99.0,sMostConnectedFirst,Cost, 479.6732142920864, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 20314.84702102896, Score, 92.83333333333333,sDepthFirstSearchLowCost,Cost, 563.7938651061638, Score, -54.333333333333336, PathLength, 162.0,sMostConnectedFirst,Cost, 1925.7953626377607, Score, -131.33333333333331, PathLength, 393.0,
hRandomSet,Cost, 188.74858947067992, Score, 27.5,sDepthFirstSearchLowCost,Cost, 244.6308001313358, Score, -27.666666666666668, PathLength, 82.0,sMostConnectedFirst,Cost, 411.4790137283293, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 150.47166941851125, Score, 23.5,sDepthFirstSearchLowCost,Cost, 176.3146383997983, Score, -25.666666666666664, PathLength, 76.0,sMostConnectedFirst,Cost, 335.533916078908, Score, -21.333333333333336, PathLength, 63.0,
hRandomSet,Cost, 229.7374917092942, Score, 44.666666666666664,sDepthFirstSearchLowCost,Cost, 446.48297194483905, Score, -39.33333333333333, PathLength, 117.0,sMostConnectedFirst,Cost, 775.8368018220525, Score, -50.0, PathLength, 149.0,
hMinimumConnectivity,Cost, 15758.731456164762, Score, 52.5,sDepthFirstSearchLowCost,Cost, 447.54698623974735, Score, -54.333333333333336, PathLength, 162.0,sMostConnectedFirst,Cost, 698.0570348639899, Score, -50.66666666666667, PathLength, 151.0,
hRandomSet,Cost, 117.07802061266226, Score, 40.33333333333333,sDepthFirstSearchLowCost,Cost, 266.15861229574074, Score, -33.666666666666664, PathLength, 100.0,sMostConnectedFirst,Cost, 632.935475251931, Score, -47.0, PathLength, 140.0,
hMinimumConnectivity,Cost, 8718.194218664012, Score, 67.33333333333334,sDepthFirstSearchLowCost,Cost, 611.7324539692531, Score, -64.0, PathLength, 191.0,sMostConnectedFirst,Cost, 1139.0641667387495, Score, -70.66666666666667, PathLength, 211.0,
hMinimumConnectivity,Cost, 8960.517644766078, Score, 100.83333333333333,sDepthFirstSearchLowCost,Cost, 619.2797630713716, Score, -64.0, PathLength, 191.0,sMostConnectedFirst,Cost, 2096.4807687251823, Score, -137.66666666666666, PathLength, 412.0,
hRandomSet,Cost, 198.27709023088835, Score, 24.333333333333332,sDepthFirstSearchLowCost,Cost, 285.76604333783666, Score, -32.666666666666664, PathLength, 97.0,sMostConnectedFirst,Cost, 268.53207266423556, Score, -16.0, PathLength, 47.0,
hMinimumConnectivity,Cost, 6409.7794949136505, Score, 68.5,sDepthFirstSearchLowCost,Cost, 394.568800669747, Score, -40.666666666666664, PathLength, 121.0,sMostConnectedFirst,Cost, 1414.7286871055253, Score, -96.33333333333334, PathLength, 288.0,
hMinimumConnectivity,Cost, 6560.138812466235, Score, 67.0,sDepthFirstSearchLowCost,Cost, 613.6434536242814, Score, -59.66666666666667, PathLength, 178.0,sMostConnectedFirst,Cost, 1102.3169058640358, Score, -74.33333333333333, PathLength, 222.0,
hRandomSet,Cost, 55.370609522342576, Score, 35.83333333333333,sDepthFirstSearchLowCost,Cost, 354.7754975783971, Score, -36.666666666666664, PathLength, 109.0,sMostConnectedFirst,Cost, 501.0134597388515, Score, -35.0, PathLength, 104.0,
hRandomSet,Cost, 227.26585669555826, Score, 31.833333333333332,sDepthFirstSearchLowCost,Cost, 134.47921691199102, Score, -22.666666666666664, PathLength, 67.0,sMostConnectedFirst,Cost, 564.6823454570851, Score, -41.0, PathLength, 122.0,
hRandomSet,Cost, 137.61922382435176, Score, 31.666666666666664,sDepthFirstSearchLowCost,Cost, 168.13152337106985, Score, -23.333333333333332, PathLength, 69.0,sMostConnectedFirst,Cost, 640.6487254653345, Score, -40.0, PathLength, 119.0,
hRandomSet,Cost, 99.78745767769105, Score, 29.333333333333336,sDepthFirstSearchLowCost,Cost, 308.1776324797781, Score, -34.0, PathLength, 101.0,sMostConnectedFirst,Cost, 331.4842260596668, Score, -24.666666666666668, PathLength, 73.0,
hRandomSet,Cost, 147.35557091556947, Score, 16.5,sDepthFirstSearchLowCost,Cost, 44.604971415229734, Score, -9.666666666666666, PathLength, 28.0,sMostConnectedFirst,Cost, 338.39225733800987, Score, -23.333333333333332, PathLength, 69.0,
hMinimumConnectivity,Cost, 10736.105144610614, Score, 55.0,sDepthFirstSearchLowCost,Cost, 425.98000586692024, Score, -38.333333333333336, PathLength, 114.0,sMostConnectedFirst,Cost, 958.930341256055, Score, -71.66666666666667, PathLength, 214.0,
