[1000, [MinimumConnectivity,1][RandomSet,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hMinimumConnectivity,Cost, 11670.167779928079, Score, 38.666666666666664,sDepthFirstSearchLowCost,Cost, 577.5466287480898, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 416.4444395161008, Score, -27.333333333333332, PathLength, 81.0,
hMinimumConnectivity,Cost, 2613.7706041863926, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 450.411444570805, Score, -47.66666666666667, PathLength, 142.0,sLeastConnectedFirst,Cost, 254.3352482959467, Score, -18.666666666666668, PathLength, 55.0,
hMinimumConnectivity,Cost, 21534.49330247067, Score, 45.16666666666667,sDepthFirstSearchLowCost,Cost, 620.8628779428077, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 497.00161013241325, Score, -34.0, PathLength, 101.0,
hMinimumConnectivity,Cost, 2446.623205125964, Score, 38.666666666666664,sDepthFirstSearchLowCost,Cost, 535.0027982979146, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 399.120538253214, Score, -26.333333333333332, PathLength, 78.0,
hRandomSet,Cost, 56.463603016675464, Score, 25.833333333333336,sDepthFirstSearchLowCost,Cost, 177.47392579632017, Score, -24.666666666666668, PathLength, 73.0,sLeastConnectedFirst,Cost, 406.28037315892067, Score, -27.0, PathLength, 80.0,
hRandomSet,Cost, 323.40240228373295, Score, 39.833333333333336,sDepthFirstSearchLowCost,Cost, 412.5190131134729, Score, -36.333333333333336, PathLength, 108.0,sLeastConnectedFirst,Cost, 631.6847834348338, Score, -43.333333333333336, PathLength, 129.0,
hRandomSet,Cost, 144.3049830127601, Score, 30.666666666666664,sDepthFirstSearchLowCost,Cost, 226.59299220593775, Score, -28.999999999999996, PathLength, 86.0,sLeastConnectedFirst,Cost, 399.0257293884367, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 176.12858316096882, Score, 40.5,sDepthFirstSearchLowCost,Cost, 523.5463738096995, Score, -49.0, PathLength, 146.0,sLeastConnectedFirst,Cost, 496.58646819604405, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 14179.382769169117, Score, 47.16666666666667,sDepthFirstSearchLowCost,Cost, 616.1963963440692, Score, -64.0, PathLength, 191.0,sLeastConnectedFirst,Cost, 463.707492806187, Score, -30.333333333333336, PathLength, 90.0,
hMinimumConnectivity,Cost, 8170.40831728891, Score, 47.66666666666667,sDepthFirstSearchLowCost,Cost, 643.99247072158, Score, -63.66666666666667, PathLength, 190.0,sLeastConnectedFirst,Cost, 474.1850424508659, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 168.58731797877087, Score, 29.66666666666667,sDepthFirstSearchLowCost,Cost, 278.5218739651741, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 371.2891714124956, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 99.61108764794172, Score, 26.333333333333332,sDepthFirstSearchLowCost,Cost, 250.46319336612189, Score, -30.0, PathLength, 89.0,sLeastConnectedFirst,Cost, 347.7865730804834, Score, -22.666666666666664, PathLength, 67.0,
hMinimumConnectivity,Cost, 3142.002063046895, Score, 32.333333333333336,sDepthFirstSearchLowCost,Cost, 371.6652690433667, Score, -38.333333333333336, PathLength, 114.0,sLeastConnectedFirst,Cost, 421.3314283670758, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 16746.142067861656, Score, 40.166666666666664,sDepthFirstSearchLowCost,Cost, 668.6723566018428, Score, -64.0, PathLength, 191.0,sLeastConnectedFirst,Cost, 239.13824778268378, Score, -16.333333333333332, PathLength, 48.0,
hMinimumConnectivity,Cost, 2424.5734302569695, Score, 34.5,sDepthFirstSearchLowCost,Cost, 480.5035913699908, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 312.1265019915975, Score, -21.666666666666668, PathLength, 64.0,
hMinimumConnectivity,Cost, 12511.886789818509, Score, 41.5,sDepthFirstSearchLowCost,Cost, 701.806582438559, Score, -64.0, PathLength, 191.0,sLeastConnectedFirst,Cost, 307.32564311688475, Score, -19.0, PathLength, 56.0,
hMinimumConnectivity,Cost, 11878.07755644898, Score, 46.66666666666667,sDepthFirstSearchLowCost,Cost, 644.4634783594187, Score, -60.66666666666667, PathLength, 181.0,sLeastConnectedFirst,Cost, 472.17226097778354, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 8848.497307948317, Score, 42.5,sDepthFirstSearchLowCost,Cost, 562.8114158049103, Score, -55.333333333333336, PathLength, 165.0,sLeastConnectedFirst,Cost, 402.2693428661609, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 323.93969751488953, Score, 36.5,sDepthFirstSearchLowCost,Cost, 329.59388728658547, Score, -38.333333333333336, PathLength, 114.0,sLeastConnectedFirst,Cost, 523.0110049829541, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 1653.2453332138593, Score, 27.666666666666664,sDepthFirstSearchLowCost,Cost, 414.3763148529136, Score, -37.0, PathLength, 110.0,sLeastConnectedFirst,Cost, 268.52758225642305, Score, -18.333333333333332, PathLength, 54.0,
hRandomSet,Cost, 236.0787185104596, Score, 29.999999999999996,sDepthFirstSearchLowCost,Cost, 529.2356161092788, Score, -45.33333333333333, PathLength, 135.0,sLeastConnectedFirst,Cost, 254.95352737413765, Score, -14.666666666666666, PathLength, 43.0,
hMinimumConnectivity,Cost, 10807.802210024212, Score, 39.5,sDepthFirstSearchLowCost,Cost, 485.15763188868016, Score, -53.666666666666664, PathLength, 160.0,sLeastConnectedFirst,Cost, 339.6215034837582, Score, -25.333333333333336, PathLength, 75.0,
hRandomSet,Cost, 158.1489800002085, Score, 28.833333333333332,sDepthFirstSearchLowCost,Cost, 240.98080811370383, Score, -28.666666666666668, PathLength, 85.0,sLeastConnectedFirst,Cost, 420.44883722016425, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 19770.843399064815, Score, 46.166666666666664,sDepthFirstSearchLowCost,Cost, 550.7410833372353, Score, -55.666666666666664, PathLength, 166.0,sLeastConnectedFirst,Cost, 553.0329787013773, Score, -36.666666666666664, PathLength, 109.0,
hRandomSet,Cost, 285.8647573044291, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 248.9877297219983, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 502.06311776120714, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 19085.895271512807, Score, 31.833333333333332,sDepthFirstSearchLowCost,Cost, 381.9530712461465, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 361.4693362073642, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 175.4394589224793, Score, 35.166666666666664,sDepthFirstSearchLowCost,Cost, 362.78997392928216, Score, -38.666666666666664, PathLength, 115.0,sLeastConnectedFirst,Cost, 454.1066589574512, Score, -31.666666666666664, PathLength, 94.0,
hMinimumConnectivity,Cost, 3029.194528157725, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 236.2139726379378, Score, -29.666666666666668, PathLength, 88.0,sLeastConnectedFirst,Cost, 503.34782557486545, Score, -32.0, PathLength, 95.0,
hRandomSet,Cost, 112.33226149138264, Score, 28.666666666666668,sDepthFirstSearchLowCost,Cost, 172.19665656149954, Score, -24.333333333333336, PathLength, 72.0,sLeastConnectedFirst,Cost, 512.2252642725681, Score, -33.0, PathLength, 98.0,
hMinimumConnectivity,Cost, 15668.879816366778, Score, 48.0,sDepthFirstSearchLowCost,Cost, 668.8379997155921, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 492.6064579483536, Score, -31.0, PathLength, 92.0,
hMinimumConnectivity,Cost, 12159.468744940878, Score, 37.66666666666667,sDepthFirstSearchLowCost,Cost, 499.60172096358167, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 206.45838124564875, Score, -15.666666666666668, PathLength, 46.0,
hRandomSet,Cost, 379.6851089839111, Score, 25.166666666666664,sDepthFirstSearchLowCost,Cost, 138.42428344685837, Score, -21.333333333333336, PathLength, 63.0,sLeastConnectedFirst,Cost, 435.20439992335014, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 190.29714255142906, Score, 32.5,sDepthFirstSearchLowCost,Cost, 376.8468714322169, Score, -37.666666666666664, PathLength, 112.0,sLeastConnectedFirst,Cost, 427.07007827586347, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 287.7520116505998, Score, 36.83333333333333,sDepthFirstSearchLowCost,Cost, 484.84760359257984, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 550.0429229753958, Score, -32.33333333333333, PathLength, 96.0,
hMinimumConnectivity,Cost, 10868.077928447094, Score, 36.5,sDepthFirstSearchLowCost,Cost, 516.1656692511069, Score, -48.66666666666667, PathLength, 145.0,sLeastConnectedFirst,Cost, 377.0161157978489, Score, -24.333333333333336, PathLength, 72.0,
hRandomSet,Cost, 233.81460362959163, Score, 35.5,sDepthFirstSearchLowCost,Cost, 377.250898955829, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 419.7671445377493, Score, -28.666666666666668, PathLength, 85.0,
hMinimumConnectivity,Cost, 16469.20075856612, Score, 46.5,sDepthFirstSearchLowCost,Cost, 541.085625869643, Score, -61.33333333333333, PathLength, 183.0,sLeastConnectedFirst,Cost, 429.31018000862787, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 114.18816720689692, Score, 22.333333333333332,sDepthFirstSearchLowCost,Cost, 261.12688698951547, Score, -30.666666666666664, PathLength, 91.0,sLeastConnectedFirst,Cost, 226.28244704393802, Score, -14.000000000000002, PathLength, 41.0,
hRandomSet,Cost, 121.88375332086592, Score, 29.166666666666664,sDepthFirstSearchLowCost,Cost, 209.99335303756084, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 437.29462650376524, Score, -31.0, PathLength, 92.0,
hMinimumConnectivity,Cost, 9813.673968996782, Score, 32.66666666666667,sDepthFirstSearchLowCost,Cost, 382.01214338268386, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 352.03610338135655, Score, -25.333333333333336, PathLength, 75.0,
hMinimumConnectivity,Cost, 15208.422160278025, Score, 40.5,sDepthFirstSearchLowCost,Cost, 600.5748786798445, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 464.666822933577, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 163.56882704890273, Score, 27.833333333333336,sDepthFirstSearchLowCost,Cost, 158.98398345679283, Score, -20.666666666666668, PathLength, 61.0,sLeastConnectedFirst,Cost, 550.0935974088601, Score, -35.0, PathLength, 104.0,
hRandomSet,Cost, 222.58696233393317, Score, 28.833333333333336,sDepthFirstSearchLowCost,Cost, 276.5373380955862, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 388.63542790894024, Score, -26.333333333333332, PathLength, 78.0,
hMinimumConnectivity,Cost, 20225.688850192935, Score, 40.833333333333336,sDepthFirstSearchLowCost,Cost, 582.1427435134738, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 345.75864403619175, Score, -25.333333333333336, PathLength, 75.0,
hRandomSet,Cost, 297.63498598654854, Score, 30.333333333333336,sDepthFirstSearchLowCost,Cost, 278.52883605178397, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 469.6677100773717, Score, -29.666666666666668, PathLength, 88.0,
hMinimumConnectivity,Cost, 6109.354050627705, Score, 40.16666666666667,sDepthFirstSearchLowCost,Cost, 479.7203266928498, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 289.7065259565429, Score, -20.666666666666668, PathLength, 61.0,
hMinimumConnectivity,Cost, 4720.867602453016, Score, 38.5,sDepthFirstSearchLowCost,Cost, 551.454582017884, Score, -51.0, PathLength, 152.0,sLeastConnectedFirst,Cost, 380.2083318119795, Score, -26.0, PathLength, 77.0,
hMinimumConnectivity,Cost, 23781.59575036709, Score, 41.5,sDepthFirstSearchLowCost,Cost, 592.3010945589617, Score, -60.66666666666667, PathLength, 181.0,sLeastConnectedFirst,Cost, 321.8545716582123, Score, -22.333333333333332, PathLength, 66.0,
hMinimumConnectivity,Cost, 2319.4681733450207, Score, 40.33333333333333,sDepthFirstSearchLowCost,Cost, 593.6489922889574, Score, -56.666666666666664, PathLength, 169.0,sLeastConnectedFirst,Cost, 374.7799862058234, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 207.43095045009173, Score, 28.833333333333332,sDepthFirstSearchLowCost,Cost, 367.820608164144, Score, -36.666666666666664, PathLength, 109.0,sLeastConnectedFirst,Cost, 341.14284774233414, Score, -21.0, PathLength, 62.0,
hMinimumConnectivity,Cost, 2931.5316211898376, Score, 38.0,sDepthFirstSearchLowCost,Cost, 521.5530441236755, Score, -51.66666666666667, PathLength, 154.0,sLeastConnectedFirst,Cost, 332.90076668203557, Score, -24.333333333333336, PathLength, 72.0,
hRandomSet,Cost, 213.2438338238025, Score, 32.66666666666667,sDepthFirstSearchLowCost,Cost, 276.8578398421555, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 512.0181052115306, Score, -34.333333333333336, PathLength, 102.0,
hRandomSet,Cost, 292.4754382710897, Score, 30.0,sDepthFirstSearchLowCost,Cost, 289.8991197291791, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 444.8411376577124, Score, -28.999999999999996, PathLength, 86.0,
hMinimumConnectivity,Cost, 10797.567525487657, Score, 36.0,sDepthFirstSearchLowCost,Cost, 383.91329817036404, Score, -40.33333333333333, PathLength, 120.0,sLeastConnectedFirst,Cost, 473.97926783010234, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 112.379905428854, Score, 22.166666666666664,sDepthFirstSearchLowCost,Cost, 97.04811688569801, Score, -12.666666666666668, PathLength, 37.0,sLeastConnectedFirst,Cost, 447.5920160257549, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 237.20457970981406, Score, 32.16666666666667,sDepthFirstSearchLowCost,Cost, 223.14112101435973, Score, -30.333333333333336, PathLength, 90.0,sLeastConnectedFirst,Cost, 475.8307779232558, Score, -34.0, PathLength, 101.0,
hRandomSet,Cost, 153.48812231675586, Score, 29.5,sDepthFirstSearchLowCost,Cost, 238.315185304078, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 500.2365417288645, Score, -32.0, PathLength, 95.0,
hRandomSet,Cost, 159.4187511835984, Score, 28.5,sDepthFirstSearchLowCost,Cost, 176.53237777388927, Score, -24.0, PathLength, 71.0,sLeastConnectedFirst,Cost, 528.9018276437935, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 268.7460621473166, Score, 40.33333333333333,sDepthFirstSearchLowCost,Cost, 489.5068686593647, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 446.0459465379536, Score, -31.0, PathLength, 92.0,
hRandomSet,Cost, 284.7773541742997, Score, 20.333333333333336,sDepthFirstSearchLowCost,Cost, 118.07476294200674, Score, -19.333333333333332, PathLength, 57.0,sLeastConnectedFirst,Cost, 272.04245439861535, Score, -21.333333333333336, PathLength, 63.0,
hRandomSet,Cost, 279.84305451270626, Score, 32.666666666666664,sDepthFirstSearchLowCost,Cost, 322.6979753717109, Score, -37.0, PathLength, 110.0,sLeastConnectedFirst,Cost, 392.07075519733905, Score, -28.333333333333332, PathLength, 84.0,
hMinimumConnectivity,Cost, 14383.560093908765, Score, 54.83333333333333,sDepthFirstSearchLowCost,Cost, 658.6421480515982, Score, -64.66666666666666, PathLength, 193.0,sLeastConnectedFirst,Cost, 703.3627654256419, Score, -45.0, PathLength, 134.0,
hRandomSet,Cost, 76.5564418668119, Score, 31.333333333333332,sDepthFirstSearchLowCost,Cost, 264.90448067537346, Score, -31.0, PathLength, 92.0,sLeastConnectedFirst,Cost, 469.7136224479912, Score, -31.666666666666664, PathLength, 94.0,
hRandomSet,Cost, 224.7135231252151, Score, 23.5,sDepthFirstSearchLowCost,Cost, 212.91122074997153, Score, -27.0, PathLength, 80.0,sLeastConnectedFirst,Cost, 315.12230607202184, Score, -20.0, PathLength, 59.0,
hMinimumConnectivity,Cost, 20451.358425860028, Score, 38.833333333333336,sDepthFirstSearchLowCost,Cost, 420.4134466251017, Score, -42.0, PathLength, 125.0,sLeastConnectedFirst,Cost, 483.86944941790426, Score, -35.66666666666667, PathLength, 106.0,
hRandomSet,Cost, 84.00551083166735, Score, 24.166666666666664,sDepthFirstSearchLowCost,Cost, 145.16658253092206, Score, -22.333333333333332, PathLength, 66.0,sLeastConnectedFirst,Cost, 420.163891606966, Score, -26.0, PathLength, 77.0,
hMinimumConnectivity,Cost, 7932.992078121104, Score, 23.5,sDepthFirstSearchLowCost,Cost, 132.03714101246254, Score, -19.666666666666664, PathLength, 58.0,sLeastConnectedFirst,Cost, 457.55654075835366, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 191.31032839366438, Score, 42.33333333333333,sDepthFirstSearchLowCost,Cost, 564.9076356544016, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 532.3599364067926, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 18539.10425633135, Score, 25.5,sDepthFirstSearchLowCost,Cost, 356.086545740651, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 162.58122427946174, Score, -11.0, PathLength, 32.0,
hMinimumConnectivity,Cost, 20313.361810799943, Score, 44.166666666666664,sDepthFirstSearchLowCost,Cost, 638.9412747876112, Score, -56.99999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 495.4315443433711, Score, -31.333333333333336, PathLength, 93.0,
hMinimumConnectivity,Cost, 14396.179247758986, Score, 37.166666666666664,sDepthFirstSearchLowCost,Cost, 575.1347669129153, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 353.47321502115483, Score, -22.0, PathLength, 65.0,
hRandomSet,Cost, 343.562018693918, Score, 18.333333333333332,sDepthFirstSearchLowCost,Cost, 103.21258186529526, Score, -14.333333333333334, PathLength, 42.0,sLeastConnectedFirst,Cost, 359.36618897221797, Score, -22.333333333333332, PathLength, 66.0,
hMinimumConnectivity,Cost, 8580.215014081099, Score, 29.666666666666664,sDepthFirstSearchLowCost,Cost, 366.381214358022, Score, -36.0, PathLength, 107.0,sLeastConnectedFirst,Cost, 331.8663217881764, Score, -23.333333333333332, PathLength, 69.0,
hRandomSet,Cost, 330.9275532373603, Score, 45.0,sDepthFirstSearchLowCost,Cost, 593.4979958198703, Score, -54.333333333333336, PathLength, 162.0,sLeastConnectedFirst,Cost, 559.8460193125337, Score, -35.66666666666667, PathLength, 106.0,
hRandomSet,Cost, 213.43704835880155, Score, 47.5,sDepthFirstSearchLowCost,Cost, 659.0177805054092, Score, -64.66666666666666, PathLength, 193.0,sLeastConnectedFirst,Cost, 487.38052650999293, Score, -30.333333333333336, PathLength, 90.0,
hMinimumConnectivity,Cost, 9159.087630415284, Score, 39.666666666666664,sDepthFirstSearchLowCost,Cost, 546.7816190689801, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 379.0302813923874, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 265.0983259801585, Score, 34.833333333333336,sDepthFirstSearchLowCost,Cost, 387.91446059902165, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 424.05777522588073, Score, -28.333333333333332, PathLength, 84.0,
hMinimumConnectivity,Cost, 2392.0750544873436, Score, 44.83333333333333,sDepthFirstSearchLowCost,Cost, 583.666472810702, Score, -61.33333333333333, PathLength, 183.0,sLeastConnectedFirst,Cost, 391.5394166413301, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 337.416368495697, Score, 28.0,sDepthFirstSearchLowCost,Cost, 303.4260131966491, Score, -32.33333333333333, PathLength, 96.0,sLeastConnectedFirst,Cost, 314.382713742988, Score, -23.666666666666668, PathLength, 70.0,
hMinimumConnectivity,Cost, 18324.882089836956, Score, 27.166666666666664,sDepthFirstSearchLowCost,Cost, 367.45377535232336, Score, -33.666666666666664, PathLength, 100.0,sLeastConnectedFirst,Cost, 317.79965877057145, Score, -20.666666666666668, PathLength, 61.0,
hRandomSet,Cost, 253.68167685856582, Score, 33.16666666666667,sDepthFirstSearchLowCost,Cost, 370.79962018169937, Score, -35.66666666666667, PathLength, 106.0,sLeastConnectedFirst,Cost, 442.48481974073235, Score, -30.666666666666664, PathLength, 91.0,
hRandomSet,Cost, 237.43368428477467, Score, 38.833333333333336,sDepthFirstSearchLowCost,Cost, 533.3381670778847, Score, -49.666666666666664, PathLength, 148.0,sLeastConnectedFirst,Cost, 428.41648226114194, Score, -28.000000000000004, PathLength, 83.0,
hRandomSet,Cost, 109.93469361306578, Score, 29.0,sDepthFirstSearchLowCost,Cost, 128.16874880201598, Score, -18.666666666666668, PathLength, 55.0,sLeastConnectedFirst,Cost, 615.9973382970121, Score, -39.33333333333333, PathLength, 117.0,
hRandomSet,Cost, 106.13248551905438, Score, 23.666666666666664,sDepthFirstSearchLowCost,Cost, 219.56383482336486, Score, -28.333333333333332, PathLength, 84.0,sLeastConnectedFirst,Cost, 270.54688896151396, Score, -19.0, PathLength, 56.0,
hMinimumConnectivity,Cost, 10702.44066560306, Score, 47.666666666666664,sDepthFirstSearchLowCost,Cost, 652.5227037792549, Score, -63.33333333333333, PathLength, 189.0,sLeastConnectedFirst,Cost, 490.6667313355074, Score, -32.0, PathLength, 95.0,
hRandomSet,Cost, 234.9579099620544, Score, 29.166666666666664,sDepthFirstSearchLowCost,Cost, 160.14327889714136, Score, -24.666666666666668, PathLength, 73.0,sLeastConnectedFirst,Cost, 525.8525461894487, Score, -33.666666666666664, PathLength, 100.0,
hMinimumConnectivity,Cost, 16192.510003089354, Score, 47.66666666666667,sDepthFirstSearchLowCost,Cost, 655.2293400882711, Score, -61.66666666666667, PathLength, 184.0,sLeastConnectedFirst,Cost, 490.05548654403185, Score, -33.666666666666664, PathLength, 100.0,
hRandomSet,Cost, 286.48565009737797, Score, 29.333333333333336,sDepthFirstSearchLowCost,Cost, 354.42083252384947, Score, -34.66666666666667, PathLength, 103.0,sLeastConnectedFirst,Cost, 359.41417715123123, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 153.6229304897302, Score, 24.833333333333336,sDepthFirstSearchLowCost,Cost, 193.47184195333452, Score, -26.0, PathLength, 77.0,sLeastConnectedFirst,Cost, 376.90285691601974, Score, -23.666666666666668, PathLength, 70.0,
hMinimumConnectivity,Cost, 12644.097047539479, Score, 33.666666666666664,sDepthFirstSearchLowCost,Cost, 513.3960874042567, Score, -49.0, PathLength, 146.0,sLeastConnectedFirst,Cost, 256.5566166048891, Score, -18.333333333333332, PathLength, 54.0,
hRandomSet,Cost, 226.14258522517895, Score, 29.5,sDepthFirstSearchLowCost,Cost, 244.68164264716793, Score, -30.0, PathLength, 89.0,sLeastConnectedFirst,Cost, 412.87254729248406, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 196.24110695057254, Score, 23.0,sDepthFirstSearchLowCost,Cost, 150.60295954199884, Score, -20.666666666666668, PathLength, 61.0,sLeastConnectedFirst,Cost, 370.84391580306664, Score, -25.333333333333336, PathLength, 75.0,
hMinimumConnectivity,Cost, 17308.13480945449, Score, 35.0,sDepthFirstSearchLowCost,Cost, 584.530234201163, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 276.95511570935895, Score, -17.0, PathLength, 50.0,
hMinimumConnectivity,Cost, 9490.808114758147, Score, 39.5,sDepthFirstSearchLowCost,Cost, 497.9634344577209, Score, -47.66666666666667, PathLength, 142.0,sLeastConnectedFirst,Cost, 491.38081059862014, Score, -31.333333333333336, PathLength, 93.0,
hRandomSet,Cost, 295.3486655341826, Score, 22.833333333333332,sDepthFirstSearchLowCost,Cost, 200.01407233254267, Score, -25.666666666666664, PathLength, 76.0,sLeastConnectedFirst,Cost, 283.2058029509619, Score, -20.0, PathLength, 59.0,
hMinimumConnectivity,Cost, 19924.38326533278, Score, 44.83333333333333,sDepthFirstSearchLowCost,Cost, 586.6853749592236, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 478.77455910157084, Score, -33.33333333333333, PathLength, 99.0,
hRandomSet,Cost, 183.72370835434114, Score, 20.166666666666664,sDepthFirstSearchLowCost,Cost, 120.72750756060319, Score, -19.333333333333332, PathLength, 57.0,sLeastConnectedFirst,Cost, 310.3415238768566, Score, -21.0, PathLength, 62.0,
hRandomSet,Cost, 176.05113480463038, Score, 24.333333333333332,sDepthFirstSearchLowCost,Cost, 161.5112055654736, Score, -22.666666666666664, PathLength, 67.0,sLeastConnectedFirst,Cost, 418.0900070494873, Score, -26.0, PathLength, 77.0,
hMinimumConnectivity,Cost, 5460.3034231458905, Score, 27.5,sDepthFirstSearchLowCost,Cost, 244.95106417861092, Score, -28.000000000000004, PathLength, 83.0,sLeastConnectedFirst,Cost, 349.49102165728635, Score, -27.0, PathLength, 80.0,
hRandomSet,Cost, 122.64839297333053, Score, 31.5,sDepthFirstSearchLowCost,Cost, 387.8547906363738, Score, -36.666666666666664, PathLength, 109.0,sLeastConnectedFirst,Cost, 391.11777639875794, Score, -26.333333333333332, PathLength, 78.0,
hRandomSet,Cost, 90.4477223434684, Score, 40.16666666666667,sDepthFirstSearchLowCost,Cost, 631.6625573909876, Score, -51.66666666666667, PathLength, 154.0,sLeastConnectedFirst,Cost, 461.1913522883985, Score, -28.666666666666668, PathLength, 85.0,
hRandomSet,Cost, 216.80269468138405, Score, 30.166666666666668,sDepthFirstSearchLowCost,Cost, 337.47847238092356, Score, -36.0, PathLength, 107.0,sLeastConnectedFirst,Cost, 326.2633475362605, Score, -24.333333333333336, PathLength, 72.0,
hMinimumConnectivity,Cost, 19462.1869497592, Score, 35.66666666666667,sDepthFirstSearchLowCost,Cost, 490.94404264013815, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 339.2752894676705, Score, -24.0, PathLength, 71.0,
hMinimumConnectivity,Cost, 11340.251427228812, Score, 33.0,sDepthFirstSearchLowCost,Cost, 468.48207570816794, Score, -45.33333333333333, PathLength, 135.0,sLeastConnectedFirst,Cost, 271.36719122015865, Score, -20.666666666666668, PathLength, 61.0,
hMinimumConnectivity,Cost, 27151.220761669705, Score, 38.666666666666664,sDepthFirstSearchLowCost,Cost, 533.5743849025879, Score, -54.0, PathLength, 161.0,sLeastConnectedFirst,Cost, 309.4380178545961, Score, -23.333333333333332, PathLength, 69.0,
hRandomSet,Cost, 278.3853973467098, Score, 28.833333333333336,sDepthFirstSearchLowCost,Cost, 192.62576463919373, Score, -27.666666666666668, PathLength, 82.0,sLeastConnectedFirst,Cost, 412.74469409005934, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 180.12371271845922, Score, 31.833333333333332,sDepthFirstSearchLowCost,Cost, 341.55509302172317, Score, -39.666666666666664, PathLength, 118.0,sLeastConnectedFirst,Cost, 295.95891930965126, Score, -24.0, PathLength, 71.0,
