[100, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hRandomSet,Cost, 42.65635316774244, Score, 31.66166666666667,sDepthFirstSearchLowCost,Cost, 320.1649893797718, Score, -33.01, PathLength, 98.0,sLeastConnectedFirst,Cost, 447.6011432116115, Score, -30.313333333333336, PathLength, 89.0,
hMinimumConnectivity,Cost, 17512.047808728294, Score, 41.73833333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 2,sDepthFirstSearchLowCost,Cost, 587.7687294842182, Score, -57.10666666666666, PathLength, 170.0,sLeastConnectedFirst,Cost, 401.55281791477233, Score, -26.369999999999994, PathLength, 78.0,
hMinimumConnectivity,Cost, 16159.988448347214, Score, 43.61666666666665, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 3,sDepthFirstSearchLowCost,Cost, 603.3882365480675, Score, -56.48, PathLength, 168.0,sLeastConnectedFirst,Cost, 462.1474731925992, Score, -30.753333333333327, PathLength, 91.0,
hRandomSet,Cost, 43.42162936182655, Score, 31.62166666666667,sDepthFirstSearchLowCost,Cost, 324.51677819705316, Score, -33.45, PathLength, 99.0,sLeastConnectedFirst,Cost, 459.28543227954253, Score, -29.79333333333333, PathLength, 88.0,
hRandomSet,Cost, 53.851944374770284, Score, 31.318333333333324,sDepthFirstSearchLowCost,Cost, 318.79362234032607, Score, -33.57333333333332, PathLength, 99.0,sLeastConnectedFirst,Cost, 426.18504279732815, Score, -29.063333333333343, PathLength, 86.0,
hMinimumConnectivity,Cost, 8724.524517531863, Score, 40.60333333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sDepthFirstSearchLowCost,Cost, 546.9260796318881, Score, -59.49999999999999, PathLength, 177.0,sLeastConnectedFirst,Cost, 323.0673099313267, Score, -21.70666666666666, PathLength, 64.0,
hRandomSet,Cost, 46.71899995230618, Score, 32.07833333333333,sDepthFirstSearchLowCost,Cost, 350.2583927579646, Score, -35.12999999999999, PathLength, 104.0,sLeastConnectedFirst,Cost, 453.8315229130182, Score, -29.02666666666667, PathLength, 86.0,
hRandomSet,Cost, 40.01434377822895, Score, 31.72,sDepthFirstSearchLowCost,Cost, 291.9863629823629, Score, -33.92333333333333, PathLength, 100.0,sLeastConnectedFirst,Cost, 397.0473663792272, Score, -29.516666666666673, PathLength, 87.0,
hMinimumConnectivity,Cost, 9439.395789601664, Score, 35.02833333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sDepthFirstSearchLowCost,Cost, 431.5363383632219, Score, -45.966666666666676, PathLength, 136.0,sLeastConnectedFirst,Cost, 348.4935466751025, Score, -24.09000000000001, PathLength, 71.0,
hRandomSet,Cost, 44.13773746983347, Score, 31.43833333333333,sDepthFirstSearchLowCost,Cost, 327.951530540177, Score, -33.36999999999998, PathLength, 99.0,sLeastConnectedFirst,Cost, 469.35523455415546, Score, -29.506666666666675, PathLength, 87.0,
hRandomSet,Cost, 41.143296669469244, Score, 33.30166666666667,sDepthFirstSearchLowCost,Cost, 328.86044395837683, Score, -36.38333333333335, PathLength, 108.0,sLeastConnectedFirst,Cost, 462.3463171538201, Score, -30.219999999999995, PathLength, 89.0,
hMinimumConnectivity,Cost, 9032.825302126075, Score, 41.78500000000001, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 2,sDepthFirstSearchLowCost,Cost, 566.1122036758155, Score, -54.406666666666666, PathLength, 162.0,sLeastConnectedFirst,Cost, 434.7319283873236, Score, -29.163333333333334, PathLength, 86.0,
hRandomSet,Cost, 44.035520179990115, Score, 30.99333333333334,sDepthFirstSearchLowCost,Cost, 302.85887144219504, Score, -33.48000000000001, PathLength, 99.0,sLeastConnectedFirst,Cost, 415.29937783043994, Score, -28.50666666666667, PathLength, 84.0,
hMinimumConnectivity,Cost, 21129.114159892608, Score, 33.93833333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sDepthFirstSearchLowCost,Cost, 430.9115945016368, Score, -41.97, PathLength, 124.0,sLeastConnectedFirst,Cost, 392.2559562993317, Score, -25.906666666666673, PathLength, 76.0,
hRandomSet,Cost, 48.54313867774889, Score, 33.008333333333326,sDepthFirstSearchLowCost,Cost, 369.1291005882621, Score, -36.31666666666667, PathLength, 107.0,sLeastConnectedFirst,Cost, 469.6883918098246, Score, -29.700000000000003, PathLength, 88.0,
hMinimumConnectivity,Cost, 14273.600480509758, Score, 33.433333333333316, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 2,sDepthFirstSearchLowCost,Cost, 360.66961364633175, Score, -37.779999999999994, PathLength, 112.0,sLeastConnectedFirst,Cost, 421.0385933879628, Score, -29.086666666666666, PathLength, 86.0,
hRandomSet,Cost, 44.52654717421694, Score, 32.561666666666675,sDepthFirstSearchLowCost,Cost, 355.5866986729993, Score, -36.77333333333333, PathLength, 109.0,sLeastConnectedFirst,Cost, 453.323851618005, Score, -28.349999999999994, PathLength, 84.0,
hMinimumConnectivity,Cost, 18032.043545599267, Score, 34.40333333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sDepthFirstSearchLowCost,Cost, 375.6216805710835, Score, -40.029999999999994, PathLength, 119.0,sLeastConnectedFirst,Cost, 410.326854936117, Score, -28.776666666666678, PathLength, 85.0,
hRandomSet,Cost, 40.594584686318115, Score, 31.776666666666678,sDepthFirstSearchLowCost,Cost, 250.23550349013112, Score, -33.99666666666667, PathLength, 100.0,sLeastConnectedFirst,Cost, 392.29833047998125, Score, -29.556666666666676, PathLength, 87.0,
