[100, [RandomSet,1], [ConstrainedRandomWalk,1][DepthFirstSearchLowCost,1][OptimalBacktrackPath,1][BacktrackPath,1][LowEdgeCost,1][DepthFirstSearch,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][LeastConnectedFirst,1][MostConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomSet,Cost, 43.74066185186284, Score, 48.04199999999999,sConstrainedRandomWalk,Cost, 507.76985389890075, Score, -34.12999999999999, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 317.51464070698205, Score, -34.646666666666654, PathLength, 102.0,sOptimalBacktrackPath,Cost, 349.3936652652914, Score, -36.19666666666666, PathLength, 107.0,sBacktrackPath,Cost, 429.5744842799626, Score, -46.643333333333324, PathLength, 138.0,sLowEdgeCost,Cost, 322.8102545044427, Score, -34.076666666666654, PathLength, 101.0,sDepthFirstSearch,Cost, 515.8619134294084, Score, -31.97333333333333, PathLength, 94.0,sBreadthFirstSearch,Cost, 705.3539723086558, Score, -100.01333333333334, PathLength, 299.0,sBreadthFirstSearchLowCost,Cost, 652.1387486102939, Score, -94.33333333333336, PathLength, 282.0,sLeastConnectedFirst,Cost, 423.5245204675463, Score, -28.74666666666668, PathLength, 85.0,sMostConnectedFirst,Cost, 589.1268513235584, Score, -39.659999999999975, PathLength, 117.0,
hRandomSet,Cost, 43.28937181568972, Score, 60.422,sConstrainedRandomWalk,Cost, 559.6742137461121, Score, -37.11, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 365.6861594526565, Score, -36.06000000000002, PathLength, 107.0,sOptimalBacktrackPath,Cost, 464.99455437604104, Score, -41.30999999999999, PathLength, 122.0,sBacktrackPath,Cost, 972.7090994721574, Score, -92.88666666666666, PathLength, 277.0,sLowEdgeCost,Cost, 448.8945858388686, Score, -39.87333333333334, PathLength, 118.0,sDepthFirstSearch,Cost, 553.2534266372741, Score, -36.88666666666668, PathLength, 109.0,sBreadthFirstSearch,Cost, 765.7192312536615, Score, -125.46666666666668, PathLength, 375.0,sBreadthFirstSearchLowCost,Cost, 741.9444764020253, Score, -122.53, PathLength, 366.0,sLeastConnectedFirst,Cost, 457.59583449926936, Score, -29.19333333333334, PathLength, 86.0,sMostConnectedFirst,Cost, 633.3203247032504, Score, -42.90333333333333, PathLength, 127.0,
hRandomSet,Cost, 40.02884461377108, Score, 58.681,sConstrainedRandomWalk,Cost, 536.9309242374425, Score, -36.81333333333332, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 282.7457998475122, Score, -33.84666666666667, PathLength, 100.0,sOptimalBacktrackPath,Cost, 368.4234455190671, Score, -37.95000000000001, PathLength, 112.0,sBacktrackPath,Cost, 658.8389642153448, Score, -72.58333333333333, PathLength, 216.0,sLowEdgeCost,Cost, 333.2437536957001, Score, -35.356666666666676, PathLength, 105.0,sDepthFirstSearch,Cost, 482.1153550168046, Score, -34.68666666666665, PathLength, 103.0,sBreadthFirstSearch,Cost, 656.7505080264298, Score, -132.76, PathLength, 397.0,sBreadthFirstSearchLowCost,Cost, 652.014164891268, Score, -129.1333333333333, PathLength, 386.0,sLeastConnectedFirst,Cost, 439.93823595352325, Score, -29.380000000000006, PathLength, 87.0,sMostConnectedFirst,Cost, 666.0308445820298, Score, -44.3, PathLength, 131.0,
hRandomSet,Cost, 44.59945206540773, Score, 54.68899999999999,sConstrainedRandomWalk,Cost, 541.6224366142764, Score, -37.85666666666667, PathLength, 112.0,sDepthFirstSearchLowCost,Cost, 355.124840570839, Score, -37.09333333333334, PathLength, 110.0,sOptimalBacktrackPath,Cost, 345.5474247289053, Score, -35.50333333333334, PathLength, 105.0,sBacktrackPath,Cost, 698.3753026170604, Score, -71.46333333333332, PathLength, 213.0,sLowEdgeCost,Cost, 375.42723154784255, Score, -37.8, PathLength, 112.0,sDepthFirstSearch,Cost, 521.3128826400394, Score, -36.86999999999998, PathLength, 109.0,sBreadthFirstSearch,Cost, 772.3123228733019, Score, -116.1, PathLength, 347.0,sBreadthFirstSearchLowCost,Cost, 669.190033592283, Score, -101.52, PathLength, 303.0,sLeastConnectedFirst,Cost, 398.4527701491837, Score, -29.07333333333335, PathLength, 86.0,sMostConnectedFirst,Cost, 654.5922490101741, Score, -43.609999999999985, PathLength, 129.0,
hRandomSet,Cost, 44.79032303365555, Score, 53.300666666666665,sConstrainedRandomWalk,Cost, 522.9961566937895, Score, -35.019999999999975, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 299.26072504515986, Score, -34.96333333333334, PathLength, 103.0,sOptimalBacktrackPath,Cost, 344.7231298347001, Score, -36.04666666666666, PathLength, 107.0,sBacktrackPath,Cost, 740.4621760934675, Score, -72.66333333333333, PathLength, 216.0,sLowEdgeCost,Cost, 376.3077173234849, Score, -38.120000000000005, PathLength, 113.0,sDepthFirstSearch,Cost, 509.46819580465416, Score, -36.203333333333326, PathLength, 107.0,sBreadthFirstSearch,Cost, 723.6395499798465, Score, -106.83333333333331, PathLength, 319.0,sBreadthFirstSearchLowCost,Cost, 659.8829760671645, Score, -100.42333333333332, PathLength, 300.0,sLeastConnectedFirst,Cost, 434.25339003197377, Score, -29.533333333333335, PathLength, 87.0,sMostConnectedFirst,Cost, 649.5236957968744, Score, -43.19999999999999, PathLength, 128.0,
hRandomSet,Cost, 39.090090908055, Score, 51.472666666666676,sConstrainedRandomWalk,Cost, 484.84593007289317, Score, -35.096666666666664, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 279.65365267574083, Score, -34.576666666666675, PathLength, 102.0,sOptimalBacktrackPath,Cost, 315.0559037136894, Score, -36.3, PathLength, 107.0,sBacktrackPath,Cost, 499.53587162493693, Score, -58.12, PathLength, 173.0,sLowEdgeCost,Cost, 295.0011276303851, Score, -34.68000000000001, PathLength, 103.0,sDepthFirstSearch,Cost, 495.3563928359896, Score, -35.473333333333336, PathLength, 105.0,sBreadthFirstSearch,Cost, 658.3233631046139, Score, -107.14333333333332, PathLength, 320.0,sBreadthFirstSearchLowCost,Cost, 632.7986427845524, Score, -105.12333333333333, PathLength, 314.0,sLeastConnectedFirst,Cost, 407.5935276666372, Score, -28.71333333333333, PathLength, 85.0,sMostConnectedFirst,Cost, 532.3328798205241, Score, -39.50000000000001, PathLength, 117.0,
hRandomSet,Cost, 49.63215618603353, Score, 52.113666666666674,sConstrainedRandomWalk,Cost, 541.1020427114281, Score, -35.19333333333336, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 321.68156233602286, Score, -34.879999999999995, PathLength, 103.0,sOptimalBacktrackPath,Cost, 412.95744377036675, Score, -39.533333333333346, PathLength, 117.0,sBacktrackPath,Cost, 511.0393553543057, Score, -54.38666666666667, PathLength, 162.0,sLowEdgeCost,Cost, 355.907998085901, Score, -35.559999999999995, PathLength, 105.0,sDepthFirstSearch,Cost, 495.2290459117639, Score, -33.09333333333334, PathLength, 98.0,sBreadthFirstSearch,Cost, 774.5775951900231, Score, -105.34333333333333, PathLength, 315.0,sBreadthFirstSearchLowCost,Cost, 810.1954113060697, Score, -112.32666666666663, PathLength, 335.0,sLeastConnectedFirst,Cost, 433.585670986062, Score, -29.766666666666666, PathLength, 88.0,sMostConnectedFirst,Cost, 634.929975353301, Score, -41.05333333333333, PathLength, 122.0,
hRandomSet,Cost, 43.30116485892427, Score, 49.10499999999999,sConstrainedRandomWalk,Cost, 520.3247014262738, Score, -34.79666666666667, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 271.53601305370574, Score, -31.809999999999988, PathLength, 94.0,sOptimalBacktrackPath,Cost, 318.62971226776995, Score, -33.853333333333346, PathLength, 100.0,sBacktrackPath,Cost, 502.97856797266877, Score, -52.90666666666668, PathLength, 157.0,sLowEdgeCost,Cost, 329.3224945234721, Score, -34.43000000000001, PathLength, 102.0,sDepthFirstSearch,Cost, 505.1673326859719, Score, -33.253333333333345, PathLength, 98.0,sBreadthFirstSearch,Cost, 706.1608530926325, Score, -102.80333333333333, PathLength, 307.0,sBreadthFirstSearchLowCost,Cost, 681.7467904704757, Score, -100.04999999999994, PathLength, 299.0,sLeastConnectedFirst,Cost, 412.32360770891165, Score, -28.796666666666674, PathLength, 85.0,sMostConnectedFirst,Cost, 582.6925086435546, Score, -38.35, PathLength, 114.0,
hRandomSet,Cost, 45.05279989775269, Score, 53.115666666666684,sConstrainedRandomWalk,Cost, 559.2617023398775, Score, -36.05666666666667, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 332.8416971634849, Score, -34.99333333333335, PathLength, 103.0,sOptimalBacktrackPath,Cost, 503.2464323822735, Score, -44.54666666666667, PathLength, 132.0,sBacktrackPath,Cost, 520.3934767157951, Score, -52.59000000000001, PathLength, 156.0,sLowEdgeCost,Cost, 457.0164819362077, Score, -41.96999999999999, PathLength, 124.0,sDepthFirstSearch,Cost, 493.0274306308872, Score, -33.72333333333332, PathLength, 100.0,sBreadthFirstSearch,Cost, 793.6186239668697, Score, -112.22333333333337, PathLength, 335.0,sBreadthFirstSearchLowCost,Cost, 712.4554518479714, Score, -102.61666666666665, PathLength, 306.0,sLeastConnectedFirst,Cost, 454.0668873813965, Score, -29.829999999999995, PathLength, 88.0,sMostConnectedFirst,Cost, 678.1729911515188, Score, -42.60666666666666, PathLength, 126.0,
hRandomSet,Cost, 50.08254117256795, Score, 50.12433333333332,sConstrainedRandomWalk,Cost, 580.3884014157692, Score, -38.41, PathLength, 114.0,sDepthFirstSearchLowCost,Cost, 290.14721710575583, Score, -32.723333333333336, PathLength, 97.0,sOptimalBacktrackPath,Cost, 358.81537939145346, Score, -36.650000000000006, PathLength, 108.0,sBacktrackPath,Cost, 444.95843873216506, Score, -45.67, PathLength, 136.0,sLowEdgeCost,Cost, 336.17005833313954, Score, -35.07333333333333, PathLength, 104.0,sDepthFirstSearch,Cost, 508.5225073625703, Score, -33.52333333333332, PathLength, 99.0,sBreadthFirstSearch,Cost, 828.4595793446776, Score, -104.49333333333333, PathLength, 312.0,sBreadthFirstSearchLowCost,Cost, 827.3262831707403, Score, -103.62333333333332, PathLength, 309.0,sLeastConnectedFirst,Cost, 449.8428644681073, Score, -29.79, PathLength, 88.0,sMostConnectedFirst,Cost, 661.1753737574767, Score, -41.28666666666667, PathLength, 122.0,
hRandomSet,Cost, 48.274577739494504, Score, 49.874666666666684,sConstrainedRandomWalk,Cost, 514.5335725298914, Score, -33.85999999999999, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 321.8083355622994, Score, -33.35333333333333, PathLength, 99.0,sOptimalBacktrackPath,Cost, 328.9161809143859, Score, -33.28666666666666, PathLength, 98.0,sBacktrackPath,Cost, 564.5940807182398, Score, -55.96999999999997, PathLength, 166.0,sLowEdgeCost,Cost, 355.75867311779365, Score, -34.80666666666667, PathLength, 103.0,sDepthFirstSearch,Cost, 505.2345771503781, Score, -34.08333333333333, PathLength, 101.0,sBreadthFirstSearch,Cost, 748.3907479280987, Score, -97.99333333333335, PathLength, 292.0,sBreadthFirstSearchLowCost,Cost, 770.1495979378238, Score, -101.3866666666667, PathLength, 303.0,sLeastConnectedFirst,Cost, 445.28856922529013, Score, -29.606666666666673, PathLength, 87.0,sMostConnectedFirst,Cost, 682.1149323185706, Score, -44.40000000000002, PathLength, 132.0,
hRandomSet,Cost, 50.01988702517296, Score, 49.284000000000006,sConstrainedRandomWalk,Cost, 551.7887394323295, Score, -34.29666666666666, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 345.05535003916305, Score, -33.883333333333326, PathLength, 100.0,sOptimalBacktrackPath,Cost, 373.0874797259746, Score, -34.79666666666668, PathLength, 103.0,sBacktrackPath,Cost, 435.58623543752964, Score, -44.66333333333332, PathLength, 132.0,sLowEdgeCost,Cost, 338.57406669577654, Score, -32.74000000000001, PathLength, 97.0,sDepthFirstSearch,Cost, 591.343782965211, Score, -35.63, PathLength, 105.0,sBreadthFirstSearch,Cost, 829.2368804243868, Score, -102.27666666666666, PathLength, 305.0,sBreadthFirstSearchLowCost,Cost, 845.7751526245307, Score, -104.84666666666664, PathLength, 313.0,sLeastConnectedFirst,Cost, 460.9446476752387, Score, -29.496666666666666, PathLength, 87.0,sMostConnectedFirst,Cost, 670.1155031141624, Score, -40.21000000000001, PathLength, 119.0,
hRandomSet,Cost, 47.66593328566657, Score, 54.32133333333332,sConstrainedRandomWalk,Cost, 571.8610663018507, Score, -36.83333333333332, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 366.1253874173521, Score, -36.01999999999998, PathLength, 107.0,sOptimalBacktrackPath,Cost, 404.2155658118573, Score, -37.00999999999999, PathLength, 110.0,sBacktrackPath,Cost, 648.2410763259453, Score, -61.96666666666666, PathLength, 184.0,sLowEdgeCost,Cost, 372.9591355870855, Score, -35.33, PathLength, 104.0,sDepthFirstSearch,Cost, 549.6129896380564, Score, -34.74333333333333, PathLength, 103.0,sBreadthFirstSearch,Cost, 820.1119420337205, Score, -119.86, PathLength, 358.0,sBreadthFirstSearchLowCost,Cost, 764.054553712395, Score, -109.19666666666666, PathLength, 326.0,sLeastConnectedFirst,Cost, 451.58627943689885, Score, -29.21666666666666, PathLength, 86.0,sMostConnectedFirst,Cost, 665.6085570463091, Score, -43.036666666666655, PathLength, 128.0,
hRandomSet,Cost, 39.34043865528782, Score, 51.28166666666666,sConstrainedRandomWalk,Cost, 462.55620459471515, Score, -32.78999999999999, PathLength, 97.0,sDepthFirstSearchLowCost,Cost, 274.65364327819475, Score, -33.76, PathLength, 100.0,sOptimalBacktrackPath,Cost, 310.6094442076276, Score, -34.76666666666667, PathLength, 103.0,sBacktrackPath,Cost, 470.4150238941764, Score, -55.783333333333346, PathLength, 166.0,sLowEdgeCost,Cost, 319.3292477298698, Score, -35.56, PathLength, 105.0,sDepthFirstSearch,Cost, 504.9573601818403, Score, -34.86666666666668, PathLength, 103.0,sBreadthFirstSearch,Cost, 642.4065271530529, Score, -109.58666666666667, PathLength, 327.0,sBreadthFirstSearchLowCost,Cost, 627.0068175763198, Score, -109.71666666666664, PathLength, 328.0,sLeastConnectedFirst,Cost, 423.40970460796984, Score, -29.71333333333335, PathLength, 88.0,sMostConnectedFirst,Cost, 515.7237535553463, Score, -36.27333333333333, PathLength, 107.0,
hRandomSet,Cost, 53.343032099864715, Score, 50.059000000000026,sConstrainedRandomWalk,Cost, 558.1160694317817, Score, -36.32333333333332, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 354.2613347319236, Score, -34.290000000000006, PathLength, 101.0,sOptimalBacktrackPath,Cost, 483.0316679399633, Score, -41.88000000000001, PathLength, 124.0,sBacktrackPath,Cost, 505.34715207198695, Score, -47.87333333333333, PathLength, 142.0,sLowEdgeCost,Cost, 388.2268733836084, Score, -35.97666666666667, PathLength, 106.0,sDepthFirstSearch,Cost, 519.8166330712979, Score, -33.86, PathLength, 100.0,sBreadthFirstSearch,Cost, 849.1685651933072, Score, -100.8533333333334, PathLength, 301.0,sBreadthFirstSearchLowCost,Cost, 817.8386988886734, Score, -99.46999999999998, PathLength, 297.0,sLeastConnectedFirst,Cost, 448.1431272335069, Score, -29.980000000000008, PathLength, 88.0,sMostConnectedFirst,Cost, 607.4058764346387, Score, -40.08333333333333, PathLength, 119.0,
hRandomSet,Cost, 36.458766898347996, Score, 56.48533333333332,sConstrainedRandomWalk,Cost, 514.323653865566, Score, -34.22666666666666, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 275.4532621387705, Score, -30.74, PathLength, 91.0,sOptimalBacktrackPath,Cost, 326.5925670223158, Score, -33.56666666666665, PathLength, 99.0,sBacktrackPath,Cost, 611.01524169294, Score, -67.58666666666667, PathLength, 201.0,sLowEdgeCost,Cost, 344.04863266094185, Score, -34.72999999999999, PathLength, 103.0,sDepthFirstSearch,Cost, 477.6207707668566, Score, -32.139999999999986, PathLength, 95.0,sBreadthFirstSearch,Cost, 663.122202157278, Score, -137.7466666666666, PathLength, 412.0,sBreadthFirstSearchLowCost,Cost, 588.2106133069456, Score, -124.26000000000002, PathLength, 371.0,sLeastConnectedFirst,Cost, 446.6813600311723, Score, -30.163333333333327, PathLength, 89.0,sMostConnectedFirst,Cost, 580.4360147160362, Score, -39.693333333333335, PathLength, 118.0,
hRandomSet,Cost, 40.43808568865093, Score, 49.37966666666668,sConstrainedRandomWalk,Cost, 488.55782141944945, Score, -33.763333333333335, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 277.82227376817866, Score, -32.17333333333333, PathLength, 95.0,sOptimalBacktrackPath,Cost, 303.4041955933442, Score, -32.633333333333326, PathLength, 96.0,sBacktrackPath,Cost, 527.204579684137, Score, -55.853333333333325, PathLength, 166.0,sLowEdgeCost,Cost, 328.0326188278814, Score, -34.466666666666676, PathLength, 102.0,sDepthFirstSearch,Cost, 462.8568377414716, Score, -32.603333333333325, PathLength, 96.0,sBreadthFirstSearch,Cost, 678.1347199948846, Score, -103.91000000000004, PathLength, 310.0,sBreadthFirstSearchLowCost,Cost, 652.465155957633, Score, -99.64666666666668, PathLength, 297.0,sLeastConnectedFirst,Cost, 456.92798605957205, Score, -31.539999999999992, PathLength, 93.0,sMostConnectedFirst,Cost, 530.0287521852182, Score, -37.20666666666668, PathLength, 110.0,
hRandomSet,Cost, 43.40593694153812, Score, 52.25933333333332,sConstrainedRandomWalk,Cost, 513.7497199911045, Score, -34.463333333333324, PathLength, 102.0,sDepthFirstSearchLowCost,Cost, 360.7972725203578, Score, -34.01, PathLength, 101.0,sOptimalBacktrackPath,Cost, 397.4633233682553, Score, -36.89999999999999, PathLength, 109.0,sBacktrackPath,Cost, 485.80868052176476, Score, -50.213333333333324, PathLength, 149.0,sLowEdgeCost,Cost, 390.7937158119111, Score, -36.23666666666667, PathLength, 107.0,sDepthFirstSearch,Cost, 531.8510391441106, Score, -35.61333333333333, PathLength, 105.0,sBreadthFirstSearch,Cost, 700.0977989957385, Score, -105.4133333333333, PathLength, 315.0,sBreadthFirstSearchLowCost,Cost, 765.1592712333874, Score, -117.0133333333333, PathLength, 350.0,sLeastConnectedFirst,Cost, 429.78185312601835, Score, -28.853333333333353, PathLength, 85.0,sMostConnectedFirst,Cost, 672.3001943278394, Score, -43.87666666666669, PathLength, 130.0,
hRandomSet,Cost, 43.99036849602443, Score, 52.68666666666667,sConstrainedRandomWalk,Cost, 591.0719184664331, Score, -39.07000000000001, PathLength, 116.0,sDepthFirstSearchLowCost,Cost, 336.5081274955719, Score, -35.35999999999999, PathLength, 105.0,sOptimalBacktrackPath,Cost, 408.59217807712963, Score, -38.26666666666668, PathLength, 113.0,sBacktrackPath,Cost, 538.8890582159486, Score, -55.22999999999999, PathLength, 164.0,sLowEdgeCost,Cost, 396.4442102515826, Score, -37.59333333333334, PathLength, 111.0,sDepthFirstSearch,Cost, 523.6942466884371, Score, -36.86999999999998, PathLength, 109.0,sBreadthFirstSearch,Cost, 725.9773581416828, Score, -108.76333333333336, PathLength, 325.0,sBreadthFirstSearchLowCost,Cost, 679.5739829100061, Score, -102.01333333333332, PathLength, 305.0,sLeastConnectedFirst,Cost, 438.6306937254776, Score, -29.16333333333334, PathLength, 86.0,sMostConnectedFirst,Cost, 687.4638645385863, Score, -44.53666666666667, PathLength, 132.0,
hRandomSet,Cost, 40.86913696126552, Score, 49.85966666666666,sConstrainedRandomWalk,Cost, 490.411577763954, Score, -35.033333333333324, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 285.56084440402816, Score, -34.1, PathLength, 101.0,sOptimalBacktrackPath,Cost, 288.04561852634595, Score, -33.176666666666655, PathLength, 98.0,sBacktrackPath,Cost, 475.00164267188666, Score, -52.52333333333334, PathLength, 156.0,sLowEdgeCost,Cost, 308.80093197946843, Score, -34.61333333333333, PathLength, 102.0,sDepthFirstSearch,Cost, 531.3613029454956, Score, -37.143333333333345, PathLength, 110.0,sBreadthFirstSearch,Cost, 655.2774122018326, Score, -104.81, PathLength, 313.0,sBreadthFirstSearchLowCost,Cost, 625.8528513277189, Score, -99.03333333333336, PathLength, 296.0,sLeastConnectedFirst,Cost, 405.3907715777717, Score, -28.990000000000006, PathLength, 85.0,sMostConnectedFirst,Cost, 544.8949836318116, Score, -39.17333333333332, PathLength, 116.0,
hRandomSet,Cost, 45.8640137185072, Score, 51.084,sConstrainedRandomWalk,Cost, 555.5796904031373, Score, -34.71333333333334, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 361.0194176778027, Score, -34.649999999999984, PathLength, 102.0,sOptimalBacktrackPath,Cost, 377.670318965684, Score, -35.09666666666666, PathLength, 104.0,sBacktrackPath,Cost, 455.0822953008488, Score, -46.979999999999976, PathLength, 139.0,sLowEdgeCost,Cost, 369.88225423615086, Score, -34.293333333333344, PathLength, 101.0,sDepthFirstSearch,Cost, 540.7336323937718, Score, -33.69333333333332, PathLength, 100.0,sBreadthFirstSearch,Cost, 800.9262119949475, Score, -115.97333333333336, PathLength, 346.0,sBreadthFirstSearchLowCost,Cost, 748.6972742001855, Score, -106.50000000000001, PathLength, 318.0,sLeastConnectedFirst,Cost, 473.63589751757604, Score, -29.70333333333333, PathLength, 88.0,sMostConnectedFirst,Cost, 640.5321489601276, Score, -39.236666666666665, PathLength, 116.0,
hRandomSet,Cost, 40.20987402705493, Score, 53.78766666666667,sConstrainedRandomWalk,Cost, 534.2294567617946, Score, -36.026666666666635, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 357.5726418491447, Score, -37.52333333333333, PathLength, 111.0,sOptimalBacktrackPath,Cost, 406.99841808128565, Score, -39.656666666666666, PathLength, 117.0,sBacktrackPath,Cost, 441.69042871880475, Score, -51.79666666666668, PathLength, 154.0,sLowEdgeCost,Cost, 348.8258342518932, Score, -35.586666666666666, PathLength, 105.0,sDepthFirstSearch,Cost, 590.4224857131107, Score, -35.936666666666675, PathLength, 106.0,sBreadthFirstSearch,Cost, 599.1991927730213, Score, -111.83999999999997, PathLength, 334.0,sBreadthFirstSearchLowCost,Cost, 637.380410809054, Score, -119.05, PathLength, 356.0,sLeastConnectedFirst,Cost, 428.6500510813743, Score, -29.483333333333334, PathLength, 87.0,sMostConnectedFirst,Cost, 608.4288807736111, Score, -40.97666666666666, PathLength, 121.0,
hRandomSet,Cost, 45.1353546437465, Score, 56.43333333333334,sConstrainedRandomWalk,Cost, 596.2682635571741, Score, -37.826666666666654, PathLength, 112.0,sDepthFirstSearchLowCost,Cost, 382.0101041755759, Score, -35.040000000000006, PathLength, 104.0,sOptimalBacktrackPath,Cost, 431.38033159846526, Score, -38.28000000000001, PathLength, 113.0,sBacktrackPath,Cost, 699.3024522959445, Score, -68.14333333333335, PathLength, 203.0,sLowEdgeCost,Cost, 425.4152441672435, Score, -37.34, PathLength, 111.0,sDepthFirstSearch,Cost, 569.6972521014576, Score, -36.930000000000014, PathLength, 109.0,sBreadthFirstSearch,Cost, 794.9276751361556, Score, -121.94666666666667, PathLength, 364.0,sBreadthFirstSearchLowCost,Cost, 765.8673789175228, Score, -117.98000000000003, PathLength, 352.0,sLeastConnectedFirst,Cost, 457.8399514983866, Score, -28.74000000000001, PathLength, 85.0,sMostConnectedFirst,Cost, 672.2989405823521, Score, -42.10666666666666, PathLength, 125.0,
hRandomSet,Cost, 45.42125522015999, Score, 52.16166666666667,sConstrainedRandomWalk,Cost, 524.4785548163263, Score, -35.61, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 293.25771482637424, Score, -34.65000000000002, PathLength, 102.0,sOptimalBacktrackPath,Cost, 314.29957344874595, Score, -34.23333333333334, PathLength, 101.0,sBacktrackPath,Cost, 521.4398079309872, Score, -53.22000000000002, PathLength, 158.0,sLowEdgeCost,Cost, 347.48993760639155, Score, -36.23333333333334, PathLength, 107.0,sDepthFirstSearch,Cost, 556.3410901795935, Score, -36.27333333333333, PathLength, 107.0,sBreadthFirstSearch,Cost, 774.8117671887387, Score, -113.18333333333327, PathLength, 338.0,sBreadthFirstSearchLowCost,Cost, 753.5329416281534, Score, -109.4533333333333, PathLength, 327.0,sLeastConnectedFirst,Cost, 435.9709936913655, Score, -29.73333333333333, PathLength, 88.0,sMostConnectedFirst,Cost, 565.9146962680237, Score, -39.026666666666664, PathLength, 116.0,
hRandomSet,Cost, 47.77674305494663, Score, 58.98533333333333,sConstrainedRandomWalk,Cost, 649.2477742114064, Score, -42.38666666666666, PathLength, 126.0,sDepthFirstSearchLowCost,Cost, 334.0975010580431, Score, -35.86666666666666, PathLength, 106.0,sOptimalBacktrackPath,Cost, 383.57819690959036, Score, -37.38666666666666, PathLength, 111.0,sBacktrackPath,Cost, 747.7044406473033, Score, -71.7466666666667, PathLength, 214.0,sLowEdgeCost,Cost, 382.71569748378386, Score, -37.20333333333333, PathLength, 110.0,sDepthFirstSearch,Cost, 519.8671854680155, Score, -36.55333333333333, PathLength, 108.0,sBreadthFirstSearch,Cost, 798.6363627868436, Score, -125.91, PathLength, 376.0,sBreadthFirstSearchLowCost,Cost, 802.0969020189473, Score, -130.52666666666667, PathLength, 390.0,sLeastConnectedFirst,Cost, 436.7959875883055, Score, -28.316666666666666, PathLength, 83.0,sMostConnectedFirst,Cost, 672.5276947618033, Score, -43.95666666666666, PathLength, 130.0,
hRandomSet,Cost, 47.09721969029536, Score, 57.27899999999999,sConstrainedRandomWalk,Cost, 560.2205560336562, Score, -37.48333333333335, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 361.9285921415692, Score, -37.71666666666667, PathLength, 112.0,sOptimalBacktrackPath,Cost, 449.7181088200443, Score, -42.11333333333335, PathLength, 125.0,sBacktrackPath,Cost, 778.7133427353629, Score, -74.14000000000001, PathLength, 221.0,sLowEdgeCost,Cost, 421.6493332656878, Score, -39.87333333333334, PathLength, 118.0,sDepthFirstSearch,Cost, 537.8834269819976, Score, -37.84666666666667, PathLength, 112.0,sBreadthFirstSearch,Cost, 771.6211568164031, Score, -116.20999999999998, PathLength, 347.0,sBreadthFirstSearchLowCost,Cost, 726.9620026736022, Score, -111.25000000000001, PathLength, 332.0,sLeastConnectedFirst,Cost, 446.4236564751723, Score, -29.36333333333334, PathLength, 87.0,sMostConnectedFirst,Cost, 684.2284944495512, Score, -46.79333333333334, PathLength, 139.0,
hRandomSet,Cost, 40.216970803068335, Score, 52.76233333333334,sConstrainedRandomWalk,Cost, 505.5138316384029, Score, -35.93666666666666, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 334.381886702047, Score, -36.76333333333333, PathLength, 109.0,sOptimalBacktrackPath,Cost, 353.2365081891592, Score, -37.106666666666676, PathLength, 110.0,sBacktrackPath,Cost, 480.4973287674914, Score, -56.98333333333332, PathLength, 169.0,sLowEdgeCost,Cost, 377.3600054656397, Score, -38.893333333333324, PathLength, 115.0,sDepthFirstSearch,Cost, 538.6691731637927, Score, -36.52333333333334, PathLength, 108.0,sBreadthFirstSearch,Cost, 665.18698945085, Score, -108.88333333333328, PathLength, 325.0,sBreadthFirstSearchLowCost,Cost, 637.6077117991365, Score, -103.85000000000005, PathLength, 310.0,sLeastConnectedFirst,Cost, 443.2394813431547, Score, -28.93000000000001, PathLength, 85.0,sMostConnectedFirst,Cost, 619.8204554528843, Score, -43.75333333333334, PathLength, 130.0,
