[100, [RandomSet,1], [ConstrainedRandomWalk,1][DepthFirstSearchLowCost,1][OptimalBacktrackPath,1][BacktrackPath,1][LowEdgeCost,1][DepthFirstSearch,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][LeastConnectedFirst,1][MostConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomSet,Cost, 45.553528530003696, Score, 56.81766666666667,sConstrainedRandomWalk,Cost, 572.1437713151848, Score, -37.56, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 347.7357348948566, Score, -34.34000000000002, PathLength, 102.0,sOptimalBacktrackPath,Cost, 387.1203732379097, Score, -37.33333333333334, PathLength, 111.0,sBacktrackPath,Cost, 606.1521131571667, Score, -64.71000000000001, PathLength, 193.0,sLowEdgeCost,Cost, 369.4417435955096, Score, -35.78333333333334, PathLength, 106.0,sDepthFirstSearch,Cost, 495.3543985885018, Score, -31.72333333333334, PathLength, 94.0,sBreadthFirstSearch,Cost, 758.9136683233997, Score, -137.54666666666668, PathLength, 411.0,sBreadthFirstSearchLowCost,Cost, 662.1648995973001, Score, -118.60333333333334, PathLength, 354.0,sLeastConnectedFirst,Cost, 448.39123097382566, Score, -29.703333333333326, PathLength, 88.0,sMostConnectedFirst,Cost, 607.4790183035828, Score, -40.87333333333331, PathLength, 121.0,
hRandomSet,Cost, 42.471204697536415, Score, 48.60566666666668,sConstrainedRandomWalk,Cost, 526.2970511402502, Score, -35.43666666666667, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 281.6123169629281, Score, -31.72, PathLength, 94.0,sOptimalBacktrackPath,Cost, 343.2946306397557, Score, -35.209999999999994, PathLength, 104.0,sBacktrackPath,Cost, 476.8320333588131, Score, -51.48333333333333, PathLength, 153.0,sLowEdgeCost,Cost, 296.8612383072021, Score, -31.95666666666667, PathLength, 94.0,sDepthFirstSearch,Cost, 531.1931971634522, Score, -33.59333333333334, PathLength, 99.0,sBreadthFirstSearch,Cost, 666.6841982087633, Score, -96.95666666666668, PathLength, 289.0,sBreadthFirstSearchLowCost,Cost, 676.1909387634322, Score, -98.87333333333332, PathLength, 295.0,sLeastConnectedFirst,Cost, 443.270344503892, Score, -29.59333333333335, PathLength, 87.0,sMostConnectedFirst,Cost, 603.728124268013, Score, -41.23333333333332, PathLength, 122.0,
hRandomSet,Cost, 38.41804944558675, Score, 56.91233333333334,sConstrainedRandomWalk,Cost, 536.5242262115871, Score, -38.17666666666667, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 303.79178456974626, Score, -33.48, PathLength, 99.0,sOptimalBacktrackPath,Cost, 373.75511275422184, Score, -38.01000000000001, PathLength, 113.0,sBacktrackPath,Cost, 676.6156385582077, Score, -71.38, PathLength, 213.0,sLowEdgeCost,Cost, 354.3127643418929, Score, -36.379999999999995, PathLength, 108.0,sDepthFirstSearch,Cost, 486.64802639556166, Score, -34.98333333333334, PathLength, 103.0,sBreadthFirstSearch,Cost, 717.5208999347751, Score, -126.23000000000003, PathLength, 377.0,sBreadthFirstSearchLowCost,Cost, 692.1441351814053, Score, -123.64, PathLength, 369.0,sLeastConnectedFirst,Cost, 403.57469908818786, Score, -28.370000000000005, PathLength, 84.0,sMostConnectedFirst,Cost, 542.436518553618, Score, -38.47333333333333, PathLength, 114.0,
hRandomSet,Cost, 42.581605292839164, Score, 54.385999999999996,sConstrainedRandomWalk,Cost, 548.5296401405627, Score, -36.43333333333334, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 368.8282132954387, Score, -35.666666666666686, PathLength, 106.0,sOptimalBacktrackPath,Cost, 397.8541303572388, Score, -37.25666666666667, PathLength, 110.0,sBacktrackPath,Cost, 655.151403649376, Score, -65.74, PathLength, 196.0,sLowEdgeCost,Cost, 340.8504238914808, Score, -33.766666666666666, PathLength, 100.0,sDepthFirstSearch,Cost, 536.8887653637441, Score, -36.66000000000001, PathLength, 108.0,sBreadthFirstSearch,Cost, 698.2642791528124, Score, -118.30999999999999, PathLength, 353.0,sBreadthFirstSearchLowCost,Cost, 644.4978785771923, Score, -109.97666666666665, PathLength, 328.0,sLeastConnectedFirst,Cost, 452.77347883397954, Score, -30.343333333333334, PathLength, 90.0,sMostConnectedFirst,Cost, 593.9759050565391, Score, -39.70666666666666, PathLength, 118.0,
hRandomSet,Cost, 47.5136126205275, Score, 52.83066666666667,sConstrainedRandomWalk,Cost, 636.9431105025068, Score, -40.346666666666664, PathLength, 120.0,sDepthFirstSearchLowCost,Cost, 344.20665920903497, Score, -33.02333333333333, PathLength, 98.0,sOptimalBacktrackPath,Cost, 424.90139480449926, Score, -37.969999999999985, PathLength, 112.0,sBacktrackPath,Cost, 620.1234151173009, Score, -60.20666666666667, PathLength, 179.0,sLowEdgeCost,Cost, 376.7462071479521, Score, -34.77666666666667, PathLength, 103.0,sDepthFirstSearch,Cost, 543.5490628372493, Score, -34.12666666666667, PathLength, 101.0,sBreadthFirstSearch,Cost, 791.9186706479777, Score, -110.56333333333333, PathLength, 330.0,sBreadthFirstSearchLowCost,Cost, 734.5077421544353, Score, -104.49333333333333, PathLength, 312.0,sLeastConnectedFirst,Cost, 479.77202565248973, Score, -30.823333333333345, PathLength, 91.0,sMostConnectedFirst,Cost, 634.2174627026195, Score, -41.97666666666666, PathLength, 124.0,
hRandomSet,Cost, 64.31900632579962, Score, 53.105,sConstrainedRandomWalk,Cost, 550.5621565138327, Score, -35.36999999999999, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 364.37530567564727, Score, -35.72333333333333, PathLength, 106.0,sOptimalBacktrackPath,Cost, 394.36473305096666, Score, -36.283333333333324, PathLength, 107.0,sBacktrackPath,Cost, 652.8614495345587, Score, -63.486666666666636, PathLength, 189.0,sLowEdgeCost,Cost, 428.7791201053517, Score, -38.14000000000001, PathLength, 113.0,sDepthFirstSearch,Cost, 558.2023015235942, Score, -36.51333333333333, PathLength, 108.0,sBreadthFirstSearch,Cost, 713.4077983504125, Score, -105.86999999999995, PathLength, 316.0,sBreadthFirstSearchLowCost,Cost, 711.756507283068, Score, -107.26666666666664, PathLength, 320.0,sLeastConnectedFirst,Cost, 471.95538886976976, Score, -30.606666666666673, PathLength, 90.0,sMostConnectedFirst,Cost, 626.6076934755155, Score, -41.78999999999999, PathLength, 124.0,
hRandomSet,Cost, 45.60638304600552, Score, 58.3296666666667,sConstrainedRandomWalk,Cost, 712.300561336778, Score, -44.73999999999999, PathLength, 133.0,sDepthFirstSearchLowCost,Cost, 401.93101175906173, Score, -36.98666666666667, PathLength, 109.0,sOptimalBacktrackPath,Cost, 424.39034423387056, Score, -38.12333333333333, PathLength, 113.0,sBacktrackPath,Cost, 641.2125630956947, Score, -63.67333333333333, PathLength, 190.0,sLowEdgeCost,Cost, 428.72953338255235, Score, -38.43000000000001, PathLength, 114.0,sDepthFirstSearch,Cost, 577.6254343315345, Score, -37.346666666666664, PathLength, 111.0,sBreadthFirstSearch,Cost, 811.9548312523302, Score, -127.56999999999991, PathLength, 381.0,sBreadthFirstSearchLowCost,Cost, 796.2923752483737, Score, -123.74999999999999, PathLength, 370.0,sLeastConnectedFirst,Cost, 483.08770559677475, Score, -29.130000000000013, PathLength, 86.0,sMostConnectedFirst,Cost, 668.8237662076913, Score, -43.54666666666667, PathLength, 129.0,
hRandomSet,Cost, 48.31722908898919, Score, 55.41033333333335,sConstrainedRandomWalk,Cost, 527.5350994831446, Score, -36.076666666666654, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 292.07152676428973, Score, -34.34333333333332, PathLength, 102.0,sOptimalBacktrackPath,Cost, 384.31097759871466, Score, -39.53333333333334, PathLength, 117.0,sBacktrackPath,Cost, 505.4324467324279, Score, -55.54000000000003, PathLength, 165.0,sLowEdgeCost,Cost, 331.3418800908561, Score, -35.74, PathLength, 106.0,sDepthFirstSearch,Cost, 552.1134027205078, Score, -35.36666666666667, PathLength, 105.0,sBreadthFirstSearch,Cost, 790.7225711309652, Score, -126.51666666666661, PathLength, 378.0,sBreadthFirstSearchLowCost,Cost, 727.5073018198696, Score, -119.47333333333341, PathLength, 357.0,sLeastConnectedFirst,Cost, 423.5419560323596, Score, -28.83, PathLength, 85.0,sMostConnectedFirst,Cost, 647.420005293322, Score, -42.68333333333335, PathLength, 127.0,
hRandomSet,Cost, 52.350974602251235, Score, 55.69800000000001,sConstrainedRandomWalk,Cost, 633.891152189111, Score, -40.6, PathLength, 120.0,sDepthFirstSearchLowCost,Cost, 378.3003314080815, Score, -36.95000000000001, PathLength, 109.0,sOptimalBacktrackPath,Cost, 429.5051076877594, Score, -38.916666666666664, PathLength, 115.0,sBacktrackPath,Cost, 598.6204257068117, Score, -57.47000000000002, PathLength, 171.0,sLowEdgeCost,Cost, 445.8219218318219, Score, -39.736666666666686, PathLength, 118.0,sDepthFirstSearch,Cost, 569.4118076833284, Score, -35.50000000000001, PathLength, 105.0,sBreadthFirstSearch,Cost, 884.9546665347038, Score, -114.19666666666664, PathLength, 341.0,sBreadthFirstSearchLowCost,Cost, 850.8813535374969, Score, -113.27999999999999, PathLength, 338.0,sLeastConnectedFirst,Cost, 431.6943713904186, Score, -29.96333333333334, PathLength, 88.0,sMostConnectedFirst,Cost, 809.2299313757712, Score, -50.36666666666668, PathLength, 150.0,
hRandomSet,Cost, 45.31816529477935, Score, 60.16433333333335,sConstrainedRandomWalk,Cost, 535.9452080477334, Score, -35.99999999999999, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 334.06758450138005, Score, -34.870000000000005, PathLength, 103.0,sOptimalBacktrackPath,Cost, 466.7859237903706, Score, -42.65333333333335, PathLength, 126.0,sBacktrackPath,Cost, 1066.917517054623, Score, -96.02000000000002, PathLength, 287.0,sLowEdgeCost,Cost, 413.97878904543467, Score, -39.41666666666669, PathLength, 117.0,sDepthFirstSearch,Cost, 531.046810513746, Score, -35.58000000000001, PathLength, 105.0,sBreadthFirstSearch,Cost, 756.6714245981909, Score, -122.96999999999994, PathLength, 367.0,sBreadthFirstSearchLowCost,Cost, 696.3920906846212, Score, -115.46666666666664, PathLength, 345.0,sLeastConnectedFirst,Cost, 463.0529397848806, Score, -30.796666666666674, PathLength, 91.0,sMostConnectedFirst,Cost, 704.7785225316413, Score, -47.87000000000001, PathLength, 142.0,
hRandomSet,Cost, 41.31741950054274, Score, 53.44433333333334,sConstrainedRandomWalk,Cost, 501.33806860104, Score, -33.88666666666667, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 369.1425991630198, Score, -35.989999999999995, PathLength, 106.0,sOptimalBacktrackPath,Cost, 410.26786579428284, Score, -39.06333333333335, PathLength, 116.0,sBacktrackPath,Cost, 520.4114896899114, Score, -57.04000000000002, PathLength, 170.0,sLowEdgeCost,Cost, 403.1272371064322, Score, -38.08666666666665, PathLength, 113.0,sDepthFirstSearch,Cost, 514.5083026136081, Score, -34.42666666666664, PathLength, 102.0,sBreadthFirstSearch,Cost, 661.4503519102956, Score, -115.30666666666667, PathLength, 344.0,sBreadthFirstSearchLowCost,Cost, 632.4124217598043, Score, -110.42666666666666, PathLength, 330.0,sLeastConnectedFirst,Cost, 450.6622512005695, Score, -28.139999999999997, PathLength, 83.0,sMostConnectedFirst,Cost, 636.1085898786256, Score, -42.07666666666667, PathLength, 125.0,
hRandomSet,Cost, 50.138111254808926, Score, 62.90066666666667,sConstrainedRandomWalk,Cost, 710.4805974925314, Score, -45.92333333333333, PathLength, 136.0,sDepthFirstSearchLowCost,Cost, 406.54283814569413, Score, -38.76666666666666, PathLength, 115.0,sOptimalBacktrackPath,Cost, 573.0121063859496, Score, -47.72999999999998, PathLength, 142.0,sBacktrackPath,Cost, 1089.6264109053438, Score, -92.48333333333332, PathLength, 276.0,sLowEdgeCost,Cost, 509.8219692416607, Score, -43.33666666666666, PathLength, 129.0,sDepthFirstSearch,Cost, 569.6207073390256, Score, -37.20000000000002, PathLength, 110.0,sBreadthFirstSearch,Cost, 906.092094835555, Score, -123.15333333333336, PathLength, 368.0,sBreadthFirstSearchLowCost,Cost, 900.2511187940171, Score, -121.65, PathLength, 363.0,sLeastConnectedFirst,Cost, 497.3217714769869, Score, -30.530000000000015, PathLength, 90.0,sMostConnectedFirst,Cost, 790.1245248943826, Score, -48.23333333333331, PathLength, 143.0,
hRandomSet,Cost, 42.864859149978564, Score, 53.708999999999996,sConstrainedRandomWalk,Cost, 544.3802979621915, Score, -38.09666666666667, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 310.1960028104743, Score, -34.903333333333336, PathLength, 103.0,sOptimalBacktrackPath,Cost, 408.4199959125845, Score, -40.64333333333334, PathLength, 120.0,sBacktrackPath,Cost, 573.7865827644248, Score, -61.25666666666665, PathLength, 182.0,sLowEdgeCost,Cost, 426.2621787711988, Score, -41.36999999999999, PathLength, 123.0,sDepthFirstSearch,Cost, 484.36313616850316, Score, -33.446666666666665, PathLength, 99.0,sBreadthFirstSearch,Cost, 738.7339944594149, Score, -110.70333333333326, PathLength, 331.0,sBreadthFirstSearchLowCost,Cost, 691.9966934409301, Score, -105.38333333333333, PathLength, 315.0,sLeastConnectedFirst,Cost, 409.8582545532398, Score, -29.94333333333334, PathLength, 88.0,sMostConnectedFirst,Cost, 607.4324695533666, Score, -41.34333333333331, PathLength, 123.0,
hRandomSet,Cost, 43.889939309138306, Score, 51.214333333333336,sConstrainedRandomWalk,Cost, 533.7471041167107, Score, -36.45333333333332, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 299.7988092878152, Score, -34.41666666666666, PathLength, 102.0,sOptimalBacktrackPath,Cost, 334.6061115244582, Score, -35.326666666666675, PathLength, 104.0,sBacktrackPath,Cost, 416.63564115922475, Score, -49.99999999999999, PathLength, 149.0,sLowEdgeCost,Cost, 328.0940414085966, Score, -34.82666666666668, PathLength, 103.0,sDepthFirstSearch,Cost, 527.8061535890206, Score, -34.34666666666667, PathLength, 102.0,sBreadthFirstSearch,Cost, 694.2133680703265, Score, -108.55000000000001, PathLength, 324.0,sBreadthFirstSearchLowCost,Cost, 701.2815794860335, Score, -109.72333333333336, PathLength, 328.0,sLeastConnectedFirst,Cost, 415.17878013103166, Score, -28.49999999999999, PathLength, 84.0,sMostConnectedFirst,Cost, 550.1311509054626, Score, -39.99999999999999, PathLength, 119.0,
hRandomSet,Cost, 50.81160309068363, Score, 49.81333333333332,sConstrainedRandomWalk,Cost, 565.4322998552922, Score, -35.80666666666667, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 367.822960900609, Score, -33.68333333333334, PathLength, 100.0,sOptimalBacktrackPath,Cost, 474.96871000558946, Score, -39.74666666666666, PathLength, 118.0,sBacktrackPath,Cost, 529.1520241222759, Score, -50.46, PathLength, 150.0,sLowEdgeCost,Cost, 394.36147193158706, Score, -34.53333333333333, PathLength, 102.0,sDepthFirstSearch,Cost, 530.5401484490894, Score, -34.033333333333324, PathLength, 101.0,sBreadthFirstSearch,Cost, 867.3384597962681, Score, -102.13333333333334, PathLength, 305.0,sBreadthFirstSearchLowCost,Cost, 844.0475077409044, Score, -100.11, PathLength, 299.0,sLeastConnectedFirst,Cost, 454.7268458984929, Score, -29.516666666666662, PathLength, 87.0,sMostConnectedFirst,Cost, 590.4668357670494, Score, -38.10999999999999, PathLength, 113.0,
hRandomSet,Cost, 45.30523008935396, Score, 53.883,sConstrainedRandomWalk,Cost, 529.1517239511334, Score, -36.44, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 279.9769481389073, Score, -32.67, PathLength, 97.0,sOptimalBacktrackPath,Cost, 329.96116343991093, Score, -35.36000000000001, PathLength, 105.0,sBacktrackPath,Cost, 541.7615030295937, Score, -58.97666666666665, PathLength, 175.0,sLowEdgeCost,Cost, 395.9881173561482, Score, -39.91666666666667, PathLength, 118.0,sDepthFirstSearch,Cost, 488.3246678762236, Score, -32.98333333333331, PathLength, 97.0,sBreadthFirstSearch,Cost, 700.4081057899185, Score, -120.2633333333333, PathLength, 359.0,sBreadthFirstSearchLowCost,Cost, 637.9716500707032, Score, -107.82666666666663, PathLength, 322.0,sLeastConnectedFirst,Cost, 393.39358620320724, Score, -28.129999999999992, PathLength, 83.0,sMostConnectedFirst,Cost, 678.187893857307, Score, -46.26333333333333, PathLength, 137.0,
hRandomSet,Cost, 39.359963997494354, Score, 56.25566666666666,sConstrainedRandomWalk,Cost, 501.14000635439663, Score, -35.86333333333333, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 333.8525108155061, Score, -37.88000000000002, PathLength, 112.0,sOptimalBacktrackPath,Cost, 399.0001076339775, Score, -40.31333333333335, PathLength, 119.0,sBacktrackPath,Cost, 539.3427973200598, Score, -62.25333333333333, PathLength, 185.0,sLowEdgeCost,Cost, 406.3641545323085, Score, -40.973333333333336, PathLength, 121.0,sDepthFirstSearch,Cost, 514.1445237422894, Score, -35.91, PathLength, 106.0,sBreadthFirstSearch,Cost, 666.0704574306786, Score, -118.73, PathLength, 355.0,sBreadthFirstSearchLowCost,Cost, 620.7267710050432, Score, -114.29333333333332, PathLength, 341.0,sLeastConnectedFirst,Cost, 420.09910870643625, Score, -29.23666666666668, PathLength, 86.0,sMostConnectedFirst,Cost, 666.6741521966856, Score, -47.10333333333333, PathLength, 140.0,
hRandomSet,Cost, 48.90909713111746, Score, 55.520000000000024,sConstrainedRandomWalk,Cost, 520.4234448203399, Score, -33.07333333333334, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 343.18475870494433, Score, -33.24666666666666, PathLength, 98.0,sOptimalBacktrackPath,Cost, 375.11766204333514, Score, -34.46666666666667, PathLength, 102.0,sBacktrackPath,Cost, 706.1279480071861, Score, -66.06666666666668, PathLength, 197.0,sLowEdgeCost,Cost, 371.7331610318049, Score, -34.13, PathLength, 101.0,sDepthFirstSearch,Cost, 526.6692882696206, Score, -33.20333333333332, PathLength, 98.0,sBreadthFirstSearch,Cost, 800.7063731501479, Score, -126.37000000000008, PathLength, 378.0,sBreadthFirstSearchLowCost,Cost, 761.5129955564761, Score, -121.59333333333336, PathLength, 363.0,sLeastConnectedFirst,Cost, 477.01058754270593, Score, -29.799999999999997, PathLength, 88.0,sMostConnectedFirst,Cost, 686.4122412035557, Score, -43.24999999999999, PathLength, 128.0,
hRandomSet,Cost, 46.376527963551005, Score, 58.85700000000001,sConstrainedRandomWalk,Cost, 566.0142589620425, Score, -37.67666666666665, PathLength, 112.0,sDepthFirstSearchLowCost,Cost, 324.84743840182813, Score, -35.92333333333334, PathLength, 106.0,sOptimalBacktrackPath,Cost, 524.2166801723456, Score, -47.17333333333333, PathLength, 140.0,sBacktrackPath,Cost, 634.8690488333758, Score, -68.51, PathLength, 204.0,sLowEdgeCost,Cost, 431.4688569300459, Score, -41.56333333333333, PathLength, 123.0,sDepthFirstSearch,Cost, 565.7611633066648, Score, -37.71, PathLength, 112.0,sBreadthFirstSearch,Cost, 746.4726504594914, Score, -128.05999999999997, PathLength, 383.0,sBreadthFirstSearchLowCost,Cost, 694.5296085669656, Score, -119.41666666666671, PathLength, 357.0,sLeastConnectedFirst,Cost, 479.5994468265373, Score, -31.12333333333334, PathLength, 92.0,sMostConnectedFirst,Cost, 615.3087320076799, Score, -41.41333333333334, PathLength, 123.0,
hRandomSet,Cost, 44.782948531911224, Score, 48.63533333333331,sConstrainedRandomWalk,Cost, 536.2571209981115, Score, -34.543333333333315, PathLength, 102.0,sDepthFirstSearchLowCost,Cost, 323.935991569234, Score, -35.25999999999999, PathLength, 104.0,sOptimalBacktrackPath,Cost, 346.8570367769787, Score, -34.96666666666666, PathLength, 103.0,sBacktrackPath,Cost, 510.5987072481476, Score, -54.27666666666667, PathLength, 161.0,sLowEdgeCost,Cost, 317.1320144521639, Score, -32.57666666666668, PathLength, 96.0,sDepthFirstSearch,Cost, 478.91762948871497, Score, -32.16, PathLength, 95.0,sBreadthFirstSearch,Cost, 683.904479565963, Score, -97.11, PathLength, 290.0,sBreadthFirstSearchLowCost,Cost, 654.2364000726784, Score, -93.81666666666668, PathLength, 280.0,sLeastConnectedFirst,Cost, 447.9516476428886, Score, -28.52333333333334, PathLength, 84.0,sMostConnectedFirst,Cost, 678.0393254968714, Score, -43.12, PathLength, 128.0,
hRandomSet,Cost, 40.17801931834936, Score, 58.193333333333314,sConstrainedRandomWalk,Cost, 534.3868546498552, Score, -35.31333333333334, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 352.5355228980084, Score, -36.65, PathLength, 108.0,sOptimalBacktrackPath,Cost, 420.40112419374583, Score, -39.980000000000004, PathLength, 118.0,sBacktrackPath,Cost, 514.7584019376527, Score, -60.76333333333333, PathLength, 181.0,sLowEdgeCost,Cost, 415.6340177590875, Score, -39.62666666666668, PathLength, 117.0,sDepthFirstSearch,Cost, 603.2117569674087, Score, -37.356666666666655, PathLength, 111.0,sBreadthFirstSearch,Cost, 625.5152096607047, Score, -120.73666666666666, PathLength, 361.0,sBreadthFirstSearchLowCost,Cost, 712.3713079785667, Score, -139.11999999999995, PathLength, 416.0,sLeastConnectedFirst,Cost, 452.75162401058947, Score, -29.583333333333343, PathLength, 87.0,sMostConnectedFirst,Cost, 616.6501349332154, Score, -42.80333333333332, PathLength, 127.0,
hRandomSet,Cost, 46.80045533657622, Score, 53.47933333333335,sConstrainedRandomWalk,Cost, 569.149487265028, Score, -36.85333333333334, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 371.49490636580236, Score, -36.646666666666675, PathLength, 108.0,sOptimalBacktrackPath,Cost, 426.19291098138854, Score, -39.149999999999984, PathLength, 116.0,sBacktrackPath,Cost, 549.88900148255, Score, -56.5333333333333, PathLength, 168.0,sLowEdgeCost,Cost, 406.5988458195952, Score, -38.09000000000001, PathLength, 113.0,sDepthFirstSearch,Cost, 595.7183701504964, Score, -37.14, PathLength, 110.0,sBreadthFirstSearch,Cost, 780.5483951601288, Score, -111.29666666666667, PathLength, 332.0,sBreadthFirstSearchLowCost,Cost, 761.3333117989652, Score, -106.32666666666668, PathLength, 317.0,sLeastConnectedFirst,Cost, 448.7429773804035, Score, -29.749999999999996, PathLength, 88.0,sMostConnectedFirst,Cost, 661.017082136811, Score, -43.00666666666667, PathLength, 128.0,
hRandomSet,Cost, 42.491955144157984, Score, 49.727666666666686,sConstrainedRandomWalk,Cost, 496.7501456955109, Score, -33.89333333333334, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 291.95862648769173, Score, -32.77000000000002, PathLength, 97.0,sOptimalBacktrackPath,Cost, 336.46625985396525, Score, -35.31999999999999, PathLength, 104.0,sBacktrackPath,Cost, 454.50522214747457, Score, -51.20333333333335, PathLength, 152.0,sLowEdgeCost,Cost, 336.6441866474857, Score, -35.30333333333334, PathLength, 104.0,sDepthFirstSearch,Cost, 512.1658616978739, Score, -35.010000000000005, PathLength, 104.0,sBreadthFirstSearch,Cost, 624.6756313457357, Score, -97.52666666666669, PathLength, 291.0,sBreadthFirstSearchLowCost,Cost, 677.8720202924975, Score, -109.08999999999997, PathLength, 326.0,sLeastConnectedFirst,Cost, 457.9734039706491, Score, -30.329999999999988, PathLength, 89.0,sMostConnectedFirst,Cost, 545.5561591954546, Score, -36.83, PathLength, 109.0,
hRandomSet,Cost, 42.67738348371262, Score, 53.852,sConstrainedRandomWalk,Cost, 562.8722978855275, Score, -38.10333333333333, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 334.5657701827785, Score, -36.03, PathLength, 107.0,sOptimalBacktrackPath,Cost, 354.3905446635978, Score, -36.65, PathLength, 108.0,sBacktrackPath,Cost, 530.437331838653, Score, -57.48999999999999, PathLength, 171.0,sLowEdgeCost,Cost, 378.92904439983727, Score, -38.286666666666676, PathLength, 113.0,sDepthFirstSearch,Cost, 433.572627064338, Score, -32.17666666666666, PathLength, 95.0,sBreadthFirstSearch,Cost, 713.8828731178958, Score, -119.61333333333334, PathLength, 357.0,sBreadthFirstSearchLowCost,Cost, 649.5393358127737, Score, -110.82000000000002, PathLength, 331.0,sLeastConnectedFirst,Cost, 455.7145726618336, Score, -29.663333333333327, PathLength, 87.0,sMostConnectedFirst,Cost, 608.9727569525303, Score, -39.68666666666666, PathLength, 118.0,
hRandomSet,Cost, 40.74118813609173, Score, 52.40499999999998,sConstrainedRandomWalk,Cost, 575.723566277691, Score, -39.850000000000016, PathLength, 118.0,sDepthFirstSearchLowCost,Cost, 329.5468002605033, Score, -35.339999999999996, PathLength, 105.0,sOptimalBacktrackPath,Cost, 344.1082105171301, Score, -36.233333333333334, PathLength, 107.0,sBacktrackPath,Cost, 474.86707983061353, Score, -53.02333333333332, PathLength, 158.0,sLowEdgeCost,Cost, 352.11525857423186, Score, -36.44666666666667, PathLength, 108.0,sDepthFirstSearch,Cost, 504.2364820209381, Score, -34.51666666666667, PathLength, 102.0,sBreadthFirstSearch,Cost, 688.7234862809845, Score, -111.62666666666664, PathLength, 333.0,sBreadthFirstSearchLowCost,Cost, 650.5000093430932, Score, -104.94333333333336, PathLength, 313.0,sLeastConnectedFirst,Cost, 426.21941494559417, Score, -29.46666666666668, PathLength, 87.0,sMostConnectedFirst,Cost, 616.6246327854006, Score, -42.60333333333334, PathLength, 126.0,
hRandomSet,Cost, 45.85799952619663, Score, 51.06800000000002,sConstrainedRandomWalk,Cost, 519.2767961037057, Score, -34.18333333333335, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 287.88988228459027, Score, -31.609999999999992, PathLength, 93.0,sOptimalBacktrackPath,Cost, 339.17114075621606, Score, -34.34666666666667, PathLength, 102.0,sBacktrackPath,Cost, 505.05374342410187, Score, -53.78666666666664, PathLength, 160.0,sLowEdgeCost,Cost, 334.7505787869675, Score, -34.26999999999999, PathLength, 101.0,sDepthFirstSearch,Cost, 458.4162600049814, Score, -31.58, PathLength, 93.0,sBreadthFirstSearch,Cost, 740.4555023196552, Score, -113.12333333333336, PathLength, 338.0,sBreadthFirstSearchLowCost,Cost, 690.3498384821584, Score, -107.24666666666664, PathLength, 320.0,sLeastConnectedFirst,Cost, 447.4340439015116, Score, -29.386666666666674, PathLength, 87.0,sMostConnectedFirst,Cost, 630.7096030136499, Score, -41.14666666666666, PathLength, 122.0,
hRandomSet,Cost, 48.43641829661607, Score, 51.30366666666665,sConstrainedRandomWalk,Cost, 497.5629078623452, Score, -33.35999999999999, PathLength, 99.0,sDepthFirstSearchLowCost,Cost, 339.006173801752, Score, -34.03666666666667, PathLength, 101.0,sOptimalBacktrackPath,Cost, 371.3009419434898, Score, -35.69666666666668, PathLength, 106.0,sBacktrackPath,Cost, 528.6081131050773, Score, -55.27666666666664, PathLength, 164.0,sLowEdgeCost,Cost, 346.92790635296683, Score, -34.16333333333334, PathLength, 101.0,sDepthFirstSearch,Cost, 479.4925015607018, Score, -32.05666666666667, PathLength, 95.0,sBreadthFirstSearch,Cost, 699.264789202898, Score, -107.50666666666666, PathLength, 321.0,sBreadthFirstSearchLowCost,Cost, 738.9002770884061, Score, -114.45666666666665, PathLength, 342.0,sLeastConnectedFirst,Cost, 427.45346504849294, Score, -28.81666666666667, PathLength, 85.0,sMostConnectedFirst,Cost, 556.7579260399035, Score, -37.66666666666664, PathLength, 112.0,
