[100, [RandomSet,1][MinimumConnectivity,1][MaxDistance,1][Random,1][RandomDirection,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1], [ConstrainedRandomWalk,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomFixedDistance,Cost, 68.3697833097748, Score, 32.85666666666666,sConstrainedRandomWalk,Cost, 495.0944090106987, Score, -32.85666666666666, PathLength, 97.0,
hLowEdgeCostRandomFixedDistance,Cost, 96.90095645958343, Score, 34.25333333333333,sConstrainedRandomWalk,Cost, 520.3898780075092, Score, -34.25333333333333, PathLength, 101.0,
hRandomSet,Cost, 44.30627625032502, Score, 37.083333333333314,sConstrainedRandomWalk,Cost, 566.4005686490223, Score, -37.083333333333314, PathLength, 110.0,
hMinimumConnectivity,Cost, 14872.504990747617, Score, 78.78000000000002, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1192.5235222581737, Score, -78.78000000000002, PathLength, 235.0,
hMaxDistance,Cost, 2258.563923663805, Score, 34.06333333333333, GraphDiameter, 9.0,sConstrainedRandomWalk,Cost, 515.1553652619643, Score, -34.06333333333333, PathLength, 101.0,
hRandom,Cost, 46.069852603832985, Score, 30.96666666666667,sConstrainedRandomWalk,Cost, 466.4579940231355, Score, -30.96666666666667, PathLength, 91.0,
hRandomDirection,Cost, 20.61049511373749, Score, 31.39666666666666,sConstrainedRandomWalk,Cost, 472.0607608385229, Score, -31.39666666666666, PathLength, 93.0,
hRandomFixedDistance,Cost, 46.315898263373704, Score, 32.49000000000001,sConstrainedRandomWalk,Cost, 494.46976006170235, Score, -32.49000000000001, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 37.4688218973581, Score, 31.799999999999983,sConstrainedRandomWalk,Cost, 485.29891269052774, Score, -31.799999999999983, PathLength, 94.0,
hRandomSet,Cost, 40.57581015024121, Score, 36.59333333333332,sConstrainedRandomWalk,Cost, 536.9310241636515, Score, -36.59333333333332, PathLength, 108.0,
hMinimumConnectivity,Cost, 18789.758906008283, Score, 69.15333333333335, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1016.0280774257781, Score, -69.15333333333335, PathLength, 206.0,
hMaxDistance,Cost, 19.52250241301824, Score, 29.326666666666668, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 427.62483710280486, Score, -29.326666666666668, PathLength, 86.0,
hRandom,Cost, 44.658899180058, Score, 31.276666666666674,sConstrainedRandomWalk,Cost, 456.3900041465364, Score, -31.276666666666674, PathLength, 92.0,
hRandomDirection,Cost, 19.30687994236541, Score, 32.216666666666654,sConstrainedRandomWalk,Cost, 473.29771954426315, Score, -32.216666666666654, PathLength, 95.0,
hRandomFixedDistance,Cost, 169.09859476287593, Score, 34.84666666666668,sConstrainedRandomWalk,Cost, 510.5517746850179, Score, -34.84666666666668, PathLength, 103.0,
hLowEdgeCostRandomFixedDistance,Cost, 30.214450319320505, Score, 32.73000000000001,sConstrainedRandomWalk,Cost, 480.95994709365186, Score, -32.73000000000001, PathLength, 97.0,
hRandomSet,Cost, 46.29911622583986, Score, 37.04333333333333,sConstrainedRandomWalk,Cost, 565.9659410167064, Score, -37.04333333333333, PathLength, 110.0,
hMinimumConnectivity,Cost, 21132.653578893714, Score, 66.50666666666666, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1026.2649393102924, Score, -66.50666666666666, PathLength, 198.0,
hMaxDistance,Cost, 468.69805859020295, Score, 36.77000000000001, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 566.0121368558029, Score, -36.77000000000001, PathLength, 109.0,
hRandom,Cost, 43.70532471620706, Score, 30.023333333333326,sConstrainedRandomWalk,Cost, 461.27004648985684, Score, -30.023333333333326, PathLength, 89.0,
hRandomDirection,Cost, 20.546523308542024, Score, 31.799999999999986,sConstrainedRandomWalk,Cost, 487.1798820548879, Score, -31.799999999999986, PathLength, 94.0,
hRandomFixedDistance,Cost, 255.79817987929775, Score, 33.42000000000001,sConstrainedRandomWalk,Cost, 517.0825111643567, Score, -33.42000000000001, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 7.752412960597744, Score, 29.856666666666655,sConstrainedRandomWalk,Cost, 458.89602006786566, Score, -29.856666666666655, PathLength, 88.0,
hRandomSet,Cost, 43.71488053769329, Score, 36.4,sConstrainedRandomWalk,Cost, 546.9668127475701, Score, -36.4, PathLength, 108.0,
hMinimumConnectivity,Cost, 923.4586812487307, Score, 64.05, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 962.7836032095817, Score, -64.05, PathLength, 191.0,
hMaxDistance,Cost, 1958.4906285184095, Score, 31.666666666666664, GraphDiameter, 10.0,sConstrainedRandomWalk,Cost, 475.75400431884157, Score, -31.666666666666664, PathLength, 94.0,
hRandom,Cost, 44.25202781433304, Score, 30.433333333333326,sConstrainedRandomWalk,Cost, 450.6582589152296, Score, -30.433333333333326, PathLength, 90.0,
hRandomDirection,Cost, 20.290239823541995, Score, 31.24333333333332,sConstrainedRandomWalk,Cost, 468.3254629047295, Score, -31.24333333333332, PathLength, 92.0,
hRandomFixedDistance,Cost, 196.02427193047086, Score, 33.20666666666668,sConstrainedRandomWalk,Cost, 495.4400431092402, Score, -33.20666666666668, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 102.46440289436362, Score, 31.346666666666682,sConstrainedRandomWalk,Cost, 466.4492881012382, Score, -31.346666666666682, PathLength, 93.0,
hRandomSet,Cost, 35.89599044182044, Score, 36.70666666666666,sConstrainedRandomWalk,Cost, 508.0474615238651, Score, -36.70666666666666, PathLength, 109.0,
hMinimumConnectivity,Cost, 14770.82829757761, Score, 91.52, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1280.2814566092297, Score, -91.52, PathLength, 273.0,
hMaxDistance,Cost, 1887.1294202415902, Score, 38.123333333333356, GraphDiameter, 9.0,sConstrainedRandomWalk,Cost, 527.2319107400564, Score, -38.123333333333356, PathLength, 113.0,
hRandom,Cost, 40.09375301845137, Score, 32.236666666666665,sConstrainedRandomWalk,Cost, 448.7746606852553, Score, -32.236666666666665, PathLength, 95.0,
hRandomDirection,Cost, 18.035749632365135, Score, 30.88333333333333,sConstrainedRandomWalk,Cost, 426.68960472372135, Score, -30.88333333333333, PathLength, 91.0,
hRandomFixedDistance,Cost, 204.18188328865142, Score, 32.41333333333335,sConstrainedRandomWalk,Cost, 448.0353196245684, Score, -32.41333333333335, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 4.8837985601917975, Score, 31.523333333333323,sConstrainedRandomWalk,Cost, 439.25228251815685, Score, -31.523333333333323, PathLength, 93.0,
hRandomSet,Cost, 47.46171989056516, Score, 38.27,sConstrainedRandomWalk,Cost, 561.7987358161591, Score, -38.27, PathLength, 113.0,
hMinimumConnectivity,Cost, 15481.841446053784, Score, 81.43333333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1210.734162156686, Score, -81.43333333333334, PathLength, 243.0,
hMaxDistance,Cost, 19.90837896774945, Score, 31.8, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 463.82170649854174, Score, -31.8, PathLength, 94.0,
hRandom,Cost, 44.93670710265442, Score, 29.246666666666673,sConstrainedRandomWalk,Cost, 425.9910274973525, Score, -29.246666666666673, PathLength, 86.0,
hRandomDirection,Cost, 20.32244447323723, Score, 33.400000000000006,sConstrainedRandomWalk,Cost, 487.3523295797636, Score, -33.400000000000006, PathLength, 99.0,
hRandomFixedDistance,Cost, 118.77315537980927, Score, 29.966666666666665,sConstrainedRandomWalk,Cost, 434.5486176984101, Score, -29.966666666666665, PathLength, 88.0,
hLowEdgeCostRandomFixedDistance,Cost, 25.897263203222682, Score, 31.53666666666668,sConstrainedRandomWalk,Cost, 459.6616074555173, Score, -31.53666666666668, PathLength, 93.0,
hRandomSet,Cost, 48.23151322521793, Score, 34.106666666666655,sConstrainedRandomWalk,Cost, 511.4279053003026, Score, -34.106666666666655, PathLength, 101.0,
hMinimumConnectivity,Cost, 9030.823408485889, Score, 50.66000000000002, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 761.1776902552821, Score, -50.66000000000002, PathLength, 150.0,
hMaxDistance,Cost, 2018.1170665100385, Score, 33.240000000000016, GraphDiameter, 8.0,sConstrainedRandomWalk,Cost, 495.82977610537904, Score, -33.240000000000016, PathLength, 98.0,
hRandom,Cost, 41.234955636273426, Score, 32.23,sConstrainedRandomWalk,Cost, 479.7852466750757, Score, -32.23, PathLength, 95.0,
hRandomDirection,Cost, 20.22729907996414, Score, 30.43333333333334,sConstrainedRandomWalk,Cost, 448.14281457197757, Score, -30.43333333333334, PathLength, 90.0,
hRandomFixedDistance,Cost, 94.7110406875612, Score, 29.87333333333334,sConstrainedRandomWalk,Cost, 443.2717443993946, Score, -29.87333333333334, PathLength, 88.0,
hLowEdgeCostRandomFixedDistance,Cost, 5.145368387756791, Score, 31.85333333333333,sConstrainedRandomWalk,Cost, 471.6198381588578, Score, -31.85333333333333, PathLength, 94.0,
hRandomSet,Cost, 47.47187882441617, Score, 35.51333333333333,sConstrainedRandomWalk,Cost, 548.7740875667897, Score, -35.51333333333333, PathLength, 105.0,
hMinimumConnectivity,Cost, 1028.738044384469, Score, 69.37333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 1088.1873894689297, Score, -69.37333333333333, PathLength, 207.0,
hMaxDistance,Cost, 1853.3530688203734, Score, 31.946666666666662, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 489.2309856617362, Score, -31.946666666666662, PathLength, 94.0,
hRandom,Cost, 46.19306105593058, Score, 29.013333333333325,sConstrainedRandomWalk,Cost, 447.3813567137476, Score, -29.013333333333325, PathLength, 86.0,
hRandomDirection,Cost, 21.463184760806303, Score, 29.18,sConstrainedRandomWalk,Cost, 452.5723666641877, Score, -29.18, PathLength, 86.0,
hRandomFixedDistance,Cost, 202.81156769331184, Score, 31.060000000000006,sConstrainedRandomWalk,Cost, 481.30038631942836, Score, -31.060000000000006, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 23.32530663684347, Score, 31.689999999999994,sConstrainedRandomWalk,Cost, 490.04813101070226, Score, -31.689999999999994, PathLength, 94.0,
hRandomSet,Cost, 41.22377928340442, Score, 36.88666666666666,sConstrainedRandomWalk,Cost, 538.3543751872755, Score, -36.88666666666666, PathLength, 109.0,
hMinimumConnectivity,Cost, 878.9315050842101, Score, 60.24333333333335, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 877.1261668580934, Score, -60.24333333333335, PathLength, 179.0,
hMaxDistance,Cost, 1798.1785047366293, Score, 32.56333333333334, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 470.4709188194208, Score, -32.56333333333334, PathLength, 96.0,
hRandom,Cost, 42.3333102203805, Score, 31.29,sConstrainedRandomWalk,Cost, 453.8419508990018, Score, -31.29, PathLength, 92.0,
hRandomDirection,Cost, 19.691183325815167, Score, 30.520000000000003,sConstrainedRandomWalk,Cost, 443.3657386606293, Score, -30.520000000000003, PathLength, 90.0,
hRandomFixedDistance,Cost, 91.84399635930785, Score, 31.069999999999997,sConstrainedRandomWalk,Cost, 452.7592779091418, Score, -31.069999999999997, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 39.569188245799126, Score, 35.97,sConstrainedRandomWalk,Cost, 520.6292923346456, Score, -35.97, PathLength, 106.0,
hRandomSet,Cost, 47.72083994258713, Score, 39.940000000000005,sConstrainedRandomWalk,Cost, 582.6825452165114, Score, -39.940000000000005, PathLength, 118.0,
hMinimumConnectivity,Cost, 1711.277839277536, Score, 109.81666666666662, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1619.402355865855, Score, -109.81666666666662, PathLength, 328.0,
hMaxDistance,Cost, 1854.9668398874367, Score, 35.17999999999999, GraphDiameter, 9.0,sConstrainedRandomWalk,Cost, 514.5571431079662, Score, -35.17999999999999, PathLength, 104.0,
hRandom,Cost, 46.341958801887394, Score, 32.83,sConstrainedRandomWalk,Cost, 486.30417541561087, Score, -32.83, PathLength, 97.0,
hRandomDirection,Cost, 20.57975802105973, Score, 33.05666666666667,sConstrainedRandomWalk,Cost, 483.1175051982822, Score, -33.05666666666667, PathLength, 98.0,
hRandomFixedDistance,Cost, 118.34442942880398, Score, 32.67333333333332,sConstrainedRandomWalk,Cost, 480.7534507269325, Score, -32.67333333333332, PathLength, 97.0,
hLowEdgeCostRandomFixedDistance,Cost, 86.32114193967871, Score, 34.28,sConstrainedRandomWalk,Cost, 501.4778870665843, Score, -34.28, PathLength, 101.0,
hRandomSet,Cost, 42.90385421455165, Score, 33.52,sConstrainedRandomWalk,Cost, 495.70871467503736, Score, -33.52, PathLength, 99.0,
hMinimumConnectivity,Cost, 16773.699986463595, Score, 49.50999999999999, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 738.3095563401943, Score, -49.50999999999999, PathLength, 147.0,
hMaxDistance,Cost, 2023.6489262476587, Score, 33.16666666666666, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 492.03813102081244, Score, -33.16666666666666, PathLength, 98.0,
hRandom,Cost, 43.29297435166937, Score, 33.20666666666667,sConstrainedRandomWalk,Cost, 492.3692421909192, Score, -33.20666666666667, PathLength, 98.0,
hRandomDirection,Cost, 20.483537475780587, Score, 30.49333333333332,sConstrainedRandomWalk,Cost, 447.63407729946636, Score, -30.49333333333332, PathLength, 90.0,
hRandomFixedDistance,Cost, 68.50677422778408, Score, 31.60333333333333,sConstrainedRandomWalk,Cost, 469.3111407572966, Score, -31.60333333333333, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 14.823497769962875, Score, 30.22999999999999,sConstrainedRandomWalk,Cost, 448.3182017894691, Score, -30.22999999999999, PathLength, 89.0,
hRandomSet,Cost, 46.341202869975916, Score, 35.86666666666667,sConstrainedRandomWalk,Cost, 556.6353409588407, Score, -35.86666666666667, PathLength, 106.0,
hMinimumConnectivity,Cost, 965.0327717019304, Score, 59.07666666666666, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 909.5404802193702, Score, -59.07666666666666, PathLength, 176.0,
hMaxDistance,Cost, 1982.312072428049, Score, 32.49, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 497.9740026931717, Score, -32.49, PathLength, 96.0,
hRandom,Cost, 43.63726410846764, Score, 33.99999999999999,sConstrainedRandomWalk,Cost, 521.0533310092176, Score, -33.99999999999999, PathLength, 101.0,
hRandomDirection,Cost, 20.511592153166404, Score, 30.119999999999994,sConstrainedRandomWalk,Cost, 463.30624573997903, Score, -30.119999999999994, PathLength, 89.0,
hRandomFixedDistance,Cost, 175.2168873755718, Score, 33.44666666666666,sConstrainedRandomWalk,Cost, 516.5197907652407, Score, -33.44666666666666, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 89.29118273964161, Score, 33.20333333333333,sConstrainedRandomWalk,Cost, 512.7024332240156, Score, -33.20333333333333, PathLength, 98.0,
hRandomSet,Cost, 46.152167074648396, Score, 39.510000000000005,sConstrainedRandomWalk,Cost, 578.9834616888024, Score, -39.510000000000005, PathLength, 117.0,
hMinimumConnectivity,Cost, 14667.240851018456, Score, 85.57, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1261.085640616288, Score, -85.57, PathLength, 255.0,
hMaxDistance,Cost, 1974.8001551288573, Score, 32.78999999999999, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 483.69200454168123, Score, -32.78999999999999, PathLength, 97.0,
hRandom,Cost, 46.43097999344907, Score, 32.216666666666676,sConstrainedRandomWalk,Cost, 472.45808712292046, Score, -32.216666666666676, PathLength, 95.0,
hRandomDirection,Cost, 20.686327230272497, Score, 29.16666666666665,sConstrainedRandomWalk,Cost, 423.6474093626313, Score, -29.16666666666665, PathLength, 86.0,
hRandomFixedDistance,Cost, 144.44650593859805, Score, 34.220000000000006,sConstrainedRandomWalk,Cost, 506.63129732661474, Score, -34.220000000000006, PathLength, 101.0,
hLowEdgeCostRandomFixedDistance,Cost, 27.240938391703914, Score, 34.1,sConstrainedRandomWalk,Cost, 499.0129233925481, Score, -34.1, PathLength, 101.0,
hRandomSet,Cost, 48.31655552278992, Score, 42.17666666666668,sConstrainedRandomWalk,Cost, 630.4357780818036, Score, -42.17666666666668, PathLength, 125.0,
hMinimumConnectivity,Cost, 11037.572988938546, Score, 96.72666666666666, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1454.1186056582226, Score, -96.72666666666666, PathLength, 289.0,
hMaxDistance,Cost, 20.94706325239172, Score, 31.733333333333338, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 473.9212992845207, Score, -31.733333333333338, PathLength, 94.0,
hRandom,Cost, 44.891298957338456, Score, 31.86000000000001,sConstrainedRandomWalk,Cost, 475.2047161538776, Score, -31.86000000000001, PathLength, 94.0,
hRandomDirection,Cost, 19.98484478250794, Score, 33.25666666666667,sConstrainedRandomWalk,Cost, 497.2845769634061, Score, -33.25666666666667, PathLength, 98.0,
hRandomFixedDistance,Cost, 247.45332341640173, Score, 34.93333333333332,sConstrainedRandomWalk,Cost, 527.7121063602297, Score, -34.93333333333332, PathLength, 103.0,
hLowEdgeCostRandomFixedDistance,Cost, 77.08070738809975, Score, 30.69666666666668,sConstrainedRandomWalk,Cost, 453.9992968016037, Score, -30.69666666666668, PathLength, 91.0,
hRandomSet,Cost, 37.325850805170624, Score, 34.860000000000014,sConstrainedRandomWalk,Cost, 518.2485933919227, Score, -34.860000000000014, PathLength, 103.0,
hMinimumConnectivity,Cost, 672.2612917447523, Score, 64.33000000000001, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 6, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 958.337564507809, Score, -64.33000000000001, PathLength, 191.0,
hMaxDistance,Cost, 50.85547967229917, Score, 32.78333333333333, GraphDiameter, 3.0,sConstrainedRandomWalk,Cost, 484.63688162301366, Score, -32.78333333333333, PathLength, 97.0,
hRandom,Cost, 45.09600518111698, Score, 31.33333333333333,sConstrainedRandomWalk,Cost, 463.67013070254905, Score, -31.33333333333333, PathLength, 93.0,
hRandomDirection,Cost, 20.583756505162036, Score, 32.10333333333333,sConstrainedRandomWalk,Cost, 477.9055704957872, Score, -32.10333333333333, PathLength, 95.0,
hRandomFixedDistance,Cost, 196.79334427952327, Score, 30.733333333333338,sConstrainedRandomWalk,Cost, 454.8988612918332, Score, -30.733333333333338, PathLength, 91.0,
hLowEdgeCostRandomFixedDistance,Cost, 55.7732483118099, Score, 32.40666666666666,sConstrainedRandomWalk,Cost, 484.0496944531235, Score, -32.40666666666666, PathLength, 96.0,
hRandomSet,Cost, 41.265818181607955, Score, 35.90666666666667,sConstrainedRandomWalk,Cost, 511.6727918692006, Score, -35.90666666666667, PathLength, 106.0,
hMinimumConnectivity,Cost, 9828.59632220223, Score, 80.51999999999998, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1173.3245809028163, Score, -80.51999999999998, PathLength, 240.0,
hMaxDistance,Cost, 20.370553825916655, Score, 34.11000000000001, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 490.3727017978748, Score, -34.11000000000001, PathLength, 101.0,
hRandom,Cost, 45.469170730346406, Score, 31.846666666666657,sConstrainedRandomWalk,Cost, 458.8938880995305, Score, -31.846666666666657, PathLength, 94.0,
hRandomDirection,Cost, 20.605693940760553, Score, 28.57333333333333,sConstrainedRandomWalk,Cost, 408.46887985743086, Score, -28.57333333333333, PathLength, 84.0,
hRandomFixedDistance,Cost, 44.30493772008461, Score, 32.43333333333333,sConstrainedRandomWalk,Cost, 465.8309356708841, Score, -32.43333333333333, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 5.316384111729843, Score, 32.02,sConstrainedRandomWalk,Cost, 461.84435174998123, Score, -32.02, PathLength, 95.0,
hRandomSet,Cost, 47.06379078435462, Score, 37.27333333333334,sConstrainedRandomWalk,Cost, 541.5797769451992, Score, -37.27333333333334, PathLength, 110.0,
hMinimumConnectivity,Cost, 21211.295974248886, Score, 77.03999999999998, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1141.576785542471, Score, -77.03999999999998, PathLength, 230.0,
hMaxDistance,Cost, 449.70417384852794, Score, 37.37000000000001, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 546.6678290959079, Score, -37.37000000000001, PathLength, 111.0,
hRandom,Cost, 44.40751046162258, Score, 33.42333333333334,sConstrainedRandomWalk,Cost, 482.9667682107118, Score, -33.42333333333334, PathLength, 99.0,
hRandomDirection,Cost, 19.985969187058046, Score, 31.056666666666683,sConstrainedRandomWalk,Cost, 451.9227931756811, Score, -31.056666666666683, PathLength, 92.0,
hRandomFixedDistance,Cost, 45.71289656330609, Score, 33.24,sConstrainedRandomWalk,Cost, 485.67390231228217, Score, -33.24, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 93.4768124497169, Score, 33.626666666666665,sConstrainedRandomWalk,Cost, 488.1402944891447, Score, -33.626666666666665, PathLength, 99.0,
hRandomSet,Cost, 41.89753537508474, Score, 45.339999999999975,sConstrainedRandomWalk,Cost, 687.1807059390154, Score, -45.339999999999975, PathLength, 135.0,
hMinimumConnectivity,Cost, 1494.3093582830916, Score, 101.59000000000002, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 5, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1542.4691994753919, Score, -101.59000000000002, PathLength, 303.0,
hMaxDistance,Cost, 2060.174522079137, Score, 38.10333333333333, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 579.8052221607392, Score, -38.10333333333333, PathLength, 113.0,
hRandom,Cost, 50.42420427182199, Score, 34.04333333333333,sConstrainedRandomWalk,Cost, 514.3440269487688, Score, -34.04333333333333, PathLength, 101.0,
hRandomDirection,Cost, 20.76856649197267, Score, 32.70666666666667,sConstrainedRandomWalk,Cost, 498.7099264649685, Score, -32.70666666666667, PathLength, 97.0,
hRandomFixedDistance,Cost, 195.89699419971888, Score, 34.919999999999995,sConstrainedRandomWalk,Cost, 530.867716262251, Score, -34.919999999999995, PathLength, 103.0,
hLowEdgeCostRandomFixedDistance,Cost, 43.982702738522164, Score, 33.033333333333324,sConstrainedRandomWalk,Cost, 501.4587753669671, Score, -33.033333333333324, PathLength, 98.0,
hRandomSet,Cost, 46.12059542767972, Score, 41.55,sConstrainedRandomWalk,Cost, 630.1472809563884, Score, -41.55, PathLength, 123.0,
hMinimumConnectivity,Cost, 16990.78769466808, Score, 77.45333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 15, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1192.2036235525832, Score, -77.45333333333333, PathLength, 231.0,
hMaxDistance,Cost, 334.00032490495965, Score, 38.66333333333334, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 590.9086093121705, Score, -38.66333333333334, PathLength, 114.0,
hRandom,Cost, 45.32553934987338, Score, 33.800000000000004,sConstrainedRandomWalk,Cost, 515.6759186104234, Score, -33.800000000000004, PathLength, 100.0,
hRandomDirection,Cost, 20.767715210799192, Score, 35.65333333333332,sConstrainedRandomWalk,Cost, 543.9631541981066, Score, -35.65333333333332, PathLength, 105.0,
hRandomFixedDistance,Cost, 46.49223357961234, Score, 32.38333333333333,sConstrainedRandomWalk,Cost, 493.2764687339373, Score, -32.38333333333333, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 93.76386390065935, Score, 36.09666666666666,sConstrainedRandomWalk,Cost, 546.7464759994696, Score, -36.09666666666666, PathLength, 107.0,
hRandomSet,Cost, 48.121583124602665, Score, 37.50333333333333,sConstrainedRandomWalk,Cost, 559.7615195954929, Score, -37.50333333333333, PathLength, 111.0,
hMinimumConnectivity,Cost, 18089.16787943291, Score, 72.36333333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1084.8138877949702, Score, -72.36333333333334, PathLength, 216.0,
hMaxDistance,Cost, 20.907120323762065, Score, 31.04666666666667, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 466.1027555221185, Score, -31.04666666666667, PathLength, 92.0,
hRandom,Cost, 47.16237463816119, Score, 31.94666666666667,sConstrainedRandomWalk,Cost, 475.33195973160684, Score, -31.94666666666667, PathLength, 94.0,
hRandomDirection,Cost, 19.91572666053497, Score, 31.08333333333334,sConstrainedRandomWalk,Cost, 462.14272210908416, Score, -31.08333333333334, PathLength, 92.0,
