[100, [RandomSet,1][MinimumConnectivity,1][MaxDistance,1][Random,1][RandomDirection,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1], [ConstrainedRandomWalk,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomFixedDistance,Cost, 250.856286708115, Score, 34.93333333333334,sConstrainedRandomWalk,Cost, 517.5160107912164, Score, -34.93333333333334, PathLength, 103.0,
hLowEdgeCostRandomFixedDistance,Cost, 73.98946257312174, Score, 30.64,sConstrainedRandomWalk,Cost, 456.9909248713125, Score, -30.64, PathLength, 90.0,
hRandomSet,Cost, 39.852373469213745, Score, 35.97333333333333,sConstrainedRandomWalk,Cost, 517.0512565871446, Score, -35.97333333333333, PathLength, 106.0,
hMinimumConnectivity,Cost, 14235.548771573369, Score, 76.37333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1093.2050331532496, Score, -76.37333333333333, PathLength, 228.0,
hMaxDistance,Cost, 177.3221191071808, Score, 33.483333333333334, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 473.56958274468116, Score, -33.483333333333334, PathLength, 99.0,
hRandom,Cost, 40.56183610174221, Score, 33.03999999999999,sConstrainedRandomWalk,Cost, 469.10124836947284, Score, -33.03999999999999, PathLength, 98.0,
hRandomDirection,Cost, 19.506895512961734, Score, 32.70666666666668,sConstrainedRandomWalk,Cost, 462.8186147000173, Score, -32.70666666666668, PathLength, 97.0,
hRandomFixedDistance,Cost, 161.89399311681467, Score, 30.38,sConstrainedRandomWalk,Cost, 431.7390949653853, Score, -30.38, PathLength, 90.0,
hLowEdgeCostRandomFixedDistance,Cost, 19.665852036612304, Score, 32.19999999999999,sConstrainedRandomWalk,Cost, 456.22245174540177, Score, -32.19999999999999, PathLength, 95.0,
hRandomSet,Cost, 52.47767776522681, Score, 36.06333333333333,sConstrainedRandomWalk,Cost, 583.3306727494163, Score, -36.06333333333333, PathLength, 107.0,
hMinimumConnectivity,Cost, 5237.318370357384, Score, 55.34666666666668, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 4, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 900.522482320556, Score, -55.34666666666668, PathLength, 165.0,
hMaxDistance,Cost, 1875.1840504519328, Score, 32.686666666666675, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 529.1380842649068, Score, -32.686666666666675, PathLength, 97.0,
hRandom,Cost, 51.427419883162386, Score, 31.04666666666666,sConstrainedRandomWalk,Cost, 508.07227229318136, Score, -31.04666666666666, PathLength, 92.0,
hRandomDirection,Cost, 20.98026294254526, Score, 32.53666666666666,sConstrainedRandomWalk,Cost, 530.2227071685835, Score, -32.53666666666666, PathLength, 96.0,
hRandomFixedDistance,Cost, 133.19168346333464, Score, 31.296666666666656,sConstrainedRandomWalk,Cost, 504.5670632305887, Score, -31.296666666666656, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 131.7853333970088, Score, 31.75000000000001,sConstrainedRandomWalk,Cost, 518.8495107280908, Score, -31.75000000000001, PathLength, 94.0,
hRandomSet,Cost, 44.0766124118739, Score, 36.660000000000004,sConstrainedRandomWalk,Cost, 556.9912720070779, Score, -36.660000000000004, PathLength, 108.0,
hMinimumConnectivity,Cost, 20887.32479404544, Score, 65.53333333333335, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 999.0410365282888, Score, -65.53333333333335, PathLength, 195.0,
hMaxDistance,Cost, 65.02204199863303, Score, 33.913333333333355, GraphDiameter, 3.0,sConstrainedRandomWalk,Cost, 515.1221270210563, Score, -33.913333333333355, PathLength, 100.0,
hRandom,Cost, 45.59415329824476, Score, 32.036666666666676,sConstrainedRandomWalk,Cost, 488.5996980125025, Score, -32.036666666666676, PathLength, 95.0,
hRandomDirection,Cost, 21.02306660971161, Score, 30.959999999999987,sConstrainedRandomWalk,Cost, 470.1517356346661, Score, -30.959999999999987, PathLength, 91.0,
hRandomFixedDistance,Cost, 74.1401892114173, Score, 31.39666666666667,sConstrainedRandomWalk,Cost, 478.71910348987075, Score, -31.39666666666667, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 74.97985654049697, Score, 37.746666666666655,sConstrainedRandomWalk,Cost, 574.2300116688606, Score, -37.746666666666655, PathLength, 112.0,
hRandomSet,Cost, 39.22862460531483, Score, 40.243333333333325,sConstrainedRandomWalk,Cost, 585.5013530304117, Score, -40.243333333333325, PathLength, 119.0,
hMinimumConnectivity,Cost, 15762.416725309768, Score, 85.06666666666666, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 15, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1232.2271930690417, Score, -85.06666666666666, PathLength, 254.0,
hMaxDistance,Cost, 1963.1354138501938, Score, 32.476666666666674, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 467.6092639607931, Score, -32.476666666666674, PathLength, 96.0,
hRandom,Cost, 43.011392743902086, Score, 32.12000000000001,sConstrainedRandomWalk,Cost, 463.45337910689045, Score, -32.12000000000001, PathLength, 95.0,
hRandomDirection,Cost, 19.426612465952882, Score, 27.38999999999999,sConstrainedRandomWalk,Cost, 389.99956189155904, Score, -27.38999999999999, PathLength, 81.0,
hRandomFixedDistance,Cost, 211.6258089464601, Score, 35.92999999999999,sConstrainedRandomWalk,Cost, 523.9991724723016, Score, -35.92999999999999, PathLength, 106.0,
hLowEdgeCostRandomFixedDistance,Cost, 90.81205251838355, Score, 34.573333333333316,sConstrainedRandomWalk,Cost, 498.5180245689264, Score, -34.573333333333316, PathLength, 102.0,
hRandomSet,Cost, 44.660971922427386, Score, 33.81999999999999,sConstrainedRandomWalk,Cost, 521.9307505417194, Score, -33.81999999999999, PathLength, 100.0,
hMinimumConnectivity,Cost, 4964.938492856363, Score, 54.75, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 4, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 843.6486509936748, Score, -54.75, PathLength, 163.0,
hMaxDistance,Cost, 60.24029815577367, Score, 31.41333333333333, GraphDiameter, 3.0,sConstrainedRandomWalk,Cost, 483.5417813371815, Score, -31.41333333333333, PathLength, 93.0,
hRandom,Cost, 46.69599438846731, Score, 33.00666666666667,sConstrainedRandomWalk,Cost, 507.2920388283451, Score, -33.00666666666667, PathLength, 98.0,
hRandomDirection,Cost, 20.895689277982147, Score, 29.446666666666665,sConstrainedRandomWalk,Cost, 453.3469521061192, Score, -29.446666666666665, PathLength, 87.0,
hRandomFixedDistance,Cost, 174.48777977250177, Score, 33.18000000000001,sConstrainedRandomWalk,Cost, 508.9066541744771, Score, -33.18000000000001, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 61.143000337862134, Score, 29.776666666666685,sConstrainedRandomWalk,Cost, 456.40737683572587, Score, -29.776666666666685, PathLength, 88.0,
hRandomSet,Cost, 44.520974326457434, Score, 33.11,sConstrainedRandomWalk,Cost, 503.36916565975133, Score, -33.11, PathLength, 98.0,
hMinimumConnectivity,Cost, 9044.048909727402, Score, 53.6666666666667, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 3, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 816.5620630858757, Score, -53.6666666666667, PathLength, 160.0,
hMaxDistance,Cost, 20.447354713147032, Score, 30.166666666666675, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 451.26240267162166, Score, -30.166666666666675, PathLength, 89.0,
hRandom,Cost, 47.54954759726001, Score, 29.54999999999999,sConstrainedRandomWalk,Cost, 449.7572495166819, Score, -29.54999999999999, PathLength, 87.0,
hRandomDirection,Cost, 19.221012647941556, Score, 33.306666666666665,sConstrainedRandomWalk,Cost, 500.4432473276068, Score, -33.306666666666665, PathLength, 98.0,
hRandomFixedDistance,Cost, 94.87285210860868, Score, 32.97666666666667,sConstrainedRandomWalk,Cost, 500.2592222526325, Score, -32.97666666666667, PathLength, 97.0,
hLowEdgeCostRandomFixedDistance,Cost, 36.10514467027087, Score, 34.713333333333324,sConstrainedRandomWalk,Cost, 522.5797090348483, Score, -34.713333333333324, PathLength, 103.0,
hRandomSet,Cost, 40.0391565493814, Score, 36.223333333333336,sConstrainedRandomWalk,Cost, 522.0566744599579, Score, -36.223333333333336, PathLength, 107.0,
hMinimumConnectivity,Cost, 19861.090847851952, Score, 69.31333333333336, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1008.9298888270802, Score, -69.31333333333336, PathLength, 206.0,
hMaxDistance,Cost, 1996.0973056130865, Score, 33.60999999999999, GraphDiameter, 8.0,sConstrainedRandomWalk,Cost, 484.4770584427539, Score, -33.60999999999999, PathLength, 99.0,
hRandom,Cost, 43.929434436389336, Score, 33.99,sConstrainedRandomWalk,Cost, 486.6418588851416, Score, -33.99, PathLength, 100.0,
hRandomDirection,Cost, 19.1017826799141, Score, 31.58000000000001,sConstrainedRandomWalk,Cost, 456.7774309084596, Score, -31.58000000000001, PathLength, 93.0,
hRandomFixedDistance,Cost, 117.31111386060296, Score, 32.21000000000001,sConstrainedRandomWalk,Cost, 466.41745731113764, Score, -32.21000000000001, PathLength, 95.0,
hLowEdgeCostRandomFixedDistance,Cost, 5.625205711107018, Score, 31.79000000000001,sConstrainedRandomWalk,Cost, 455.8882438087411, Score, -31.79000000000001, PathLength, 94.0,
hRandomSet,Cost, 50.99615842329089, Score, 38.32000000000001,sConstrainedRandomWalk,Cost, 600.9497714859037, Score, -38.32000000000001, PathLength, 113.0,
hMinimumConnectivity,Cost, 17691.139445217006, Score, 89.12999999999997, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1415.6646843273224, Score, -89.12999999999997, PathLength, 266.0,
hMaxDistance,Cost, 141.95937670624681, Score, 34.386666666666656, GraphDiameter, 4.0,sConstrainedRandomWalk,Cost, 535.8121996732389, Score, -34.386666666666656, PathLength, 102.0,
hRandom,Cost, 46.01258530651174, Score, 34.56666666666666,sConstrainedRandomWalk,Cost, 535.9491145874982, Score, -34.56666666666666, PathLength, 102.0,
hRandomDirection,Cost, 20.829502661521836, Score, 31.616666666666674,sConstrainedRandomWalk,Cost, 493.0673031744555, Score, -31.616666666666674, PathLength, 93.0,
hRandomFixedDistance,Cost, 49.1428202053271, Score, 33.56333333333332,sConstrainedRandomWalk,Cost, 518.4073851081152, Score, -33.56333333333332, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 34.93544543582593, Score, 36.87333333333333,sConstrainedRandomWalk,Cost, 577.7269220048152, Score, -36.87333333333333, PathLength, 109.0,
hRandomSet,Cost, 42.80494944749298, Score, 32.916666666666664,sConstrainedRandomWalk,Cost, 492.082345341405, Score, -32.916666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 13145.434978094265, Score, 50.18333333333334, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 748.8302892419076, Score, -50.18333333333334, PathLength, 149.0,
hMaxDistance,Cost, 2112.5274916977196, Score, 31.58333333333333, GraphDiameter, 9.0,sConstrainedRandomWalk,Cost, 471.7971060451271, Score, -31.58333333333333, PathLength, 93.0,
hRandom,Cost, 43.98700216455001, Score, 31.40000000000002,sConstrainedRandomWalk,Cost, 471.3024654964434, Score, -31.40000000000002, PathLength, 93.0,
hRandomDirection,Cost, 20.51679517802286, Score, 29.88,sConstrainedRandomWalk,Cost, 445.44109687596057, Score, -29.88, PathLength, 88.0,
hRandomFixedDistance,Cost, 97.33536106420597, Score, 33.74999999999999,sConstrainedRandomWalk,Cost, 501.70400974098754, Score, -33.74999999999999, PathLength, 100.0,
hLowEdgeCostRandomFixedDistance,Cost, 14.296864484053668, Score, 28.62333333333334,sConstrainedRandomWalk,Cost, 429.97121882131853, Score, -28.62333333333334, PathLength, 84.0,
hRandomSet,Cost, 42.17368784984898, Score, 34.47333333333333,sConstrainedRandomWalk,Cost, 501.9237636089758, Score, -34.47333333333333, PathLength, 102.0,
hMinimumConnectivity,Cost, 340.5712105377755, Score, 47.473333333333336, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 14, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 688.8588406989279, Score, -47.473333333333336, PathLength, 141.0,
hMaxDistance,Cost, 1141.7452009003712, Score, 33.83666666666665, GraphDiameter, 5.0,sConstrainedRandomWalk,Cost, 490.1556064223784, Score, -33.83666666666665, PathLength, 100.0,
hRandom,Cost, 42.741473518797626, Score, 33.02333333333333,sConstrainedRandomWalk,Cost, 478.94396782237106, Score, -33.02333333333333, PathLength, 98.0,
hRandomDirection,Cost, 19.51804043809662, Score, 32.413333333333334,sConstrainedRandomWalk,Cost, 471.86183013369424, Score, -32.413333333333334, PathLength, 96.0,
hRandomFixedDistance,Cost, 235.8379735366678, Score, 32.42666666666667,sConstrainedRandomWalk,Cost, 471.57988784630084, Score, -32.42666666666667, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 46.287089850444296, Score, 32.740000000000016,sConstrainedRandomWalk,Cost, 476.8029298953271, Score, -32.740000000000016, PathLength, 97.0,
hRandomSet,Cost, 45.069314580396565, Score, 35.973333333333336,sConstrainedRandomWalk,Cost, 556.1970693064166, Score, -35.973333333333336, PathLength, 106.0,
hMinimumConnectivity,Cost, 16953.847855768585, Score, 46.62333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 726.7238970212182, Score, -46.62333333333333, PathLength, 138.0,
hMaxDistance,Cost, 1922.241175955421, Score, 33.963333333333345, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 521.3200882387179, Score, -33.963333333333345, PathLength, 100.0,
hRandom,Cost, 46.779285550957866, Score, 30.296666666666667,sConstrainedRandomWalk,Cost, 471.20755601526355, Score, -30.296666666666667, PathLength, 89.0,
hRandomDirection,Cost, 21.12242059868452, Score, 29.65666666666667,sConstrainedRandomWalk,Cost, 460.6348022423251, Score, -29.65666666666667, PathLength, 87.0,
hRandomFixedDistance,Cost, 99.4742310937013, Score, 33.07333333333334,sConstrainedRandomWalk,Cost, 513.8071655062215, Score, -33.07333333333334, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 36.89617510968189, Score, 32.14,sConstrainedRandomWalk,Cost, 497.3231827717211, Score, -32.14, PathLength, 95.0,
hRandomSet,Cost, 42.962811544498166, Score, 33.973333333333336,sConstrainedRandomWalk,Cost, 485.6337939585117, Score, -33.973333333333336, PathLength, 100.0,
hMinimumConnectivity,Cost, 17463.83097371846, Score, 64.87666666666667, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 935.7425295706114, Score, -64.87666666666667, PathLength, 193.0,
hMaxDistance,Cost, 1952.6482105696307, Score, 33.699999999999996, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 480.5073623122226, Score, -33.699999999999996, PathLength, 100.0,
hRandom,Cost, 44.892375857819246, Score, 30.699999999999996,sConstrainedRandomWalk,Cost, 443.1715286777193, Score, -30.699999999999996, PathLength, 91.0,
hRandomDirection,Cost, 19.221213150960825, Score, 30.146666666666665,sConstrainedRandomWalk,Cost, 430.6020346121055, Score, -30.146666666666665, PathLength, 89.0,
hRandomFixedDistance,Cost, 189.22789661665422, Score, 31.31666666666667,sConstrainedRandomWalk,Cost, 449.003555982942, Score, -31.31666666666667, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 33.995670154826186, Score, 29.50666666666667,sConstrainedRandomWalk,Cost, 421.2849394837761, Score, -29.50666666666667, PathLength, 87.0,
hRandomSet,Cost, 48.78679488865864, Score, 36.98666666666666,sConstrainedRandomWalk,Cost, 594.7886062415708, Score, -36.98666666666666, PathLength, 109.0,
hMinimumConnectivity,Cost, 15346.188553863121, Score, 76.50666666666667, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 16, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1226.4953744013064, Score, -76.50666666666667, PathLength, 228.0,
hMaxDistance,Cost, 2045.529684595081, Score, 33.43, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 536.0780967931681, Score, -33.43, PathLength, 99.0,
hRandom,Cost, 50.699900771355104, Score, 30.71333333333333,sConstrainedRandomWalk,Cost, 490.6305246671213, Score, -30.71333333333333, PathLength, 91.0,
hRandomDirection,Cost, 20.94117530865815, Score, 30.979999999999983,sConstrainedRandomWalk,Cost, 495.00539168016365, Score, -30.979999999999983, PathLength, 91.0,
hRandomFixedDistance,Cost, 154.2672087674031, Score, 32.35666666666666,sConstrainedRandomWalk,Cost, 515.5401710800558, Score, -32.35666666666666, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 18.875823302916082, Score, 30.89,sConstrainedRandomWalk,Cost, 489.6150883403937, Score, -30.89, PathLength, 91.0,
hRandomSet,Cost, 45.29909764046215, Score, 38.199999999999996,sConstrainedRandomWalk,Cost, 573.6471583326697, Score, -38.199999999999996, PathLength, 113.0,
hMinimumConnectivity,Cost, 19578.80410041163, Score, 72.48333333333332, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 4,sConstrainedRandomWalk,Cost, 1106.8793766869824, Score, -72.48333333333332, PathLength, 216.0,
hMaxDistance,Cost, 100.83133381422029, Score, 36.00666666666667, GraphDiameter, 4.0,sConstrainedRandomWalk,Cost, 543.3885607354565, Score, -36.00666666666667, PathLength, 107.0,
hRandom,Cost, 46.63817672908421, Score, 32.22,sConstrainedRandomWalk,Cost, 483.56906463115325, Score, -32.22, PathLength, 95.0,
hRandomDirection,Cost, 20.422513687035742, Score, 30.69666666666667,sConstrainedRandomWalk,Cost, 456.71204414000937, Score, -30.69666666666667, PathLength, 91.0,
hRandomFixedDistance,Cost, 253.29181396816932, Score, 33.17666666666668,sConstrainedRandomWalk,Cost, 498.77550433750343, Score, -33.17666666666668, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 108.00844429079052, Score, 32.913333333333334,sConstrainedRandomWalk,Cost, 493.19755465038975, Score, -32.913333333333334, PathLength, 97.0,
hRandomSet,Cost, 50.66876286554014, Score, 36.116666666666674,sConstrainedRandomWalk,Cost, 553.3886555299227, Score, -36.116666666666674, PathLength, 107.0,
hMinimumConnectivity,Cost, 22378.021103649866, Score, 71.98666666666666, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 2,sConstrainedRandomWalk,Cost, 1112.0684080493545, Score, -71.98666666666666, PathLength, 214.0,
hMaxDistance,Cost, 20.775624697079035, Score, 30.69333333333333, GraphDiameter, -1.0,sConstrainedRandomWalk,Cost, 474.3774031500896, Score, -30.69333333333333, PathLength, 91.0,
hRandom,Cost, 46.82664408527841, Score, 29.55333333333333,sConstrainedRandomWalk,Cost, 449.49235513741434, Score, -29.55333333333333, PathLength, 87.0,
hRandomDirection,Cost, 20.396732103966144, Score, 29.47333333333333,sConstrainedRandomWalk,Cost, 451.11709580558977, Score, -29.47333333333333, PathLength, 87.0,
hRandomFixedDistance,Cost, 73.6946908070548, Score, 35.02333333333334,sConstrainedRandomWalk,Cost, 539.0760177328203, Score, -35.02333333333334, PathLength, 104.0,
hLowEdgeCostRandomFixedDistance,Cost, 7.375243611524895, Score, 31.606666666666666,sConstrainedRandomWalk,Cost, 490.58179821661525, Score, -31.606666666666666, PathLength, 93.0,
hRandomSet,Cost, 51.653190887607394, Score, 41.24666666666667,sConstrainedRandomWalk,Cost, 607.2810819162253, Score, -41.24666666666667, PathLength, 122.0,
hMinimumConnectivity,Cost, 6136.915416386061, Score, 102.78999999999998, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 4, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1530.6533550516674, Score, -102.78999999999998, PathLength, 307.0,
hMaxDistance,Cost, 2087.2474840029304, Score, 35.31, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 519.3849816811767, Score, -35.31, PathLength, 104.0,
hRandom,Cost, 45.42418807744079, Score, 34.81333333333334,sConstrainedRandomWalk,Cost, 517.9942844238493, Score, -34.81333333333334, PathLength, 103.0,
hRandomDirection,Cost, 19.268487967042642, Score, 32.87666666666667,sConstrainedRandomWalk,Cost, 482.5088346215436, Score, -32.87666666666667, PathLength, 97.0,
hRandomFixedDistance,Cost, 69.87344330701134, Score, 33.08666666666666,sConstrainedRandomWalk,Cost, 485.8346260666629, Score, -33.08666666666666, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 15.976339987683, Score, 30.749999999999996,sConstrainedRandomWalk,Cost, 456.094632030306, Score, -30.749999999999996, PathLength, 91.0,
hRandomSet,Cost, 41.585669203395234, Score, 35.76666666666667,sConstrainedRandomWalk,Cost, 531.5154482840634, Score, -35.76666666666667, PathLength, 106.0,
hMinimumConnectivity,Cost, 13116.510653163767, Score, 51.146666666666654, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 759.7618169528225, Score, -51.146666666666654, PathLength, 152.0,
hMaxDistance,Cost, 2065.770178208293, Score, 33.66999999999999, GraphDiameter, 10.0,sConstrainedRandomWalk,Cost, 504.84315449213324, Score, -33.66999999999999, PathLength, 100.0,
hRandom,Cost, 43.1617906980817, Score, 31.263333333333335,sConstrainedRandomWalk,Cost, 461.31292514169667, Score, -31.263333333333335, PathLength, 92.0,
hRandomDirection,Cost, 21.13151250182604, Score, 31.063333333333343,sConstrainedRandomWalk,Cost, 463.97813049331324, Score, -31.063333333333343, PathLength, 92.0,
hRandomFixedDistance,Cost, 198.37813741694168, Score, 32.99333333333333,sConstrainedRandomWalk,Cost, 501.7904403635652, Score, -32.99333333333333, PathLength, 97.0,
hLowEdgeCostRandomFixedDistance,Cost, 90.47507932213058, Score, 31.956666666666663,sConstrainedRandomWalk,Cost, 483.5539712114076, Score, -31.956666666666663, PathLength, 94.0,
hRandomSet,Cost, 41.155116345616364, Score, 37.88333333333333,sConstrainedRandomWalk,Cost, 546.3321968508112, Score, -37.88333333333333, PathLength, 112.0,
hMinimumConnectivity,Cost, 14851.57413722279, Score, 86.04, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 2, DegreeOfMostConnectedNodes, 12, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 1238.5530513581566, Score, -86.04, PathLength, 257.0,
hMaxDistance,Cost, 1838.5167052630777, Score, 33.10999999999999, GraphDiameter, 6.0,sConstrainedRandomWalk,Cost, 473.34935407326486, Score, -33.10999999999999, PathLength, 98.0,
hRandom,Cost, 44.32319665564351, Score, 33.333333333333314,sConstrainedRandomWalk,Cost, 474.0589937285516, Score, -33.333333333333314, PathLength, 99.0,
hRandomDirection,Cost, 18.575514345307983, Score, 32.99666666666666,sConstrainedRandomWalk,Cost, 471.0024632688697, Score, -32.99666666666666, PathLength, 97.0,
hRandomFixedDistance,Cost, 18.320965289592895, Score, 31.026666666666664,sConstrainedRandomWalk,Cost, 444.15911966876723, Score, -31.026666666666664, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 100.33355973519284, Score, 32.996666666666655,sConstrainedRandomWalk,Cost, 470.09202139230786, Score, -32.996666666666655, PathLength, 97.0,
hRandomSet,Cost, 38.888087402135994, Score, 37.4,sConstrainedRandomWalk,Cost, 532.0008084145222, Score, -37.4, PathLength, 111.0,
hMinimumConnectivity,Cost, 943.230328774725, Score, 62.88333333333333, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 1, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 13, NumberOfMostConnectedNodes, 1,sConstrainedRandomWalk,Cost, 893.9962015432537, Score, -62.88333333333333, PathLength, 187.0,
hMaxDistance,Cost, 1799.306589222377, Score, 36.89, GraphDiameter, 7.0,sConstrainedRandomWalk,Cost, 524.4585728227955, Score, -36.89, PathLength, 109.0,
hRandom,Cost, 42.43260639264495, Score, 31.26,sConstrainedRandomWalk,Cost, 436.7610888413598, Score, -31.26, PathLength, 92.0,
hRandomDirection,Cost, 18.909007842513063, Score, 30.776666666666685,sConstrainedRandomWalk,Cost, 433.5695772463811, Score, -30.776666666666685, PathLength, 91.0,
hRandomFixedDistance,Cost, 231.82400120028095, Score, 32.36666666666665,sConstrainedRandomWalk,Cost, 453.69632358985206, Score, -32.36666666666665, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 113.75127469107078, Score, 33.42,sConstrainedRandomWalk,Cost, 470.9582594340247, Score, -33.42, PathLength, 99.0,
hRandomSet,Cost, 40.13590920168429, Score, 36.44666666666667,sConstrainedRandomWalk,Cost, 496.0070651434768, Score, -36.44666666666667, PathLength, 108.0,
hMinimumConnectivity,Cost, 15876.735007986268, Score, 47.58999999999998, AverageDegreeOfNodes, 6.0, DegreeOfLeastConnectedNodes, 2, NumberOfLeastConnectedNodes, 1, DegreeOfMostConnectedNodes, 11, NumberOfMostConnectedNodes, 3,sConstrainedRandomWalk,Cost, 657.8621813302589, Score, -47.58999999999998, PathLength, 141.0,
hMaxDistance,Cost, 1813.8797794071172, Score, 33.72666666666666, GraphDiameter, 8.0,sConstrainedRandomWalk,Cost, 462.6298573981019, Score, -33.72666666666666, PathLength, 100.0,
hRandom,Cost, 40.96216518937308, Score, 32.46333333333333,sConstrainedRandomWalk,Cost, 445.08231129868113, Score, -32.46333333333333, PathLength, 96.0,
hRandomDirection,Cost, 19.014907827429667, Score, 33.55,sConstrainedRandomWalk,Cost, 457.1332534445868, Score, -33.55, PathLength, 99.0,
