[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomFixedDistance,Cost, 21.11549539683624, Score, 31.200000000000003,sConstrainedRandomWalk,Cost, 44.2803350030772, Score, -31.200000000000003, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 1.0948343205005202, Score, 31.333333333333343,sConstrainedRandomWalk,Cost, 44.575672759707786, Score, -31.333333333333343, PathLength, 93.0,
hMinimumConnectivity,Cost, 1518.4587391873713, Score, 84.06333333333332,sConstrainedRandomWalk,Cost, 121.88303500006137, Score, -84.06333333333332, PathLength, 251.0,
hMaxDistance,Cost, 20.669420439610377, Score, 34.17333333333333,sConstrainedRandomWalk,Cost, 49.24838572815116, Score, -34.17333333333333, PathLength, 101.0,
hRandom,Cost, 4.650470097118612, Score, 30.69000000000001,sConstrainedRandomWalk,Cost, 46.160219216429965, Score, -30.69000000000001, PathLength, 91.0,
hRandomDirection,Cost, 1.9406721437823393, Score, 32.33333333333333,sConstrainedRandomWalk,Cost, 48.544710631862365, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 4.557877436658825, Score, 33.646666666666654,sConstrainedRandomWalk,Cost, 50.61521403461929, Score, -33.646666666666654, PathLength, 99.0,
hRandomFixedDistance,Cost, 12.073714666223307, Score, 31.890000000000008,sConstrainedRandomWalk,Cost, 48.064820592727145, Score, -31.890000000000008, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 2.6922817248611146, Score, 31.586666666666652,sConstrainedRandomWalk,Cost, 47.35899021610753, Score, -31.586666666666652, PathLength, 93.0,
hMinimumConnectivity,Cost, 1327.122253908627, Score, 54.46,sConstrainedRandomWalk,Cost, 81.48487907129274, Score, -54.46, PathLength, 162.0,
hMaxDistance,Cost, 201.90496033879373, Score, 35.363333333333316,sConstrainedRandomWalk,Cost, 53.1592307570139, Score, -35.363333333333316, PathLength, 105.0,
hRandom,Cost, 4.57693403903682, Score, 32.34333333333334,sConstrainedRandomWalk,Cost, 49.537312676871835, Score, -32.34333333333334, PathLength, 96.0,
hRandomDirection,Cost, 2.0902268772130497, Score, 33.77,sConstrainedRandomWalk,Cost, 51.595602264375295, Score, -33.77, PathLength, 100.0,
hRandomSet,Cost, 4.79021562464424, Score, 35.16333333333333,sConstrainedRandomWalk,Cost, 54.272242164148196, Score, -35.16333333333333, PathLength, 104.0,
hRandomFixedDistance,Cost, 7.273760572740753, Score, 29.92333333333334,sConstrainedRandomWalk,Cost, 45.325433746749084, Score, -29.92333333333334, PathLength, 88.0,
hLowEdgeCostRandomFixedDistance,Cost, 3.633307854593412, Score, 31.38333333333333,sConstrainedRandomWalk,Cost, 48.005178991455416, Score, -31.38333333333333, PathLength, 93.0,
hMinimumConnectivity,Cost, 1466.129640773953, Score, 76.85000000000001,sConstrainedRandomWalk,Cost, 118.66290978412034, Score, -76.85000000000001, PathLength, 229.0,
hMaxDistance,Cost, 208.81221630852062, Score, 31.536666666666648,sConstrainedRandomWalk,Cost, 48.13290857351456, Score, -31.536666666666648, PathLength, 93.0,
hRandom,Cost, 4.637674902052275, Score, 33.36999999999998,sConstrainedRandomWalk,Cost, 48.827363105490434, Score, -33.36999999999998, PathLength, 99.0,
hRandomDirection,Cost, 2.079599824256373, Score, 31.923333333333318,sConstrainedRandomWalk,Cost, 46.50771162809289, Score, -31.923333333333318, PathLength, 94.0,
hRandomSet,Cost, 4.45197944634736, Score, 36.096666666666664,sConstrainedRandomWalk,Cost, 52.8142478195771, Score, -36.096666666666664, PathLength, 107.0,
hRandomFixedDistance,Cost, 19.30679197011658, Score, 33.403333333333336,sConstrainedRandomWalk,Cost, 48.30135761208626, Score, -33.403333333333336, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 4.048147582716519, Score, 33.84333333333333,sConstrainedRandomWalk,Cost, 49.37558610815738, Score, -33.84333333333333, PathLength, 100.0,
hMinimumConnectivity,Cost, 1607.5831076390582, Score, 70.61999999999999,sConstrainedRandomWalk,Cost, 103.5589001658163, Score, -70.61999999999999, PathLength, 210.0,
hMaxDistance,Cost, 189.14839722342433, Score, 33.55666666666668,sConstrainedRandomWalk,Cost, 49.19283707816112, Score, -33.55666666666668, PathLength, 99.0,
hRandom,Cost, 4.597616928878325, Score, 32.36333333333334,sConstrainedRandomWalk,Cost, 47.27266924042138, Score, -32.36333333333334, PathLength, 96.0,
hRandomDirection,Cost, 2.0947826226372586, Score, 33.000000000000014,sConstrainedRandomWalk,Cost, 48.965987877858595, Score, -33.000000000000014, PathLength, 98.0,
hRandomSet,Cost, 4.524118830187792, Score, 35.99666666666668,sConstrainedRandomWalk,Cost, 53.21072402778941, Score, -35.99666666666668, PathLength, 106.0,
