[1, [Random,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1000}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandom,Cost, 41.44797669292859, Score, 57.49677777777781,sRandomWalk,Cost, 1360.1366846527542, Score, -99.26433333333328, PathLength, 296.0,sConstrainedRandomWalk,Cost, 430.16607875610106, Score, -31.74733333333336, PathLength, 94.0,sLowEdgeCost,Cost, 254.9562869407584, Score, -31.846666666666657, PathLength, 94.0,sDepthFirstSearch,Cost, 402.1567374335583, Score, -29.46066666666668, PathLength, 87.0,sDepthFirstSearchLowCost,Cost, 232.88205671884896, Score, -30.871000000000027, PathLength, 91.0,sBreadthFirstSearch,Cost, 521.9180271990377, Score, -108.20266666666673, PathLength, 323.0,sBreadthFirstSearchLowCost,Cost, 514.6887190763231, Score, -105.09733333333325, PathLength, 314.0,sBacktrackPath,Cost, 377.6796075733626, Score, -50.173666666666755, PathLength, 149.0,sLeastConnectedFirst,Cost, 426.930410598201, Score, -30.80733333333336, PathLength, 91.0,
