[1, [RandomSet,1], [ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1000}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandomSet,Cost, 40.858634104224606, Score, 57.536916666666556,sConstrainedRandomWalk,Cost, 534.2389056920396, Score, -36.07766666666665, PathLength, 107.0,sLowEdgeCost,Cost, 355.08321706057217, Score, -36.585666666666704, PathLength, 108.0,sDepthFirstSearch,Cost, 515.5954116467814, Score, -33.64199999999997, PathLength, 99.0,sDepthFirstSearchLowCost,Cost, 301.5842464716703, Score, -34.10433333333332, PathLength, 101.0,sBreadthFirstSearch,Cost, 690.4299035907425, Score, -114.17533333333346, PathLength, 341.0,sBreadthFirstSearchLowCost,Cost, 665.5027012247526, Score, -111.89133333333336, PathLength, 334.0,sBacktrackPath,Cost, 584.7814537664779, Score, -63.97466666666664, PathLength, 190.0,sLeastConnectedFirst,Cost, 442.8339108707327, Score, -29.844333333333303, PathLength, 88.0,
