[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][LeastConnectedFirst,1][MostConnectedFirst,1], {Topology,complete}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hLowEdgeCostRandomFixedDistance,Cost, 0.11040566020251372, Score, 1.9328888888888889,sRandomWalk,Cost, 115.36936943228628, Score, -4.607272727272727, PathLength, 227.0,sConstrainedRandomWalk,Cost, 42.32164597236165, Score, -1.7111111111111104, PathLength, 83.0,sLowEdgeCost,Cost, 1.0560327258998856, Score, -1.094343434343434, PathLength, 53.0,sDepthFirstSearch,Cost, 38.685754989599616, Score, -1.6620202020202015, PathLength, 81.0,sDepthFirstSearchLowCost,Cost, 1.0336406856982163, Score, -1.1143434343434344, PathLength, 54.0,sBreadthFirstSearch,Cost, 38.53036322097093, Score, -1.6587878787878783, PathLength, 81.0,sBreadthFirstSearchLowCost,Cost, 38.60502955818262, Score, -1.6593939393939388, PathLength, 81.0,sBacktrackPath,Cost, 14.981258594692925, Score, -2.4395959595959607, PathLength, 119.0,sLeastConnectedFirst,Cost, 38.57970861301742, Score, -1.6593939393939385, PathLength, 81.0,sMostConnectedFirst,Cost, 39.487416252295525, Score, -1.7226262626262616, PathLength, 84.0,
hMinimumConnectivity,Cost, 2.502480853000621, Score, 2.095515151515151,sRandomWalk,Cost, 113.48127794419948, Score, -4.576363636363638, PathLength, 225.0,sConstrainedRandomWalk,Cost, 42.42443120360934, Score, -1.7167676767676765, PathLength, 83.0,sLowEdgeCost,Cost, 2.2438905023063076, Score, -1.69090909090909, PathLength, 82.0,sDepthFirstSearch,Cost, 39.118936297073226, Score, -1.6793939393939383, PathLength, 82.0,sDepthFirstSearchLowCost,Cost, 2.2244763551150455, Score, -1.710303030303029, PathLength, 83.0,sBreadthFirstSearch,Cost, 39.24618164928414, Score, -1.6838383838383826, PathLength, 82.0,sBreadthFirstSearchLowCost,Cost, 39.255838562782884, Score, -1.6808080808080794, PathLength, 82.0,sBacktrackPath,Cost, 19.237587957749117, Score, -2.8773737373737367, PathLength, 141.0,sLeastConnectedFirst,Cost, 39.2156705361611, Score, -1.6836363636363623, PathLength, 82.0,sMostConnectedFirst,Cost, 37.80996260843905, Score, -1.6557575757575742, PathLength, 80.0,
hMaxDistance,Cost, 7.985548551516025, Score, 2.0806464646464655,sRandomWalk,Cost, 109.10870323488723, Score, -4.377575757575758, PathLength, 215.0,sConstrainedRandomWalk,Cost, 42.207924001732415, Score, -1.71151515151515, PathLength, 83.0,sLowEdgeCost,Cost, 2.4484473055343527, Score, -1.7781818181818176, PathLength, 87.0,sDepthFirstSearch,Cost, 39.14641023801516, Score, -1.6808080808080794, PathLength, 82.0,sDepthFirstSearchLowCost,Cost, 2.371683397575723, Score, -1.7333333333333323, PathLength, 84.0,sBreadthFirstSearch,Cost, 39.07845750816018, Score, -1.6757575757575744, PathLength, 81.0,sBreadthFirstSearchLowCost,Cost, 39.14675663855305, Score, -1.6789898989898981, PathLength, 82.0,sBacktrackPath,Cost, 16.823611733881137, Score, -2.7979797979797985, PathLength, 137.0,sLeastConnectedFirst,Cost, 38.96735402237228, Score, -1.668282828282827, PathLength, 81.0,sMostConnectedFirst,Cost, 38.84398910257372, Score, -1.7040404040404025, PathLength, 83.0,
hRandom,Cost, 4.556833636095417, Score, 2.0912929292929285,sRandomWalk,Cost, 113.96884767409173, Score, -4.539393939393937, PathLength, 223.0,sConstrainedRandomWalk,Cost, 41.33169337313488, Score, -1.687676767676766, PathLength, 82.0,sLowEdgeCost,Cost, 2.0298003543581102, Score, -1.7008080808080797, PathLength, 83.0,sDepthFirstSearch,Cost, 41.52393796098562, Score, -1.6903030303030289, PathLength, 82.0,sDepthFirstSearchLowCost,Cost, 2.1834601510242795, Score, -1.7234343434343429, PathLength, 84.0,sBreadthFirstSearch,Cost, 41.414426494352945, Score, -1.6860606060606047, PathLength, 82.0,sBreadthFirstSearchLowCost,Cost, 41.50617041699813, Score, -1.689494949494948, PathLength, 82.0,sBacktrackPath,Cost, 15.327257338870165, Score, -2.7616161616161623, PathLength, 135.0,sLeastConnectedFirst,Cost, 41.40258101937191, Score, -1.6864646464646453, PathLength, 82.0,sMostConnectedFirst,Cost, 44.49181828548093, Score, -1.7476767676767668, PathLength, 85.0,
hRandomDirection,Cost, 2.1216270523742664, Score, 2.0650505050505057,sRandomWalk,Cost, 114.51421511289827, Score, -4.584242424242425, PathLength, 225.0,sConstrainedRandomWalk,Cost, 42.673990823840406, Score, -1.7385858585858571, PathLength, 85.0,sLowEdgeCost,Cost, 2.0409143198948256, Score, -1.7012121212121198, PathLength, 83.0,sDepthFirstSearch,Cost, 41.100786591755615, Score, -1.677777777777776, PathLength, 82.0,sDepthFirstSearchLowCost,Cost, 2.0093966303027826, Score, -1.696363636363636, PathLength, 82.0,sBreadthFirstSearch,Cost, 41.060498963588834, Score, -1.6753535353535338, PathLength, 81.0,sBreadthFirstSearchLowCost,Cost, 40.88872908770442, Score, -1.6719191919191903, PathLength, 81.0,sBacktrackPath,Cost, 11.650097809493166, Score, -2.5230303030303047, PathLength, 123.0,sLeastConnectedFirst,Cost, 41.05646962647028, Score, -1.6775757575757562, PathLength, 82.0,sMostConnectedFirst,Cost, 43.473556388932884, Score, -1.704444444444443, PathLength, 83.0,
hRandomSet,Cost, 0.22679151882723267, Score, 2.0981616161616157,sRandomWalk,Cost, 117.83654456599147, Score, -4.732323232323231, PathLength, 233.0,sConstrainedRandomWalk,Cost, 42.686006016695444, Score, -1.7226262626262612, PathLength, 84.0,sLowEdgeCost,Cost, 2.0576519425515505, Score, -1.6921212121212112, PathLength, 82.0,sDepthFirstSearch,Cost, 42.315272785871855, Score, -1.7173737373737366, PathLength, 84.0,sDepthFirstSearchLowCost,Cost, 2.04460739136926, Score, -1.6886868686868683, PathLength, 82.0,sBreadthFirstSearch,Cost, 42.47416159171493, Score, -1.7244444444444431, PathLength, 84.0,sBreadthFirstSearchLowCost,Cost, 42.501246111531685, Score, -1.7236363636363625, PathLength, 84.0,sBacktrackPath,Cost, 12.199202964301689, Score, -2.5470707070707066, PathLength, 125.0,sLeastConnectedFirst,Cost, 42.5335253208757, Score, -1.7246464646464637, PathLength, 84.0,sMostConnectedFirst,Cost, 43.66047340530951, Score, -1.7086868686868684, PathLength, 83.0,
hRandomFixedDistance,Cost, 6.934590530739924, Score, 2.072989898989899,sRandomWalk,Cost, 109.66565158345013, Score, -4.398181818181818, PathLength, 216.0,sConstrainedRandomWalk,Cost, 41.459262589176475, Score, -1.6763636363636363, PathLength, 81.0,sLowEdgeCost,Cost, 2.0028711337253564, Score, -1.6775757575757566, PathLength, 82.0,sDepthFirstSearch,Cost, 42.97188243667619, Score, -1.74121212121212, PathLength, 85.0,sDepthFirstSearchLowCost,Cost, 1.9938164143279047, Score, -1.6537373737373733, PathLength, 80.0,sBreadthFirstSearch,Cost, 43.01262955421521, Score, -1.743232323232322, PathLength, 85.0,sBreadthFirstSearchLowCost,Cost, 43.02946530002981, Score, -1.7416161616161605, PathLength, 85.0,sBacktrackPath,Cost, 15.194230815053132, Score, -2.6767676767676756, PathLength, 131.0,sLeastConnectedFirst,Cost, 43.043432051731905, Score, -1.7434343434343424, PathLength, 85.0,sMostConnectedFirst,Cost, 42.90453513660782, Score, -1.6777777777777778, PathLength, 82.0,
hLowEdgeCostRandomFixedDistance,Cost, 0.37147065308358534, Score, 1.9654545454545456,sRandomWalk,Cost, 114.28706469460535, Score, -4.575959595959596, PathLength, 225.0,sConstrainedRandomWalk,Cost, 41.930951646553325, Score, -1.682020202020202, PathLength, 82.0,sLowEdgeCost,Cost, 0.8845123774096425, Score, -1.2163636363636372, PathLength, 59.0,sDepthFirstSearch,Cost, 41.80840372517705, Score, -1.705454545454544, PathLength, 83.0,sDepthFirstSearchLowCost,Cost, 0.965274327506161, Score, -1.2171717171717167, PathLength, 59.0,sBreadthFirstSearch,Cost, 41.75244905914669, Score, -1.7042424242424226, PathLength, 83.0,sBreadthFirstSearchLowCost,Cost, 41.85312109550113, Score, -1.7064646464646447, PathLength, 83.0,sBacktrackPath,Cost, 15.506379006723556, Score, -2.514343434343435, PathLength, 123.0,sLeastConnectedFirst,Cost, 41.72421301897754, Score, -1.7046464646464634, PathLength, 83.0,sMostConnectedFirst,Cost, 41.582166625071544, Score, -1.6278787878787873, PathLength, 79.0,
hMinimumConnectivity,Cost, 2.595972754190003, Score, 2.075313131313131,sRandomWalk,Cost, 109.28442625796673, Score, -4.376565656565657, PathLength, 215.0,sConstrainedRandomWalk,Cost, 41.23469812843522, Score, -1.673939393939393, PathLength, 81.0,sLowEdgeCost,Cost, 2.060050218080242, Score, -1.6913131313131313, PathLength, 82.0,sDepthFirstSearch,Cost, 42.10162033839454, Score, -1.712929292929292, PathLength, 83.0,sDepthFirstSearchLowCost,Cost, 2.101318826734322, Score, -1.7028282828282815, PathLength, 83.0,sBreadthFirstSearch,Cost, 41.98539734695213, Score, -1.7135353535353528, PathLength, 83.0,sBreadthFirstSearchLowCost,Cost, 41.96970659048481, Score, -1.71070707070707, PathLength, 83.0,sBacktrackPath,Cost, 15.692000101436197, Score, -2.757777777777779, PathLength, 135.0,sLeastConnectedFirst,Cost, 42.16543700291208, Score, -1.714343434343433, PathLength, 83.0,sMostConnectedFirst,Cost, 43.28422270706291, Score, -1.6991919191919183, PathLength, 83.0,
hMaxDistance,Cost, 19.777209131380896, Score, 2.0937373737373743,sRandomWalk,Cost, 108.39275368194428, Score, -4.333333333333332, PathLength, 213.0,sConstrainedRandomWalk,Cost, 42.42681141032536, Score, -1.7210101010101, PathLength, 84.0,sLowEdgeCost,Cost, 1.9795010499605163, Score, -1.7175757575757564, PathLength, 84.0,sDepthFirstSearch,Cost, 39.3404980243824, Score, -1.6105050505050502, PathLength, 78.0,sDepthFirstSearchLowCost,Cost, 2.074470346794721, Score, -1.6949494949494945, PathLength, 82.0,sBreadthFirstSearch,Cost, 39.48344655466855, Score, -1.6141414141414139, PathLength, 78.0,sBreadthFirstSearchLowCost,Cost, 39.24030658107785, Score, -1.606262626262626, PathLength, 78.0,sBacktrackPath,Cost, 25.883812029574546, Score, -3.291313131313131, PathLength, 161.0,sLeastConnectedFirst,Cost, 39.45606974376137, Score, -1.6131313131313127, PathLength, 78.0,sMostConnectedFirst,Cost, 44.204653411248756, Score, -1.7351515151515142, PathLength, 84.0,
hRandom,Cost, 4.697460822553062, Score, 2.1491111111111123,sRandomWalk,Cost, 121.82249031917205, Score, -4.938585858585858, PathLength, 243.0,sConstrainedRandomWalk,Cost, 41.650850298484826, Score, -1.7151515151515133, PathLength, 83.0,sLowEdgeCost,Cost, 2.1567032571777385, Score, -1.750101010101009, PathLength, 85.0,sDepthFirstSearch,Cost, 43.43557180192961, Score, -1.6981818181818167, PathLength, 83.0,sDepthFirstSearchLowCost,Cost, 2.1240213987452976, Score, -1.710101010101009, PathLength, 83.0,sBreadthFirstSearch,Cost, 43.24270010926937, Score, -1.6905050505050492, PathLength, 82.0,sBreadthFirstSearchLowCost,Cost, 43.36856851419157, Score, -1.6989898989898977, PathLength, 83.0,sBacktrackPath,Cost, 21.303080768546785, Score, -2.8896969696969705, PathLength, 142.0,sLeastConnectedFirst,Cost, 43.374571989347835, Score, -1.6989898989898977, PathLength, 83.0,sMostConnectedFirst,Cost, 42.384929366341005, Score, -1.7008080808080803, PathLength, 83.0,
