[1000, [MinimumConnectivity,1][RandomSet,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hMinimumConnectivity,Cost, 15738.48362001411, Score, 41.0,sDepthFirstSearchLowCost,Cost, 543.6066510911853, Score, -47.66666666666667, PathLength, 142.0,sLeastConnectedFirst,Cost, 520.7240051784603, Score, -34.333333333333336, PathLength, 102.0,
hRandomSet,Cost, 237.00363812772088, Score, 34.666666666666664,sDepthFirstSearchLowCost,Cost, 403.8458540953826, Score, -46.666666666666664, PathLength, 139.0,sLeastConnectedFirst,Cost, 324.82375176518786, Score, -22.666666666666664, PathLength, 67.0,
hMinimumConnectivity,Cost, 1902.1854591714718, Score, 41.333333333333336,sDepthFirstSearchLowCost,Cost, 610.4580073931526, Score, -57.333333333333336, PathLength, 171.0,sLeastConnectedFirst,Cost, 450.7161105302721, Score, -25.333333333333336, PathLength, 75.0,
hRandomSet,Cost, 240.20407876466044, Score, 23.5,sDepthFirstSearchLowCost,Cost, 106.2605431926904, Score, -17.0, PathLength, 50.0,sLeastConnectedFirst,Cost, 457.0638362404818, Score, -30.0, PathLength, 89.0,
hRandomSet,Cost, 154.99315934760483, Score, 27.83333333333333,sDepthFirstSearchLowCost,Cost, 283.895686557205, Score, -33.33333333333333, PathLength, 99.0,sLeastConnectedFirst,Cost, 349.18253635443403, Score, -22.333333333333332, PathLength, 66.0,
hMinimumConnectivity,Cost, 13064.298945566161, Score, 55.83333333333333,sDepthFirstSearchLowCost,Cost, 565.3285291220319, Score, -58.666666666666664, PathLength, 175.0,sLeastConnectedFirst,Cost, 844.4028067978995, Score, -53.0, PathLength, 158.0,
hRandomSet,Cost, 302.2435927627758, Score, 25.833333333333332,sDepthFirstSearchLowCost,Cost, 99.57196574342191, Score, -16.666666666666664, PathLength, 49.0,sLeastConnectedFirst,Cost, 495.15072569305744, Score, -35.0, PathLength, 104.0,
hMinimumConnectivity,Cost, 12023.50557906245, Score, 45.333333333333336,sDepthFirstSearchLowCost,Cost, 543.6616456117566, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 512.1401763493972, Score, -34.333333333333336, PathLength, 102.0,
hMinimumConnectivity,Cost, 4439.7486982674245, Score, 43.333333333333336,sDepthFirstSearchLowCost,Cost, 687.2583991169091, Score, -62.66666666666667, PathLength, 187.0,sLeastConnectedFirst,Cost, 393.8151011633221, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 173.23330133663586, Score, 24.833333333333336,sDepthFirstSearchLowCost,Cost, 218.74914107420372, Score, -24.666666666666668, PathLength, 73.0,sLeastConnectedFirst,Cost, 409.8056693245239, Score, -25.0, PathLength, 74.0,
hRandomSet,Cost, 61.37795781257861, Score, 29.666666666666664,sDepthFirstSearchLowCost,Cost, 262.5408251380953, Score, -28.999999999999996, PathLength, 86.0,sLeastConnectedFirst,Cost, 461.7566828754416, Score, -30.333333333333336, PathLength, 90.0,
hMinimumConnectivity,Cost, 15336.219092012223, Score, 37.166666666666664,sDepthFirstSearchLowCost,Cost, 606.565708351165, Score, -55.666666666666664, PathLength, 166.0,sLeastConnectedFirst,Cost, 285.25836805437973, Score, -18.666666666666668, PathLength, 55.0,
hRandomSet,Cost, 333.95628255467597, Score, 32.33333333333333,sDepthFirstSearchLowCost,Cost, 338.6459216320275, Score, -34.0, PathLength, 101.0,sLeastConnectedFirst,Cost, 447.4297854286984, Score, -30.666666666666664, PathLength, 91.0,
hMinimumConnectivity,Cost, 14723.52999506451, Score, 40.5,sDepthFirstSearchLowCost,Cost, 602.5312435260562, Score, -55.333333333333336, PathLength, 165.0,sLeastConnectedFirst,Cost, 355.98812150619466, Score, -25.666666666666664, PathLength, 76.0,
hRandomSet,Cost, 102.36397698195258, Score, 38.83333333333333,sDepthFirstSearchLowCost,Cost, 510.0071491321631, Score, -46.0, PathLength, 137.0,sLeastConnectedFirst,Cost, 488.85759983511974, Score, -31.666666666666664, PathLength, 94.0,
hMinimumConnectivity,Cost, 15620.496005013507, Score, 39.0,sDepthFirstSearchLowCost,Cost, 591.2122171947366, Score, -55.333333333333336, PathLength, 165.0,sLeastConnectedFirst,Cost, 349.54645012466995, Score, -22.666666666666664, PathLength, 67.0,
hMinimumConnectivity,Cost, 14839.976560779489, Score, 33.833333333333336,sDepthFirstSearchLowCost,Cost, 395.7275109701138, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 444.38626736741475, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 250.28236682308346, Score, 39.333333333333336,sDepthFirstSearchLowCost,Cost, 482.344933824498, Score, -44.0, PathLength, 131.0,sLeastConnectedFirst,Cost, 518.6440390594895, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 27978.721698857356, Score, 37.833333333333336,sDepthFirstSearchLowCost,Cost, 506.9931822440096, Score, -44.333333333333336, PathLength, 132.0,sLeastConnectedFirst,Cost, 502.08048106799833, Score, -31.333333333333336, PathLength, 93.0,
hRandomSet,Cost, 147.5681610058984, Score, 20.833333333333336,sDepthFirstSearchLowCost,Cost, 132.88414606667743, Score, -17.0, PathLength, 50.0,sLeastConnectedFirst,Cost, 368.9765790801002, Score, -24.666666666666668, PathLength, 73.0,
hMinimumConnectivity,Cost, 3082.3026727832957, Score, 35.833333333333336,sDepthFirstSearchLowCost,Cost, 534.2398885317447, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 261.7768561854879, Score, -15.333333333333332, PathLength, 45.0,
hRandomSet,Cost, 151.28936047697619, Score, 29.333333333333336,sDepthFirstSearchLowCost,Cost, 188.97506965766175, Score, -28.000000000000004, PathLength, 83.0,sLeastConnectedFirst,Cost, 469.2549390235589, Score, -30.666666666666664, PathLength, 91.0,
hRandomSet,Cost, 87.0991381569295, Score, 29.166666666666664,sDepthFirstSearchLowCost,Cost, 266.17707103581705, Score, -30.666666666666664, PathLength, 91.0,sLeastConnectedFirst,Cost, 421.69196643251485, Score, -27.666666666666668, PathLength, 82.0,
hMinimumConnectivity,Cost, 14663.191962981684, Score, 26.833333333333336,sDepthFirstSearchLowCost,Cost, 248.5880645478676, Score, -30.0, PathLength, 89.0,sLeastConnectedFirst,Cost, 342.260423763233, Score, -23.666666666666668, PathLength, 70.0,
hMinimumConnectivity,Cost, 12451.348608846005, Score, 41.5,sDepthFirstSearchLowCost,Cost, 482.6318277101168, Score, -50.66666666666667, PathLength, 151.0,sLeastConnectedFirst,Cost, 478.7590465810552, Score, -32.33333333333333, PathLength, 96.0,
hRandomSet,Cost, 225.59626472702797, Score, 34.16666666666667,sDepthFirstSearchLowCost,Cost, 302.79307398463806, Score, -34.0, PathLength, 101.0,sLeastConnectedFirst,Cost, 492.7583108684475, Score, -34.333333333333336, PathLength, 102.0,
hMinimumConnectivity,Cost, 9408.530851926591, Score, 42.16666666666667,sDepthFirstSearchLowCost,Cost, 667.5727455338725, Score, -63.66666666666667, PathLength, 190.0,sLeastConnectedFirst,Cost, 303.1710039597012, Score, -20.666666666666668, PathLength, 61.0,
hRandomSet,Cost, 208.67279299424018, Score, 27.0,sDepthFirstSearchLowCost,Cost, 180.3457114484504, Score, -22.666666666666664, PathLength, 67.0,sLeastConnectedFirst,Cost, 454.78973171490827, Score, -31.333333333333336, PathLength, 93.0,
hMinimumConnectivity,Cost, 20891.231852826902, Score, 38.83333333333333,sDepthFirstSearchLowCost,Cost, 504.25394260441163, Score, -53.666666666666664, PathLength, 160.0,sLeastConnectedFirst,Cost, 320.75734138002184, Score, -24.0, PathLength, 71.0,
hRandomSet,Cost, 223.5350302904535, Score, 21.833333333333332,sDepthFirstSearchLowCost,Cost, 199.43913922262527, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 238.46837462295517, Score, -16.333333333333332, PathLength, 48.0,
hRandomSet,Cost, 153.20212198715433, Score, 20.666666666666668,sDepthFirstSearchLowCost,Cost, 193.75561815751792, Score, -24.333333333333336, PathLength, 72.0,sLeastConnectedFirst,Cost, 252.1147866678297, Score, -17.0, PathLength, 50.0,
hMinimumConnectivity,Cost, 1528.232542299834, Score, 29.666666666666664,sDepthFirstSearchLowCost,Cost, 321.813209529546, Score, -36.666666666666664, PathLength, 109.0,sLeastConnectedFirst,Cost, 331.86359986216763, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 169.7613154970951, Score, 33.5,sDepthFirstSearchLowCost,Cost, 531.6384970989775, Score, -44.0, PathLength, 131.0,sLeastConnectedFirst,Cost, 364.9571773720685, Score, -23.0, PathLength, 68.0,
hMinimumConnectivity,Cost, 26990.549881025207, Score, 39.83333333333333,sDepthFirstSearchLowCost,Cost, 623.5853886957407, Score, -52.33333333333333, PathLength, 156.0,sLeastConnectedFirst,Cost, 450.41106349509954, Score, -27.333333333333332, PathLength, 81.0,
hRandomSet,Cost, 170.39542877334705, Score, 25.833333333333332,sDepthFirstSearchLowCost,Cost, 97.66502535248645, Score, -18.0, PathLength, 53.0,sLeastConnectedFirst,Cost, 459.61712300266475, Score, -33.666666666666664, PathLength, 100.0,
hMinimumConnectivity,Cost, 3968.971903485198, Score, 34.666666666666664,sDepthFirstSearchLowCost,Cost, 415.80734852757, Score, -47.0, PathLength, 140.0,sLeastConnectedFirst,Cost, 311.3490023010667, Score, -22.333333333333332, PathLength, 66.0,
hMinimumConnectivity,Cost, 13643.076132030183, Score, 39.5,sDepthFirstSearchLowCost,Cost, 579.8888335324843, Score, -57.666666666666664, PathLength, 172.0,sLeastConnectedFirst,Cost, 308.4923723947612, Score, -21.333333333333336, PathLength, 63.0,
hRandomSet,Cost, 233.73195748649053, Score, 29.333333333333336,sDepthFirstSearchLowCost,Cost, 202.66084764210146, Score, -26.666666666666668, PathLength, 79.0,sLeastConnectedFirst,Cost, 467.8128149860196, Score, -32.0, PathLength, 95.0,
hMinimumConnectivity,Cost, 10146.747326286655, Score, 47.0,sDepthFirstSearchLowCost,Cost, 546.7760563416692, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 609.2215413561164, Score, -42.0, PathLength, 125.0,
hRandomSet,Cost, 194.44309296986478, Score, 35.333333333333336,sDepthFirstSearchLowCost,Cost, 398.59278736584236, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 439.9533990317734, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 463.87083110116856, Score, 24.333333333333336,sDepthFirstSearchLowCost,Cost, 175.81937318642525, Score, -21.666666666666668, PathLength, 64.0,sLeastConnectedFirst,Cost, 440.06294824500776, Score, -27.0, PathLength, 80.0,
hMinimumConnectivity,Cost, 3447.461799132421, Score, 42.333333333333336,sDepthFirstSearchLowCost,Cost, 743.8493968610635, Score, -59.333333333333336, PathLength, 177.0,sLeastConnectedFirst,Cost, 443.64121079692836, Score, -25.333333333333336, PathLength, 75.0,
hMinimumConnectivity,Cost, 14526.014309024047, Score, 39.5,sDepthFirstSearchLowCost,Cost, 539.1333598714679, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 386.25890272579346, Score, -27.0, PathLength, 80.0,
hRandomSet,Cost, 108.2799229771146, Score, 24.0,sDepthFirstSearchLowCost,Cost, 153.61536389053674, Score, -23.666666666666668, PathLength, 70.0,sLeastConnectedFirst,Cost, 336.92881322570435, Score, -24.333333333333336, PathLength, 72.0,
hMinimumConnectivity,Cost, 12269.185222188846, Score, 45.0,sDepthFirstSearchLowCost,Cost, 607.7762716547718, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 438.6424660469533, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 206.91164414932797, Score, 39.833333333333336,sDepthFirstSearchLowCost,Cost, 550.8435854833454, Score, -51.66666666666667, PathLength, 154.0,sLeastConnectedFirst,Cost, 421.9181529027889, Score, -28.000000000000004, PathLength, 83.0,
hMinimumConnectivity,Cost, 18305.941649123142, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 332.5864909727856, Score, -39.0, PathLength, 116.0,sLeastConnectedFirst,Cost, 407.36936788569335, Score, -29.666666666666668, PathLength, 88.0,
hRandomSet,Cost, 90.28724572844861, Score, 29.166666666666664,sDepthFirstSearchLowCost,Cost, 229.3701276949729, Score, -32.33333333333333, PathLength, 96.0,sLeastConnectedFirst,Cost, 380.1701135307077, Score, -26.0, PathLength, 77.0,
hMinimumConnectivity,Cost, 12838.35890385051, Score, 30.833333333333336,sDepthFirstSearchLowCost,Cost, 236.4021184021241, Score, -29.666666666666668, PathLength, 88.0,sLeastConnectedFirst,Cost, 481.4128756583486, Score, -32.0, PathLength, 95.0,
hRandomSet,Cost, 142.96783847755202, Score, 33.0,sDepthFirstSearchLowCost,Cost, 378.9740114508587, Score, -37.0, PathLength, 110.0,sLeastConnectedFirst,Cost, 426.6224480865899, Score, -28.999999999999996, PathLength, 86.0,
hRandomSet,Cost, 171.37352048277725, Score, 35.33333333333333,sDepthFirstSearchLowCost,Cost, 309.27480951043185, Score, -33.666666666666664, PathLength, 100.0,sLeastConnectedFirst,Cost, 523.9580611661282, Score, -37.0, PathLength, 110.0,
hMinimumConnectivity,Cost, 12181.939253841196, Score, 32.83333333333333,sDepthFirstSearchLowCost,Cost, 458.63378159385525, Score, -43.0, PathLength, 128.0,sLeastConnectedFirst,Cost, 348.4240613604946, Score, -22.666666666666664, PathLength, 67.0,
hRandomSet,Cost, 140.82513304401826, Score, 33.66666666666667,sDepthFirstSearchLowCost,Cost, 278.8921954904177, Score, -32.666666666666664, PathLength, 97.0,sLeastConnectedFirst,Cost, 489.73372713875773, Score, -34.66666666666667, PathLength, 103.0,
hMinimumConnectivity,Cost, 22270.090924782948, Score, 53.333333333333336,sDepthFirstSearchLowCost,Cost, 632.4551155128755, Score, -62.66666666666667, PathLength, 187.0,sLeastConnectedFirst,Cost, 605.2406365239501, Score, -44.0, PathLength, 131.0,
hMinimumConnectivity,Cost, 20495.72614258052, Score, 43.666666666666664,sDepthFirstSearchLowCost,Cost, 617.0458124129269, Score, -56.99999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 476.17533688383236, Score, -30.333333333333336, PathLength, 90.0,
hRandomSet,Cost, 228.08283831622362, Score, 34.333333333333336,sDepthFirstSearchLowCost,Cost, 422.4666739389807, Score, -41.66666666666667, PathLength, 124.0,sLeastConnectedFirst,Cost, 420.6624324829657, Score, -27.0, PathLength, 80.0,
hMinimumConnectivity,Cost, 3388.4906923139597, Score, 42.666666666666664,sDepthFirstSearchLowCost,Cost, 578.9614882926239, Score, -56.99999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 412.0879705739401, Score, -28.333333333333332, PathLength, 84.0,
hRandomSet,Cost, 344.56481332873363, Score, 36.5,sDepthFirstSearchLowCost,Cost, 401.7937616551667, Score, -40.33333333333333, PathLength, 120.0,sLeastConnectedFirst,Cost, 497.89373355219413, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 12688.359947538664, Score, 47.833333333333336,sDepthFirstSearchLowCost,Cost, 551.7616838921059, Score, -62.66666666666667, PathLength, 187.0,sLeastConnectedFirst,Cost, 485.66871072024907, Score, -33.0, PathLength, 98.0,
hRandomSet,Cost, 127.40335050510038, Score, 29.333333333333332,sDepthFirstSearchLowCost,Cost, 178.33554995229113, Score, -25.333333333333336, PathLength, 75.0,sLeastConnectedFirst,Cost, 483.0862748287912, Score, -33.33333333333333, PathLength, 99.0,
hMinimumConnectivity,Cost, 5096.846380092908, Score, 24.0,sDepthFirstSearchLowCost,Cost, 275.1938999501782, Score, -32.33333333333333, PathLength, 96.0,sLeastConnectedFirst,Cost, 230.43242384521358, Score, -15.666666666666668, PathLength, 46.0,
hRandomSet,Cost, 106.6605248286604, Score, 34.16666666666667,sDepthFirstSearchLowCost,Cost, 331.1394330156246, Score, -35.66666666666667, PathLength, 106.0,sLeastConnectedFirst,Cost, 455.60601805761496, Score, -32.666666666666664, PathLength, 97.0,
hMinimumConnectivity,Cost, 15105.700487395055, Score, 25.833333333333336,sDepthFirstSearchLowCost,Cost, 190.9213188933865, Score, -24.0, PathLength, 71.0,sLeastConnectedFirst,Cost, 402.32361727180995, Score, -27.666666666666668, PathLength, 82.0,
hRandomSet,Cost, 131.29645816853525, Score, 38.0,sDepthFirstSearchLowCost,Cost, 380.75437622978234, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 531.3256867041576, Score, -35.0, PathLength, 104.0,
