[1000, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1][ConstrainedRandomWalk,1][BreadthFirstSearchLowCost,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hRandomSet,Cost, 152.0252557690296, Score, 58.91666666666667,sDepthFirstSearchLowCost,Cost, 478.5220713696414, Score, -48.0, PathLength, 143.0,sLeastConnectedFirst,Cost, 461.90938753685595, Score, -32.0, PathLength, 95.0,sConstrainedRandomWalk,Cost, 657.1159178236409, Score, -45.666666666666664, PathLength, 136.0,sBreadthFirstSearchLowCost,Cost, 736.6048790724843, Score, -110.00000000000001, PathLength, 329.0,
hMinimumConnectivity,Cost, 4053.4128017261805, Score, 86.5,sDepthFirstSearchLowCost,Cost, 506.48856913375704, Score, -50.66666666666667, PathLength, 151.0,sLeastConnectedFirst,Cost, 389.2402404113644, Score, -28.000000000000004, PathLength, 83.0,sConstrainedRandomWalk,Cost, 1456.8744464262354, Score, -92.33333333333333, PathLength, 276.0,sBreadthFirstSearchLowCost,Cost, 1382.6769206097986, Score, -175.0, PathLength, 524.0,
hRandomSet,Cost, 166.34545356736987, Score, 45.75000000000001,sDepthFirstSearchLowCost,Cost, 125.96673798847338, Score, -19.333333333333332, PathLength, 57.0,sLeastConnectedFirst,Cost, 321.92617190773706, Score, -22.333333333333332, PathLength, 66.0,sConstrainedRandomWalk,Cost, 633.8295418216949, Score, -42.66666666666667, PathLength, 127.0,sBreadthFirstSearchLowCost,Cost, 962.6849242335724, Score, -98.66666666666667, PathLength, 295.0,
hMinimumConnectivity,Cost, 17949.608859862306, Score, 103.41666666666666,sDepthFirstSearchLowCost,Cost, 596.5224658165606, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 360.64268129533554, Score, -27.0, PathLength, 80.0,sConstrainedRandomWalk,Cost, 1485.5141859489045, Score, -101.0, PathLength, 302.0,sBreadthFirstSearchLowCost,Cost, 1448.2824370536869, Score, -220.66666666666666, PathLength, 661.0,
hMinimumConnectivity,Cost, 7153.257893420806, Score, 55.833333333333336,sDepthFirstSearchLowCost,Cost, 523.2320176219998, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 393.63632692997464, Score, -25.666666666666664, PathLength, 76.0,sConstrainedRandomWalk,Cost, 672.6436837520496, Score, -42.333333333333336, PathLength, 126.0,sBreadthFirstSearchLowCost,Cost, 946.5074118813241, Score, -105.33333333333333, PathLength, 315.0,
hRandomSet,Cost, 137.98824858829386, Score, 51.41666666666667,sDepthFirstSearchLowCost,Cost, 413.4556876333312, Score, -41.333333333333336, PathLength, 123.0,sLeastConnectedFirst,Cost, 372.1627764007732, Score, -24.0, PathLength, 71.0,sConstrainedRandomWalk,Cost, 843.5897932849431, Score, -56.666666666666664, PathLength, 169.0,sBreadthFirstSearchLowCost,Cost, 750.1803570219377, Score, -83.66666666666667, PathLength, 250.0,
hMinimumConnectivity,Cost, 13638.594286061716, Score, 95.08333333333333,sDepthFirstSearchLowCost,Cost, 472.9167107139729, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 223.3070061687151, Score, -17.333333333333336, PathLength, 51.0,sConstrainedRandomWalk,Cost, 1371.1882720208826, Score, -92.33333333333333, PathLength, 276.0,sBreadthFirstSearchLowCost,Cost, 1370.622521401417, Score, -222.33333333333331, PathLength, 666.0,
hRandomSet,Cost, 363.3924110889737, Score, 71.41666666666667,sDepthFirstSearchLowCost,Cost, 538.72214875242, Score, -50.33333333333333, PathLength, 150.0,sLeastConnectedFirst,Cost, 436.8303721913509, Score, -30.333333333333336, PathLength, 90.0,sConstrainedRandomWalk,Cost, 947.9664070482049, Score, -62.0, PathLength, 185.0,sBreadthFirstSearchLowCost,Cost, 1264.481708964281, Score, -143.0, PathLength, 428.0,
hMinimumConnectivity,Cost, 11012.586528076266, Score, 58.91666666666666,sDepthFirstSearchLowCost,Cost, 573.994255657951, Score, -62.33333333333333, PathLength, 186.0,sLeastConnectedFirst,Cost, 514.4878006029173, Score, -33.666666666666664, PathLength, 100.0,sConstrainedRandomWalk,Cost, 534.4904364041101, Score, -36.666666666666664, PathLength, 109.0,sBreadthFirstSearchLowCost,Cost, 889.4863693128295, Score, -103.0, PathLength, 308.0,
hRandomSet,Cost, 141.81214334904692, Score, 37.75000000000001,sDepthFirstSearchLowCost,Cost, 184.02319790397857, Score, -22.333333333333332, PathLength, 66.0,sLeastConnectedFirst,Cost, 575.0530362704669, Score, -36.333333333333336, PathLength, 108.0,sConstrainedRandomWalk,Cost, 442.5675597654388, Score, -28.000000000000004, PathLength, 83.0,sBreadthFirstSearchLowCost,Cost, 623.4739323180358, Score, -64.33333333333333, PathLength, 192.0,
hMinimumConnectivity,Cost, 23670.82021393197, Score, 74.58333333333334,sDepthFirstSearchLowCost,Cost, 665.5976071003463, Score, -57.333333333333336, PathLength, 171.0,sLeastConnectedFirst,Cost, 453.8646228123992, Score, -28.000000000000004, PathLength, 83.0,sConstrainedRandomWalk,Cost, 699.5399082501256, Score, -47.0, PathLength, 140.0,sBreadthFirstSearchLowCost,Cost, 1199.1005750695795, Score, -166.0, PathLength, 497.0,
hRandomSet,Cost, 188.38873268804457, Score, 71.83333333333333,sDepthFirstSearchLowCost,Cost, 628.585247130555, Score, -58.333333333333336, PathLength, 174.0,sLeastConnectedFirst,Cost, 510.8845216586593, Score, -31.666666666666664, PathLength, 94.0,sConstrainedRandomWalk,Cost, 644.7140729882743, Score, -45.0, PathLength, 134.0,sBreadthFirstSearchLowCost,Cost, 1206.1778827444464, Score, -152.33333333333334, PathLength, 456.0,
hRandomSet,Cost, 354.4227073034456, Score, 66.58333333333333,sDepthFirstSearchLowCost,Cost, 451.4504607523648, Score, -46.0, PathLength, 137.0,sLeastConnectedFirst,Cost, 331.3230608730639, Score, -22.333333333333332, PathLength, 66.0,sConstrainedRandomWalk,Cost, 623.5280503598864, Score, -41.0, PathLength, 122.0,sBreadthFirstSearchLowCost,Cost, 1230.9846705904083, Score, -157.0, PathLength, 470.0,
hRandomSet,Cost, 195.94041521699637, Score, 39.25,sDepthFirstSearchLowCost,Cost, 111.36678206447178, Score, -15.333333333333332, PathLength, 45.0,sLeastConnectedFirst,Cost, 294.7340720458351, Score, -19.0, PathLength, 56.0,sConstrainedRandomWalk,Cost, 630.3189886980807, Score, -37.666666666666664, PathLength, 112.0,sBreadthFirstSearchLowCost,Cost, 876.083312416811, Score, -85.0, PathLength, 254.0,
hRandomSet,Cost, 190.0292261768921, Score, 38.16666666666667,sDepthFirstSearchLowCost,Cost, 135.3624575180691, Score, -22.0, PathLength, 65.0,sLeastConnectedFirst,Cost, 386.4068211145581, Score, -27.666666666666668, PathLength, 82.0,sConstrainedRandomWalk,Cost, 361.62423569061275, Score, -26.333333333333332, PathLength, 78.0,sBreadthFirstSearchLowCost,Cost, 577.225357216154, Score, -76.66666666666667, PathLength, 229.0,
hRandomSet,Cost, 292.1001736409122, Score, 62.25,sDepthFirstSearchLowCost,Cost, 429.319438260714, Score, -44.0, PathLength, 131.0,sLeastConnectedFirst,Cost, 470.15259348420165, Score, -34.0, PathLength, 101.0,sConstrainedRandomWalk,Cost, 524.668298862933, Score, -37.0, PathLength, 110.0,sBreadthFirstSearchLowCost,Cost, 942.3048469829868, Score, -134.0, PathLength, 401.0,
hRandomSet,Cost, 161.9776713556769, Score, 37.166666666666664,sDepthFirstSearchLowCost,Cost, 309.2197991907326, Score, -35.0, PathLength, 104.0,sLeastConnectedFirst,Cost, 278.03497397528264, Score, -18.333333333333332, PathLength, 54.0,sConstrainedRandomWalk,Cost, 506.08836431718487, Score, -34.0, PathLength, 101.0,sBreadthFirstSearchLowCost,Cost, 493.5829329712696, Score, -61.33333333333333, PathLength, 183.0,
hRandomSet,Cost, 198.2190410501804, Score, 36.166666666666664,sDepthFirstSearchLowCost,Cost, 486.2958852608305, Score, -44.666666666666664, PathLength, 133.0,sLeastConnectedFirst,Cost, 469.81972527443827, Score, -30.0, PathLength, 89.0,sConstrainedRandomWalk,Cost, 331.8689926957193, Score, -22.666666666666664, PathLength, 67.0,sBreadthFirstSearchLowCost,Cost, 524.5175670981866, Score, -47.333333333333336, PathLength, 141.0,
hRandomSet,Cost, 307.96234196865106, Score, 57.833333333333336,sDepthFirstSearchLowCost,Cost, 330.59716779449207, Score, -34.66666666666667, PathLength, 103.0,sLeastConnectedFirst,Cost, 427.5300881331166, Score, -27.666666666666668, PathLength, 82.0,sConstrainedRandomWalk,Cost, 471.619682569463, Score, -31.666666666666664, PathLength, 94.0,sBreadthFirstSearchLowCost,Cost, 1088.8127356332373, Score, -137.33333333333334, PathLength, 411.0,
hMinimumConnectivity,Cost, 12495.257963883703, Score, 115.66666666666667,sDepthFirstSearchLowCost,Cost, 647.3221860689384, Score, -64.33333333333333, PathLength, 192.0,sLeastConnectedFirst,Cost, 372.612049068995, Score, -22.666666666666664, PathLength, 67.0,sConstrainedRandomWalk,Cost, 2703.7015408248526, Score, -172.0, PathLength, 515.0,sBreadthFirstSearchLowCost,Cost, 1666.4059623896467, Score, -203.66666666666666, PathLength, 610.0,
hRandomSet,Cost, 362.97959714836645, Score, 42.33333333333333,sDepthFirstSearchLowCost,Cost, 143.51483674334833, Score, -22.0, PathLength, 65.0,sLeastConnectedFirst,Cost, 377.25156668369965, Score, -26.0, PathLength, 77.0,sConstrainedRandomWalk,Cost, 640.6357940137658, Score, -44.666666666666664, PathLength, 133.0,sBreadthFirstSearchLowCost,Cost, 610.9251096153187, Score, -76.66666666666667, PathLength, 229.0,
hMinimumConnectivity,Cost, 10321.104416672217, Score, 66.41666666666667,sDepthFirstSearchLowCost,Cost, 497.95050553102925, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 429.25278452172205, Score, -28.999999999999996, PathLength, 86.0,sConstrainedRandomWalk,Cost, 604.6965201519677, Score, -42.333333333333336, PathLength, 126.0,sBreadthFirstSearchLowCost,Cost, 1334.6412452882055, Score, -144.33333333333334, PathLength, 432.0,
hMinimumConnectivity,Cost, 3159.7090033816885, Score, 79.41666666666667,sDepthFirstSearchLowCost,Cost, 529.5423569243039, Score, -46.666666666666664, PathLength, 139.0,sLeastConnectedFirst,Cost, 364.45741828185595, Score, -24.0, PathLength, 71.0,sConstrainedRandomWalk,Cost, 940.4564147923761, Score, -62.0, PathLength, 185.0,sBreadthFirstSearchLowCost,Cost, 1224.0833660072244, Score, -185.0, PathLength, 554.0,
hMinimumConnectivity,Cost, 2836.957853952863, Score, 79.41666666666667,sDepthFirstSearchLowCost,Cost, 296.9072368254044, Score, -36.0, PathLength, 107.0,sLeastConnectedFirst,Cost, 386.1564758846127, Score, -26.666666666666668, PathLength, 79.0,sConstrainedRandomWalk,Cost, 719.7107070084394, Score, -49.0, PathLength, 146.0,sBreadthFirstSearchLowCost,Cost, 1187.4826094825416, Score, -206.0, PathLength, 617.0,
hMinimumConnectivity,Cost, 16132.249757624459, Score, 79.0,sDepthFirstSearchLowCost,Cost, 221.4933507858975, Score, -25.333333333333336, PathLength, 75.0,sLeastConnectedFirst,Cost, 791.656871988054, Score, -51.66666666666667, PathLength, 154.0,sConstrainedRandomWalk,Cost, 916.3184577777461, Score, -58.666666666666664, PathLength, 175.0,sBreadthFirstSearchLowCost,Cost, 1401.380500361117, Score, -180.33333333333331, PathLength, 540.0,
hMinimumConnectivity,Cost, 8236.768436180295, Score, 50.33333333333333,sDepthFirstSearchLowCost,Cost, 466.9456344404728, Score, -46.33333333333333, PathLength, 138.0,sLeastConnectedFirst,Cost, 385.00748587962977, Score, -25.666666666666664, PathLength, 76.0,sConstrainedRandomWalk,Cost, 732.9471655378167, Score, -49.333333333333336, PathLength, 147.0,sBreadthFirstSearchLowCost,Cost, 664.3518227199263, Score, -80.0, PathLength, 239.0,
hRandomSet,Cost, 122.6639652703197, Score, 35.416666666666664,sDepthFirstSearchLowCost,Cost, 155.0705789109301, Score, -23.0, PathLength, 68.0,sLeastConnectedFirst,Cost, 589.1796716399272, Score, -37.0, PathLength, 110.0,sConstrainedRandomWalk,Cost, 635.9028162864602, Score, -43.0, PathLength, 128.0,sBreadthFirstSearchLowCost,Cost, 384.2642002189117, Score, -38.666666666666664, PathLength, 115.0,
hRandomSet,Cost, 89.2101139625388, Score, 45.24999999999999,sDepthFirstSearchLowCost,Cost, 272.44212398475776, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 577.1788353214955, Score, -38.0, PathLength, 113.0,sConstrainedRandomWalk,Cost, 473.56766614164695, Score, -34.0, PathLength, 101.0,sBreadthFirstSearchLowCost,Cost, 590.2766978435135, Score, -77.33333333333333, PathLength, 231.0,
hMinimumConnectivity,Cost, 2935.411530657211, Score, 103.83333333333331,sDepthFirstSearchLowCost,Cost, 708.6708180571321, Score, -64.66666666666666, PathLength, 193.0,sLeastConnectedFirst,Cost, 470.45479450096695, Score, -28.333333333333332, PathLength, 84.0,sConstrainedRandomWalk,Cost, 1750.6598138646184, Score, -112.99999999999999, PathLength, 338.0,sBreadthFirstSearchLowCost,Cost, 1629.5868225183012, Score, -209.33333333333331, PathLength, 627.0,
hMinimumConnectivity,Cost, 2548.6283212242006, Score, 80.83333333333334,sDepthFirstSearchLowCost,Cost, 561.2567680502019, Score, -54.0, PathLength, 161.0,sLeastConnectedFirst,Cost, 407.352484548801, Score, -25.333333333333336, PathLength, 75.0,sConstrainedRandomWalk,Cost, 1045.202503595467, Score, -73.0, PathLength, 218.0,sBreadthFirstSearchLowCost,Cost, 1128.842669864995, Score, -171.0, PathLength, 512.0,
hMinimumConnectivity,Cost, 17399.887236766037, Score, 84.75000000000001,sDepthFirstSearchLowCost,Cost, 534.0478567311458, Score, -52.666666666666664, PathLength, 157.0,sLeastConnectedFirst,Cost, 439.38681619549715, Score, -31.0, PathLength, 92.0,sConstrainedRandomWalk,Cost, 931.3712328473175, Score, -65.66666666666666, PathLength, 196.0,sBreadthFirstSearchLowCost,Cost, 1612.2742318891937, Score, -189.66666666666669, PathLength, 568.0,
hRandomSet,Cost, 174.68242694612184, Score, 49.25,sDepthFirstSearchLowCost,Cost, 388.2600632539078, Score, -40.33333333333333, PathLength, 120.0,sLeastConnectedFirst,Cost, 516.9310164816261, Score, -35.66666666666667, PathLength, 106.0,sConstrainedRandomWalk,Cost, 889.0277888947071, Score, -66.33333333333333, PathLength, 198.0,sBreadthFirstSearchLowCost,Cost, 391.2620567654856, Score, -54.666666666666664, PathLength, 163.0,
hRandomSet,Cost, 273.12986538040246, Score, 52.83333333333333,sDepthFirstSearchLowCost,Cost, 401.5044155008046, Score, -45.666666666666664, PathLength, 136.0,sLeastConnectedFirst,Cost, 315.4856199895961, Score, -22.666666666666664, PathLength, 67.0,sConstrainedRandomWalk,Cost, 493.3413526964414, Score, -37.0, PathLength, 110.0,sBreadthFirstSearchLowCost,Cost, 699.6636621805017, Score, -106.0, PathLength, 317.0,
hMinimumConnectivity,Cost, 2323.989772406517, Score, 65.75,sDepthFirstSearchLowCost,Cost, 428.9721973749828, Score, -41.0, PathLength, 122.0,sLeastConnectedFirst,Cost, 265.04560840957487, Score, -17.666666666666668, PathLength, 52.0,sConstrainedRandomWalk,Cost, 391.18310477797723, Score, -26.0, PathLength, 77.0,sBreadthFirstSearchLowCost,Cost, 1282.0111676019148, Score, -178.33333333333334, PathLength, 534.0,
hMinimumConnectivity,Cost, 2194.319587540676, Score, 82.16666666666667,sDepthFirstSearchLowCost,Cost, 497.443403973007, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 410.63490252223767, Score, -26.0, PathLength, 77.0,sConstrainedRandomWalk,Cost, 930.3830029494632, Score, -60.333333333333336, PathLength, 180.0,sBreadthFirstSearchLowCost,Cost, 1379.5624042299162, Score, -195.0, PathLength, 584.0,
hMinimumConnectivity,Cost, 16911.13202834676, Score, 149.16666666666666,sDepthFirstSearchLowCost,Cost, 491.0988000151384, Score, -46.0, PathLength, 137.0,sLeastConnectedFirst,Cost, 472.5780022527703, Score, -32.33333333333333, PathLength, 96.0,sConstrainedRandomWalk,Cost, 5451.91573030889, Score, -362.0, PathLength, 1085.0,sBreadthFirstSearchLowCost,Cost, 1053.3138520371904, Score, -156.33333333333331, PathLength, 468.0,
hRandomSet,Cost, 219.15190214041883, Score, 52.08333333333333,sDepthFirstSearchLowCost,Cost, 571.5571231368675, Score, -50.66666666666667, PathLength, 151.0,sLeastConnectedFirst,Cost, 472.3865891797548, Score, -32.33333333333333, PathLength, 96.0,sConstrainedRandomWalk,Cost, 400.0479541980011, Score, -28.333333333333332, PathLength, 84.0,sBreadthFirstSearchLowCost,Cost, 742.4986943580767, Score, -97.0, PathLength, 290.0,
hMinimumConnectivity,Cost, 14109.686752965672, Score, 95.25,sDepthFirstSearchLowCost,Cost, 555.496328331445, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 480.8493516040594, Score, -35.0, PathLength, 104.0,sConstrainedRandomWalk,Cost, 1984.752358434205, Score, -142.0, PathLength, 425.0,sBreadthFirstSearchLowCost,Cost, 932.6936951373972, Score, -151.0, PathLength, 452.0,
hMinimumConnectivity,Cost, 5889.195637370166, Score, 58.25,sDepthFirstSearchLowCost,Cost, 586.2362429620925, Score, -56.99999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 678.7712175484689, Score, -42.66666666666667, PathLength, 127.0,sConstrainedRandomWalk,Cost, 732.5708737621609, Score, -51.33333333333333, PathLength, 153.0,sBreadthFirstSearchLowCost,Cost, 787.4602347382132, Score, -82.0, PathLength, 245.0,
hRandomSet,Cost, 139.78696609901579, Score, 59.166666666666664,sDepthFirstSearchLowCost,Cost, 378.8845642359009, Score, -39.666666666666664, PathLength, 118.0,sLeastConnectedFirst,Cost, 420.13654062913895, Score, -31.333333333333336, PathLength, 93.0,sConstrainedRandomWalk,Cost, 1087.9808182894164, Score, -80.66666666666666, PathLength, 241.0,sBreadthFirstSearchLowCost,Cost, 620.9744839688068, Score, -85.0, PathLength, 254.0,
hMinimumConnectivity,Cost, 9379.266939130706, Score, 92.91666666666667,sDepthFirstSearchLowCost,Cost, 614.1673082146018, Score, -61.33333333333333, PathLength, 183.0,sLeastConnectedFirst,Cost, 467.170401700252, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 1164.6271530800461, Score, -74.33333333333333, PathLength, 222.0,sBreadthFirstSearchLowCost,Cost, 1434.979701303942, Score, -206.33333333333334, PathLength, 618.0,
hMinimumConnectivity,Cost, 19361.258369256313, Score, 109.08333333333334,sDepthFirstSearchLowCost,Cost, 605.9376450794938, Score, -63.0, PathLength, 188.0,sLeastConnectedFirst,Cost, 462.0244784142578, Score, -29.333333333333332, PathLength, 87.0,sConstrainedRandomWalk,Cost, 965.3172442270643, Score, -66.33333333333333, PathLength, 198.0,sBreadthFirstSearchLowCost,Cost, 1734.1115833095753, Score, -277.6666666666667, PathLength, 832.0,
hMinimumConnectivity,Cost, 19058.129488370978, Score, 87.33333333333333,sDepthFirstSearchLowCost,Cost, 587.113687855782, Score, -53.333333333333336, PathLength, 159.0,sLeastConnectedFirst,Cost, 454.9333390919424, Score, -28.999999999999996, PathLength, 86.0,sConstrainedRandomWalk,Cost, 782.5883206158671, Score, -54.666666666666664, PathLength, 163.0,sBreadthFirstSearchLowCost,Cost, 1145.7152858152879, Score, -212.33333333333334, PathLength, 636.0,
hMinimumConnectivity,Cost, 2306.8758305500232, Score, 46.58333333333333,sDepthFirstSearchLowCost,Cost, 536.4632265333871, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 270.5946175103235, Score, -21.333333333333336, PathLength, 63.0,sConstrainedRandomWalk,Cost, 673.4031080950705, Score, -48.66666666666667, PathLength, 145.0,sBreadthFirstSearchLowCost,Cost, 548.2341935863909, Score, -64.33333333333333, PathLength, 192.0,
hMinimumConnectivity,Cost, 20632.368480766992, Score, 76.0,sDepthFirstSearchLowCost,Cost, 581.1910659787696, Score, -65.66666666666666, PathLength, 196.0,sLeastConnectedFirst,Cost, 356.548186185205, Score, -24.0, PathLength, 71.0,sConstrainedRandomWalk,Cost, 1043.882659474612, Score, -69.0, PathLength, 206.0,sBreadthFirstSearchLowCost,Cost, 1045.849823990658, Score, -145.33333333333334, PathLength, 435.0,
hMinimumConnectivity,Cost, 12367.55072521521, Score, 61.166666666666664,sDepthFirstSearchLowCost,Cost, 474.33366727921396, Score, -50.0, PathLength, 149.0,sLeastConnectedFirst,Cost, 344.95360682283837, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 755.1601217265825, Score, -50.66666666666667, PathLength, 151.0,sBreadthFirstSearchLowCost,Cost, 782.2754491141301, Score, -114.33333333333333, PathLength, 342.0,
hMinimumConnectivity,Cost, 16500.34399028817, Score, 91.49999999999999,sDepthFirstSearchLowCost,Cost, 531.2880813526413, Score, -48.333333333333336, PathLength, 144.0,sLeastConnectedFirst,Cost, 670.8227493698638, Score, -45.0, PathLength, 134.0,sConstrainedRandomWalk,Cost, 1255.6660450933514, Score, -85.0, PathLength, 254.0,sBreadthFirstSearchLowCost,Cost, 1588.6463717484844, Score, -187.66666666666666, PathLength, 562.0,
hRandomSet,Cost, 185.8741859070643, Score, 44.16666666666667,sDepthFirstSearchLowCost,Cost, 118.39911844754387, Score, -19.0, PathLength, 56.0,sLeastConnectedFirst,Cost, 430.7851010832376, Score, -28.333333333333332, PathLength, 84.0,sConstrainedRandomWalk,Cost, 522.6602871147232, Score, -33.0, PathLength, 98.0,sBreadthFirstSearchLowCost,Cost, 936.8389250676958, Score, -96.33333333333334, PathLength, 288.0,
hMinimumConnectivity,Cost, 15275.803909834962, Score, 81.33333333333333,sDepthFirstSearchLowCost,Cost, 579.6779903665175, Score, -63.66666666666667, PathLength, 190.0,sLeastConnectedFirst,Cost, 454.4100457688013, Score, -31.666666666666664, PathLength, 94.0,sConstrainedRandomWalk,Cost, 1038.927659057373, Score, -71.33333333333334, PathLength, 213.0,sBreadthFirstSearchLowCost,Cost, 1046.2325588090844, Score, -158.66666666666666, PathLength, 475.0,
hRandomSet,Cost, 114.69855433549526, Score, 45.166666666666664,sDepthFirstSearchLowCost,Cost, 166.54132772336044, Score, -24.333333333333336, PathLength, 72.0,sLeastConnectedFirst,Cost, 353.9585124925628, Score, -26.333333333333332, PathLength, 78.0,sConstrainedRandomWalk,Cost, 848.2925240685823, Score, -59.0, PathLength, 176.0,sBreadthFirstSearchLowCost,Cost, 639.9082087889819, Score, -71.0, PathLength, 212.0,
hRandomSet,Cost, 196.09250858552517, Score, 112.83333333333333,sDepthFirstSearchLowCost,Cost, 295.04350033393644, Score, -33.33333333333333, PathLength, 99.0,sLeastConnectedFirst,Cost, 405.6092638528978, Score, -28.000000000000004, PathLength, 83.0,sConstrainedRandomWalk,Cost, 3162.5272091145084, Score, -221.0, PathLength, 662.0,sBreadthFirstSearchLowCost,Cost, 1148.0224803723568, Score, -169.0, PathLength, 506.0,
hMinimumConnectivity,Cost, 9935.401641140992, Score, 93.58333333333333,sDepthFirstSearchLowCost,Cost, 619.2629357055282, Score, -65.0, PathLength, 194.0,sLeastConnectedFirst,Cost, 330.30055278146517, Score, -24.0, PathLength, 71.0,sConstrainedRandomWalk,Cost, 682.8906859524717, Score, -45.666666666666664, PathLength, 136.0,sBreadthFirstSearchLowCost,Cost, 1827.503275071097, Score, -239.66666666666666, PathLength, 718.0,
hMinimumConnectivity,Cost, 13722.974120170215, Score, 96.16666666666666,sDepthFirstSearchLowCost,Cost, 217.8112483106509, Score, -31.333333333333336, PathLength, 93.0,sLeastConnectedFirst,Cost, 322.86803332527, Score, -24.0, PathLength, 71.0,sConstrainedRandomWalk,Cost, 2251.4052972234, Score, -156.66666666666666, PathLength, 469.0,sBreadthFirstSearchLowCost,Cost, 1119.169504001841, Score, -172.66666666666666, PathLength, 517.0,
hMinimumConnectivity,Cost, 4610.448431494969, Score, 63.91666666666667,sDepthFirstSearchLowCost,Cost, 495.73591270939903, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 265.6223635116037, Score, -19.333333333333332, PathLength, 57.0,sConstrainedRandomWalk,Cost, 566.7592778545554, Score, -38.666666666666664, PathLength, 115.0,sBreadthFirstSearchLowCost,Cost, 1302.3023549634183, Score, -144.66666666666669, PathLength, 433.0,
hMinimumConnectivity,Cost, 18552.439618917895, Score, 78.33333333333333,sDepthFirstSearchLowCost,Cost, 642.930896565415, Score, -56.333333333333336, PathLength, 168.0,sLeastConnectedFirst,Cost, 294.3236886254111, Score, -18.666666666666668, PathLength, 55.0,sConstrainedRandomWalk,Cost, 342.2194859114598, Score, -25.333333333333336, PathLength, 75.0,sBreadthFirstSearchLowCost,Cost, 1963.1102579520918, Score, -213.0, PathLength, 638.0,
hRandomSet,Cost, 159.91113750363672, Score, 64.83333333333333,sDepthFirstSearchLowCost,Cost, 281.7863570032941, Score, -35.333333333333336, PathLength, 105.0,sLeastConnectedFirst,Cost, 383.9156826601545, Score, -28.333333333333332, PathLength, 84.0,sConstrainedRandomWalk,Cost, 337.2717368946538, Score, -22.333333333333332, PathLength, 66.0,sBreadthFirstSearchLowCost,Cost, 1356.8283463812286, Score, -173.33333333333334, PathLength, 519.0,
hRandomSet,Cost, 69.10748311234835, Score, 51.083333333333336,sDepthFirstSearchLowCost,Cost, 416.5115509126951, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 633.7133257889676, Score, -44.333333333333336, PathLength, 132.0,sConstrainedRandomWalk,Cost, 677.22431331142, Score, -48.66666666666667, PathLength, 145.0,sBreadthFirstSearchLowCost,Cost, 589.4612923689311, Score, -68.0, PathLength, 203.0,
hMinimumConnectivity,Cost, 17059.303197020767, Score, 98.83333333333333,sDepthFirstSearchLowCost,Cost, 577.8506237242608, Score, -56.99999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 367.6661493674738, Score, -26.666666666666668, PathLength, 79.0,sConstrainedRandomWalk,Cost, 1876.3383386157866, Score, -133.33333333333331, PathLength, 399.0,sBreadthFirstSearchLowCost,Cost, 1372.7381901461579, Score, -178.33333333333334, PathLength, 534.0,
hMinimumConnectivity,Cost, 3671.6567392805546, Score, 78.91666666666667,sDepthFirstSearchLowCost,Cost, 669.7471485083263, Score, -64.33333333333333, PathLength, 192.0,sLeastConnectedFirst,Cost, 392.59814460779273, Score, -26.666666666666668, PathLength, 79.0,sConstrainedRandomWalk,Cost, 850.4731813315404, Score, -56.333333333333336, PathLength, 168.0,sBreadthFirstSearchLowCost,Cost, 1267.506288001908, Score, -168.33333333333334, PathLength, 504.0,
hMinimumConnectivity,Cost, 15319.146188303832, Score, 80.83333333333334,sDepthFirstSearchLowCost,Cost, 460.8058388106996, Score, -43.666666666666664, PathLength, 130.0,sLeastConnectedFirst,Cost, 380.3280608341185, Score, -24.666666666666668, PathLength, 73.0,sConstrainedRandomWalk,Cost, 765.9532243120816, Score, -48.333333333333336, PathLength, 144.0,sBreadthFirstSearchLowCost,Cost, 1670.2470195673302, Score, -206.66666666666669, PathLength, 619.0,
hRandomSet,Cost, 109.08457026810862, Score, 43.25,sDepthFirstSearchLowCost,Cost, 156.98821313857096, Score, -22.666666666666664, PathLength, 67.0,sLeastConnectedFirst,Cost, 452.8729885232572, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 372.6164669083755, Score, -26.0, PathLength, 77.0,sBreadthFirstSearchLowCost,Cost, 729.1495704465256, Score, -94.66666666666667, PathLength, 283.0,
