[1000, [RandomSet,1][MinimumConnectivity,1], [DepthFirstSearchLowCost,1][LeastConnectedFirst,1][ConstrainedRandomWalk,1][BreadthFirstSearchLowCost,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,true}, {MixSeekers,false}]
hMinimumConnectivity,Cost, 2176.2032618508297, Score, 61.66666666666667,sDepthFirstSearchLowCost,Cost, 580.1398215663218, Score, -51.33333333333333, PathLength, 153.0,sLeastConnectedFirst,Cost, 462.514030246374, Score, -30.666666666666664, PathLength, 91.0,sConstrainedRandomWalk,Cost, 795.3928053585101, Score, -55.00000000000001, PathLength, 164.0,sBreadthFirstSearchLowCost,Cost, 936.2879464783259, Score, -109.66666666666667, PathLength, 328.0,
hRandomSet,Cost, 441.9931854277651, Score, 72.25,sDepthFirstSearchLowCost,Cost, 562.7848240240522, Score, -56.666666666666664, PathLength, 169.0,sLeastConnectedFirst,Cost, 455.13725346437343, Score, -31.666666666666664, PathLength, 94.0,sConstrainedRandomWalk,Cost, 1029.1831952400153, Score, -68.0, PathLength, 203.0,sBreadthFirstSearchLowCost,Cost, 1047.663521230792, Score, -132.66666666666666, PathLength, 397.0,
hMinimumConnectivity,Cost, 23978.48635839633, Score, 72.83333333333334,sDepthFirstSearchLowCost,Cost, 548.7094738481566, Score, -53.666666666666664, PathLength, 160.0,sLeastConnectedFirst,Cost, 436.34071771660973, Score, -28.333333333333332, PathLength, 84.0,sConstrainedRandomWalk,Cost, 823.7423874391292, Score, -56.99999999999999, PathLength, 170.0,sBreadthFirstSearchLowCost,Cost, 1233.343649559052, Score, -152.33333333333334, PathLength, 456.0,
hRandomSet,Cost, 171.1359336833967, Score, 58.08333333333333,sDepthFirstSearchLowCost,Cost, 350.93816756026115, Score, -35.0, PathLength, 104.0,sLeastConnectedFirst,Cost, 369.09578204950475, Score, -24.666666666666668, PathLength, 73.0,sConstrainedRandomWalk,Cost, 588.3489749699055, Score, -37.0, PathLength, 110.0,sBreadthFirstSearchLowCost,Cost, 1148.8866695318068, Score, -135.66666666666666, PathLength, 406.0,
hRandomSet,Cost, 227.9613903453548, Score, 33.08333333333333,sDepthFirstSearchLowCost,Cost, 108.91223277912486, Score, -17.0, PathLength, 50.0,sLeastConnectedFirst,Cost, 237.31622987793466, Score, -17.0, PathLength, 50.0,sConstrainedRandomWalk,Cost, 360.9888345338132, Score, -23.0, PathLength, 68.0,sBreadthFirstSearchLowCost,Cost, 647.0942810977414, Score, -75.33333333333333, PathLength, 225.0,
hRandomSet,Cost, 290.22979369936104, Score, 50.83333333333334,sDepthFirstSearchLowCost,Cost, 386.83809258707373, Score, -41.66666666666667, PathLength, 124.0,sLeastConnectedFirst,Cost, 447.7796429166661, Score, -28.000000000000004, PathLength, 83.0,sConstrainedRandomWalk,Cost, 445.0566007690149, Score, -32.666666666666664, PathLength, 97.0,sBreadthFirstSearchLowCost,Cost, 790.5303806870005, Score, -101.0, PathLength, 302.0,
hMinimumConnectivity,Cost, 1314.2909990613643, Score, 81.08333333333334,sDepthFirstSearchLowCost,Cost, 572.8522617957314, Score, -55.00000000000001, PathLength, 164.0,sLeastConnectedFirst,Cost, 286.6882422081067, Score, -19.0, PathLength, 56.0,sConstrainedRandomWalk,Cost, 723.9610310230844, Score, -48.333333333333336, PathLength, 144.0,sBreadthFirstSearchLowCost,Cost, 1087.671967148472, Score, -202.0, PathLength, 605.0,
hRandomSet,Cost, 108.90930616647749, Score, 93.16666666666667,sDepthFirstSearchLowCost,Cost, 123.83265116508495, Score, -22.333333333333332, PathLength, 66.0,sLeastConnectedFirst,Cost, 508.67601824530817, Score, -36.666666666666664, PathLength, 109.0,sConstrainedRandomWalk,Cost, 608.8893156951642, Score, -43.333333333333336, PathLength, 129.0,sBreadthFirstSearchLowCost,Cost, 1444.2838663198418, Score, -270.3333333333333, PathLength, 810.0,
hRandomSet,Cost, 114.59346212006199, Score, 40.75,sDepthFirstSearchLowCost,Cost, 213.09569340036384, Score, -27.333333333333332, PathLength, 81.0,sLeastConnectedFirst,Cost, 539.9745692246386, Score, -37.666666666666664, PathLength, 112.0,sConstrainedRandomWalk,Cost, 442.83813379211153, Score, -30.666666666666664, PathLength, 91.0,sBreadthFirstSearchLowCost,Cost, 563.3286728006834, Score, -67.33333333333333, PathLength, 201.0,
hMinimumConnectivity,Cost, 9730.716232905994, Score, 58.583333333333336,sDepthFirstSearchLowCost,Cost, 454.8047686374284, Score, -47.333333333333336, PathLength, 141.0,sLeastConnectedFirst,Cost, 361.8988622778337, Score, -25.0, PathLength, 74.0,sConstrainedRandomWalk,Cost, 406.09900234617623, Score, -27.333333333333332, PathLength, 81.0,sBreadthFirstSearchLowCost,Cost, 1048.9434558457106, Score, -134.66666666666666, PathLength, 403.0,
hRandomSet,Cost, 128.8080983670244, Score, 43.74999999999999,sDepthFirstSearchLowCost,Cost, 167.54084649792023, Score, -23.0, PathLength, 68.0,sLeastConnectedFirst,Cost, 473.46483400616074, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 384.35301253897114, Score, -30.0, PathLength, 89.0,sBreadthFirstSearchLowCost,Cost, 664.3392301176042, Score, -92.33333333333333, PathLength, 276.0,
hRandomSet,Cost, 260.0438247393628, Score, 44.16666666666667,sDepthFirstSearchLowCost,Cost, 214.71290703360182, Score, -24.333333333333336, PathLength, 72.0,sLeastConnectedFirst,Cost, 575.3615315059974, Score, -34.0, PathLength, 101.0,sConstrainedRandomWalk,Cost, 588.7642906657932, Score, -36.666666666666664, PathLength, 109.0,sBreadthFirstSearchLowCost,Cost, 856.5039983354955, Score, -81.66666666666667, PathLength, 244.0,
hRandomSet,Cost, 164.41493632473214, Score, 58.0,sDepthFirstSearchLowCost,Cost, 336.84321459620685, Score, -36.666666666666664, PathLength, 109.0,sLeastConnectedFirst,Cost, 426.497170939054, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 995.5074377492731, Score, -70.66666666666667, PathLength, 211.0,sBreadthFirstSearchLowCost,Cost, 839.7632386118681, Score, -95.0, PathLength, 284.0,
hRandomSet,Cost, 432.9940859352985, Score, 69.83333333333333,sDepthFirstSearchLowCost,Cost, 424.92557602013426, Score, -44.666666666666664, PathLength, 133.0,sLeastConnectedFirst,Cost, 422.989564515906, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 776.4653118450046, Score, -52.33333333333333, PathLength, 156.0,sBreadthFirstSearchLowCost,Cost, 1165.3528211983898, Score, -152.66666666666666, PathLength, 457.0,
hMinimumConnectivity,Cost, 12049.160862028371, Score, 72.91666666666666,sDepthFirstSearchLowCost,Cost, 579.2381629245242, Score, -58.333333333333336, PathLength, 174.0,sLeastConnectedFirst,Cost, 443.1349430099077, Score, -31.333333333333336, PathLength, 93.0,sConstrainedRandomWalk,Cost, 1024.5580968512238, Score, -71.66666666666667, PathLength, 214.0,sBreadthFirstSearchLowCost,Cost, 1069.0658377488876, Score, -130.33333333333331, PathLength, 390.0,
hRandomSet,Cost, 170.2322970625564, Score, 53.0,sDepthFirstSearchLowCost,Cost, 298.3364690288755, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 389.4728729443901, Score, -23.666666666666668, PathLength, 70.0,sConstrainedRandomWalk,Cost, 321.2163958489685, Score, -18.0, PathLength, 53.0,sBreadthFirstSearchLowCost,Cost, 992.5259134870904, Score, -138.66666666666669, PathLength, 415.0,
hMinimumConnectivity,Cost, 15429.268171838596, Score, 110.91666666666667,sDepthFirstSearchLowCost,Cost, 641.1197720391121, Score, -64.33333333333333, PathLength, 192.0,sLeastConnectedFirst,Cost, 521.8574448801362, Score, -34.333333333333336, PathLength, 102.0,sConstrainedRandomWalk,Cost, 2040.3238696714138, Score, -132.66666666666666, PathLength, 397.0,sBreadthFirstSearchLowCost,Cost, 1325.5701426059384, Score, -212.33333333333334, PathLength, 636.0,
hMinimumConnectivity,Cost, 22231.260892139562, Score, 72.25,sDepthFirstSearchLowCost,Cost, 316.9880149404961, Score, -38.333333333333336, PathLength, 114.0,sLeastConnectedFirst,Cost, 354.83549289311975, Score, -26.0, PathLength, 77.0,sConstrainedRandomWalk,Cost, 1076.5039431886694, Score, -81.66666666666667, PathLength, 244.0,sBreadthFirstSearchLowCost,Cost, 980.5454783811653, Score, -143.0, PathLength, 428.0,
hRandomSet,Cost, 148.42340823076896, Score, 54.916666666666664,sDepthFirstSearchLowCost,Cost, 465.3931225016855, Score, -53.0, PathLength, 158.0,sLeastConnectedFirst,Cost, 242.83318689487987, Score, -19.666666666666664, PathLength, 58.0,sConstrainedRandomWalk,Cost, 572.6882922860502, Score, -41.0, PathLength, 122.0,sBreadthFirstSearchLowCost,Cost, 798.2479276310328, Score, -106.0, PathLength, 317.0,
hMinimumConnectivity,Cost, 19008.04637654283, Score, 96.99999999999999,sDepthFirstSearchLowCost,Cost, 657.0954573895056, Score, -65.33333333333333, PathLength, 195.0,sLeastConnectedFirst,Cost, 469.3013349309864, Score, -28.333333333333332, PathLength, 84.0,sConstrainedRandomWalk,Cost, 1899.7781189076454, Score, -123.0, PathLength, 368.0,sBreadthFirstSearchLowCost,Cost, 1177.9630982882495, Score, -171.33333333333334, PathLength, 513.0,
hMinimumConnectivity,Cost, 10516.927287760125, Score, 77.41666666666667,sDepthFirstSearchLowCost,Cost, 331.5558309239617, Score, -40.0, PathLength, 119.0,sLeastConnectedFirst,Cost, 195.9748746697174, Score, -15.333333333333332, PathLength, 45.0,sConstrainedRandomWalk,Cost, 859.0010600792303, Score, -62.66666666666667, PathLength, 187.0,sBreadthFirstSearchLowCost,Cost, 1442.4476148970193, Score, -191.66666666666669, PathLength, 574.0,
hMinimumConnectivity,Cost, 10061.166715100586, Score, 67.33333333333333,sDepthFirstSearchLowCost,Cost, 393.8129592324627, Score, -43.0, PathLength, 128.0,sLeastConnectedFirst,Cost, 221.66573727450694, Score, -16.0, PathLength, 47.0,sConstrainedRandomWalk,Cost, 1373.3688544965332, Score, -92.33333333333333, PathLength, 276.0,sBreadthFirstSearchLowCost,Cost, 871.0706728663082, Score, -118.0, PathLength, 353.0,
hRandomSet,Cost, 147.75438812492453, Score, 57.08333333333333,sDepthFirstSearchLowCost,Cost, 95.35647469200715, Score, -14.666666666666666, PathLength, 43.0,sLeastConnectedFirst,Cost, 524.7036949754777, Score, -37.333333333333336, PathLength, 111.0,sConstrainedRandomWalk,Cost, 497.18718294674187, Score, -33.33333333333333, PathLength, 99.0,sBreadthFirstSearchLowCost,Cost, 1083.1382747651119, Score, -143.0, PathLength, 428.0,
hRandomSet,Cost, 133.55035805242315, Score, 57.666666666666664,sDepthFirstSearchLowCost,Cost, 386.19363637519143, Score, -37.0, PathLength, 110.0,sLeastConnectedFirst,Cost, 512.514504953726, Score, -33.0, PathLength, 98.0,sConstrainedRandomWalk,Cost, 353.44767658467066, Score, -24.0, PathLength, 71.0,sBreadthFirstSearchLowCost,Cost, 1139.7127542695941, Score, -136.66666666666666, PathLength, 409.0,
hRandomSet,Cost, 198.8712883068334, Score, 46.416666666666664,sDepthFirstSearchLowCost,Cost, 330.888054080156, Score, -38.666666666666664, PathLength, 115.0,sLeastConnectedFirst,Cost, 268.83096084925074, Score, -20.0, PathLength, 59.0,sConstrainedRandomWalk,Cost, 349.4252671994311, Score, -24.333333333333336, PathLength, 72.0,sBreadthFirstSearchLowCost,Cost, 871.6944310574014, Score, -102.66666666666666, PathLength, 307.0,
hRandomSet,Cost, 260.77326282894666, Score, 52.41666666666667,sDepthFirstSearchLowCost,Cost, 369.12534658159444, Score, -38.0, PathLength, 113.0,sLeastConnectedFirst,Cost, 350.9607582397782, Score, -24.333333333333336, PathLength, 72.0,sConstrainedRandomWalk,Cost, 452.23245089432965, Score, -29.666666666666668, PathLength, 88.0,sBreadthFirstSearchLowCost,Cost, 944.7961759124884, Score, -117.66666666666667, PathLength, 352.0,
hMinimumConnectivity,Cost, 17581.606704687394, Score, 133.25,sDepthFirstSearchLowCost,Cost, 486.9965105297275, Score, -47.0, PathLength, 140.0,sLeastConnectedFirst,Cost, 390.95486085018194, Score, -26.0, PathLength, 77.0,sConstrainedRandomWalk,Cost, 3811.537763047254, Score, -242.66666666666669, PathLength, 727.0,sBreadthFirstSearchLowCost,Cost, 1609.804948562097, Score, -217.33333333333334, PathLength, 651.0,
hMinimumConnectivity,Cost, 26924.97788793422, Score, 72.16666666666666,sDepthFirstSearchLowCost,Cost, 534.593681332366, Score, -45.33333333333333, PathLength, 135.0,sLeastConnectedFirst,Cost, 373.54037052455607, Score, -24.666666666666668, PathLength, 73.0,sConstrainedRandomWalk,Cost, 578.9714863031631, Score, -40.666666666666664, PathLength, 121.0,sBreadthFirstSearchLowCost,Cost, 1131.2158378286933, Score, -178.0, PathLength, 533.0,
hRandomSet,Cost, 313.3163781756726, Score, 52.08333333333333,sDepthFirstSearchLowCost,Cost, 291.2592357982856, Score, -28.000000000000004, PathLength, 83.0,sLeastConnectedFirst,Cost, 523.8474824487205, Score, -33.666666666666664, PathLength, 100.0,sConstrainedRandomWalk,Cost, 289.6711495237027, Score, -20.666666666666668, PathLength, 61.0,sBreadthFirstSearchLowCost,Cost, 1051.5495626725217, Score, -126.0, PathLength, 377.0,
hMinimumConnectivity,Cost, 15623.665833897905, Score, 116.16666666666666,sDepthFirstSearchLowCost,Cost, 533.443639979889, Score, -57.333333333333336, PathLength, 171.0,sLeastConnectedFirst,Cost, 350.62972552823237, Score, -23.0, PathLength, 68.0,sConstrainedRandomWalk,Cost, 2140.762490807211, Score, -148.66666666666666, PathLength, 445.0,sBreadthFirstSearchLowCost,Cost, 1297.283611358386, Score, -235.66666666666666, PathLength, 706.0,
hMinimumConnectivity,Cost, 15888.222591029613, Score, 78.5,sDepthFirstSearchLowCost,Cost, 614.2380456816766, Score, -63.66666666666667, PathLength, 190.0,sLeastConnectedFirst,Cost, 418.01917686721623, Score, -30.333333333333336, PathLength, 90.0,sConstrainedRandomWalk,Cost, 1488.7122412241233, Score, -95.33333333333334, PathLength, 285.0,sBreadthFirstSearchLowCost,Cost, 1047.0796206059235, Score, -124.66666666666666, PathLength, 373.0,
hRandomSet,Cost, 248.49267022166765, Score, 37.75,sDepthFirstSearchLowCost,Cost, 300.15793441110225, Score, -34.66666666666667, PathLength, 103.0,sLeastConnectedFirst,Cost, 528.1522974563223, Score, -36.666666666666664, PathLength, 109.0,sConstrainedRandomWalk,Cost, 386.7118093003001, Score, -24.333333333333336, PathLength, 72.0,sBreadthFirstSearchLowCost,Cost, 377.4919033640535, Score, -55.333333333333336, PathLength, 165.0,
hRandomSet,Cost, 123.19905818005574, Score, 34.25,sDepthFirstSearchLowCost,Cost, 271.71861848980126, Score, -32.33333333333333, PathLength, 96.0,sLeastConnectedFirst,Cost, 625.5577955887915, Score, -42.66666666666667, PathLength, 127.0,sConstrainedRandomWalk,Cost, 398.9192100946079, Score, -27.333333333333332, PathLength, 81.0,sBreadthFirstSearchLowCost,Cost, 407.33431915583606, Score, -34.66666666666667, PathLength, 103.0,
hRandomSet,Cost, 107.14268092133604, Score, 59.666666666666664,sDepthFirstSearchLowCost,Cost, 246.58799582208, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 490.7476547492271, Score, -35.0, PathLength, 104.0,sConstrainedRandomWalk,Cost, 387.5438332129053, Score, -28.999999999999996, PathLength, 86.0,sBreadthFirstSearchLowCost,Cost, 991.9246718990936, Score, -143.0, PathLength, 428.0,
hMinimumConnectivity,Cost, 5066.35745044711, Score, 91.58333333333334,sDepthFirstSearchLowCost,Cost, 497.1201671105553, Score, -50.66666666666667, PathLength, 151.0,sLeastConnectedFirst,Cost, 156.19736638606867, Score, -14.000000000000002, PathLength, 41.0,sConstrainedRandomWalk,Cost, 1282.9449653934357, Score, -93.33333333333333, PathLength, 279.0,sBreadthFirstSearchLowCost,Cost, 1339.970061517415, Score, -208.33333333333334, PathLength, 624.0,
hRandomSet,Cost, 90.97795682357433, Score, 42.91666666666667,sDepthFirstSearchLowCost,Cost, 193.47776534955733, Score, -23.0, PathLength, 68.0,sLeastConnectedFirst,Cost, 485.02570935309006, Score, -33.33333333333333, PathLength, 99.0,sConstrainedRandomWalk,Cost, 260.667648922387, Score, -18.666666666666668, PathLength, 55.0,sBreadthFirstSearchLowCost,Cost, 761.0389273856125, Score, -96.66666666666667, PathLength, 289.0,
hRandomSet,Cost, 50.65553720967684, Score, 33.75,sDepthFirstSearchLowCost,Cost, 192.44105922222565, Score, -24.666666666666668, PathLength, 73.0,sLeastConnectedFirst,Cost, 542.7075230826056, Score, -37.333333333333336, PathLength, 111.0,sConstrainedRandomWalk,Cost, 325.9982348251914, Score, -23.333333333333332, PathLength, 69.0,sBreadthFirstSearchLowCost,Cost, 489.2002390396388, Score, -49.666666666666664, PathLength, 148.0,
hMinimumConnectivity,Cost, 18898.08045309026, Score, 95.33333333333333,sDepthFirstSearchLowCost,Cost, 586.4548155848778, Score, -59.66666666666667, PathLength, 178.0,sLeastConnectedFirst,Cost, 459.0869734837812, Score, -30.666666666666664, PathLength, 91.0,sConstrainedRandomWalk,Cost, 1364.7638718930168, Score, -89.66666666666666, PathLength, 268.0,sBreadthFirstSearchLowCost,Cost, 1372.501651628247, Score, -201.33333333333331, PathLength, 603.0,
hRandomSet,Cost, 157.60921358446083, Score, 46.08333333333333,sDepthFirstSearchLowCost,Cost, 96.83978797223018, Score, -18.666666666666668, PathLength, 55.0,sLeastConnectedFirst,Cost, 457.4082965786599, Score, -30.666666666666664, PathLength, 91.0,sConstrainedRandomWalk,Cost, 339.0876263724899, Score, -21.666666666666668, PathLength, 64.0,sBreadthFirstSearchLowCost,Cost, 728.7456810439089, Score, -113.33333333333333, PathLength, 339.0,
hRandomSet,Cost, 130.90550085675886, Score, 56.166666666666664,sDepthFirstSearchLowCost,Cost, 639.7241512479713, Score, -58.333333333333336, PathLength, 174.0,sLeastConnectedFirst,Cost, 487.0134096463638, Score, -33.0, PathLength, 98.0,sConstrainedRandomWalk,Cost, 872.2012104794078, Score, -57.99999999999999, PathLength, 173.0,sBreadthFirstSearchLowCost,Cost, 687.7137196774687, Score, -75.33333333333333, PathLength, 225.0,
hRandomSet,Cost, 212.32533231934102, Score, 51.833333333333336,sDepthFirstSearchLowCost,Cost, 178.37768682144724, Score, -23.666666666666668, PathLength, 70.0,sLeastConnectedFirst,Cost, 499.4426442613705, Score, -33.0, PathLength, 98.0,sConstrainedRandomWalk,Cost, 383.7578172712541, Score, -24.333333333333336, PathLength, 72.0,sBreadthFirstSearchLowCost,Cost, 1011.7898775654537, Score, -126.33333333333334, PathLength, 378.0,
hMinimumConnectivity,Cost, 13568.86126951963, Score, 84.33333333333333,sDepthFirstSearchLowCost,Cost, 593.8291134563534, Score, -61.33333333333333, PathLength, 183.0,sLeastConnectedFirst,Cost, 357.7742550259538, Score, -25.333333333333336, PathLength, 75.0,sConstrainedRandomWalk,Cost, 715.0692137637634, Score, -48.333333333333336, PathLength, 144.0,sBreadthFirstSearchLowCost,Cost, 1549.0456846248248, Score, -202.33333333333334, PathLength, 606.0,
hMinimumConnectivity,Cost, 20550.360345593883, Score, 81.50000000000001,sDepthFirstSearchLowCost,Cost, 247.83680663602334, Score, -31.666666666666664, PathLength, 94.0,sLeastConnectedFirst,Cost, 374.39665559501634, Score, -27.0, PathLength, 80.0,sConstrainedRandomWalk,Cost, 1168.3490530827885, Score, -82.33333333333334, PathLength, 246.0,sBreadthFirstSearchLowCost,Cost, 1444.360870414704, Score, -185.0, PathLength, 554.0,
hRandomSet,Cost, 120.56580420343086, Score, 46.333333333333336,sDepthFirstSearchLowCost,Cost, 168.80776902453107, Score, -21.0, PathLength, 62.0,sLeastConnectedFirst,Cost, 381.3943732343593, Score, -25.666666666666664, PathLength, 76.0,sConstrainedRandomWalk,Cost, 584.4950274722619, Score, -35.66666666666667, PathLength, 106.0,sBreadthFirstSearchLowCost,Cost, 1040.8174451961534, Score, -103.0, PathLength, 308.0,
hRandomSet,Cost, 222.8547344669211, Score, 49.24999999999999,sDepthFirstSearchLowCost,Cost, 241.12091089627725, Score, -28.666666666666668, PathLength, 85.0,sLeastConnectedFirst,Cost, 384.40918547989355, Score, -23.666666666666668, PathLength, 70.0,sConstrainedRandomWalk,Cost, 440.9745221608113, Score, -28.333333333333332, PathLength, 84.0,sBreadthFirstSearchLowCost,Cost, 976.1220018034788, Score, -116.33333333333333, PathLength, 348.0,
hMinimumConnectivity,Cost, 15948.733075750271, Score, 84.08333333333334,sDepthFirstSearchLowCost,Cost, 241.28105536293148, Score, -32.0, PathLength, 95.0,sLeastConnectedFirst,Cost, 346.0052568357342, Score, -26.666666666666668, PathLength, 79.0,sConstrainedRandomWalk,Cost, 2026.9414214023495, Score, -136.0, PathLength, 407.0,sBreadthFirstSearchLowCost,Cost, 1166.9438713749535, Score, -141.66666666666669, PathLength, 424.0,
hMinimumConnectivity,Cost, 14774.326449548118, Score, 92.58333333333333,sDepthFirstSearchLowCost,Cost, 541.7156960746291, Score, -57.666666666666664, PathLength, 172.0,sLeastConnectedFirst,Cost, 391.81813676347775, Score, -26.333333333333332, PathLength, 78.0,sConstrainedRandomWalk,Cost, 707.9528750629831, Score, -47.66666666666667, PathLength, 142.0,sBreadthFirstSearchLowCost,Cost, 1593.7161052378328, Score, -238.66666666666669, PathLength, 715.0,
hRandomSet,Cost, 70.12818212648051, Score, 43.91666666666667,sDepthFirstSearchLowCost,Cost, 278.8463484835181, Score, -33.0, PathLength, 98.0,sLeastConnectedFirst,Cost, 397.3386064407482, Score, -28.000000000000004, PathLength, 83.0,sConstrainedRandomWalk,Cost, 563.0410019658003, Score, -39.0, PathLength, 116.0,sBreadthFirstSearchLowCost,Cost, 635.1661267667806, Score, -75.66666666666667, PathLength, 226.0,
hRandomSet,Cost, 238.04683173429225, Score, 45.74999999999999,sDepthFirstSearchLowCost,Cost, 205.63724827041398, Score, -26.333333333333332, PathLength, 78.0,sLeastConnectedFirst,Cost, 407.1507544578767, Score, -29.666666666666668, PathLength, 88.0,sConstrainedRandomWalk,Cost, 465.5063947425004, Score, -34.66666666666667, PathLength, 103.0,sBreadthFirstSearchLowCost,Cost, 881.1042889497509, Score, -92.33333333333333, PathLength, 276.0,
hRandomSet,Cost, 479.5508598969513, Score, 50.58333333333333,sDepthFirstSearchLowCost,Cost, 459.46106678285304, Score, -48.66666666666667, PathLength, 145.0,sLeastConnectedFirst,Cost, 433.0774530716667, Score, -28.333333333333332, PathLength, 84.0,sConstrainedRandomWalk,Cost, 304.8103822592186, Score, -20.666666666666668, PathLength, 61.0,sBreadthFirstSearchLowCost,Cost, 812.1857134719386, Score, -104.66666666666666, PathLength, 313.0,
hMinimumConnectivity,Cost, 14374.94808006032, Score, 84.25,sDepthFirstSearchLowCost,Cost, 461.18245707076335, Score, -43.333333333333336, PathLength, 129.0,sLeastConnectedFirst,Cost, 534.5911722922011, Score, -31.666666666666664, PathLength, 94.0,sConstrainedRandomWalk,Cost, 1143.6799374481443, Score, -72.66666666666667, PathLength, 217.0,sBreadthFirstSearchLowCost,Cost, 1563.3787688514606, Score, -189.33333333333334, PathLength, 567.0,
hRandomSet,Cost, 318.4654743006124, Score, 51.416666666666664,sDepthFirstSearchLowCost,Cost, 183.33782136527734, Score, -22.0, PathLength, 65.0,sLeastConnectedFirst,Cost, 510.55055701394923, Score, -30.666666666666664, PathLength, 91.0,sConstrainedRandomWalk,Cost, 395.19100104080405, Score, -26.0, PathLength, 77.0,sBreadthFirstSearchLowCost,Cost, 952.3858879244145, Score, -127.0, PathLength, 380.0,
hRandomSet,Cost, 203.35711876422607, Score, 55.75,sDepthFirstSearchLowCost,Cost, 409.4663279300227, Score, -41.66666666666667, PathLength, 124.0,sLeastConnectedFirst,Cost, 463.7960627090656, Score, -32.0, PathLength, 95.0,sConstrainedRandomWalk,Cost, 1035.29526697302, Score, -62.33333333333333, PathLength, 186.0,sBreadthFirstSearchLowCost,Cost, 837.6650832228319, Score, -87.0, PathLength, 260.0,
hMinimumConnectivity,Cost, 3018.064232956959, Score, 70.08333333333333,sDepthFirstSearchLowCost,Cost, 554.7805092648161, Score, -50.33333333333333, PathLength, 150.0,sLeastConnectedFirst,Cost, 402.6066976750179, Score, -29.333333333333332, PathLength, 87.0,sConstrainedRandomWalk,Cost, 890.925667935318, Score, -64.33333333333333, PathLength, 192.0,sBreadthFirstSearchLowCost,Cost, 852.0585819613931, Score, -136.33333333333331, PathLength, 408.0,
hRandomSet,Cost, 114.62650235681463, Score, 46.41666666666666,sDepthFirstSearchLowCost,Cost, 152.03086572854025, Score, -24.666666666666668, PathLength, 73.0,sLeastConnectedFirst,Cost, 443.28125616900377, Score, -32.33333333333333, PathLength, 96.0,sConstrainedRandomWalk,Cost, 440.2117014700238, Score, -28.000000000000004, PathLength, 83.0,sBreadthFirstSearchLowCost,Cost, 722.0009242533023, Score, -100.66666666666666, PathLength, 301.0,
hMinimumConnectivity,Cost, 11699.42724382147, Score, 78.75,sDepthFirstSearchLowCost,Cost, 624.726125677943, Score, -56.666666666666664, PathLength, 169.0,sLeastConnectedFirst,Cost, 292.14896767636384, Score, -21.333333333333336, PathLength, 63.0,sConstrainedRandomWalk,Cost, 662.881400642699, Score, -42.0, PathLength, 125.0,sBreadthFirstSearchLowCost,Cost, 1632.8234291509143, Score, -195.0, PathLength, 584.0,
hMinimumConnectivity,Cost, 11956.37313898441, Score, 97.16666666666666,sDepthFirstSearchLowCost,Cost, 630.7763318453318, Score, -57.99999999999999, PathLength, 173.0,sLeastConnectedFirst,Cost, 177.65058803386987, Score, -11.666666666666666, PathLength, 34.0,sConstrainedRandomWalk,Cost, 903.1487561901617, Score, -56.333333333333336, PathLength, 168.0,sBreadthFirstSearchLowCost,Cost, 1609.226514628481, Score, -262.66666666666663, PathLength, 787.0,
hMinimumConnectivity,Cost, 16671.496770508358, Score, 203.16666666666669,sDepthFirstSearchLowCost,Cost, 567.2562899367705, Score, -54.333333333333336, PathLength, 162.0,sLeastConnectedFirst,Cost, 322.0858037524887, Score, -23.0, PathLength, 68.0,sConstrainedRandomWalk,Cost, 7928.665864757486, Score, -514.3333333333334, PathLength, 1542.0,sBreadthFirstSearchLowCost,Cost, 1809.2644430530067, Score, -221.0, PathLength, 662.0,
hRandomSet,Cost, 213.48323887060985, Score, 69.75,sDepthFirstSearchLowCost,Cost, 364.7433054062557, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 759.4818049110901, Score, -50.66666666666667, PathLength, 151.0,sConstrainedRandomWalk,Cost, 568.9992935888059, Score, -42.333333333333336, PathLength, 126.0,sBreadthFirstSearchLowCost,Cost, 991.3480037970118, Score, -143.66666666666669, PathLength, 430.0,
hMinimumConnectivity,Cost, 10196.509504166146, Score, 96.58333333333333,sDepthFirstSearchLowCost,Cost, 596.0070393484352, Score, -52.0, PathLength, 155.0,sLeastConnectedFirst,Cost, 416.1973253572766, Score, -24.333333333333336, PathLength, 72.0,sConstrainedRandomWalk,Cost, 2629.7973530890263, Score, -167.0, PathLength, 500.0,sBreadthFirstSearchLowCost,Cost, 1183.5955627796613, Score, -143.0, PathLength, 428.0,
hRandomSet,Cost, 335.4423906087326, Score, 54.00000000000001,sDepthFirstSearchLowCost,Cost, 435.66096418818137, Score, -42.333333333333336, PathLength, 126.0,sLeastConnectedFirst,Cost, 313.760500902259, Score, -22.333333333333332, PathLength, 66.0,sConstrainedRandomWalk,Cost, 516.3455236964012, Score, -34.66666666666667, PathLength, 103.0,sBreadthFirstSearchLowCost,Cost, 1026.7147614987737, Score, -116.66666666666667, PathLength, 349.0,
