[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1], {Topology,scalefree}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomSet,Cost, 8.122732168117114, Score, 152.20000000000002,sConstrainedRandomWalk,Cost, 111.00575051417742, Score, -152.20000000000002, PathLength, 219.0,
hRandomFixedDistance,Cost, 9.96203779454302, Score, 111.39310344827587,sConstrainedRandomWalk,Cost, 81.26653497805646, Score, -111.39310344827587, PathLength, 160.0,
hLowEdgeCostRandomFixedDistance,Cost, 6.538485516305658, Score, 110.42758620689656,sConstrainedRandomWalk,Cost, 80.29941412159364, Score, -110.42758620689656, PathLength, 159.0,
hMinimumConnectivity,Cost, 16.560224637553635, Score, 215.93793103448283,sConstrainedRandomWalk,Cost, 157.30294735119887, Score, -215.93793103448283, PathLength, 312.0,
hMaxDistance,Cost, 186.1358961231577, Score, 137.04827586206895,sConstrainedRandomWalk,Cost, 99.34650958452333, Score, -137.04827586206895, PathLength, 197.0,
hRandom,Cost, 4.318914439044963, Score, 119.66891891891893,sConstrainedRandomWalk,Cost, 83.85637710246391, Score, -119.66891891891893, PathLength, 176.0,
hRandomDirection,Cost, 2.1190710739020466, Score, 104.63513513513513,sConstrainedRandomWalk,Cost, 73.68857157594661, Score, -104.63513513513513, PathLength, 153.0,
hRandomSet,Cost, 6.5410204894772415, Score, 146.22972972972974,sConstrainedRandomWalk,Cost, 102.54514033302465, Score, -146.22972972972974, PathLength, 215.0,
hRandomFixedDistance,Cost, 5.075264168123333, Score, 95.93243243243249,sConstrainedRandomWalk,Cost, 67.65037608585288, Score, -95.93243243243249, PathLength, 140.0,
hLowEdgeCostRandomFixedDistance,Cost, 17.22553426077466, Score, 111.67567567567568,sConstrainedRandomWalk,Cost, 78.58068981603556, Score, -111.67567567567568, PathLength, 164.0,
hMinimumConnectivity,Cost, 13.409827911463042, Score, 170.1081081081081,sConstrainedRandomWalk,Cost, 119.48959463679816, Score, -170.1081081081081, PathLength, 250.0,
hMaxDistance,Cost, 198.53443518633975, Score, 134.8851351351352,sConstrainedRandomWalk,Cost, 94.59807840861227, Score, -134.8851351351352, PathLength, 198.0,
hRandom,Cost, 5.248910523047774, Score, 130.71034482758625,sConstrainedRandomWalk,Cost, 97.17058052113485, Score, -130.71034482758625, PathLength, 188.0,
hRandomDirection,Cost, 2.2535331396628044, Score, 111.02758620689657,sConstrainedRandomWalk,Cost, 82.55285311175548, Score, -111.02758620689657, PathLength, 159.0,
hRandomSet,Cost, 7.701212456296281, Score, 159.64137931034477,sConstrainedRandomWalk,Cost, 119.31436797641416, Score, -159.64137931034477, PathLength, 230.0,
hRandomFixedDistance,Cost, 2.2716804890326423, Score, 100.70344827586209,sConstrainedRandomWalk,Cost, 74.96908595035214, Score, -100.70344827586209, PathLength, 145.0,
