[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1], {Topology,scalefree}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomDirection,Cost, 11.94641890456601, Score, 176.39416058394164,sConstrainedRandomWalk,Cost, 119.35950432211908, Score, -176.39416058394164, PathLength, 240.0,
hRandomSet,Cost, 26.310074640982744, Score, 232.13868613138686,sConstrainedRandomWalk,Cost, 157.60563183046617, Score, -232.13868613138686, PathLength, 317.0,
hRandomFixedDistance,Cost, 98.92452633557298, Score, 193.27007299270076,sConstrainedRandomWalk,Cost, 130.8285340596005, Score, -193.27007299270076, PathLength, 263.0,
hLowEdgeCostRandomFixedDistance,Cost, 38.29428132829286, Score, 201.021897810219,sConstrainedRandomWalk,Cost, 136.59564355476903, Score, -201.021897810219, PathLength, 274.0,
hMinimumConnectivity,Cost, 54.864850503072354, Score, 289.2846715328467,sConstrainedRandomWalk,Cost, 198.39210245678075, Score, -289.2846715328467, PathLength, 395.0,
hMaxDistance,Cost, 1178.2239037914755, Score, 186.64233576642332,sConstrainedRandomWalk,Cost, 126.55476170175979, Score, -186.64233576642332, PathLength, 254.0,
hRandom,Cost, 25.833125275771707, Score, 172.86,sConstrainedRandomWalk,Cost, 134.17415422652113, Score, -172.86, PathLength, 258.0,
hRandomDirection,Cost, 13.107515337428618, Score, 152.80666666666667,sConstrainedRandomWalk,Cost, 118.60082141197064, Score, -152.80666666666667, PathLength, 228.0,
hRandomSet,Cost, 27.113939082144803, Score, 202.63333333333335,sConstrainedRandomWalk,Cost, 157.53437208213847, Score, -202.63333333333335, PathLength, 302.0,
hRandomFixedDistance,Cost, 76.21647254701718, Score, 195.17999999999992,sConstrainedRandomWalk,Cost, 150.6522545936594, Score, -195.17999999999992, PathLength, 291.0,
hLowEdgeCostRandomFixedDistance,Cost, 19.41629607858166, Score, 174.23333333333323,sConstrainedRandomWalk,Cost, 135.7893774077942, Score, -174.23333333333323, PathLength, 260.0,
hMinimumConnectivity,Cost, 69.60895398333244, Score, 255.9133333333332,sConstrainedRandomWalk,Cost, 197.7677857349596, Score, -255.9133333333332, PathLength, 382.0,
hMaxDistance,Cost, 1223.46311128068, Score, 196.90000000000003,sConstrainedRandomWalk,Cost, 153.2763354545869, Score, -196.90000000000003, PathLength, 294.0,
hRandom,Cost, 24.28693370559763, Score, 217.82000000000008,sConstrainedRandomWalk,Cost, 159.63861102112762, Score, -217.82000000000008, PathLength, 325.0,
hRandomDirection,Cost, 11.70206911999132, Score, 156.7,sConstrainedRandomWalk,Cost, 114.73224358395939, Score, -156.7, PathLength, 234.0,
hRandomSet,Cost, 28.279516276005946, Score, 232.35333333333332,sConstrainedRandomWalk,Cost, 171.47346882997266, Score, -232.35333333333332, PathLength, 347.0,
hRandomFixedDistance,Cost, 79.29662930338978, Score, 203.61333333333317,sConstrainedRandomWalk,Cost, 149.13266669745178, Score, -203.61333333333317, PathLength, 304.0,
hLowEdgeCostRandomFixedDistance,Cost, 20.175550785950985, Score, 164.98,sConstrainedRandomWalk,Cost, 122.29385607646813, Score, -164.98, PathLength, 246.0,
hMinimumConnectivity,Cost, 77.63735668999342, Score, 310.40666666666675,sConstrainedRandomWalk,Cost, 229.4206951039638, Score, -310.40666666666675, PathLength, 464.0,
hMaxDistance,Cost, 1174.540225620085, Score, 177.36666666666667,sConstrainedRandomWalk,Cost, 129.93783010833948, Score, -177.36666666666667, PathLength, 265.0,
hRandom,Cost, 24.775412828654236, Score, 160.15584415584416,sConstrainedRandomWalk,Cost, 116.98396219291186, Score, -160.15584415584416, PathLength, 245.0,
