[100, [RandomSet,1], [ConstrainedRandomWalk,1][DepthFirstSearchLowCost,1][OptimalBacktrackPath,1][BacktrackPath,1][LowEdgeCost,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomSet,Cost, 46.038406061857806, Score, 39.26466666666667,sConstrainedRandomWalk,Cost, 555.8325781090584, Score, -37.48999999999999, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 344.2531192589239, Score, -35.98666666666667, PathLength, 106.0,sOptimalBacktrackPath,Cost, 341.63530365157936, Score, -34.98666666666668, PathLength, 103.0,sBacktrackPath,Cost, 500.3867657785984, Score, -54.43666666666667, PathLength, 162.0,sLowEdgeCost,Cost, 320.35680761727866, Score, -33.423333333333325, PathLength, 99.0,
hRandomSet,Cost, 51.138844185653916, Score, 46.245333333333335,sConstrainedRandomWalk,Cost, 629.8472688522014, Score, -41.31, PathLength, 122.0,sDepthFirstSearchLowCost,Cost, 353.33911311507114, Score, -37.13666666666666, PathLength, 110.0,sOptimalBacktrackPath,Cost, 423.6759530870113, Score, -40.41333333333333, PathLength, 120.0,sBacktrackPath,Cost, 722.9536319190609, Score, -67.10999999999999, PathLength, 200.0,sLowEdgeCost,Cost, 501.49299003364706, Score, -45.25666666666667, PathLength, 134.0,
hRandomSet,Cost, 45.84883512266988, Score, 41.87666666666668,sConstrainedRandomWalk,Cost, 548.1875116313518, Score, -35.64333333333333, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 334.2777174405996, Score, -35.09, PathLength, 104.0,sOptimalBacktrackPath,Cost, 377.1640748764679, Score, -36.629999999999995, PathLength, 108.0,sBacktrackPath,Cost, 651.1954646601944, Score, -64.14999999999998, PathLength, 191.0,sLowEdgeCost,Cost, 404.3025166633041, Score, -37.870000000000005, PathLength, 112.0,
hRandomSet,Cost, 42.393914062877414, Score, 43.522000000000006,sConstrainedRandomWalk,Cost, 554.9070500872031, Score, -35.769999999999996, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 344.60806961595887, Score, -37.02000000000001, PathLength, 110.0,sOptimalBacktrackPath,Cost, 406.72786454511856, Score, -38.86000000000001, PathLength, 115.0,sBacktrackPath,Cost, 639.0555218988444, Score, -67.59333333333336, PathLength, 201.0,sLowEdgeCost,Cost, 402.71226166224517, Score, -38.36666666666665, PathLength, 114.0,
hRandomSet,Cost, 44.9545453045426, Score, 37.56333333333333,sConstrainedRandomWalk,Cost, 494.9760562295709, Score, -32.31666666666667, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 351.0350132752954, Score, -35.236666666666665, PathLength, 104.0,sOptimalBacktrackPath,Cost, 347.4783208231977, Score, -34.133333333333304, PathLength, 101.0,sBacktrackPath,Cost, 476.5285635223829, Score, -51.13, PathLength, 152.0,sLowEdgeCost,Cost, 364.31591468207495, Score, -35.00000000000001, PathLength, 104.0,
hRandomSet,Cost, 49.276373063983385, Score, 38.666,sConstrainedRandomWalk,Cost, 541.3425237582633, Score, -35.18000000000002, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 307.0249677884138, Score, -33.64333333333332, PathLength, 99.0,sOptimalBacktrackPath,Cost, 373.291734403781, Score, -36.73, PathLength, 109.0,sBacktrackPath,Cost, 499.18506116574827, Score, -51.129999999999974, PathLength, 152.0,sLowEdgeCost,Cost, 373.4352882028816, Score, -36.646666666666675, PathLength, 108.0,
hRandomSet,Cost, 45.20401101739262, Score, 43.81266666666666,sConstrainedRandomWalk,Cost, 567.9720642277443, Score, -38.24000000000001, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 355.5575990210211, Score, -35.62333333333334, PathLength, 105.0,sOptimalBacktrackPath,Cost, 454.7633508560768, Score, -42.32, PathLength, 125.0,sBacktrackPath,Cost, 690.9908753992552, Score, -66.76666666666664, PathLength, 199.0,sLowEdgeCost,Cost, 362.38721212802056, Score, -36.11333333333334, PathLength, 107.0,
hRandomSet,Cost, 45.213227331603846, Score, 38.01466666666664,sConstrainedRandomWalk,Cost, 543.4144230875459, Score, -37.32333333333332, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 301.8639493036903, Score, -34.53666666666666, PathLength, 102.0,sOptimalBacktrackPath,Cost, 331.7836396345259, Score, -35.26666666666666, PathLength, 104.0,sBacktrackPath,Cost, 434.4066477398485, Score, -47.03, PathLength, 140.0,sLowEdgeCost,Cost, 341.4983398786615, Score, -35.91666666666667, PathLength, 106.0,
hRandomSet,Cost, 41.90961799810569, Score, 44.37666666666666,sConstrainedRandomWalk,Cost, 568.4252954716218, Score, -38.32666666666667, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 309.33420119310637, Score, -35.76666666666668, PathLength, 106.0,sOptimalBacktrackPath,Cost, 367.8872131948977, Score, -37.72666666666667, PathLength, 112.0,sBacktrackPath,Cost, 722.6530050142421, Score, -73.06666666666666, PathLength, 218.0,sLowEdgeCost,Cost, 357.5168800805529, Score, -36.99666666666668, PathLength, 109.0,
hRandomSet,Cost, 47.65804903281025, Score, 36.032,sConstrainedRandomWalk,Cost, 567.5393106961396, Score, -37.38666666666666, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 306.8466488944532, Score, -33.55333333333334, PathLength, 99.0,sOptimalBacktrackPath,Cost, 342.03017155276973, Score, -34.776666666666664, PathLength, 103.0,sBacktrackPath,Cost, 374.8994713989157, Score, -40.526666666666664, PathLength, 120.0,sLowEdgeCost,Cost, 324.15511167684707, Score, -33.91666666666665, PathLength, 100.0,
hRandomSet,Cost, 51.307333629040265, Score, 36.98733333333334,sConstrainedRandomWalk,Cost, 555.720260805015, Score, -35.30999999999999, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 314.9703015635451, Score, -33.56333333333333, PathLength, 99.0,sOptimalBacktrackPath,Cost, 338.33948242654884, Score, -33.940000000000005, PathLength, 100.0,sBacktrackPath,Cost, 475.0808060218974, Score, -48.20333333333332, PathLength, 143.0,sLowEdgeCost,Cost, 341.34823934253455, Score, -33.91999999999999, PathLength, 100.0,
hRandomSet,Cost, 45.79303818126745, Score, 43.30266666666667,sConstrainedRandomWalk,Cost, 535.2282499412879, Score, -35.10333333333336, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 366.0537033270666, Score, -36.63666666666668, PathLength, 108.0,sOptimalBacktrackPath,Cost, 464.7379206542679, Score, -42.29, PathLength, 125.0,sBacktrackPath,Cost, 608.7538404502096, Score, -63.03666666666666, PathLength, 188.0,sLowEdgeCost,Cost, 422.5907651510312, Score, -39.44666666666667, PathLength, 117.0,
hRandomSet,Cost, 45.811727497621206, Score, 42.81733333333334,sConstrainedRandomWalk,Cost, 597.8853411459671, Score, -41.21333333333333, PathLength, 122.0,sDepthFirstSearchLowCost,Cost, 349.8808875414398, Score, -36.55666666666665, PathLength, 108.0,sOptimalBacktrackPath,Cost, 424.7834752336915, Score, -40.01666666666667, PathLength, 119.0,sBacktrackPath,Cost, 508.6608012330989, Score, -53.71, PathLength, 160.0,sLowEdgeCost,Cost, 454.649217111389, Score, -42.59, PathLength, 126.0,
hRandomSet,Cost, 38.34851056648233, Score, 43.34,sConstrainedRandomWalk,Cost, 541.3114068853009, Score, -36.536666666666676, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 342.179275184492, Score, -35.61000000000001, PathLength, 105.0,sOptimalBacktrackPath,Cost, 378.85266074772596, Score, -37.98666666666667, PathLength, 112.0,sBacktrackPath,Cost, 609.9204622180223, Score, -70.66000000000001, PathLength, 210.0,sLowEdgeCost,Cost, 350.90099443401306, Score, -35.906666666666666, PathLength, 106.0,
hRandomSet,Cost, 44.07462340271712, Score, 37.30133333333333,sConstrainedRandomWalk,Cost, 519.581607670227, Score, -34.673333333333325, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 304.93809698080355, Score, -33.34000000000001, PathLength, 99.0,sOptimalBacktrackPath,Cost, 326.19999218955456, Score, -33.70000000000001, PathLength, 100.0,sBacktrackPath,Cost, 501.1920421472567, Score, -52.53000000000001, PathLength, 156.0,sLowEdgeCost,Cost, 306.10573038041423, Score, -32.263333333333335, PathLength, 95.0,
hRandomSet,Cost, 43.13238298124258, Score, 40.76733333333331,sConstrainedRandomWalk,Cost, 602.2569714393193, Score, -40.396666666666654, PathLength, 120.0,sDepthFirstSearchLowCost,Cost, 340.27122036817536, Score, -35.16666666666668, PathLength, 104.0,sOptimalBacktrackPath,Cost, 346.6369664603615, Score, -34.59333333333333, PathLength, 102.0,sBacktrackPath,Cost, 550.8895416029912, Score, -58.28000000000001, PathLength, 173.0,sLowEdgeCost,Cost, 360.99738385330386, Score, -35.4, PathLength, 105.0,
hRandomSet,Cost, 45.93129541428125, Score, 40.786,sConstrainedRandomWalk,Cost, 545.8445241684808, Score, -36.540000000000006, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 313.36230591359106, Score, -35.09666666666667, PathLength, 104.0,sOptimalBacktrackPath,Cost, 399.1748740214648, Score, -39.736666666666665, PathLength, 118.0,sBacktrackPath,Cost, 510.8815853431522, Score, -55.88666666666666, PathLength, 166.0,sLowEdgeCost,Cost, 359.10553870721674, Score, -36.67, PathLength, 109.0,
hRandomSet,Cost, 40.27669842116334, Score, 38.49733333333334,sConstrainedRandomWalk,Cost, 484.27283330125255, Score, -34.18666666666664, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 272.08841294351186, Score, -32.72999999999998, PathLength, 97.0,sOptimalBacktrackPath,Cost, 300.9124315866982, Score, -33.6, PathLength, 99.0,sBacktrackPath,Cost, 492.4251581643012, Score, -56.24666666666664, PathLength, 167.0,sLowEdgeCost,Cost, 330.91549088876235, Score, -35.72333333333332, PathLength, 106.0,
hRandomSet,Cost, 45.52006764404089, Score, 42.867999999999995,sConstrainedRandomWalk,Cost, 579.6943862187308, Score, -39.220000000000006, PathLength, 116.0,sDepthFirstSearchLowCost,Cost, 347.69513865257466, Score, -36.220000000000006, PathLength, 107.0,sOptimalBacktrackPath,Cost, 394.2133390055717, Score, -38.493333333333325, PathLength, 114.0,sBacktrackPath,Cost, 586.6822595795855, Score, -60.95, PathLength, 181.0,sLowEdgeCost,Cost, 406.4267816608767, Score, -39.456666666666685, PathLength, 117.0,
hRandomSet,Cost, 45.621818629931624, Score, 42.59533333333336,sConstrainedRandomWalk,Cost, 541.4807352386432, Score, -36.75666666666666, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 353.80644927593994, Score, -36.24666666666668, PathLength, 107.0,sOptimalBacktrackPath,Cost, 458.3586015261317, Score, -41.87000000000001, PathLength, 124.0,sBacktrackPath,Cost, 604.259781318584, Score, -60.79666666666668, PathLength, 181.0,sLowEdgeCost,Cost, 394.08875913145437, Score, -37.30666666666666, PathLength, 110.0,
hRandomSet,Cost, 47.147646841193165, Score, 42.15133333333333,sConstrainedRandomWalk,Cost, 569.1512205939654, Score, -36.533333333333324, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 321.44508872195115, Score, -33.88333333333335, PathLength, 100.0,sOptimalBacktrackPath,Cost, 344.03242835547053, Score, -34.263333333333335, PathLength, 101.0,sBacktrackPath,Cost, 756.331101783422, Score, -73.27333333333335, PathLength, 218.0,sLowEdgeCost,Cost, 323.85355911900456, Score, -32.80333333333334, PathLength, 97.0,
hRandomSet,Cost, 44.391854244931636, Score, 44.68733333333334,sConstrainedRandomWalk,Cost, 546.0610377905358, Score, -36.22666666666667, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 400.686638142615, Score, -38.686666666666675, PathLength, 115.0,sOptimalBacktrackPath,Cost, 476.39645434698997, Score, -42.47666666666668, PathLength, 126.0,sBacktrackPath,Cost, 655.3087938808662, Score, -63.34, PathLength, 189.0,sLowEdgeCost,Cost, 476.6240559919934, Score, -42.70666666666667, PathLength, 127.0,
hRandomSet,Cost, 41.24990421289394, Score, 38.53866666666667,sConstrainedRandomWalk,Cost, 518.5168178116326, Score, -35.913333333333355, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 296.4296919099933, Score, -34.61666666666667, PathLength, 102.0,sOptimalBacktrackPath,Cost, 318.22465513506535, Score, -34.383333333333326, PathLength, 102.0,sBacktrackPath,Cost, 475.5525688870015, Score, -52.19333333333336, PathLength, 155.0,sLowEdgeCost,Cost, 331.9394186469713, Score, -35.586666666666666, PathLength, 105.0,
hRandomSet,Cost, 39.87653582324529, Score, 38.88733333333335,sConstrainedRandomWalk,Cost, 510.59109491514295, Score, -35.87333333333334, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 294.4989334776053, Score, -33.35666666666666, PathLength, 99.0,sOptimalBacktrackPath,Cost, 319.30975336447955, Score, -34.393333333333324, PathLength, 102.0,sBacktrackPath,Cost, 531.2136339397014, Score, -56.713333333333324, PathLength, 169.0,sLowEdgeCost,Cost, 318.5809564829531, Score, -34.1, PathLength, 101.0,
hRandomSet,Cost, 43.008861379002546, Score, 39.17399999999999,sConstrainedRandomWalk,Cost, 519.688163529279, Score, -35.386666666666684, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 320.5169804532991, Score, -35.53, PathLength, 105.0,sOptimalBacktrackPath,Cost, 380.23985430576215, Score, -38.309999999999995, PathLength, 113.0,sBacktrackPath,Cost, 470.7410422858373, Score, -53.44, PathLength, 159.0,sLowEdgeCost,Cost, 311.51489473752247, Score, -33.20333333333334, PathLength, 98.0,
hRandomSet,Cost, 45.92300776604504, Score, 37.94266666666666,sConstrainedRandomWalk,Cost, 536.5905638960573, Score, -35.04333333333332, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 314.0957360599952, Score, -33.78333333333333, PathLength, 100.0,sOptimalBacktrackPath,Cost, 393.8648947651561, Score, -37.71000000000001, PathLength, 112.0,sBacktrackPath,Cost, 475.5937518662811, Score, -48.64333333333331, PathLength, 144.0,sLowEdgeCost,Cost, 346.93559829151155, Score, -34.53333333333334, PathLength, 102.0,
hRandomSet,Cost, 47.60220553819826, Score, 40.29600000000001,sConstrainedRandomWalk,Cost, 536.7759819015388, Score, -34.77333333333333, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 329.6168305946293, Score, -33.70333333333333, PathLength, 100.0,sOptimalBacktrackPath,Cost, 375.8500626751804, Score, -35.63000000000001, PathLength, 105.0,sBacktrackPath,Cost, 565.5374711997666, Score, -62.70333333333334, PathLength, 187.0,sLowEdgeCost,Cost, 361.99839517015795, Score, -34.67, PathLength, 103.0,
hRandomSet,Cost, 45.35060982047703, Score, 43.89266666666667,sConstrainedRandomWalk,Cost, 528.6119648027378, Score, -35.94000000000001, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 331.9576575740937, Score, -36.29333333333332, PathLength, 107.0,sOptimalBacktrackPath,Cost, 428.5662004704953, Score, -41.55333333333337, PathLength, 123.0,sBacktrackPath,Cost, 657.8271512073535, Score, -64.45666666666664, PathLength, 192.0,sLowEdgeCost,Cost, 428.96891207329855, Score, -41.22, PathLength, 122.0,
hRandomSet,Cost, 43.40460994373913, Score, 39.516666666666666,sConstrainedRandomWalk,Cost, 543.55333488468, Score, -36.94666666666667, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 310.64898883621885, Score, -34.66333333333334, PathLength, 102.0,sOptimalBacktrackPath,Cost, 386.521193544945, Score, -38.35, PathLength, 114.0,sBacktrackPath,Cost, 477.87932855157203, Score, -51.31666666666667, PathLength, 152.0,sLowEdgeCost,Cost, 360.8936081773588, Score, -36.30666666666667, PathLength, 107.0,
hRandomSet,Cost, 42.414086037678125, Score, 40.854,sConstrainedRandomWalk,Cost, 547.6078639052411, Score, -36.98333333333333, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 348.02493633219245, Score, -35.36333333333333, PathLength, 105.0,sOptimalBacktrackPath,Cost, 399.18112565184094, Score, -38.72333333333333, PathLength, 115.0,sBacktrackPath,Cost, 543.592682367628, Score, -57.46333333333334, PathLength, 171.0,sLowEdgeCost,Cost, 361.9252872260043, Score, -35.73666666666666, PathLength, 106.0,
hRandomSet,Cost, 47.67167372632929, Score, 41.94533333333333,sConstrainedRandomWalk,Cost, 568.5440626563019, Score, -36.533333333333324, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 395.46509964781376, Score, -37.56999999999999, PathLength, 111.0,sOptimalBacktrackPath,Cost, 510.2490123128204, Score, -43.51666666666667, PathLength, 129.0,sBacktrackPath,Cost, 527.5184521813742, Score, -54.78000000000001, PathLength, 163.0,sLowEdgeCost,Cost, 415.13694223665965, Score, -37.326666666666675, PathLength, 110.0,
hRandomSet,Cost, 49.32459194608387, Score, 42.84333333333332,sConstrainedRandomWalk,Cost, 602.9540488943559, Score, -36.846666666666664, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 415.3476148022287, Score, -35.71666666666668, PathLength, 106.0,sOptimalBacktrackPath,Cost, 468.5989491960339, Score, -38.85, PathLength, 115.0,sBacktrackPath,Cost, 680.615802986297, Score, -63.91333333333333, PathLength, 190.0,sLowEdgeCost,Cost, 473.651200989342, Score, -38.889999999999986, PathLength, 115.0,
hRandomSet,Cost, 45.794350609035234, Score, 38.096,sConstrainedRandomWalk,Cost, 504.4532358154874, Score, -34.120000000000005, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 328.9590789782425, Score, -33.93999999999998, PathLength, 100.0,sOptimalBacktrackPath,Cost, 317.10017477471894, Score, -33.36999999999999, PathLength, 99.0,sBacktrackPath,Cost, 533.5057993899716, Score, -54.87666666666666, PathLength, 163.0,sLowEdgeCost,Cost, 329.84000425734416, Score, -34.17333333333333, PathLength, 101.0,
hRandomSet,Cost, 50.04185973618195, Score, 36.10733333333333,sConstrainedRandomWalk,Cost, 550.130326051241, Score, -36.51666666666666, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 330.58625842887426, Score, -33.460000000000015, PathLength, 99.0,sOptimalBacktrackPath,Cost, 357.63320638383414, Score, -34.84666666666668, PathLength, 103.0,sBacktrackPath,Cost, 414.37547836903656, Score, -42.40666666666668, PathLength, 126.0,sLowEdgeCost,Cost, 332.1582119631498, Score, -33.30666666666667, PathLength, 98.0,
hRandomSet,Cost, 44.0543887218579, Score, 39.46066666666668,sConstrainedRandomWalk,Cost, 527.1862285275853, Score, -35.31999999999998, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 349.1918788200265, Score, -36.40333333333333, PathLength, 108.0,sOptimalBacktrackPath,Cost, 367.5139056742886, Score, -36.69666666666668, PathLength, 109.0,sBacktrackPath,Cost, 466.7896525837525, Score, -52.64, PathLength, 156.0,sLowEdgeCost,Cost, 363.2719135292715, Score, -36.24333333333333, PathLength, 107.0,
hRandomSet,Cost, 44.94444604922504, Score, 36.940666666666665,sConstrainedRandomWalk,Cost, 478.3394168471785, Score, -33.120000000000005, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 277.7485992637773, Score, -32.97999999999999, PathLength, 97.0,sOptimalBacktrackPath,Cost, 338.20617548483455, Score, -35.990000000000016, PathLength, 106.0,sBacktrackPath,Cost, 410.7680789539212, Score, -48.91, PathLength, 145.0,sLowEdgeCost,Cost, 302.93053568597367, Score, -33.70333333333333, PathLength, 100.0,
hRandomSet,Cost, 46.33114105105262, Score, 47.20266666666667,sConstrainedRandomWalk,Cost, 605.2921941709255, Score, -39.31666666666667, PathLength, 116.0,sDepthFirstSearchLowCost,Cost, 333.05680057543793, Score, -34.95666666666666, PathLength, 103.0,sOptimalBacktrackPath,Cost, 698.8859109267441, Score, -57.87666666666666, PathLength, 172.0,sBacktrackPath,Cost, 646.7373017678226, Score, -66.21333333333332, PathLength, 197.0,sLowEdgeCost,Cost, 383.1442274197727, Score, -37.65, PathLength, 111.0,
hRandomSet,Cost, 47.40010711810708, Score, 40.548000000000016,sConstrainedRandomWalk,Cost, 567.408800432379, Score, -36.75333333333334, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 332.5515407335186, Score, -35.540000000000006, PathLength, 105.0,sOptimalBacktrackPath,Cost, 400.3461594990569, Score, -38.50000000000001, PathLength, 114.0,sBacktrackPath,Cost, 489.13476675530256, Score, -51.08000000000001, PathLength, 152.0,sLowEdgeCost,Cost, 434.75542785073753, Score, -40.86666666666668, PathLength, 121.0,
hRandomSet,Cost, 49.008390577824976, Score, 40.24066666666667,sConstrainedRandomWalk,Cost, 524.0011590904107, Score, -34.63, PathLength, 102.0,sDepthFirstSearchLowCost,Cost, 302.2750294318111, Score, -35.16333333333334, PathLength, 104.0,sOptimalBacktrackPath,Cost, 415.65085806024456, Score, -40.71666666666667, PathLength, 121.0,sBacktrackPath,Cost, 537.1096346633426, Score, -53.60999999999997, PathLength, 159.0,sLowEdgeCost,Cost, 365.26136652968415, Score, -37.08333333333333, PathLength, 110.0,
hRandomSet,Cost, 44.00469337429614, Score, 40.728666666666676,sConstrainedRandomWalk,Cost, 525.8555415737042, Score, -34.68666666666668, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 324.94139918599666, Score, -33.95333333333333, PathLength, 100.0,sOptimalBacktrackPath,Cost, 377.1587900589326, Score, -36.696666666666665, PathLength, 109.0,sBacktrackPath,Cost, 567.0699153518937, Score, -60.12000000000002, PathLength, 179.0,sLowEdgeCost,Cost, 404.6625275652204, Score, -38.18666666666665, PathLength, 113.0,
hRandomSet,Cost, 45.22402202022559, Score, 38.91,sConstrainedRandomWalk,Cost, 533.9964514857065, Score, -35.44666666666667, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 272.8244036906276, Score, -32.17666666666666, PathLength, 95.0,sOptimalBacktrackPath,Cost, 357.2956380313284, Score, -36.65, PathLength, 108.0,sBacktrackPath,Cost, 523.7538999190165, Score, -56.69333333333334, PathLength, 169.0,sLowEdgeCost,Cost, 314.32093136272783, Score, -33.58333333333333, PathLength, 99.0,
hRandomSet,Cost, 46.86810427589831, Score, 38.53466666666666,sConstrainedRandomWalk,Cost, 541.9589519307609, Score, -34.96, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 334.55617082396145, Score, -34.62000000000001, PathLength, 102.0,sOptimalBacktrackPath,Cost, 387.76466697969875, Score, -36.80999999999998, PathLength, 109.0,sBacktrackPath,Cost, 487.2769315619145, Score, -49.75000000000002, PathLength, 148.0,sLowEdgeCost,Cost, 386.1685339652751, Score, -36.533333333333346, PathLength, 108.0,
hRandomSet,Cost, 45.568250015107054, Score, 42.622666666666646,sConstrainedRandomWalk,Cost, 584.6545484131502, Score, -36.47, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 442.5484816329422, Score, -38.49666666666668, PathLength, 114.0,sOptimalBacktrackPath,Cost, 473.89836069658736, Score, -39.43333333333334, PathLength, 117.0,sBacktrackPath,Cost, 623.0141035453363, Score, -61.4, PathLength, 183.0,sLowEdgeCost,Cost, 441.26605358589194, Score, -37.31333333333333, PathLength, 110.0,
hRandomSet,Cost, 46.48293168244875, Score, 39.324666666666666,sConstrainedRandomWalk,Cost, 572.0035199995967, Score, -38.17333333333333, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 325.9721177220138, Score, -34.86000000000001, PathLength, 103.0,sOptimalBacktrackPath,Cost, 402.16310081584504, Score, -38.40333333333334, PathLength, 114.0,sBacktrackPath,Cost, 457.44047064453747, Score, -49.17666666666667, PathLength, 146.0,sLowEdgeCost,Cost, 362.67576681208715, Score, -36.01, PathLength, 107.0,
hRandomSet,Cost, 48.22114254343487, Score, 37.846,sConstrainedRandomWalk,Cost, 557.38016191383, Score, -36.07000000000002, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 344.31022594259593, Score, -32.95, PathLength, 97.0,sOptimalBacktrackPath,Cost, 383.2143227851684, Score, -35.29333333333334, PathLength, 104.0,sBacktrackPath,Cost, 482.8523683417674, Score, -49.31, PathLength, 146.0,sLowEdgeCost,Cost, 390.2377269966866, Score, -35.606666666666655, PathLength, 105.0,
hRandomSet,Cost, 41.28916259188747, Score, 40.81933333333334,sConstrainedRandomWalk,Cost, 509.13198121540097, Score, -34.04666666666666, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 334.12861600408144, Score, -36.99999999999999, PathLength, 110.0,sOptimalBacktrackPath,Cost, 352.17952493261413, Score, -36.45666666666667, PathLength, 108.0,sBacktrackPath,Cost, 526.4369331346485, Score, -59.59, PathLength, 177.0,sLowEdgeCost,Cost, 360.23869437323964, Score, -37.00333333333333, PathLength, 110.0,
hRandomSet,Cost, 42.600236639076556, Score, 39.097333333333346,sConstrainedRandomWalk,Cost, 550.5570096312923, Score, -37.443333333333335, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 271.72014018806016, Score, -32.010000000000005, PathLength, 95.0,sOptimalBacktrackPath,Cost, 337.61336352169275, Score, -36.24333333333333, PathLength, 107.0,sBacktrackPath,Cost, 480.40548485059645, Score, -55.70333333333333, PathLength, 166.0,sLowEdgeCost,Cost, 309.80441455008895, Score, -34.08666666666666, PathLength, 101.0,
hRandomSet,Cost, 42.76762915374995, Score, 39.95133333333333,sConstrainedRandomWalk,Cost, 528.3345680666151, Score, -34.47333333333335, PathLength, 102.0,sDepthFirstSearchLowCost,Cost, 345.5341158941587, Score, -35.52, PathLength, 105.0,sOptimalBacktrackPath,Cost, 344.9945472797023, Score, -34.76666666666666, PathLength, 103.0,sBacktrackPath,Cost, 571.2982535954437, Score, -59.519999999999975, PathLength, 177.0,sLowEdgeCost,Cost, 349.5807502336987, Score, -35.47666666666667, PathLength, 105.0,
hRandomSet,Cost, 43.98240573544054, Score, 40.07066666666667,sConstrainedRandomWalk,Cost, 554.4693458191855, Score, -37.80666666666666, PathLength, 112.0,sDepthFirstSearchLowCost,Cost, 344.66960626268605, Score, -36.423333333333325, PathLength, 108.0,sOptimalBacktrackPath,Cost, 429.2397072608564, Score, -40.796666666666674, PathLength, 121.0,sBacktrackPath,Cost, 475.67312370952027, Score, -50.09666666666668, PathLength, 149.0,sLowEdgeCost,Cost, 342.33606601760874, Score, -35.230000000000004, PathLength, 104.0,
hRandomSet,Cost, 42.22047919458117, Score, 40.07799999999999,sConstrainedRandomWalk,Cost, 543.6682241315858, Score, -36.836666666666666, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 313.0314682243702, Score, -34.80333333333332, PathLength, 103.0,sOptimalBacktrackPath,Cost, 403.44324745777254, Score, -39.60333333333333, PathLength, 117.0,sBacktrackPath,Cost, 457.4917411266266, Score, -51.23999999999999, PathLength, 152.0,sLowEdgeCost,Cost, 385.4523713814119, Score, -37.90666666666668, PathLength, 112.0,
hRandomSet,Cost, 38.21360488074969, Score, 43.85466666666668,sConstrainedRandomWalk,Cost, 564.1804466384857, Score, -40.23666666666667, PathLength, 119.0,sDepthFirstSearchLowCost,Cost, 305.74733719213947, Score, -37.41666666666667, PathLength, 111.0,sOptimalBacktrackPath,Cost, 354.37814753857094, Score, -38.89333333333334, PathLength, 115.0,sBacktrackPath,Cost, 551.2178930247217, Score, -63.94666666666667, PathLength, 190.0,sLowEdgeCost,Cost, 353.0140884083222, Score, -38.780000000000015, PathLength, 115.0,
hRandomSet,Cost, 49.87947298135474, Score, 39.10733333333334,sConstrainedRandomWalk,Cost, 552.9265225768036, Score, -37.39000000000001, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 316.1977066554033, Score, -34.26666666666668, PathLength, 101.0,sOptimalBacktrackPath,Cost, 356.6254306544815, Score, -35.81999999999999, PathLength, 106.0,sBacktrackPath,Cost, 513.5264493565735, Score, -52.22, PathLength, 155.0,sLowEdgeCost,Cost, 359.6637230078296, Score, -35.84000000000002, PathLength, 106.0,
