[1, [RandomSet,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,1000}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandomSet,Cost, 39.69490968807023, Score, 66.35559259259256,sRandomWalk,Cost, 1938.8937604415746, Score, -130.86566666666675, PathLength, 391.0,sConstrainedRandomWalk,Cost, 543.759397384344, Score, -36.476333333333315, PathLength, 108.0,sLowEdgeCost,Cost, 399.26373827237, Score, -39.14166666666671, PathLength, 116.0,sDepthFirstSearch,Cost, 517.0180285129915, Score, -33.99099999999996, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 314.6921514713824, Score, -35.078666666666635, PathLength, 104.0,sBreadthFirstSearch,Cost, 691.7777365601307, Score, -117.41466666666669, PathLength, 351.0,sBreadthFirstSearchLowCost,Cost, 671.9415748981902, Score, -114.12100000000002, PathLength, 341.0,sBacktrackPath,Cost, 548.6224636599947, Score, -60.364666666666665, PathLength, 180.0,sLeastConnectedFirst,Cost, 447.2591554172749, Score, -29.746666666666684, PathLength, 88.0,
