[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][LeastConnectedFirst,1][MostConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hMaxDistance,Cost, 201.580531433982, Score, 48.217777777777776,sConstrainedRandomWalk,Cost, 49.38042909631167, Score, -34.43333333333334, PathLength, 102.0,sLowEdgeCost,Cost, 26.718106060757567, Score, -31.490000000000013, PathLength, 93.0,sDepthFirstSearch,Cost, 45.78589529331943, Score, -32.56999999999999, PathLength, 96.0,sDepthFirstSearchLowCost,Cost, 25.019073650077907, Score, -31.016666666666666, PathLength, 92.0,sBreadthFirstSearch,Cost, 63.298559734691224, Score, -94.32666666666668, PathLength, 281.0,sBreadthFirstSearchLowCost,Cost, 64.52537296523062, Score, -96.77333333333334, PathLength, 289.0,sBacktrackPath,Cost, 42.04303152331924, Score, -47.23, PathLength, 140.0,sLeastConnectedFirst,Cost, 43.55344109959846, Score, -31.18666666666666, PathLength, 92.0,sMostConnectedFirst,Cost, 50.230405796617696, Score, -34.93333333333333, PathLength, 103.0,
hRandom,Cost, 4.74165405594329, Score, 49.23148148148147,sConstrainedRandomWalk,Cost, 48.78182259345041, Score, -32.04666666666667, PathLength, 95.0,sLowEdgeCost,Cost, 28.771689840205354, Score, -30.24666666666667, PathLength, 89.0,sDepthFirstSearch,Cost, 48.96159284616535, Score, -33.286666666666676, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 29.388183272854775, Score, -31.05, PathLength, 92.0,sBreadthFirstSearch,Cost, 60.37824699866749, Score, -96.15333333333334, PathLength, 287.0,sBreadthFirstSearchLowCost,Cost, 63.87716519802821, Score, -103.63, PathLength, 309.0,sBacktrackPath,Cost, 42.84611578594841, Score, -49.04333333333335, PathLength, 146.0,sLeastConnectedFirst,Cost, 45.96745498716632, Score, -30.306666666666647, PathLength, 89.0,sMostConnectedFirst,Cost, 58.35829513096921, Score, -37.32000000000001, PathLength, 110.0,
hRandomDirection,Cost, 2.0091980900301154, Score, 50.14296296296298,sConstrainedRandomWalk,Cost, 50.21058375473794, Score, -33.18000000000001, PathLength, 98.0,sLowEdgeCost,Cost, 33.17875141653539, Score, -32.87666666666666, PathLength, 97.0,sDepthFirstSearch,Cost, 45.93262265448229, Score, -31.1, PathLength, 92.0,sDepthFirstSearchLowCost,Cost, 28.03102417782054, Score, -29.803333333333338, PathLength, 88.0,sBreadthFirstSearch,Cost, 64.45128261599936, Score, -103.6366666666667, PathLength, 309.0,sBreadthFirstSearchLowCost,Cost, 61.50635203809023, Score, -100.02333333333334, PathLength, 299.0,sBacktrackPath,Cost, 48.48794387592647, Score, -52.51333333333336, PathLength, 156.0,sLeastConnectedFirst,Cost, 46.27565039908358, Score, -30.383333333333336, PathLength, 90.0,sMostConnectedFirst,Cost, 59.49865381367187, Score, -37.77000000000001, PathLength, 112.0,
hRandomSet,Cost, 4.27299678457767, Score, 54.4866666666667,sConstrainedRandomWalk,Cost, 57.726200938866306, Score, -37.86666666666667, PathLength, 112.0,sLowEdgeCost,Cost, 35.585352759572714, Score, -34.71000000000001, PathLength, 103.0,sDepthFirstSearch,Cost, 53.22178268771373, Score, -36.209999999999994, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 33.76033668300281, Score, -34.353333333333325, PathLength, 102.0,sBreadthFirstSearch,Cost, 69.05822722805198, Score, -111.91666666666664, PathLength, 334.0,sBreadthFirstSearchLowCost,Cost, 65.01612628872597, Score, -106.44333333333336, PathLength, 318.0,sBacktrackPath,Cost, 49.981760612127026, Score, -55.59, PathLength, 165.0,sLeastConnectedFirst,Cost, 46.217071649984675, Score, -30.28666666666667, PathLength, 89.0,sMostConnectedFirst,Cost, 67.25475759028507, Score, -43.00333333333333, PathLength, 128.0,
hRandomFixedDistance,Cost, 2.0760701128879044, Score, 48.81740740740741,sConstrainedRandomWalk,Cost, 50.6648369010072, Score, -33.383333333333326, PathLength, 99.0,sLowEdgeCost,Cost, 29.364829467842156, Score, -30.33666666666668, PathLength, 90.0,sDepthFirstSearch,Cost, 48.695516935798466, Score, -32.876666666666665, PathLength, 97.0,sDepthFirstSearchLowCost,Cost, 29.147040064938903, Score, -30.76, PathLength, 91.0,sBreadthFirstSearch,Cost, 60.45002312015536, Score, -96.82333333333335, PathLength, 289.0,sBreadthFirstSearchLowCost,Cost, 62.29029351924915, Score, -101.45, PathLength, 303.0,sBacktrackPath,Cost, 42.38622332609664, Score, -49.6066666666667, PathLength, 147.0,sLeastConnectedFirst,Cost, 45.13912114223662, Score, -29.696666666666655, PathLength, 88.0,sMostConnectedFirst,Cost, 54.45303754486392, Score, -34.42333333333334, PathLength, 102.0,
hLowEdgeCostRandomFixedDistance,Cost, 1.8991965288976738, Score, 44.668888888888894,sConstrainedRandomWalk,Cost, 51.334415400108604, Score, -33.70000000000002, PathLength, 100.0,sLowEdgeCost,Cost, 19.854811972405482, Score, -22.29, PathLength, 65.0,sDepthFirstSearch,Cost, 43.631101851068486, Score, -29.583333333333336, PathLength, 87.0,sDepthFirstSearchLowCost,Cost, 17.69404959095605, Score, -20.87333333333334, PathLength, 61.0,sBreadthFirstSearch,Cost, 60.2717278078524, Score, -96.30333333333337, PathLength, 287.0,sBreadthFirstSearchLowCost,Cost, 56.77301329553038, Score, -91.41666666666664, PathLength, 273.0,sBacktrackPath,Cost, 33.255727784937044, Score, -40.03666666666667, PathLength, 119.0,sLeastConnectedFirst,Cost, 48.1565729604536, Score, -31.476666666666667, PathLength, 93.0,sMostConnectedFirst,Cost, 57.25961148072832, Score, -36.33999999999999, PathLength, 108.0,
hMinimumConnectivity,Cost, 1085.2927266918568, Score, 104.18111111111111,sConstrainedRandomWalk,Cost, 139.2179163791687, Score, -91.37666666666668, PathLength, 273.0,sLowEdgeCost,Cost, 94.1330854300813, Score, -73.14666666666669, PathLength, 218.0,sDepthFirstSearch,Cost, 89.47657978464903, Score, -60.25333333333331, PathLength, 179.0,sDepthFirstSearchLowCost,Cost, 55.44049810173409, Score, -51.723333333333336, PathLength, 154.0,sBreadthFirstSearch,Cost, 125.52029527929746, Score, -201.8533333333333, PathLength, 604.0,sBreadthFirstSearchLowCost,Cost, 127.8210610179878, Score, -208.33666666666664, PathLength, 624.0,sBacktrackPath,Cost, 139.46236551225198, Score, -122.81999999999996, PathLength, 367.0,sLeastConnectedFirst,Cost, 47.9126094320519, Score, -31.306666666666665, PathLength, 92.0,sMostConnectedFirst,Cost, 149.60443256101854, Score, -96.81333333333333, PathLength, 289.0,
hMaxDistance,Cost, 238.80840998210857, Score, 53.287777777777784,sConstrainedRandomWalk,Cost, 52.6421938691528, Score, -34.98, PathLength, 103.0,sLowEdgeCost,Cost, 34.83371861716284, Score, -34.103333333333325, PathLength, 101.0,sDepthFirstSearch,Cost, 48.04683794303418, Score, -32.84333333333334, PathLength, 97.0,sDepthFirstSearchLowCost,Cost, 32.88652540661205, Score, -33.77333333333333, PathLength, 100.0,sBreadthFirstSearch,Cost, 72.35780051764098, Score, -116.62333333333333, PathLength, 348.0,sBreadthFirstSearchLowCost,Cost, 64.18707705302505, Score, -104.8533333333333, PathLength, 313.0,sBacktrackPath,Cost, 51.62572932024804, Score, -56.57999999999997, PathLength, 168.0,sLeastConnectedFirst,Cost, 46.243684815535495, Score, -30.25333333333333, PathLength, 89.0,sMostConnectedFirst,Cost, 55.83296376358556, Score, -35.58, PathLength, 105.0,
hRandom,Cost, 4.5169714727101775, Score, 46.60185185185183,sConstrainedRandomWalk,Cost, 44.78629038244213, Score, -31.20666666666667, PathLength, 92.0,sLowEdgeCost,Cost, 25.528305767878848, Score, -30.72333333333333, PathLength, 91.0,sDepthFirstSearch,Cost, 42.1445058613107, Score, -29.183333333333334, PathLength, 86.0,sDepthFirstSearchLowCost,Cost, 21.997159013184987, Score, -29.15333333333334, PathLength, 86.0,sBreadthFirstSearch,Cost, 50.66744608160896, Score, -93.08000000000004, PathLength, 278.0,sBreadthFirstSearchLowCost,Cost, 50.986684668537116, Score, -92.40333333333332, PathLength, 276.0,sBacktrackPath,Cost, 38.126647632240434, Score, -48.80333333333333, PathLength, 145.0,sLeastConnectedFirst,Cost, 44.41700803277334, Score, -30.186666666666664, PathLength, 89.0,sMostConnectedFirst,Cost, 51.43332793800968, Score, -34.67666666666667, PathLength, 103.0,
hRandomDirection,Cost, 2.056684162876076, Score, 49.36925925925926,sConstrainedRandomWalk,Cost, 45.78878791537705, Score, -31.720000000000006, PathLength, 94.0,sLowEdgeCost,Cost, 26.998794414691947, Score, -31.75, PathLength, 94.0,sDepthFirstSearch,Cost, 46.95529844739846, Score, -32.146666666666675, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 25.390128234296963, Score, -32.3, PathLength, 95.0,sBreadthFirstSearch,Cost, 57.61298792546655, Score, -106.36, PathLength, 318.0,sBreadthFirstSearchLowCost,Cost, 52.31606425315301, Score, -96.35666666666671, PathLength, 288.0,sBacktrackPath,Cost, 39.84850361382772, Score, -49.24333333333335, PathLength, 146.0,sLeastConnectedFirst,Cost, 42.78898463961375, Score, -28.97333333333333, PathLength, 85.0,sMostConnectedFirst,Cost, 52.898474550908325, Score, -35.47333333333333, PathLength, 105.0,
hRandomSet,Cost, 3.9942694527423317, Score, 57.419259259259235,sConstrainedRandomWalk,Cost, 52.04698793064956, Score, -36.36333333333334, PathLength, 108.0,sLowEdgeCost,Cost, 37.22398036115737, Score, -39.18666666666665, PathLength, 116.0,sDepthFirstSearch,Cost, 50.5971204069806, Score, -34.720000000000006, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 30.070563937160856, Score, -36.56, PathLength, 108.0,sBreadthFirstSearch,Cost, 63.58482293524789, Score, -116.31, PathLength, 347.0,sBreadthFirstSearchLowCost,Cost, 65.21741784775462, Score, -119.9833333333333, PathLength, 358.0,sBacktrackPath,Cost, 56.53954825075363, Score, -63.76, PathLength, 190.0,sLeastConnectedFirst,Cost, 43.62660226883915, Score, -29.693333333333324, PathLength, 88.0,sMostConnectedFirst,Cost, 59.549185192137784, Score, -40.196666666666665, PathLength, 119.0,
hRandomFixedDistance,Cost, 21.806102668734287, Score, 52.61777777777775,sConstrainedRandomWalk,Cost, 51.37148222888754, Score, -35.57999999999999, PathLength, 105.0,sLowEdgeCost,Cost, 30.086340552461348, Score, -33.98999999999999, PathLength, 100.0,sDepthFirstSearch,Cost, 46.45476427936638, Score, -32.16000000000001, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 24.78116816882532, Score, -31.736666666666668, PathLength, 94.0,sBreadthFirstSearch,Cost, 62.5129136098029, Score, -114.54333333333328, PathLength, 342.0,sBreadthFirstSearchLowCost,Cost, 56.74116978184419, Score, -104.70666666666666, PathLength, 313.0,sBacktrackPath,Cost, 46.42782377355816, Score, -55.15000000000002, PathLength, 164.0,sLeastConnectedFirst,Cost, 45.22674307874959, Score, -30.839999999999986, PathLength, 91.0,sMostConnectedFirst,Cost, 51.51996426972622, Score, -34.853333333333325, PathLength, 103.0,
hLowEdgeCostRandomFixedDistance,Cost, 7.127026543672693, Score, 48.91259259259262,sConstrainedRandomWalk,Cost, 46.499427020902374, Score, -32.51333333333333, PathLength, 96.0,sLowEdgeCost,Cost, 15.043029411966414, Score, -21.830000000000005, PathLength, 64.0,sDepthFirstSearch,Cost, 45.26256846026555, Score, -31.28666666666667, PathLength, 92.0,sDepthFirstSearchLowCost,Cost, 15.631039526673705, Score, -23.28333333333333, PathLength, 68.0,sBreadthFirstSearch,Cost, 55.683481773115425, Score, -102.27000000000002, PathLength, 305.0,sBreadthFirstSearchLowCost,Cost, 57.818376938124956, Score, -106.53666666666662, PathLength, 318.0,sBacktrackPath,Cost, 42.86888472214627, Score, -52.27000000000001, PathLength, 155.0,sLeastConnectedFirst,Cost, 45.06092726291199, Score, -30.76666666666667, PathLength, 91.0,sMostConnectedFirst,Cost, 58.42122468000617, Score, -39.45666666666668, PathLength, 117.0,
hMinimumConnectivity,Cost, 1861.8102807927828, Score, 101.40999999999998,sConstrainedRandomWalk,Cost, 100.44314007658808, Score, -69.30999999999997, PathLength, 206.0,sLowEdgeCost,Cost, 100.45061876988497, Score, -81.3433333333333, PathLength, 243.0,sDepthFirstSearch,Cost, 79.68567900547392, Score, -54.59333333333337, PathLength, 162.0,sDepthFirstSearchLowCost,Cost, 52.05772648821478, Score, -57.00666666666668, PathLength, 170.0,sBreadthFirstSearch,Cost, 116.68816213581547, Score, -216.35666666666674, PathLength, 648.0,sBreadthFirstSearchLowCost,Cost, 111.44150730667614, Score, -206.91000000000008, PathLength, 619.0,sBacktrackPath,Cost, 131.57982862640264, Score, -123.95666666666666, PathLength, 370.0,sLeastConnectedFirst,Cost, 36.268320987558695, Score, -24.803333333333338, PathLength, 73.0,sMostConnectedFirst,Cost, 115.18166198235957, Score, -78.41, PathLength, 234.0,
hMaxDistance,Cost, 204.83824319077382, Score, 51.439629629629636,sConstrainedRandomWalk,Cost, 49.81690756737381, Score, -34.339999999999996, PathLength, 102.0,sLowEdgeCost,Cost, 28.144590936833765, Score, -32.82333333333334, PathLength, 97.0,sDepthFirstSearch,Cost, 46.537759908300444, Score, -32.08333333333334, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 26.28051651020309, Score, -33.12666666666668, PathLength, 98.0,sBreadthFirstSearch,Cost, 58.09695192455538, Score, -107.45333333333332, PathLength, 321.0,sBreadthFirstSearchLowCost,Cost, 54.03575810771314, Score, -99.03000000000003, PathLength, 296.0,sBacktrackPath,Cost, 42.906916008565574, Score, -52.509999999999984, PathLength, 156.0,sLeastConnectedFirst,Cost, 45.018006258122135, Score, -30.29333333333333, PathLength, 89.0,sMostConnectedFirst,Cost, 61.14251364452616, Score, -41.29666666666666, PathLength, 122.0,
hRandom,Cost, 4.798329820169604, Score, 46.10666666666667,sConstrainedRandomWalk,Cost, 50.72050940563106, Score, -32.55, PathLength, 96.0,sLowEdgeCost,Cost, 31.404082800636512, Score, -31.229999999999976, PathLength, 92.0,sDepthFirstSearch,Cost, 51.11450628761423, Score, -31.569999999999997, PathLength, 93.0,sDepthFirstSearchLowCost,Cost, 31.05605531376182, Score, -31.65666666666667, PathLength, 93.0,sBreadthFirstSearch,Cost, 68.91765629209972, Score, -90.42333333333332, PathLength, 270.0,sBreadthFirstSearchLowCost,Cost, 66.5089449271254, Score, -89.84000000000002, PathLength, 268.0,sBacktrackPath,Cost, 39.923717143333185, Score, -42.96333333333334, PathLength, 127.0,sLeastConnectedFirst,Cost, 49.60243719928195, Score, -30.966666666666647, PathLength, 91.0,sMostConnectedFirst,Cost, 53.491774208296675, Score, -33.76000000000001, PathLength, 100.0,
hRandomDirection,Cost, 2.0141974338244344, Score, 45.565925925925924,sConstrainedRandomWalk,Cost, 53.26087063501491, Score, -33.96, PathLength, 100.0,sLowEdgeCost,Cost, 31.259409948459723, Score, -31.473333333333326, PathLength, 93.0,sDepthFirstSearch,Cost, 47.647268588020054, Score, -29.716666666666665, PathLength, 88.0,sDepthFirstSearchLowCost,Cost, 29.160542717482844, Score, -30.133333333333322, PathLength, 89.0,sBreadthFirstSearch,Cost, 64.92293436865624, Score, -85.27333333333333, PathLength, 254.0,sBreadthFirstSearchLowCost,Cost, 66.57937221722946, Score, -88.45999999999998, PathLength, 264.0,sBacktrackPath,Cost, 44.542099510183455, Score, -46.43666666666665, PathLength, 138.0,sLeastConnectedFirst,Cost, 48.603016365921775, Score, -30.363333333333326, PathLength, 90.0,sMostConnectedFirst,Cost, 54.438299974280454, Score, -34.27666666666667, PathLength, 101.0,
hRandomSet,Cost, 4.5132046311894225, Score, 51.40259259259258,sConstrainedRandomWalk,Cost, 52.04241282975818, Score, -33.38666666666668, PathLength, 99.0,sLowEdgeCost,Cost, 36.476468989352405, Score, -34.979999999999976, PathLength, 103.0,sDepthFirstSearch,Cost, 54.57629319861772, Score, -33.82666666666666, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 35.73655096947858, Score, -35.02333333333333, PathLength, 104.0,sBreadthFirstSearch,Cost, 75.99843257161002, Score, -100.81000000000002, PathLength, 301.0,sBreadthFirstSearchLowCost,Cost, 74.57232252271194, Score, -99.9866666666667, PathLength, 298.0,sBacktrackPath,Cost, 58.64077111601217, Score, -57.32999999999999, PathLength, 170.0,sLeastConnectedFirst,Cost, 46.10632417380985, Score, -28.736666666666665, PathLength, 85.0,sMostConnectedFirst,Cost, 61.0304062897575, Score, -38.54333333333334, PathLength, 114.0,
hRandomFixedDistance,Cost, 22.92196890465748, Score, 47.45925925925927,sConstrainedRandomWalk,Cost, 49.42187844213805, Score, -31.76000000000001, PathLength, 94.0,sLowEdgeCost,Cost, 32.230412733270086, Score, -32.319999999999986, PathLength, 95.0,sDepthFirstSearch,Cost, 49.961480497292435, Score, -31.05666666666666, PathLength, 92.0,sDepthFirstSearchLowCost,Cost, 32.1558395281408, Score, -32.59333333333334, PathLength, 96.0,sBreadthFirstSearch,Cost, 73.42139613677165, Score, -96.30333333333333, PathLength, 287.0,sBreadthFirstSearchLowCost,Cost, 69.2904755267385, Score, -93.0766666666667, PathLength, 278.0,sBacktrackPath,Cost, 45.79181286943084, Score, -48.00666666666668, PathLength, 143.0,sLeastConnectedFirst,Cost, 46.03951875169426, Score, -28.80999999999999, PathLength, 85.0,sMostConnectedFirst,Cost, 52.6643397651558, Score, -33.206666666666685, PathLength, 98.0,
hLowEdgeCostRandomFixedDistance,Cost, 9.765887171832514, Score, 44.329629629629636,sConstrainedRandomWalk,Cost, 47.057489241995114, Score, -30.263333333333343, PathLength, 89.0,sLowEdgeCost,Cost, 21.437872213970344, Score, -24.55666666666667, PathLength, 72.0,sDepthFirstSearch,Cost, 46.33159164430722, Score, -28.70666666666666, PathLength, 85.0,sDepthFirstSearchLowCost,Cost, 22.543113271450455, Score, -25.453333333333322, PathLength, 75.0,sBreadthFirstSearch,Cost, 69.47697549287072, Score, -91.52666666666669, PathLength, 273.0,sBreadthFirstSearchLowCost,Cost, 69.24860252719445, Score, -92.87999999999998, PathLength, 277.0,sBacktrackPath,Cost, 40.23184054094599, Score, -43.58333333333332, PathLength, 129.0,sLeastConnectedFirst,Cost, 47.23931638423451, Score, -29.44666666666667, PathLength, 87.0,sMostConnectedFirst,Cost, 51.9508934421419, Score, -32.55, PathLength, 96.0,
hMinimumConnectivity,Cost, 886.6303952170499, Score, 81.67888888888886,sConstrainedRandomWalk,Cost, 78.64775072060203, Score, -50.07000000000001, PathLength, 149.0,sLowEdgeCost,Cost, 65.9354515473867, Score, -53.73, PathLength, 160.0,sDepthFirstSearch,Cost, 81.8202542643996, Score, -50.65333333333333, PathLength, 150.0,sDepthFirstSearchLowCost,Cost, 50.323367568899954, Score, -46.32999999999999, PathLength, 137.0,sBreadthFirstSearch,Cost, 127.95045330173092, Score, -169.29333333333332, PathLength, 506.0,sBreadthFirstSearchLowCost,Cost, 125.07270616511688, Score, -168.75333333333333, PathLength, 505.0,sBacktrackPath,Cost, 118.28619812010865, Score, -99.10666666666665, PathLength, 296.0,sLeastConnectedFirst,Cost, 40.84331143358191, Score, -25.760000000000005, PathLength, 76.0,sMostConnectedFirst,Cost, 112.61753930394315, Score, -71.41333333333334, PathLength, 213.0,
hMaxDistance,Cost, 203.49549165811402, Score, 48.826666666666654,sConstrainedRandomWalk,Cost, 52.70245183199589, Score, -33.76333333333333, PathLength, 100.0,sLowEdgeCost,Cost, 32.82245315563622, Score, -32.65, PathLength, 96.0,sDepthFirstSearch,Cost, 52.909335355378914, Score, -33.113333333333344, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 33.512709299448744, Score, -33.386666666666656, PathLength, 99.0,sBreadthFirstSearch,Cost, 72.38097595004919, Score, -95.26000000000002, PathLength, 284.0,sBreadthFirstSearchLowCost,Cost, 71.280429561364, Score, -96.00000000000001, PathLength, 287.0,sBacktrackPath,Cost, 44.15185253397399, Score, -46.64000000000003, PathLength, 138.0,sLeastConnectedFirst,Cost, 49.16901536360665, Score, -30.67666666666667, PathLength, 91.0,sMostConnectedFirst,Cost, 60.57225624132535, Score, -37.94999999999998, PathLength, 112.0,
hRandom,Cost, 4.691308269856728, Score, 46.032962962962955,sConstrainedRandomWalk,Cost, 47.65954511939762, Score, -31.18333333333333, PathLength, 92.0,sLowEdgeCost,Cost, 28.25816856396885, Score, -29.923333333333343, PathLength, 88.0,sDepthFirstSearch,Cost, 41.46385154003665, Score, -29.873333333333335, PathLength, 88.0,sDepthFirstSearchLowCost,Cost, 26.993852654062106, Score, -29.64666666666668, PathLength, 87.0,sBreadthFirstSearch,Cost, 63.049765444830726, Score, -93.0866666666667, PathLength, 278.0,sBreadthFirstSearchLowCost,Cost, 62.640390071264534, Score, -92.27333333333334, PathLength, 275.0,sBacktrackPath,Cost, 37.55932240443434, Score, -43.066666666666634, PathLength, 128.0,sLeastConnectedFirst,Cost, 49.33151613785154, Score, -32.58000000000001, PathLength, 96.0,sMostConnectedFirst,Cost, 52.52036179485179, Score, -32.66333333333334, PathLength, 96.0,
hRandomDirection,Cost, 2.081977408708828, Score, 50.81666666666666,sConstrainedRandomWalk,Cost, 50.94596837313523, Score, -32.98000000000001, PathLength, 97.0,sLowEdgeCost,Cost, 35.739589586464355, Score, -34.86333333333334, PathLength, 103.0,sDepthFirstSearch,Cost, 44.75545878207009, Score, -32.216666666666676, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 28.747090056744092, Score, -30.97, PathLength, 91.0,sBreadthFirstSearch,Cost, 67.58934947010343, Score, -99.33999999999997, PathLength, 297.0,sBreadthFirstSearchLowCost,Cost, 70.87587142911536, Score, -106.15333333333336, PathLength, 317.0,sBacktrackPath,Cost, 50.487711437409025, Score, -52.18666666666667, PathLength, 155.0,sLeastConnectedFirst,Cost, 47.39816920025949, Score, -31.03333333333334, PathLength, 92.0,sMostConnectedFirst,Cost, 60.20626673562038, Score, -37.60666666666667, PathLength, 111.0,
hRandomSet,Cost, 4.666522264410563, Score, 56.88185185185185,sConstrainedRandomWalk,Cost, 62.23524140863432, Score, -40.21666666666667, PathLength, 119.0,sLowEdgeCost,Cost, 53.29916496658374, Score, -46.14333333333333, PathLength, 137.0,sDepthFirstSearch,Cost, 45.850511329671725, Score, -33.17, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 34.56044540134421, Score, -35.29000000000001, PathLength, 104.0,sBreadthFirstSearch,Cost, 79.63686717202107, Score, -117.7433333333333, PathLength, 352.0,sBreadthFirstSearchLowCost,Cost, 76.30379291862127, Score, -112.49000000000002, PathLength, 336.0,sBacktrackPath,Cost, 51.178041218395514, Score, -53.1933333333333, PathLength, 158.0,sLeastConnectedFirst,Cost, 45.2487356335873, Score, -29.609999999999992, PathLength, 87.0,sMostConnectedFirst,Cost, 70.12524445757974, Score, -44.08, PathLength, 131.0,
hRandomFixedDistance,Cost, 20.344365165323698, Score, 50.83518518518517,sConstrainedRandomWalk,Cost, 48.808421014062404, Score, -31.86000000000001, PathLength, 94.0,sLowEdgeCost,Cost, 33.166291902251366, Score, -33.33, PathLength, 98.0,sDepthFirstSearch,Cost, 45.644901760424816, Score, -33.07666666666667, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 30.005169449623594, Score, -31.663333333333327, PathLength, 93.0,sBreadthFirstSearch,Cost, 69.79001026731525, Score, -103.77999999999999, PathLength, 310.0,sBreadthFirstSearchLowCost,Cost, 67.45961656350966, Score, -100.73333333333332, PathLength, 301.0,sBacktrackPath,Cost, 55.299906248143124, Score, -56.33666666666667, PathLength, 168.0,sLeastConnectedFirst,Cost, 47.3873584283851, Score, -30.94333333333334, PathLength, 91.0,sMostConnectedFirst,Cost, 56.64730257146477, Score, -35.79333333333332, PathLength, 106.0,
hLowEdgeCostRandomFixedDistance,Cost, 3.9373493291361625, Score, 38.633333333333326,sConstrainedRandomWalk,Cost, 48.69289576267612, Score, -31.95999999999999, PathLength, 94.0,sLowEdgeCost,Cost, 13.41232194178861, Score, -18.420000000000005, PathLength, 54.0,sDepthFirstSearch,Cost, 39.17322942711188, Score, -28.20666666666666, PathLength, 83.0,sDepthFirstSearchLowCost,Cost, 12.332409683136724, Score, -17.656666666666663, PathLength, 51.0,sBreadthFirstSearch,Cost, 55.46965749024819, Score, -80.68000000000005, PathLength, 241.0,sBreadthFirstSearchLowCost,Cost, 49.105375149415906, Score, -72.35666666666667, PathLength, 216.0,sBacktrackPath,Cost, 32.18967937599476, Score, -37.750000000000014, PathLength, 112.0,sLeastConnectedFirst,Cost, 48.19195565188853, Score, -31.509999999999987, PathLength, 93.0,sMostConnectedFirst,Cost, 46.953965189399604, Score, -29.16, PathLength, 86.0,
hMinimumConnectivity,Cost, 1093.5797321424448, Score, 128.09000000000003,sConstrainedRandomWalk,Cost, 163.24222895886652, Score, -105.6366666666667, PathLength, 315.0,sLowEdgeCost,Cost, 194.5615037048011, Score, -136.08333333333331, PathLength, 407.0,sDepthFirstSearch,Cost, 79.15712146567324, Score, -56.81, PathLength, 169.0,sDepthFirstSearchLowCost,Cost, 62.112577269067394, Score, -57.65666666666666, PathLength, 171.0,sBreadthFirstSearch,Cost, 154.88293382601415, Score, -230.05666666666662, PathLength, 689.0,sBreadthFirstSearchLowCost,Cost, 154.9969015668643, Score, -232.7133333333333, PathLength, 697.0,sBacktrackPath,Cost, 184.88168010251817, Score, -153.27666666666664, PathLength, 458.0,sLeastConnectedFirst,Cost, 40.08693241467017, Score, -26.01333333333334, PathLength, 77.0,sMostConnectedFirst,Cost, 240.87704542924973, Score, -154.56333333333333, PathLength, 462.0,
hMaxDistance,Cost, 200.3569256597019, Score, 53.27481481481478,sConstrainedRandomWalk,Cost, 51.613052213521826, Score, -33.48666666666667, PathLength, 99.0,sLowEdgeCost,Cost, 37.96547638190707, Score, -36.31999999999999, PathLength, 107.0,sDepthFirstSearch,Cost, 43.8557523025884, Score, -31.766666666666662, PathLength, 94.0,sDepthFirstSearchLowCost,Cost, 30.67018086638053, Score, -32.219999999999985, PathLength, 95.0,sBreadthFirstSearch,Cost, 76.06820210813714, Score, -112.73666666666664, PathLength, 337.0,sBreadthFirstSearchLowCost,Cost, 73.18053422780743, Score, -109.47333333333334, PathLength, 327.0,sBacktrackPath,Cost, 52.694462074843244, Score, -54.66666666666665, PathLength, 163.0,sLeastConnectedFirst,Cost, 48.1472787106213, Score, -31.38666666666664, PathLength, 93.0,sMostConnectedFirst,Cost, 59.55233945700886, Score, -37.41666666666667, PathLength, 111.0,
