[100, [RandomSet,1], [ConstrainedRandomWalk,1][DepthFirstSearchLowCost,1][VariableBacktrackPath,1][BacktrackPath,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hRandomSet,Cost, 42.513714764717314, Score, 47.5275,sConstrainedRandomWalk,Cost, 539.2731919780138, Score, -37.12333333333333, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 297.3655533155217, Score, -34.203333333333354, PathLength, 101.0,sVariableBacktrackPath,Cost, 591.1711040694055, Score, -63.42666666666668, PathLength, 189.0,sBacktrackPath,Cost, 489.0230308958443, Score, -55.356666666666655, PathLength, 165.0,
hRandomSet,Cost, 37.53738510752168, Score, 48.35833333333331,sConstrainedRandomWalk,Cost, 539.2235932048808, Score, -38.606666666666676, PathLength, 114.0,sDepthFirstSearchLowCost,Cost, 290.0827984401539, Score, -33.73000000000001, PathLength, 100.0,sVariableBacktrackPath,Cost, 563.8599184687612, Score, -63.23333333333333, PathLength, 188.0,sBacktrackPath,Cost, 500.74459594888236, Score, -57.86333333333334, PathLength, 172.0,
hRandomSet,Cost, 48.5755112821819, Score, 41.41833333333333,sConstrainedRandomWalk,Cost, 537.443859585894, Score, -33.973333333333336, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 330.3987783804755, Score, -33.02, PathLength, 98.0,sVariableBacktrackPath,Cost, 516.074587346285, Score, -50.11666666666665, PathLength, 149.0,sBacktrackPath,Cost, 495.95541185931853, Score, -48.56333333333331, PathLength, 144.0,
hRandomSet,Cost, 47.768394218981314, Score, 48.14750000000001,sConstrainedRandomWalk,Cost, 609.8676312871244, Score, -40.04333333333332, PathLength, 119.0,sDepthFirstSearchLowCost,Cost, 358.75825052999636, Score, -37.173333333333346, PathLength, 110.0,sVariableBacktrackPath,Cost, 581.8322736177004, Score, -58.43666666666665, PathLength, 174.0,sBacktrackPath,Cost, 565.3480481560823, Score, -56.93666666666667, PathLength, 169.0,
hRandomSet,Cost, 45.193600057538646, Score, 42.65916666666668,sConstrainedRandomWalk,Cost, 501.2271802998623, Score, -33.74333333333333, PathLength, 100.0,sDepthFirstSearchLowCost,Cost, 280.33011399590634, Score, -33.943333333333335, PathLength, 100.0,sVariableBacktrackPath,Cost, 589.0181228880656, Score, -58.70000000000004, PathLength, 175.0,sBacktrackPath,Cost, 403.34536466816644, Score, -44.25, PathLength, 131.0,
hRandomSet,Cost, 47.47453681759237, Score, 44.798333333333346,sConstrainedRandomWalk,Cost, 477.8162914089439, Score, -32.31, PathLength, 95.0,sDepthFirstSearchLowCost,Cost, 310.75788865237973, Score, -33.13000000000001, PathLength, 98.0,sVariableBacktrackPath,Cost, 594.2265073636001, Score, -59.07333333333334, PathLength, 176.0,sBacktrackPath,Cost, 530.9108332375223, Score, -54.68000000000001, PathLength, 163.0,
hRandomSet,Cost, 43.91270383555537, Score, 46.61333333333334,sConstrainedRandomWalk,Cost, 525.2270214929929, Score, -36.45666666666668, PathLength, 108.0,sDepthFirstSearchLowCost,Cost, 307.56139306286246, Score, -34.01, PathLength, 101.0,sVariableBacktrackPath,Cost, 620.6326260968773, Score, -62.98333333333335, PathLength, 187.0,sBacktrackPath,Cost, 484.438683014517, Score, -53.00333333333335, PathLength, 158.0,
hRandomSet,Cost, 47.39529598719535, Score, 43.473333333333336,sConstrainedRandomWalk,Cost, 554.9251665330792, Score, -35.69, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 358.03694616688307, Score, -35.76000000000001, PathLength, 106.0,sVariableBacktrackPath,Cost, 585.7372200130577, Score, -55.74666666666664, PathLength, 166.0,sBacktrackPath,Cost, 457.46729531680205, Score, -46.69666666666665, PathLength, 139.0,
hRandomSet,Cost, 48.747992208557235, Score, 45.95333333333333,sConstrainedRandomWalk,Cost, 531.5947767437655, Score, -35.38333333333333, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 304.8797264419792, Score, -33.50333333333333, PathLength, 99.0,sVariableBacktrackPath,Cost, 500.9635110825186, Score, -53.56, PathLength, 159.0,sBacktrackPath,Cost, 622.2516680756304, Score, -61.36666666666667, PathLength, 183.0,
hRandomSet,Cost, 52.56310206815602, Score, 41.415833333333325,sConstrainedRandomWalk,Cost, 564.5732740741696, Score, -37.06333333333333, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 344.7022371997786, Score, -35.556666666666665, PathLength, 105.0,sVariableBacktrackPath,Cost, 507.9892456150008, Score, -48.75666666666669, PathLength, 145.0,sBacktrackPath,Cost, 443.06545611067037, Score, -44.286666666666676, PathLength, 131.0,
hRandomSet,Cost, 47.568098778759065, Score, 50.355,sConstrainedRandomWalk,Cost, 638.55839764992, Score, -41.900000000000006, PathLength, 124.0,sDepthFirstSearchLowCost,Cost, 361.52420801672713, Score, -35.48333333333333, PathLength, 105.0,sVariableBacktrackPath,Cost, 661.6228120434691, Score, -64.37666666666667, PathLength, 192.0,sBacktrackPath,Cost, 595.6195648789577, Score, -59.66, PathLength, 177.0,
hRandomSet,Cost, 38.32863454548547, Score, 44.83333333333333,sConstrainedRandomWalk,Cost, 490.4090523012827, Score, -34.483333333333334, PathLength, 102.0,sDepthFirstSearchLowCost,Cost, 313.3089891009358, Score, -36.96, PathLength, 109.0,sVariableBacktrackPath,Cost, 423.52263771723335, Score, -52.12000000000001, PathLength, 155.0,sBacktrackPath,Cost, 476.0763406901018, Score, -55.76999999999998, PathLength, 166.0,
hRandomSet,Cost, 39.701818370068274, Score, 48.19833333333332,sConstrainedRandomWalk,Cost, 493.12403489602286, Score, -34.04666666666665, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 274.943361491599, Score, -32.093333333333334, PathLength, 95.0,sVariableBacktrackPath,Cost, 608.2584306127827, Score, -66.37666666666667, PathLength, 198.0,sBacktrackPath,Cost, 524.6525841475485, Score, -60.276666666666635, PathLength, 179.0,
hRandomSet,Cost, 44.601266453792476, Score, 49.23083333333333,sConstrainedRandomWalk,Cost, 573.801169203899, Score, -37.67333333333333, PathLength, 112.0,sDepthFirstSearchLowCost,Cost, 349.15617405496187, Score, -35.790000000000006, PathLength, 106.0,sVariableBacktrackPath,Cost, 579.7470691536953, Score, -60.50000000000001, PathLength, 180.0,sBacktrackPath,Cost, 617.8912860810295, Score, -62.95999999999997, PathLength, 187.0,
hRandomSet,Cost, 45.92708485774389, Score, 63.18750000000002,sConstrainedRandomWalk,Cost, 534.365814531332, Score, -35.05000000000001, PathLength, 104.0,sDepthFirstSearchLowCost,Cost, 368.75307106971695, Score, -37.61, PathLength, 111.0,sVariableBacktrackPath,Cost, 1132.6974221931719, Score, -100.08999999999997, PathLength, 299.0,sBacktrackPath,Cost, 854.6310914947481, Score, -80.00000000000001, PathLength, 239.0,
hRandomSet,Cost, 50.440799303307685, Score, 42.975000000000016,sConstrainedRandomWalk,Cost, 539.3259131557735, Score, -34.25666666666668, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 349.3838449341095, Score, -35.233333333333334, PathLength, 104.0,sVariableBacktrackPath,Cost, 511.329809201662, Score, -51.220000000000034, PathLength, 152.0,sBacktrackPath,Cost, 512.8225432634318, Score, -51.18999999999999, PathLength, 152.0,
hRandomSet,Cost, 47.699659515484306, Score, 47.47666666666666,sConstrainedRandomWalk,Cost, 575.3845054327033, Score, -37.44000000000001, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 377.53916451665833, Score, -38.066666666666656, PathLength, 113.0,sVariableBacktrackPath,Cost, 563.9576251435739, Score, -55.539999999999985, PathLength, 165.0,sBacktrackPath,Cost, 613.2791602399698, Score, -58.85999999999997, PathLength, 175.0,
hRandomSet,Cost, 45.67051981548076, Score, 45.7425,sConstrainedRandomWalk,Cost, 553.5173525509098, Score, -34.956666666666656, PathLength, 103.0,sDepthFirstSearchLowCost,Cost, 320.053364443941, Score, -33.84666666666666, PathLength, 100.0,sVariableBacktrackPath,Cost, 551.6146563829566, Score, -56.093333333333305, PathLength, 167.0,sBacktrackPath,Cost, 576.9927396866071, Score, -58.07333333333335, PathLength, 173.0,
hRandomSet,Cost, 42.37488903587909, Score, 48.54083333333337,sConstrainedRandomWalk,Cost, 530.5761142743864, Score, -37.196666666666665, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 257.2074099616208, Score, -32.21666666666667, PathLength, 95.0,sVariableBacktrackPath,Cost, 501.1889503337612, Score, -57.290000000000006, PathLength, 170.0,sBacktrackPath,Cost, 637.8361684294837, Score, -67.46, PathLength, 201.0,
hRandomSet,Cost, 42.09949990289783, Score, 42.64916666666667,sConstrainedRandomWalk,Cost, 507.4576455617723, Score, -35.49333333333332, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 289.4835272027514, Score, -34.44666666666666, PathLength, 102.0,sVariableBacktrackPath,Cost, 423.9488925105802, Score, -47.77666666666668, PathLength, 142.0,sBacktrackPath,Cost, 495.48563638569567, Score, -52.88000000000001, PathLength, 157.0,
hRandomSet,Cost, 52.162083690639264, Score, 48.11083333333332,sConstrainedRandomWalk,Cost, 570.876032165375, Score, -36.94666666666666, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 349.6544285795867, Score, -34.58666666666667, PathLength, 102.0,sVariableBacktrackPath,Cost, 616.612702202169, Score, -60.91000000000002, PathLength, 181.0,sBacktrackPath,Cost, 607.3289815231009, Score, -60.00000000000001, PathLength, 179.0,
hRandomSet,Cost, 52.184717407540994, Score, 49.67166666666665,sConstrainedRandomWalk,Cost, 569.7275265856388, Score, -37.15666666666666, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 332.35615334332016, Score, -34.98333333333334, PathLength, 103.0,sVariableBacktrackPath,Cost, 681.5407510080075, Score, -64.33000000000001, PathLength, 191.0,sBacktrackPath,Cost, 634.6029276557259, Score, -62.21666666666667, PathLength, 185.0,
hRandomSet,Cost, 44.211655127675, Score, 42.18500000000002,sConstrainedRandomWalk,Cost, 488.0258453766993, Score, -33.10666666666668, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 294.0405355943685, Score, -32.59333333333334, PathLength, 96.0,sVariableBacktrackPath,Cost, 457.07131375975484, Score, -50.92333333333333, PathLength, 151.0,sBacktrackPath,Cost, 474.8580306143538, Score, -52.11666666666666, PathLength, 155.0,
hRandomSet,Cost, 47.956639766534956, Score, 46.14,sConstrainedRandomWalk,Cost, 613.2290254801926, Score, -38.04000000000001, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 354.349253269051, Score, -34.400000000000006, PathLength, 102.0,sVariableBacktrackPath,Cost, 629.0035984889108, Score, -58.88333333333334, PathLength, 175.0,sBacktrackPath,Cost, 538.2452392007208, Score, -53.23666666666665, PathLength, 158.0,
hRandomSet,Cost, 35.642215275135264, Score, 44.955833333333345,sConstrainedRandomWalk,Cost, 511.33411309439776, Score, -37.650000000000006, PathLength, 111.0,sDepthFirstSearchLowCost,Cost, 263.5312946059195, Score, -34.963333333333345, PathLength, 103.0,sVariableBacktrackPath,Cost, 383.39561618023487, Score, -50.6, PathLength, 150.0,sBacktrackPath,Cost, 448.57981746653815, Score, -56.61, PathLength, 168.0,
hRandomSet,Cost, 40.33718978929532, Score, 50.37916666666668,sConstrainedRandomWalk,Cost, 593.8119948766492, Score, -39.76666666666665, PathLength, 118.0,sDepthFirstSearchLowCost,Cost, 322.20973189411734, Score, -35.77666666666667, PathLength, 106.0,sVariableBacktrackPath,Cost, 542.2987020612817, Score, -63.63000000000002, PathLength, 189.0,sBacktrackPath,Cost, 514.6233855956436, Score, -62.343333333333334, PathLength, 186.0,
hRandomSet,Cost, 45.218305525392765, Score, 46.76166666666665,sConstrainedRandomWalk,Cost, 574.2930037113982, Score, -39.01, PathLength, 116.0,sDepthFirstSearchLowCost,Cost, 354.58647380119277, Score, -37.87333333333334, PathLength, 112.0,sVariableBacktrackPath,Cost, 508.5037979350872, Score, -52.34666666666665, PathLength, 156.0,sBacktrackPath,Cost, 572.0015200878149, Score, -57.81666666666668, PathLength, 172.0,
hRandomSet,Cost, 41.40102975455509, Score, 46.30500000000002,sConstrainedRandomWalk,Cost, 504.332803594159, Score, -35.62333333333333, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 347.0907747236168, Score, -35.0, PathLength, 104.0,sVariableBacktrackPath,Cost, 531.5597338174956, Score, -60.146666666666675, PathLength, 179.0,sBacktrackPath,Cost, 468.5393150803367, Score, -54.44999999999998, PathLength, 162.0,
hRandomSet,Cost, 44.77820657069535, Score, 50.62583333333333,sConstrainedRandomWalk,Cost, 550.8459185985283, Score, -36.95333333333331, PathLength, 109.0,sDepthFirstSearchLowCost,Cost, 340.71959358455473, Score, -35.73666666666667, PathLength, 106.0,sVariableBacktrackPath,Cost, 612.5655771687316, Score, -65.44333333333333, PathLength, 195.0,sBacktrackPath,Cost, 603.9205739042117, Score, -64.37000000000002, PathLength, 192.0,
hRandomSet,Cost, 47.93832002401739, Score, 44.2991666666667,sConstrainedRandomWalk,Cost, 571.691824850517, Score, -37.010000000000005, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 360.5894802880846, Score, -35.62333333333333, PathLength, 105.0,sVariableBacktrackPath,Cost, 573.987650034, Score, -55.26333333333335, PathLength, 164.0,sBacktrackPath,Cost, 485.9678061082548, Score, -49.30000000000001, PathLength, 146.0,
hRandomSet,Cost, 39.11504283056788, Score, 51.71916666666668,sConstrainedRandomWalk,Cost, 525.1143675693114, Score, -35.34, PathLength, 105.0,sDepthFirstSearchLowCost,Cost, 291.1765690438836, Score, -32.510000000000005, PathLength, 96.0,sVariableBacktrackPath,Cost, 655.6678856097116, Score, -71.88666666666664, PathLength, 214.0,sBacktrackPath,Cost, 592.4447102213527, Score, -67.13999999999999, PathLength, 200.0,
hRandomSet,Cost, 45.310859585789125, Score, 58.168333333333315,sConstrainedRandomWalk,Cost, 693.3614961141013, Score, -47.32000000000001, PathLength, 140.0,sDepthFirstSearchLowCost,Cost, 350.14443823685417, Score, -36.11333333333334, PathLength, 107.0,sVariableBacktrackPath,Cost, 809.2146417408195, Score, -79.16666666666669, PathLength, 236.0,sBacktrackPath,Cost, 695.4471323243671, Score, -70.07333333333332, PathLength, 209.0,
hRandomSet,Cost, 48.56533587786842, Score, 50.7075,sConstrainedRandomWalk,Cost, 604.2747705316284, Score, -37.32666666666667, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 375.61917996298814, Score, -37.47333333333334, PathLength, 111.0,sVariableBacktrackPath,Cost, 643.7992402465306, Score, -63.776666666666664, PathLength, 190.0,sBacktrackPath,Cost, 650.3061183786458, Score, -64.25333333333334, PathLength, 191.0,
hRandomSet,Cost, 48.70840771134041, Score, 50.12666666666667,sConstrainedRandomWalk,Cost, 594.9355727419322, Score, -40.84333333333333, PathLength, 121.0,sDepthFirstSearchLowCost,Cost, 311.1250184510748, Score, -35.213333333333324, PathLength, 104.0,sVariableBacktrackPath,Cost, 613.9333633074068, Score, -64.08, PathLength, 191.0,sBacktrackPath,Cost, 571.0786426401406, Score, -60.37, PathLength, 180.0,
hRandomSet,Cost, 45.01147345622385, Score, 50.71500000000001,sConstrainedRandomWalk,Cost, 554.2203350815436, Score, -38.32, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 301.56553755568024, Score, -34.48, PathLength, 102.0,sVariableBacktrackPath,Cost, 637.6823626269469, Score, -67.33, PathLength, 200.0,sBacktrackPath,Cost, 588.1688055035429, Score, -62.72999999999999, PathLength, 187.0,
hRandomSet,Cost, 40.775594498366836, Score, 47.93083333333334,sConstrainedRandomWalk,Cost, 532.8496343324892, Score, -35.76333333333333, PathLength, 106.0,sDepthFirstSearchLowCost,Cost, 342.12231330249614, Score, -36.09333333333333, PathLength, 107.0,sVariableBacktrackPath,Cost, 584.5918823484859, Score, -64.18666666666665, PathLength, 191.0,sBacktrackPath,Cost, 476.9784634446789, Score, -55.67999999999998, PathLength, 166.0,
hRandomSet,Cost, 47.256885644789634, Score, 44.05749999999999,sConstrainedRandomWalk,Cost, 568.0855084966303, Score, -37.71999999999998, PathLength, 112.0,sDepthFirstSearchLowCost,Cost, 317.98287356286676, Score, -34.40999999999999, PathLength, 102.0,sVariableBacktrackPath,Cost, 491.4071957343533, Score, -50.79333333333332, PathLength, 151.0,sBacktrackPath,Cost, 527.5232657625918, Score, -53.30666666666667, PathLength, 158.0,
hRandomSet,Cost, 40.58165353431148, Score, 45.18916666666666,sConstrainedRandomWalk,Cost, 503.17118385266787, Score, -37.00666666666667, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 293.4023128135096, Score, -34.53666666666668, PathLength, 102.0,sVariableBacktrackPath,Cost, 452.88724878482367, Score, -54.36000000000002, PathLength, 162.0,sBacktrackPath,Cost, 462.9034398593366, Score, -54.853333333333325, PathLength, 163.0,
hRandomSet,Cost, 52.21275323505672, Score, 44.73749999999998,sConstrainedRandomWalk,Cost, 562.4420404038533, Score, -36.20000000000001, PathLength, 107.0,sDepthFirstSearchLowCost,Cost, 338.60163021145263, Score, -36.53, PathLength, 108.0,sVariableBacktrackPath,Cost, 528.5359175752382, Score, -53.52000000000001, PathLength, 159.0,sBacktrackPath,Cost, 520.0627647797637, Score, -52.700000000000045, PathLength, 157.0,
hRandomSet,Cost, 35.9034877609966, Score, 48.23583333333332,sConstrainedRandomWalk,Cost, 523.5253945082281, Score, -37.14000000000001, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 250.5154744088817, Score, -32.42666666666666, PathLength, 96.0,sVariableBacktrackPath,Cost, 475.6682977851428, Score, -61.21999999999999, PathLength, 182.0,sBacktrackPath,Cost, 482.08482943635477, Score, -62.156666666666666, PathLength, 185.0,
hRandomSet,Cost, 43.11107639321579, Score, 52.32416666666666,sConstrainedRandomWalk,Cost, 504.4507105754608, Score, -33.056666666666665, PathLength, 98.0,sDepthFirstSearchLowCost,Cost, 356.2091589597325, Score, -35.70333333333335, PathLength, 106.0,sVariableBacktrackPath,Cost, 697.8884128720206, Score, -73.03999999999998, PathLength, 218.0,sBacktrackPath,Cost, 622.8783064596512, Score, -67.49666666666666, PathLength, 201.0,
hRandomSet,Cost, 46.29429704227901, Score, 47.95666666666665,sConstrainedRandomWalk,Cost, 573.7537139675497, Score, -39.293333333333344, PathLength, 116.0,sDepthFirstSearchLowCost,Cost, 295.26276636678705, Score, -35.72666666666667, PathLength, 106.0,sVariableBacktrackPath,Cost, 583.2894512280586, Score, -61.19333333333332, PathLength, 182.0,sBacktrackPath,Cost, 509.27304445749024, Score, -55.613333333333316, PathLength, 165.0,
hRandomSet,Cost, 47.612531724391005, Score, 40.535,sConstrainedRandomWalk,Cost, 526.4793463387334, Score, -34.093333333333334, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 366.1169441149583, Score, -35.70666666666668, PathLength, 106.0,sVariableBacktrackPath,Cost, 452.15065851104936, Score, -45.91666666666666, PathLength, 136.0,sBacktrackPath,Cost, 453.12112086150154, Score, -46.42333333333333, PathLength, 138.0,
hRandomSet,Cost, 44.01186083583321, Score, 47.91666666666668,sConstrainedRandomWalk,Cost, 568.9752317470303, Score, -38.17999999999998, PathLength, 113.0,sDepthFirstSearchLowCost,Cost, 350.2634167321386, Score, -35.66666666666666, PathLength, 106.0,sVariableBacktrackPath,Cost, 580.5092803343623, Score, -60.63666666666665, PathLength, 180.0,sBacktrackPath,Cost, 537.0734830510127, Score, -57.18333333333334, PathLength, 170.0,
hRandomSet,Cost, 49.17425760311415, Score, 46.67166666666668,sConstrainedRandomWalk,Cost, 621.3735073200554, Score, -39.55333333333334, PathLength, 117.0,sDepthFirstSearchLowCost,Cost, 334.84436788073793, Score, -33.81, PathLength, 100.0,sVariableBacktrackPath,Cost, 609.2536368335625, Score, -57.62666666666666, PathLength, 171.0,sBacktrackPath,Cost, 588.606784390846, Score, -55.69666666666665, PathLength, 166.0,
hRandomSet,Cost, 46.23010606023358, Score, 44.205833333333324,sConstrainedRandomWalk,Cost, 527.5884447277623, Score, -34.400000000000006, PathLength, 102.0,sDepthFirstSearchLowCost,Cost, 349.2810582875698, Score, -36.21333333333333, PathLength, 107.0,sVariableBacktrackPath,Cost, 534.1222236478736, Score, -53.23666666666665, PathLength, 158.0,sBacktrackPath,Cost, 525.5716973747041, Score, -52.97333333333333, PathLength, 157.0,
hRandomSet,Cost, 45.78813669946148, Score, 44.85666666666666,sConstrainedRandomWalk,Cost, 497.19236784895406, Score, -34.069999999999986, PathLength, 101.0,sDepthFirstSearchLowCost,Cost, 299.96715819414834, Score, -32.41, PathLength, 96.0,sVariableBacktrackPath,Cost, 542.596735265575, Score, -57.416666666666636, PathLength, 171.0,sBacktrackPath,Cost, 521.8165835739123, Score, -55.529999999999994, PathLength, 165.0,
hRandomSet,Cost, 41.75962053614157, Score, 48.56166666666668,sConstrainedRandomWalk,Cost, 536.5712970582822, Score, -37.146666666666654, PathLength, 110.0,sDepthFirstSearchLowCost,Cost, 304.0380478072637, Score, -35.90666666666669, PathLength, 106.0,sVariableBacktrackPath,Cost, 548.4071168810917, Score, -61.55333333333331, PathLength, 183.0,sBacktrackPath,Cost, 526.5936324544534, Score, -59.63999999999999, PathLength, 177.0,
