[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][LeastConnectedFirst,1][MostConnectedFirst,1], {Topology,ring}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,1.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}, {MixHiders,false}, {MixSeekers,false}]
hLowEdgeCostRandomFixedDistance,Cost, 24.07049267563824, Score, 1184.0559999999998,sRandomWalk,Cost, 1632.6783973739077, Score, -3333.89, PathLength, 3332.0,sConstrainedRandomWalk,Cost, 37.261077995808066, Score, -77.11, PathLength, 76.0,sLowEdgeCost,Cost, 38.22051702330331, Score, -79.22, PathLength, 78.0,sDepthFirstSearch,Cost, 39.70650559078445, Score, -82.21, PathLength, 81.0,sDepthFirstSearchLowCost,Cost, 39.05426013770429, Score, -81.11, PathLength, 80.0,sBreadthFirstSearch,Cost, 950.8759581281815, Score, -1875.52, PathLength, 1874.0,sBreadthFirstSearchLowCost,Cost, 2956.1017110361404, Score, -6045.11, PathLength, 6044.0,sBacktrackPath,Cost, 49.641118480824346, Score, -104.39, PathLength, 103.0,sLeastConnectedFirst,Cost, 39.12383067405037, Score, -81.18, PathLength, 80.0,sMostConnectedFirst,Cost, 39.12339698360165, Score, -80.82, PathLength, 79.0,
hMinimumConnectivity,Cost, 2.566384145206125, Score, 773.8610000000003,sRandomWalk,Cost, 908.0660781477459, Score, -1876.06, PathLength, 1875.0,sConstrainedRandomWalk,Cost, 24.459168842718267, Score, -51.03, PathLength, 50.0,sLowEdgeCost,Cost, 23.43954417342541, Score, -49.01, PathLength, 48.0,sDepthFirstSearch,Cost, 26.773086603696644, Score, -55.97, PathLength, 54.0,sDepthFirstSearchLowCost,Cost, 25.530711214609422, Score, -53.38, PathLength, 52.0,sBreadthFirstSearch,Cost, 608.2042902056568, Score, -1218.06, PathLength, 1217.0,sBreadthFirstSearchLowCost,Cost, 2086.0705480190272, Score, -4246.66, PathLength, 4245.0,sBacktrackPath,Cost, 30.711239414476026, Score, -65.69, PathLength, 64.0,sLeastConnectedFirst,Cost, 30.05427579469173, Score, -62.21, PathLength, 61.0,sMostConnectedFirst,Cost, 29.05798838117567, Score, -60.54, PathLength, 59.0,
hMaxDistance,Cost, 190.77983077651933, Score, 1114.3139999999999,sRandomWalk,Cost, 1322.204440283341, Score, -2716.05, PathLength, 2715.0,sConstrainedRandomWalk,Cost, 35.18804914174358, Score, -72.87, PathLength, 71.0,sLowEdgeCost,Cost, 35.10378926427724, Score, -73.44, PathLength, 72.0,sDepthFirstSearch,Cost, 35.83430910432351, Score, -74.12, PathLength, 73.0,sDepthFirstSearchLowCost,Cost, 36.51885855159208, Score, -75.83, PathLength, 74.0,sBreadthFirstSearch,Cost, 986.3575544706662, Score, -1935.82, PathLength, 1934.0,sBreadthFirstSearchLowCost,Cost, 2926.6936919879035, Score, -5961.07, PathLength, 5960.0,sBacktrackPath,Cost, 40.079409958864794, Score, -84.36, PathLength, 83.0,sLeastConnectedFirst,Cost, 36.444355995014256, Score, -75.33, PathLength, 74.0,sMostConnectedFirst,Cost, 35.79738603497433, Score, -74.25, PathLength, 73.0,
hRandom,Cost, 4.108693983998702, Score, 900.4559999999998,sRandomWalk,Cost, 956.9304440337727, Score, -2134.26, PathLength, 2133.0,sConstrainedRandomWalk,Cost, 25.47600904489224, Score, -57.09, PathLength, 56.0,sLowEdgeCost,Cost, 23.309171764066683, Score, -53.45, PathLength, 52.0,sDepthFirstSearch,Cost, 25.315373687670284, Score, -57.36, PathLength, 56.0,sDepthFirstSearchLowCost,Cost, 24.399611369678286, Score, -56.01, PathLength, 55.0,sBreadthFirstSearch,Cost, 655.015625096628, Score, -1417.54, PathLength, 1416.0,sBreadthFirstSearchLowCost,Cost, 2274.4343218112913, Score, -5047.14, PathLength, 5046.0,sBacktrackPath,Cost, 28.16346316566509, Score, -65.5, PathLength, 64.0,sLeastConnectedFirst,Cost, 26.774144689567425, Score, -60.5, PathLength, 59.0,sMostConnectedFirst,Cost, 24.648710886680533, Score, -55.71, PathLength, 54.0,
hRandomDirection,Cost, 1.8608587364671836, Score, 831.813,sRandomWalk,Cost, 884.613263256126, Score, -1961.02, PathLength, 1960.0,sConstrainedRandomWalk,Cost, 23.86014388234386, Score, -53.74, PathLength, 52.0,sLowEdgeCost,Cost, 21.945847294794056, Score, -50.1, PathLength, 49.0,sDepthFirstSearch,Cost, 24.31013861657414, Score, -54.73, PathLength, 53.0,sDepthFirstSearchLowCost,Cost, 24.71360065716021, Score, -56.02, PathLength, 55.0,sBreadthFirstSearch,Cost, 647.0111789191062, Score, -1377.45, PathLength, 1376.0,sBreadthFirstSearchLowCost,Cost, 2084.2013927581384, Score, -4595.04, PathLength, 4594.0,sBacktrackPath,Cost, 26.723067674402074, Score, -61.86, PathLength, 60.0,sLeastConnectedFirst,Cost, 23.12736355060135, Score, -52.01, PathLength, 51.0,sMostConnectedFirst,Cost, 24.838845140208345, Score, -56.16, PathLength, 55.0,
hRandomSet,Cost, 39.74783758969252, Score, 1254.9089999999999,sRandomWalk,Cost, 1676.5881478406163, Score, -3748.53, PathLength, 3747.0,sConstrainedRandomWalk,Cost, 37.64260910880927, Score, -84.65, PathLength, 83.0,sLowEdgeCost,Cost, 37.18280829510995, Score, -83.83, PathLength, 82.0,sDepthFirstSearch,Cost, 37.47208969783831, Score, -84.09, PathLength, 83.0,sDepthFirstSearchLowCost,Cost, 38.048002590554646, Score, -85.99, PathLength, 84.0,sBreadthFirstSearch,Cost, 904.3104291597331, Score, -1939.68, PathLength, 1938.0,sBreadthFirstSearchLowCost,Cost, 2786.1490130324305, Score, -6261.08, PathLength, 6260.0,sBacktrackPath,Cost, 40.90666056746457, Score, -93.27, PathLength, 92.0,sLeastConnectedFirst,Cost, 37.75688961815976, Score, -84.44, PathLength, 83.0,sMostConnectedFirst,Cost, 36.91652938148963, Score, -83.53, PathLength, 82.0,
hRandomFixedDistance,Cost, 3.988276716640353, Score, 857.3539999999998,sRandomWalk,Cost, 956.7989289227702, Score, -2117.7, PathLength, 2116.0,sConstrainedRandomWalk,Cost, 27.101095391225325, Score, -61.45, PathLength, 60.0,sLowEdgeCost,Cost, 26.98601941270312, Score, -61.39, PathLength, 60.0,sDepthFirstSearch,Cost, 26.844186520397802, Score, -60.66, PathLength, 59.0,sDepthFirstSearchLowCost,Cost, 25.82604559796026, Score, -59.16, PathLength, 58.0,sBreadthFirstSearch,Cost, 675.452942971468, Score, -1446.85, PathLength, 1445.0,sBreadthFirstSearchLowCost,Cost, 2066.359518898933, Score, -4579.61, PathLength, 4578.0,sBacktrackPath,Cost, 28.68640087826012, Score, -66.29, PathLength, 65.0,sLeastConnectedFirst,Cost, 26.970009962326394, Score, -61.11, PathLength, 60.0,sMostConnectedFirst,Cost, 26.44786995817713, Score, -59.32, PathLength, 58.0,
hLowEdgeCostRandomFixedDistance,Cost, 3.8298923047493134, Score, 870.6240000000004,sRandomWalk,Cost, 853.9180545206108, Score, -1907.7, PathLength, 1906.0,sConstrainedRandomWalk,Cost, 25.763655685153868, Score, -58.36, PathLength, 57.0,sLowEdgeCost,Cost, 24.71241234273995, Score, -56.46, PathLength, 55.0,sDepthFirstSearch,Cost, 28.549816932743838, Score, -64.05, PathLength, 63.0,sDepthFirstSearchLowCost,Cost, 26.28905638630855, Score, -60.13, PathLength, 59.0,sBreadthFirstSearch,Cost, 668.3310454992795, Score, -1435.81, PathLength, 1434.0,sBreadthFirstSearchLowCost,Cost, 2223.5417870509586, Score, -4942.22, PathLength, 4941.0,sBacktrackPath,Cost, 29.28395590686629, Score, -67.12, PathLength, 66.0,sLeastConnectedFirst,Cost, 24.890532954986373, Score, -55.94, PathLength, 54.0,sMostConnectedFirst,Cost, 25.81165417339006, Score, -58.45, PathLength, 57.0,
hMinimumConnectivity,Cost, 2.251483252500375, Score, 765.3190000000001,sRandomWalk,Cost, 674.003729321689, Score, -1468.6, PathLength, 1467.0,sConstrainedRandomWalk,Cost, 24.041894228959123, Score, -54.36, PathLength, 53.0,sLowEdgeCost,Cost, 23.83534375289167, Score, -54.02, PathLength, 53.0,sDepthFirstSearch,Cost, 22.64459665041803, Score, -50.97, PathLength, 49.0,sDepthFirstSearchLowCost,Cost, 23.88237632907354, Score, -54.7, PathLength, 53.0,sBreadthFirstSearch,Cost, 621.3099839503901, Score, -1312.96, PathLength, 1311.0,sBreadthFirstSearchLowCost,Cost, 2029.9856144037665, Score, -4489.05, PathLength, 4488.0,sBacktrackPath,Cost, 26.058257823585222, Score, -60.35, PathLength, 59.0,sLeastConnectedFirst,Cost, 24.375465863978683, Score, -55.02, PathLength, 54.0,sMostConnectedFirst,Cost, 23.689937190611076, Score, -53.16, PathLength, 52.0,
hMaxDistance,Cost, 185.13868752160133, Score, 1096.7829999999994,sRandomWalk,Cost, 1243.0342219600197, Score, -2756.82, PathLength, 2755.0,sConstrainedRandomWalk,Cost, 34.422288871516116, Score, -76.73, PathLength, 75.0,sLowEdgeCost,Cost, 32.409375099581666, Score, -73.5, PathLength, 72.0,sDepthFirstSearch,Cost, 33.63129524657751, Score, -75.86, PathLength, 74.0,sDepthFirstSearchLowCost,Cost, 32.21047170944992, Score, -73.01, PathLength, 72.0,sBreadthFirstSearch,Cost, 880.8375175849812, Score, -1874.95, PathLength, 1873.0,sBreadthFirstSearchLowCost,Cost, 2590.3555060820117, Score, -5798.31, PathLength, 5797.0,sBacktrackPath,Cost, 36.60410603618392, Score, -83.85, PathLength, 82.0,sLeastConnectedFirst,Cost, 34.713427276220884, Score, -77.34, PathLength, 76.0,sMostConnectedFirst,Cost, 34.45294427138103, Score, -77.46, PathLength, 76.0,
hRandom,Cost, 4.874274076912267, Score, 920.8269999999997,sRandomWalk,Cost, 1277.5048382509399, Score, -2370.62, PathLength, 2369.0,sConstrainedRandomWalk,Cost, 29.490280316776612, Score, -55.8, PathLength, 54.0,sLowEdgeCost,Cost, 31.47450103734428, Score, -60.39, PathLength, 59.0,sDepthFirstSearch,Cost, 30.127315371875248, Score, -57.3, PathLength, 56.0,sDepthFirstSearchLowCost,Cost, 31.182179334897945, Score, -59.52, PathLength, 58.0,sBreadthFirstSearch,Cost, 831.414487028768, Score, -1546.39, PathLength, 1545.0,sBreadthFirstSearchLowCost,Cost, 2542.9472266859493, Score, -4872.95, PathLength, 4871.0,sBacktrackPath,Cost, 33.10835249274447, Score, -63.35, PathLength, 62.0,sLeastConnectedFirst,Cost, 31.87321152583264, Score, -60.32, PathLength, 59.0,sMostConnectedFirst,Cost, 32.258682474399734, Score, -61.63, PathLength, 60.0,
hRandomDirection,Cost, 2.178889737152241, Score, 794.1629999999994,sRandomWalk,Cost, 1046.8495956703634, Score, -1957.12, PathLength, 1956.0,sConstrainedRandomWalk,Cost, 28.81350982046517, Score, -54.92, PathLength, 53.0,sLowEdgeCost,Cost, 28.777367978464056, Score, -55.19, PathLength, 54.0,sDepthFirstSearch,Cost, 28.84162978658003, Score, -55.31, PathLength, 54.0,sDepthFirstSearchLowCost,Cost, 28.44096754145244, Score, -54.0, PathLength, 53.0,sBreadthFirstSearch,Cost, 963.8555642640605, Score, -1779.94, PathLength, 1778.0,sBreadthFirstSearchLowCost,Cost, 2036.568963526658, Score, -3809.33, PathLength, 3808.0,sBacktrackPath,Cost, 35.81976015912662, Score, -68.73, PathLength, 67.0,sLeastConnectedFirst,Cost, 30.129972432274474, Score, -57.61, PathLength, 56.0,sMostConnectedFirst,Cost, 25.986157151441052, Score, -49.48, PathLength, 48.0,
hRandomSet,Cost, 44.806661250467734, Score, 1255.0529999999999,sRandomWalk,Cost, 1844.0903902329383, Score, -3458.94, PathLength, 3457.0,sConstrainedRandomWalk,Cost, 44.446617177212914, Score, -84.29, PathLength, 83.0,sLowEdgeCost,Cost, 45.330716214634776, Score, -86.24, PathLength, 85.0,sDepthFirstSearch,Cost, 44.11398807147241, Score, -83.66, PathLength, 82.0,sDepthFirstSearchLowCost,Cost, 43.30480075766253, Score, -82.41, PathLength, 81.0,sBreadthFirstSearch,Cost, 1186.9806769000552, Score, -2196.66, PathLength, 2195.0,sBreadthFirstSearchLowCost,Cost, 3352.6934766488434, Score, -6295.15, PathLength, 6294.0,sBacktrackPath,Cost, 48.882856322069784, Score, -93.17, PathLength, 92.0,sLeastConnectedFirst,Cost, 45.20895965132055, Score, -85.28, PathLength, 84.0,sMostConnectedFirst,Cost, 44.760691914281935, Score, -84.73, PathLength, 83.0,
hRandomFixedDistance,Cost, 26.188016641315347, Score, 1261.96,sRandomWalk,Cost, 1957.1434693729475, Score, -3662.02, PathLength, 3661.0,sConstrainedRandomWalk,Cost, 42.212568119147015, Score, -80.12, PathLength, 79.0,sLowEdgeCost,Cost, 43.45952760543218, Score, -82.58, PathLength, 81.0,sDepthFirstSearch,Cost, 42.23130012999682, Score, -80.09, PathLength, 79.0,sDepthFirstSearchLowCost,Cost, 41.507725685958555, Score, -79.06, PathLength, 78.0,sBreadthFirstSearch,Cost, 1061.79307577594, Score, -1977.86, PathLength, 1976.0,sBreadthFirstSearchLowCost,Cost, 3352.0109695984215, Score, -6404.02, PathLength, 6403.0,sBacktrackPath,Cost, 46.40379880957219, Score, -88.84, PathLength, 87.0,sLeastConnectedFirst,Cost, 43.085438261957634, Score, -81.51, PathLength, 80.0,sMostConnectedFirst,Cost, 44.12676451069772, Score, -83.5, PathLength, 82.0,
hLowEdgeCostRandomFixedDistance,Cost, 25.7816834989465, Score, 1244.2679999999998,sRandomWalk,Cost, 1893.3490972744316, Score, -3552.95, PathLength, 3551.0,sConstrainedRandomWalk,Cost, 42.90251245178907, Score, -81.07, PathLength, 80.0,sLowEdgeCost,Cost, 42.27574695137187, Score, -80.37, PathLength, 79.0,sDepthFirstSearch,Cost, 42.18727076288175, Score, -79.9, PathLength, 78.0,sDepthFirstSearchLowCost,Cost, 42.42118045539232, Score, -80.86, PathLength, 79.0,sBreadthFirstSearch,Cost, 1194.1629764284314, Score, -2216.51, PathLength, 2215.0,sBreadthFirstSearchLowCost,Cost, 3226.2444686693784, Score, -6098.53, PathLength, 6097.0,sBacktrackPath,Cost, 46.07074936678133, Score, -88.03, PathLength, 87.0,sLeastConnectedFirst,Cost, 43.142572020700825, Score, -81.77, PathLength, 80.0,sMostConnectedFirst,Cost, 43.715875778215356, Score, -82.69, PathLength, 81.0,
hMinimumConnectivity,Cost, 2.792264887377816, Score, 794.2020000000002,sRandomWalk,Cost, 975.9104719215389, Score, -1807.45, PathLength, 1806.0,sConstrainedRandomWalk,Cost, 28.08790188963892, Score, -53.77, PathLength, 52.0,sLowEdgeCost,Cost, 29.437469530264565, Score, -56.56, PathLength, 55.0,sDepthFirstSearch,Cost, 29.810033231301812, Score, -56.74, PathLength, 55.0,sDepthFirstSearchLowCost,Cost, 30.522222806848294, Score, -58.84, PathLength, 57.0,sBreadthFirstSearch,Cost, 820.0084698522962, Score, -1523.39, PathLength, 1522.0,sBreadthFirstSearchLowCost,Cost, 2238.4261091719713, Score, -4207.06, PathLength, 4206.0,sBacktrackPath,Cost, 33.7835802935862, Score, -64.74, PathLength, 63.0,sLeastConnectedFirst,Cost, 31.656964588664533, Score, -60.33, PathLength, 59.0,sMostConnectedFirst,Cost, 27.77186289115983, Score, -53.14, PathLength, 52.0,
hMaxDistance,Cost, 231.94270317435314, Score, 1091.326,sRandomWalk,Cost, 1460.2364139028693, Score, -2726.5, PathLength, 2725.0,sConstrainedRandomWalk,Cost, 38.01837417233645, Score, -71.92, PathLength, 70.0,sLowEdgeCost,Cost, 37.53130419023682, Score, -71.33, PathLength, 70.0,sDepthFirstSearch,Cost, 39.086893771346276, Score, -74.14, PathLength, 73.0,sDepthFirstSearchLowCost,Cost, 38.004068503329954, Score, -72.3, PathLength, 71.0,sBreadthFirstSearch,Cost, 980.4894558545094, Score, -1815.17, PathLength, 1814.0,sBreadthFirstSearchLowCost,Cost, 3084.3048511145735, Score, -5852.92, PathLength, 5851.0,sBacktrackPath,Cost, 42.46087106970363, Score, -81.25, PathLength, 80.0,sLeastConnectedFirst,Cost, 38.08693768044432, Score, -72.32, PathLength, 71.0,sMostConnectedFirst,Cost, 39.770882916923235, Score, -75.41, PathLength, 74.0,
hRandom,Cost, 4.677084720382867, Score, 849.6979999999998,sRandomWalk,Cost, 984.5865321360063, Score, -1878.8, PathLength, 1877.0,sConstrainedRandomWalk,Cost, 28.86833256106828, Score, -56.04, PathLength, 55.0,sLowEdgeCost,Cost, 28.629880464977855, Score, -55.99, PathLength, 54.0,sDepthFirstSearch,Cost, 30.429569079862482, Score, -59.06, PathLength, 58.0,sDepthFirstSearchLowCost,Cost, 27.624207213318627, Score, -53.84, PathLength, 52.0,sBreadthFirstSearch,Cost, 784.972588406067, Score, -1475.88, PathLength, 1474.0,sBreadthFirstSearchLowCost,Cost, 2489.0983091453595, Score, -4733.41, PathLength, 4732.0,sBacktrackPath,Cost, 35.74383713768545, Score, -70.19, PathLength, 69.0,sLeastConnectedFirst,Cost, 28.972276260570915, Score, -56.41, PathLength, 55.0,sMostConnectedFirst,Cost, 29.771245483220262, Score, -57.36, PathLength, 56.0,
hRandomDirection,Cost, 2.1605106388614517, Score, 749.1470000000003,sRandomWalk,Cost, 1024.1807607591866, Score, -1955.07, PathLength, 1954.0,sConstrainedRandomWalk,Cost, 28.089798107713023, Score, -54.24, PathLength, 53.0,sLowEdgeCost,Cost, 29.690689995607578, Score, -57.79, PathLength, 56.0,sDepthFirstSearch,Cost, 27.040844771355864, Score, -52.4, PathLength, 51.0,sDepthFirstSearchLowCost,Cost, 25.93733840900146, Score, -50.85, PathLength, 49.0,sBreadthFirstSearch,Cost, 630.6811903912903, Score, -1196.18, PathLength, 1195.0,sBreadthFirstSearchLowCost,Cost, 2065.864641867667, Score, -3949.84, PathLength, 3948.0,sBacktrackPath,Cost, 34.73614424859547, Score, -68.2, PathLength, 67.0,sLeastConnectedFirst,Cost, 27.70465523533453, Score, -53.68, PathLength, 52.0,sMostConnectedFirst,Cost, 27.463364612950542, Score, -53.22, PathLength, 52.0,
hRandomSet,Cost, 42.53689557665995, Score, 1308.4389999999999,sRandomWalk,Cost, 2073.842998426722, Score, -3933.32, PathLength, 3932.0,sConstrainedRandomWalk,Cost, 43.98260547874272, Score, -84.91, PathLength, 83.0,sLowEdgeCost,Cost, 44.85196098654534, Score, -86.77, PathLength, 85.0,sDepthFirstSearch,Cost, 41.84456484454101, Score, -80.85, PathLength, 79.0,sDepthFirstSearchLowCost,Cost, 43.752310907209534, Score, -84.81, PathLength, 83.0,sBreadthFirstSearch,Cost, 1118.4489054495584, Score, -2104.5, PathLength, 2103.0,sBreadthFirstSearchLowCost,Cost, 3363.3959719260088, Score, -6448.81, PathLength, 6447.0,sBacktrackPath,Cost, 48.1545378699253, Score, -93.39, PathLength, 92.0,sLeastConnectedFirst,Cost, 42.973679612468004, Score, -82.94, PathLength, 81.0,sMostConnectedFirst,Cost, 43.58928225851799, Score, -84.09, PathLength, 83.0,
hRandomFixedDistance,Cost, 23.038032819477312, Score, 1156.0480000000002,sRandomWalk,Cost, 1583.3589423600636, Score, -3013.44, PathLength, 3012.0,sConstrainedRandomWalk,Cost, 41.9574020997143, Score, -80.8, PathLength, 79.0,sLowEdgeCost,Cost, 39.32053332169814, Score, -76.35, PathLength, 75.0,sDepthFirstSearch,Cost, 41.421331914932814, Score, -79.94, PathLength, 78.0,sDepthFirstSearchLowCost,Cost, 39.701682541576794, Score, -77.14, PathLength, 76.0,sBreadthFirstSearch,Cost, 951.7984563996922, Score, -1805.84, PathLength, 1804.0,sBreadthFirstSearchLowCost,Cost, 3179.4312642979285, Score, -6101.95, PathLength, 6100.0,sBacktrackPath,Cost, 86.80084183237047, Score, -169.01, PathLength, 168.0,sLeastConnectedFirst,Cost, 40.71508295974332, Score, -78.5, PathLength, 77.0,sMostConnectedFirst,Cost, 40.207039973885635, Score, -77.51, PathLength, 76.0,
hLowEdgeCostRandomFixedDistance,Cost, 9.741543703972505, Score, 898.7900000000004,sRandomWalk,Cost, 1250.4880582160324, Score, -2385.79, PathLength, 2384.0,sConstrainedRandomWalk,Cost, 34.1531134380196, Score, -66.06, PathLength, 65.0,sLowEdgeCost,Cost, 33.32704966312887, Score, -65.01, PathLength, 64.0,sDepthFirstSearch,Cost, 33.46325979489186, Score, -64.71, PathLength, 63.0,sDepthFirstSearchLowCost,Cost, 34.67854734744417, Score, -67.63, PathLength, 66.0,sBreadthFirstSearch,Cost, 781.9336472552939, Score, -1471.69, PathLength, 1470.0,sBreadthFirstSearchLowCost,Cost, 2456.959025889207, Score, -4659.43, PathLength, 4658.0,sBacktrackPath,Cost, 38.651442691376744, Score, -75.69, PathLength, 74.0,sLeastConnectedFirst,Cost, 34.84394889304831, Score, -67.36, PathLength, 66.0,sMostConnectedFirst,Cost, 33.31020779653743, Score, -64.53, PathLength, 63.0,
hMinimumConnectivity,Cost, 2.558837471855575, Score, 737.967,sRandomWalk,Cost, 860.8390849297424, Score, -1634.99, PathLength, 1633.0,sConstrainedRandomWalk,Cost, 26.570744108321506, Score, -51.64, PathLength, 50.0,sLowEdgeCost,Cost, 27.966207079411216, Score, -54.88, PathLength, 53.0,sDepthFirstSearch,Cost, 27.977607744672646, Score, -54.22, PathLength, 53.0,sDepthFirstSearchLowCost,Cost, 28.97252970937584, Score, -56.5, PathLength, 55.0,sBreadthFirstSearch,Cost, 645.7315458842239, Score, -1222.54, PathLength, 1221.0,sBreadthFirstSearchLowCost,Cost, 2174.815271680299, Score, -4131.05, PathLength, 4130.0,sBacktrackPath,Cost, 32.60854992573959, Score, -64.26, PathLength, 63.0,sLeastConnectedFirst,Cost, 29.34191263642888, Score, -56.55, PathLength, 55.0,sMostConnectedFirst,Cost, 27.220923886264764, Score, -53.04, PathLength, 52.0,
hMaxDistance,Cost, 220.97596476655363, Score, 1147.066,sRandomWalk,Cost, 1692.4108085678622, Score, -3231.99, PathLength, 3230.0,sConstrainedRandomWalk,Cost, 39.31659423690042, Score, -75.76, PathLength, 74.0,sLowEdgeCost,Cost, 40.079116999015994, Score, -77.62, PathLength, 76.0,sDepthFirstSearch,Cost, 39.21603540933747, Score, -75.31, PathLength, 74.0,sDepthFirstSearchLowCost,Cost, 38.65887392698539, Score, -74.77, PathLength, 73.0,sBreadthFirstSearch,Cost, 901.8818533703956, Score, -1701.63, PathLength, 1700.0,sBreadthFirstSearchLowCost,Cost, 3127.1757656019327, Score, -5969.36, PathLength, 5968.0,sBacktrackPath,Cost, 56.438761539832306, Score, -110.08, PathLength, 109.0,sLeastConnectedFirst,Cost, 41.03065398951179, Score, -79.1, PathLength, 78.0,sMostConnectedFirst,Cost, 38.72785302343359, Score, -75.04, PathLength, 74.0,
hRandom,Cost, 4.197393992400685, Score, 934.2040000000004,sRandomWalk,Cost, 867.3756231700486, Score, -1871.25, PathLength, 1870.0,sConstrainedRandomWalk,Cost, 26.158135609046695, Score, -56.64, PathLength, 55.0,sLowEdgeCost,Cost, 26.147396273204944, Score, -57.54, PathLength, 56.0,sDepthFirstSearch,Cost, 27.933154414815753, Score, -60.66, PathLength, 59.0,sDepthFirstSearchLowCost,Cost, 26.87186153251511, Score, -58.6, PathLength, 57.0,sBreadthFirstSearch,Cost, 763.5724690970147, Score, -1597.39, PathLength, 1596.0,sBreadthFirstSearchLowCost,Cost, 2510.059985703264, Score, -5454.51, PathLength, 5453.0,sBacktrackPath,Cost, 28.212910936851067, Score, -62.67, PathLength, 61.0,sLeastConnectedFirst,Cost, 28.65699262727874, Score, -62.36, PathLength, 61.0,sMostConnectedFirst,Cost, 27.713562049598266, Score, -60.42, PathLength, 59.0,
hRandomDirection,Cost, 1.8972987999831077, Score, 751.0199999999995,sRandomWalk,Cost, 892.8194926809806, Score, -1926.63, PathLength, 1925.0,sConstrainedRandomWalk,Cost, 24.38281544067612, Score, -53.3, PathLength, 52.0,sLowEdgeCost,Cost, 24.71681313613752, Score, -54.26, PathLength, 53.0,sDepthFirstSearch,Cost, 25.049814659305415, Score, -54.47, PathLength, 53.0,sDepthFirstSearchLowCost,Cost, 25.497988365058553, Score, -55.92, PathLength, 54.0,sBreadthFirstSearch,Cost, 583.0710385425643, Score, -1232.14, PathLength, 1231.0,sBreadthFirstSearchLowCost,Cost, 1854.069509442162, Score, -3954.24, PathLength, 3953.0,sBacktrackPath,Cost, 31.201091157803422, Score, -68.89, PathLength, 67.0,sLeastConnectedFirst,Cost, 25.533898651604044, Score, -55.48, PathLength, 54.0,sMostConnectedFirst,Cost, 25.158524699398125, Score, -54.87, PathLength, 53.0,
hRandomSet,Cost, 41.88616056360021, Score, 1305.327,sRandomWalk,Cost, 1830.7571820989078, Score, -3932.33, PathLength, 3931.0,sConstrainedRandomWalk,Cost, 38.91955182486329, Score, -84.17, PathLength, 83.0,sLowEdgeCost,Cost, 39.944143735076665, Score, -87.06, PathLength, 86.0,sDepthFirstSearch,Cost, 37.74850665727784, Score, -81.67, PathLength, 80.0,sDepthFirstSearchLowCost,Cost, 39.64413631709375, Score, -86.36, PathLength, 85.0,sBreadthFirstSearch,Cost, 1029.735808618674, Score, -2175.71, PathLength, 2174.0,sBreadthFirstSearchLowCost,Cost, 2939.411405572822, Score, -6335.93, PathLength, 6334.0,sBacktrackPath,Cost, 44.984486662247804, Score, -98.22, PathLength, 97.0,sLeastConnectedFirst,Cost, 39.237481173248135, Score, -84.9, PathLength, 83.0,sMostConnectedFirst,Cost, 40.10599834157086, Score, -86.92, PathLength, 85.0,
hRandomFixedDistance,Cost, 6.484761955914653, Score, 924.3840000000001,sRandomWalk,Cost, 1120.9349229024263, Score, -2383.08, PathLength, 2382.0,sConstrainedRandomWalk,Cost, 28.37634071442767, Score, -61.43, PathLength, 60.0,sLowEdgeCost,Cost, 29.491650197077398, Score, -64.47, PathLength, 63.0,sDepthFirstSearch,Cost, 27.812529337282218, Score, -60.78, PathLength, 59.0,sDepthFirstSearchLowCost,Cost, 28.04403522969831, Score, -61.2, PathLength, 60.0,sBreadthFirstSearch,Cost, 869.2023878171722, Score, -1820.81, PathLength, 1819.0,sBreadthFirstSearchLowCost,Cost, 2117.322288169278, Score, -4594.05, PathLength, 4593.0,sBacktrackPath,Cost, 33.32990343341474, Score, -73.06, PathLength, 72.0,sLeastConnectedFirst,Cost, 27.433502292203066, Score, -59.81, PathLength, 58.0,sMostConnectedFirst,Cost, 29.948520485364146, Score, -65.15, PathLength, 64.0,
hLowEdgeCostRandomFixedDistance,Cost, 20.477280115966757, Score, 1240.0379999999996,sRandomWalk,Cost, 1816.5625353551484, Score, -3903.86, PathLength, 3902.0,sConstrainedRandomWalk,Cost, 36.16174525275685, Score, -78.5, PathLength, 77.0,sLowEdgeCost,Cost, 37.27079823675315, Score, -81.1, PathLength, 80.0,sDepthFirstSearch,Cost, 36.48574205123747, Score, -79.03, PathLength, 78.0,sDepthFirstSearchLowCost,Cost, 35.248866880264906, Score, -76.74, PathLength, 75.0,sBreadthFirstSearch,Cost, 986.8195610292747, Score, -2072.28, PathLength, 2071.0,sBreadthFirstSearchLowCost,Cost, 2721.3916337224473, Score, -5862.06, PathLength, 5861.0,sBacktrackPath,Cost, 41.64220267435444, Score, -91.1, PathLength, 90.0,sLeastConnectedFirst,Cost, 35.34801827159152, Score, -76.71, PathLength, 75.0,sMostConnectedFirst,Cost, 36.47933020542112, Score, -79.0, PathLength, 78.0,
