[100, [Random,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][VariableFixedDistance,1][LowEdgeCostVariableFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1][RandomVariableHidePotential,1], [DepthFirstSearchLowCost,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandom,Cost, 47.7392622636148, Score, 32.06333333333334,sDepthFirstSearchLowCost,Cost, 285.1316883510865, Score, -32.06333333333334, PathLength, 95.0,
hRandomDirection,Cost, 19.265097288366043, Score, 32.66333333333334,sDepthFirstSearchLowCost,Cost, 293.17977078545687, Score, -32.66333333333334, PathLength, 96.0,
hRandomSet,Cost, 40.96034687001743, Score, 33.99666666666666,sDepthFirstSearchLowCost,Cost, 310.17965586238455, Score, -33.99666666666666, PathLength, 100.0,
hRandomFixedDistance,Cost, 139.29617992213755, Score, 32.60333333333333,sDepthFirstSearchLowCost,Cost, 294.54990199484547, Score, -32.60333333333333, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 89.95102284956187, Score, 23.583333333333336,sDepthFirstSearchLowCost,Cost, 179.6477922062176, Score, -23.583333333333336, PathLength, 69.0,
hVariableFixedDistance,Cost, 359.38350703907633, Score, 33.176666666666684,sDepthFirstSearchLowCost,Cost, 299.61008651876733, Score, -33.176666666666684, PathLength, 98.0,
hLowEdgeCostVariableFixedDistance,Cost, 187.02219648518636, Score, 28.213333333333345,sDepthFirstSearchLowCost,Cost, 233.51845687429858, Score, -28.213333333333345, PathLength, 83.0,
hMinimumConnectivity,Cost, 565.4949523213154, Score, 46.97666666666667,sDepthFirstSearchLowCost,Cost, 476.76092577143396, Score, -46.97666666666667, PathLength, 139.0,
hMaxDistance,Cost, 1889.85412728958, Score, 34.93666666666665,sDepthFirstSearchLowCost,Cost, 319.14455898003985, Score, -34.93666666666665, PathLength, 103.0,
hRandomVariableHidePotential,Cost, 157.49207298426117, Score, 32.44666666666668,sDepthFirstSearchLowCost,Cost, 286.8723797625788, Score, -32.44666666666668, PathLength, 96.0,
hRandom,Cost, 46.5533804748698, Score, 29.576666666666664,sDepthFirstSearchLowCost,Cost, 246.4692751976787, Score, -29.576666666666664, PathLength, 87.0,
hRandomDirection,Cost, 19.630407845979036, Score, 28.61666666666667,sDepthFirstSearchLowCost,Cost, 239.15881034955117, Score, -28.61666666666667, PathLength, 84.0,
hRandomSet,Cost, 48.71716102003887, Score, 36.42666666666667,sDepthFirstSearchLowCost,Cost, 330.4693443913966, Score, -36.42666666666667, PathLength, 108.0,
hRandomFixedDistance,Cost, 197.08831581459665, Score, 29.749999999999996,sDepthFirstSearchLowCost,Cost, 250.44238595525266, Score, -29.749999999999996, PathLength, 88.0,
hLowEdgeCostRandomFixedDistance,Cost, 82.82935026566203, Score, 20.8,sDepthFirstSearchLowCost,Cost, 152.69823211422425, Score, -20.8, PathLength, 61.0,
hVariableFixedDistance,Cost, 396.1722903096481, Score, 32.953333333333326,sDepthFirstSearchLowCost,Cost, 291.10192819789734, Score, -32.953333333333326, PathLength, 97.0,
hLowEdgeCostVariableFixedDistance,Cost, 206.25619886529228, Score, 27.533333333333335,sDepthFirstSearchLowCost,Cost, 219.39936931586072, Score, -27.533333333333335, PathLength, 81.0,
hMinimumConnectivity,Cost, 19104.010806878843, Score, 57.55333333333334,sDepthFirstSearchLowCost,Cost, 557.0119743092305, Score, -57.55333333333334, PathLength, 171.0,
hMaxDistance,Cost, 1912.8937556792, Score, 31.916666666666664,sDepthFirstSearchLowCost,Cost, 275.45384157115984, Score, -31.916666666666664, PathLength, 94.0,
hRandomVariableHidePotential,Cost, 140.31154015664706, Score, 30.90333333333332,sDepthFirstSearchLowCost,Cost, 265.0670545159391, Score, -30.90333333333332, PathLength, 91.0,
hRandom,Cost, 45.405473971091006, Score, 30.076666666666664,sDepthFirstSearchLowCost,Cost, 295.1179552383562, Score, -30.076666666666664, PathLength, 89.0,
hRandomDirection,Cost, 21.036011682865542, Score, 30.266666666666666,sDepthFirstSearchLowCost,Cost, 298.98189321345495, Score, -30.266666666666666, PathLength, 89.0,
hRandomSet,Cost, 48.45960101285192, Score, 33.03666666666666,sDepthFirstSearchLowCost,Cost, 337.82938268601816, Score, -33.03666666666666, PathLength, 98.0,
hRandomFixedDistance,Cost, 73.273037028385, Score, 30.119999999999994,sDepthFirstSearchLowCost,Cost, 294.7154879136948, Score, -30.119999999999994, PathLength, 89.0,
hLowEdgeCostRandomFixedDistance,Cost, 91.82048596132182, Score, 21.536666666666665,sDepthFirstSearchLowCost,Cost, 176.2183890126107, Score, -21.536666666666665, PathLength, 63.0,
hVariableFixedDistance,Cost, 441.24255300747774, Score, 32.28333333333333,sDepthFirstSearchLowCost,Cost, 325.50759439841244, Score, -32.28333333333333, PathLength, 95.0,
hLowEdgeCostVariableFixedDistance,Cost, 262.1416478612924, Score, 31.063333333333336,sDepthFirstSearchLowCost,Cost, 305.49990517490147, Score, -31.063333333333336, PathLength, 92.0,
hMinimumConnectivity,Cost, 9527.85607073195, Score, 43.46333333333334,sDepthFirstSearchLowCost,Cost, 496.2615756952291, Score, -43.46333333333334, PathLength, 129.0,
hMaxDistance,Cost, 1917.1892413168225, Score, 30.713333333333324,sDepthFirstSearchLowCost,Cost, 303.14647112808706, Score, -30.713333333333324, PathLength, 91.0,
hRandomVariableHidePotential,Cost, 136.77997044997792, Score, 32.093333333333334,sDepthFirstSearchLowCost,Cost, 323.39163048160435, Score, -32.093333333333334, PathLength, 95.0,
hRandom,Cost, 46.401394306589374, Score, 29.87666666666667,sDepthFirstSearchLowCost,Cost, 267.5447662970315, Score, -29.87666666666667, PathLength, 88.0,
hRandomDirection,Cost, 20.17236432178941, Score, 29.766666666666673,sDepthFirstSearchLowCost,Cost, 266.9898911876597, Score, -29.766666666666673, PathLength, 88.0,
hRandomSet,Cost, 45.76712143218483, Score, 34.78999999999999,sDepthFirstSearchLowCost,Cost, 328.95143294087416, Score, -34.78999999999999, PathLength, 103.0,
hRandomFixedDistance,Cost, 93.5215152559365, Score, 33.376666666666665,sDepthFirstSearchLowCost,Cost, 315.9395798238195, Score, -33.376666666666665, PathLength, 99.0,
hLowEdgeCostRandomFixedDistance,Cost, 30.508306397791358, Score, 16.959999999999994,sDepthFirstSearchLowCost,Cost, 122.11909471086706, Score, -16.959999999999994, PathLength, 49.0,
hVariableFixedDistance,Cost, 439.0935939979507, Score, 33.163333333333334,sDepthFirstSearchLowCost,Cost, 308.69131950541066, Score, -33.163333333333334, PathLength, 98.0,
hLowEdgeCostVariableFixedDistance,Cost, 263.0393758116231, Score, 31.18000000000001,sDepthFirstSearchLowCost,Cost, 283.50378634116055, Score, -31.18000000000001, PathLength, 92.0,
hMinimumConnectivity,Cost, 17655.55622563142, Score, 51.990000000000016,sDepthFirstSearchLowCost,Cost, 551.5186479888974, Score, -51.990000000000016, PathLength, 154.0,
hMaxDistance,Cost, 1952.7385999275814, Score, 32.17333333333333,sDepthFirstSearchLowCost,Cost, 294.1622252240515, Score, -32.17333333333333, PathLength, 95.0,
hRandomVariableHidePotential,Cost, 130.54947342443785, Score, 30.323333333333338,sDepthFirstSearchLowCost,Cost, 268.2658194910922, Score, -30.323333333333338, PathLength, 89.0,
hRandom,Cost, 45.211803879613, Score, 32.480000000000004,sDepthFirstSearchLowCost,Cost, 309.29132324814367, Score, -32.480000000000004, PathLength, 96.0,
hRandomDirection,Cost, 19.953684920009984, Score, 32.07,sDepthFirstSearchLowCost,Cost, 301.8342158161297, Score, -32.07, PathLength, 95.0,
hRandomSet,Cost, 38.0653843640001, Score, 37.35666666666666,sDepthFirstSearchLowCost,Cost, 371.78181988655774, Score, -37.35666666666666, PathLength, 111.0,
hRandomFixedDistance,Cost, 19.502442387249033, Score, 32.55666666666668,sDepthFirstSearchLowCost,Cost, 312.0122070361352, Score, -32.55666666666668, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 25.09462513762104, Score, 17.430000000000003,sDepthFirstSearchLowCost,Cost, 128.36647724653034, Score, -17.430000000000003, PathLength, 51.0,
hVariableFixedDistance,Cost, 489.00816199928596, Score, 36.193333333333335,sDepthFirstSearchLowCost,Cost, 357.24437740470006, Score, -36.193333333333335, PathLength, 107.0,
hLowEdgeCostVariableFixedDistance,Cost, 303.69349935989857, Score, 33.59666666666667,sDepthFirstSearchLowCost,Cost, 324.4445230618257, Score, -33.59666666666667, PathLength, 99.0,
hMinimumConnectivity,Cost, 15912.776575861035, Score, 56.06666666666666,sDepthFirstSearchLowCost,Cost, 602.41182815191, Score, -56.06666666666666, PathLength, 167.0,
hMaxDistance,Cost, 1724.0203612541193, Score, 34.81,sDepthFirstSearchLowCost,Cost, 341.596598234512, Score, -34.81, PathLength, 103.0,
hRandomVariableHidePotential,Cost, 132.19215360780018, Score, 34.20333333333333,sDepthFirstSearchLowCost,Cost, 331.9936198490674, Score, -34.20333333333333, PathLength, 101.0,
hRandom,Cost, 42.04241182985698, Score, 30.406666666666673,sDepthFirstSearchLowCost,Cost, 255.88204451453782, Score, -30.406666666666673, PathLength, 90.0,
hRandomDirection,Cost, 19.770318239766805, Score, 27.660000000000004,sDepthFirstSearchLowCost,Cost, 226.20975641128086, Score, -27.660000000000004, PathLength, 81.0,
hRandomSet,Cost, 42.75386149225985, Score, 34.19999999999999,sDepthFirstSearchLowCost,Cost, 301.79268917204195, Score, -34.19999999999999, PathLength, 101.0,
hRandomFixedDistance,Cost, 214.99591490891345, Score, 32.640000000000015,sDepthFirstSearchLowCost,Cost, 279.60323090476857, Score, -32.640000000000015, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 63.924307780601936, Score, 22.619999999999994,sDepthFirstSearchLowCost,Cost, 166.61623493613425, Score, -22.619999999999994, PathLength, 66.0,
hVariableFixedDistance,Cost, 479.03503281123153, Score, 31.143333333333338,sDepthFirstSearchLowCost,Cost, 261.69816284468635, Score, -31.143333333333338, PathLength, 92.0,
hLowEdgeCostVariableFixedDistance,Cost, 300.3244175730113, Score, 30.12,sDepthFirstSearchLowCost,Cost, 246.5374276580778, Score, -30.12, PathLength, 89.0,
hMinimumConnectivity,Cost, 19238.476272353917, Score, 55.57333333333332,sDepthFirstSearchLowCost,Cost, 531.9214417911942, Score, -55.57333333333332, PathLength, 165.0,
hMaxDistance,Cost, 117.50113515741343, Score, 33.62666666666667,sDepthFirstSearchLowCost,Cost, 292.43619453868564, Score, -33.62666666666667, PathLength, 99.0,
hRandomVariableHidePotential,Cost, 120.24729252370585, Score, 33.019999999999996,sDepthFirstSearchLowCost,Cost, 286.07878264526175, Score, -33.019999999999996, PathLength, 98.0,
hRandom,Cost, 47.921254276310854, Score, 32.72666666666667,sDepthFirstSearchLowCost,Cost, 300.3432866076219, Score, -32.72666666666667, PathLength, 97.0,
hRandomDirection,Cost, 20.107088592053767, Score, 31.17000000000002,sDepthFirstSearchLowCost,Cost, 275.9845183789093, Score, -31.17000000000002, PathLength, 92.0,
hRandomSet,Cost, 41.14138353916454, Score, 34.56333333333332,sDepthFirstSearchLowCost,Cost, 325.3272532731475, Score, -34.56333333333332, PathLength, 102.0,
hRandomFixedDistance,Cost, 93.99476350421178, Score, 31.883333333333347,sDepthFirstSearchLowCost,Cost, 287.1679343826776, Score, -31.883333333333347, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 59.02868840841984, Score, 21.26666666666667,sDepthFirstSearchLowCost,Cost, 154.0344211219778, Score, -21.26666666666667, PathLength, 62.0,
hVariableFixedDistance,Cost, 544.1207640274359, Score, 31.75666666666668,sDepthFirstSearchLowCost,Cost, 282.0729495456251, Score, -31.75666666666668, PathLength, 94.0,
hLowEdgeCostVariableFixedDistance,Cost, 347.70180055056596, Score, 33.63,sDepthFirstSearchLowCost,Cost, 309.8337598093162, Score, -33.63, PathLength, 99.0,
hMinimumConnectivity,Cost, 20715.744287220434, Score, 43.8,sDepthFirstSearchLowCost,Cost, 448.6493888640546, Score, -43.8, PathLength, 130.0,
hMaxDistance,Cost, 2077.3644427516397, Score, 33.703333333333326,sDepthFirstSearchLowCost,Cost, 309.4165100520764, Score, -33.703333333333326, PathLength, 100.0,
hRandomVariableHidePotential,Cost, 112.69162558433021, Score, 32.063333333333304,sDepthFirstSearchLowCost,Cost, 287.7565692253727, Score, -32.063333333333304, PathLength, 95.0,
hRandom,Cost, 43.29835620534856, Score, 30.133333333333326,sDepthFirstSearchLowCost,Cost, 237.46768437453227, Score, -30.133333333333326, PathLength, 89.0,
hRandomDirection,Cost, 19.27829112050771, Score, 28.563333333333336,sDepthFirstSearchLowCost,Cost, 222.87821079030695, Score, -28.563333333333336, PathLength, 84.0,
hRandomSet,Cost, 45.92228663594591, Score, 33.48000000000001,sDepthFirstSearchLowCost,Cost, 275.1979358828214, Score, -33.48000000000001, PathLength, 99.0,
hRandomFixedDistance,Cost, 65.79527107445345, Score, 30.496666666666666,sDepthFirstSearchLowCost,Cost, 243.96051607656526, Score, -30.496666666666666, PathLength, 90.0,
hLowEdgeCostRandomFixedDistance,Cost, 107.0664309167533, Score, 22.74,sDepthFirstSearchLowCost,Cost, 158.0899407004729, Score, -22.74, PathLength, 67.0,
hVariableFixedDistance,Cost, 520.0124616948053, Score, 31.92666666666667,sDepthFirstSearchLowCost,Cost, 257.42780479110866, Score, -31.92666666666667, PathLength, 94.0,
hLowEdgeCostVariableFixedDistance,Cost, 339.1292361057681, Score, 31.903333333333336,sDepthFirstSearchLowCost,Cost, 258.1982084590233, Score, -31.903333333333336, PathLength, 94.0,
hMinimumConnectivity,Cost, 11132.583865212686, Score, 55.90333333333335,sDepthFirstSearchLowCost,Cost, 510.56292762206436, Score, -55.90333333333335, PathLength, 166.0,
hMaxDistance,Cost, 1933.9610769835695, Score, 29.86333333333333,sDepthFirstSearchLowCost,Cost, 233.8019100502718, Score, -29.86333333333333, PathLength, 88.0,
hRandomVariableHidePotential,Cost, 101.45427148916431, Score, 29.953333333333322,sDepthFirstSearchLowCost,Cost, 236.6864953530051, Score, -29.953333333333322, PathLength, 88.0,
hRandom,Cost, 42.584777735197, Score, 30.92,sDepthFirstSearchLowCost,Cost, 283.4587017956244, Score, -30.92, PathLength, 91.0,
hRandomDirection,Cost, 19.92031917982151, Score, 31.609999999999992,sDepthFirstSearchLowCost,Cost, 290.61914964361034, Score, -31.609999999999992, PathLength, 93.0,
hRandomSet,Cost, 45.475908923413556, Score, 37.849999999999994,sDepthFirstSearchLowCost,Cost, 366.4385314516962, Score, -37.849999999999994, PathLength, 112.0,
hRandomFixedDistance,Cost, 247.31597644347613, Score, 33.76333333333333,sDepthFirstSearchLowCost,Cost, 315.12944594935306, Score, -33.76333333333333, PathLength, 100.0,
hLowEdgeCostRandomFixedDistance,Cost, 66.57419200900937, Score, 20.729999999999997,sDepthFirstSearchLowCost,Cost, 158.17504472090855, Score, -20.729999999999997, PathLength, 61.0,
hVariableFixedDistance,Cost, 581.3577366442012, Score, 34.41333333333333,sDepthFirstSearchLowCost,Cost, 323.51654531660284, Score, -34.41333333333333, PathLength, 102.0,
hLowEdgeCostVariableFixedDistance,Cost, 397.7335063565523, Score, 31.40666666666667,sDepthFirstSearchLowCost,Cost, 284.6590918797785, Score, -31.40666666666667, PathLength, 93.0,
hMinimumConnectivity,Cost, 14093.196312439726, Score, 61.79999999999999,sDepthFirstSearchLowCost,Cost, 624.1791084584606, Score, -61.79999999999999, PathLength, 184.0,
hMaxDistance,Cost, 2096.554501592205, Score, 32.95666666666668,sDepthFirstSearchLowCost,Cost, 307.803204590596, Score, -32.95666666666668, PathLength, 97.0,
hRandomVariableHidePotential,Cost, 97.12401605239478, Score, 30.113333333333333,sDepthFirstSearchLowCost,Cost, 270.14320121034103, Score, -30.113333333333333, PathLength, 89.0,
hRandom,Cost, 46.5832780913494, Score, 29.890000000000008,sDepthFirstSearchLowCost,Cost, 274.7148462126992, Score, -29.890000000000008, PathLength, 88.0,
hRandomDirection,Cost, 19.703255767534227, Score, 29.05,sDepthFirstSearchLowCost,Cost, 262.84788090331824, Score, -29.05, PathLength, 86.0,
hRandomSet,Cost, 46.9087965766787, Score, 31.82,sDepthFirstSearchLowCost,Cost, 296.87205563889427, Score, -31.82, PathLength, 94.0,
hRandomFixedDistance,Cost, 256.8916315275467, Score, 31.136666666666677,sDepthFirstSearchLowCost,Cost, 289.45840075412184, Score, -31.136666666666677, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 70.36385615693575, Score, 21.270000000000003,sDepthFirstSearchLowCost,Cost, 166.3998011370091, Score, -21.270000000000003, PathLength, 62.0,
hVariableFixedDistance,Cost, 616.5913127683976, Score, 31.933333333333326,sDepthFirstSearchLowCost,Cost, 302.5637800517481, Score, -31.933333333333326, PathLength, 94.0,
hLowEdgeCostVariableFixedDistance,Cost, 432.8215555109227, Score, 32.176666666666655,sDepthFirstSearchLowCost,Cost, 301.2042060659169, Score, -32.176666666666655, PathLength, 95.0,
hMinimumConnectivity,Cost, 13193.16863564583, Score, 44.06000000000001,sDepthFirstSearchLowCost,Cost, 464.05737239739653, Score, -44.06000000000001, PathLength, 131.0,
hMaxDistance,Cost, 1855.554044054715, Score, 30.959999999999987,sDepthFirstSearchLowCost,Cost, 286.7520335374249, Score, -30.959999999999987, PathLength, 91.0,
hRandomVariableHidePotential,Cost, 101.4858218095696, Score, 29.80666666666667,sDepthFirstSearchLowCost,Cost, 271.05716937416685, Score, -29.80666666666667, PathLength, 88.0,
hRandom,Cost, 45.438750215145255, Score, 30.31999999999999,sDepthFirstSearchLowCost,Cost, 275.78250978861377, Score, -30.31999999999999, PathLength, 89.0,
hRandomDirection,Cost, 20.4117759064161, Score, 29.88666666666666,sDepthFirstSearchLowCost,Cost, 271.8936241425858, Score, -29.88666666666666, PathLength, 88.0,
hRandomSet,Cost, 49.037681012209084, Score, 34.70666666666668,sDepthFirstSearchLowCost,Cost, 333.68762244243925, Score, -34.70666666666668, PathLength, 103.0,
hRandomFixedDistance,Cost, 218.97197514533352, Score, 30.823333333333327,sDepthFirstSearchLowCost,Cost, 288.94429042590696, Score, -30.823333333333327, PathLength, 91.0,
hLowEdgeCostRandomFixedDistance,Cost, 83.3359135676584, Score, 21.053333333333335,sDepthFirstSearchLowCost,Cost, 178.1232034941682, Score, -21.053333333333335, PathLength, 62.0,
hVariableFixedDistance,Cost, 615.8886961107836, Score, 31.359999999999985,sDepthFirstSearchLowCost,Cost, 289.6690372201233, Score, -31.359999999999985, PathLength, 93.0,
hLowEdgeCostVariableFixedDistance,Cost, 452.56934436540723, Score, 32.81666666666668,sDepthFirstSearchLowCost,Cost, 307.4931754305137, Score, -32.81666666666668, PathLength, 97.0,
hMinimumConnectivity,Cost, 724.7850211606051, Score, 49.51333333333334,sDepthFirstSearchLowCost,Cost, 517.347219359313, Score, -49.51333333333334, PathLength, 147.0,
hMaxDistance,Cost, 1835.0368382703589, Score, 32.599999999999994,sDepthFirstSearchLowCost,Cost, 307.033151593341, Score, -32.599999999999994, PathLength, 96.0,
hRandomVariableHidePotential,Cost, 97.47719520987489, Score, 30.756666666666675,sDepthFirstSearchLowCost,Cost, 284.69872120037076, Score, -30.756666666666675, PathLength, 91.0,
hRandom,Cost, 44.57771956254196, Score, 29.163333333333334,sDepthFirstSearchLowCost,Cost, 260.2856563824053, Score, -29.163333333333334, PathLength, 86.0,
hRandomDirection,Cost, 20.72797464978698, Score, 28.49666666666664,sDepthFirstSearchLowCost,Cost, 256.30186432962245, Score, -28.49666666666664, PathLength, 84.0,
hRandomSet,Cost, 52.711398697221306, Score, 33.94000000000002,sDepthFirstSearchLowCost,Cost, 324.22994000304533, Score, -33.94000000000002, PathLength, 100.0,
hRandomFixedDistance,Cost, 245.6733710171464, Score, 31.74666666666668,sDepthFirstSearchLowCost,Cost, 297.25768944218066, Score, -31.74666666666668, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 32.58798408708119, Score, 20.073333333333334,sDepthFirstSearchLowCost,Cost, 150.4021222248057, Score, -20.073333333333334, PathLength, 59.0,
hVariableFixedDistance,Cost, 647.9209226403053, Score, 32.28,sDepthFirstSearchLowCost,Cost, 304.6442604114863, Score, -32.28, PathLength, 95.0,
hLowEdgeCostVariableFixedDistance,Cost, 484.915404819998, Score, 33.04666666666667,sDepthFirstSearchLowCost,Cost, 311.3356645357678, Score, -33.04666666666667, PathLength, 98.0,
hMinimumConnectivity,Cost, 15349.658239365262, Score, 57.42666666666668,sDepthFirstSearchLowCost,Cost, 607.0384635494072, Score, -57.42666666666668, PathLength, 171.0,
hMaxDistance,Cost, 1921.1755251938, Score, 31.70333333333333,sDepthFirstSearchLowCost,Cost, 296.7974947672562, Score, -31.70333333333333, PathLength, 94.0,
hRandomVariableHidePotential,Cost, 89.57423025794445, Score, 30.410000000000004,sDepthFirstSearchLowCost,Cost, 276.1752176343598, Score, -30.410000000000004, PathLength, 90.0,
hRandom,Cost, 46.2911219402251, Score, 32.23000000000001,sDepthFirstSearchLowCost,Cost, 308.48879406217077, Score, -32.23000000000001, PathLength, 95.0,
hRandomDirection,Cost, 20.500332292759282, Score, 31.973333333333336,sDepthFirstSearchLowCost,Cost, 310.2642898984479, Score, -31.973333333333336, PathLength, 94.0,
hRandomSet,Cost, 47.920712808827396, Score, 37.26333333333333,sDepthFirstSearchLowCost,Cost, 373.31845246912434, Score, -37.26333333333333, PathLength, 110.0,
hRandomFixedDistance,Cost, 97.44214039994236, Score, 31.11,sDepthFirstSearchLowCost,Cost, 297.1219242656022, Score, -31.11, PathLength, 92.0,
hLowEdgeCostRandomFixedDistance,Cost, 40.559242146799576, Score, 19.070000000000007,sDepthFirstSearchLowCost,Cost, 159.09382075524735, Score, -19.070000000000007, PathLength, 56.0,
hVariableFixedDistance,Cost, 685.6352930138872, Score, 33.22,sDepthFirstSearchLowCost,Cost, 323.4350964630333, Score, -33.22, PathLength, 98.0,
hLowEdgeCostVariableFixedDistance,Cost, 520.2825985633793, Score, 33.673333333333346,sDepthFirstSearchLowCost,Cost, 327.05814532635, Score, -33.673333333333346, PathLength, 100.0,
hMinimumConnectivity,Cost, 6791.388765919217, Score, 58.789999999999985,sDepthFirstSearchLowCost,Cost, 624.2164463494211, Score, -58.789999999999985, PathLength, 175.0,
hMaxDistance,Cost, 2146.4840264459995, Score, 32.15333333333334,sDepthFirstSearchLowCost,Cost, 308.40020420589536, Score, -32.15333333333334, PathLength, 95.0,
hRandomVariableHidePotential,Cost, 87.24066949245551, Score, 30.34666666666666,sDepthFirstSearchLowCost,Cost, 285.17543625788016, Score, -30.34666666666666, PathLength, 90.0,
hRandom,Cost, 44.35595716765082, Score, 32.02,sDepthFirstSearchLowCost,Cost, 271.02941419502577, Score, -32.02, PathLength, 95.0,
hRandomDirection,Cost, 20.020805076967758, Score, 32.99666666666666,sDepthFirstSearchLowCost,Cost, 283.77401036593693, Score, -32.99666666666666, PathLength, 97.0,
hRandomSet,Cost, 42.148508432995555, Score, 35.81333333333333,sDepthFirstSearchLowCost,Cost, 318.75258156163136, Score, -35.81333333333333, PathLength, 106.0,
hRandomFixedDistance,Cost, 143.45063017649932, Score, 31.363333333333333,sDepthFirstSearchLowCost,Cost, 269.0196866247391, Score, -31.363333333333333, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 14.928457242296615, Score, 20.426666666666666,sDepthFirstSearchLowCost,Cost, 148.6814413630848, Score, -20.426666666666666, PathLength, 60.0,
hVariableFixedDistance,Cost, 702.9175241067635, Score, 34.55,sDepthFirstSearchLowCost,Cost, 304.1510114518374, Score, -34.55, PathLength, 102.0,
hLowEdgeCostVariableFixedDistance,Cost, 521.2408037993262, Score, 34.47333333333333,sDepthFirstSearchLowCost,Cost, 303.6051581696381, Score, -34.47333333333333, PathLength, 102.0,
hMinimumConnectivity,Cost, 21204.185650739513, Score, 60.82666666666669,sDepthFirstSearchLowCost,Cost, 589.876130499424, Score, -60.82666666666669, PathLength, 181.0,
hMaxDistance,Cost, 1903.3001724942064, Score, 34.26999999999999,sDepthFirstSearchLowCost,Cost, 303.02546602113637, Score, -34.26999999999999, PathLength, 101.0,
hRandomVariableHidePotential,Cost, 76.63874858966115, Score, 31.366666666666653,sDepthFirstSearchLowCost,Cost, 266.8290801089108, Score, -31.366666666666653, PathLength, 93.0,
hRandom,Cost, 46.65291952604152, Score, 30.066666666666666,sDepthFirstSearchLowCost,Cost, 288.79550110484934, Score, -30.066666666666666, PathLength, 89.0,
hRandomDirection,Cost, 19.623956659526385, Score, 29.613333333333326,sDepthFirstSearchLowCost,Cost, 278.9199056668142, Score, -29.613333333333326, PathLength, 87.0,
hRandomSet,Cost, 46.389066520535245, Score, 34.66666666666666,sDepthFirstSearchLowCost,Cost, 354.47447195282473, Score, -34.66666666666666, PathLength, 103.0,
hRandomFixedDistance,Cost, 123.42817339606933, Score, 32.04333333333334,sDepthFirstSearchLowCost,Cost, 321.5177337793105, Score, -32.04333333333334, PathLength, 95.0,
hLowEdgeCostRandomFixedDistance,Cost, 61.902954534786566, Score, 20.856666666666662,sDepthFirstSearchLowCost,Cost, 179.43862855041252, Score, -20.856666666666662, PathLength, 61.0,
hVariableFixedDistance,Cost, 764.3300590147842, Score, 33.60333333333333,sDepthFirstSearchLowCost,Cost, 342.80644639914914, Score, -33.60333333333333, PathLength, 99.0,
hLowEdgeCostVariableFixedDistance,Cost, 600.5625229354752, Score, 32.096666666666685,sDepthFirstSearchLowCost,Cost, 315.8070105193753, Score, -32.096666666666685, PathLength, 95.0,
hMinimumConnectivity,Cost, 21231.802026266494, Score, 46.193333333333314,sDepthFirstSearchLowCost,Cost, 524.4668460228608, Score, -46.193333333333314, PathLength, 137.0,
hMaxDistance,Cost, 2017.2300980264429, Score, 33.43333333333332,sDepthFirstSearchLowCost,Cost, 337.8219636538506, Score, -33.43333333333332, PathLength, 99.0,
hRandomVariableHidePotential,Cost, 82.48952651960848, Score, 31.949999999999996,sDepthFirstSearchLowCost,Cost, 314.6828605531415, Score, -31.949999999999996, PathLength, 94.0,
hRandom,Cost, 46.351231933353446, Score, 31.110000000000003,sDepthFirstSearchLowCost,Cost, 284.5194973187352, Score, -31.110000000000003, PathLength, 92.0,
hRandomDirection,Cost, 20.131843978435768, Score, 29.34666666666666,sDepthFirstSearchLowCost,Cost, 259.0705829686577, Score, -29.34666666666666, PathLength, 87.0,
hRandomSet,Cost, 39.10489966496767, Score, 32.713333333333324,sDepthFirstSearchLowCost,Cost, 298.5916171392173, Score, -32.713333333333324, PathLength, 97.0,
hRandomFixedDistance,Cost, 171.24351231925334, Score, 31.53333333333334,sDepthFirstSearchLowCost,Cost, 288.65344611828397, Score, -31.53333333333334, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 88.01995221643696, Score, 24.416666666666657,sDepthFirstSearchLowCost,Cost, 207.2588087102168, Score, -24.416666666666657, PathLength, 72.0,
hVariableFixedDistance,Cost, 748.0987207707617, Score, 30.539999999999996,sDepthFirstSearchLowCost,Cost, 275.1829593252725, Score, -30.539999999999996, PathLength, 90.0,
hLowEdgeCostVariableFixedDistance,Cost, 574.4869501725251, Score, 35.096666666666664,sDepthFirstSearchLowCost,Cost, 333.65748355917896, Score, -35.096666666666664, PathLength, 104.0,
hMinimumConnectivity,Cost, 15622.499181877738, Score, 59.13666666666668,sDepthFirstSearchLowCost,Cost, 601.411959779219, Score, -59.13666666666668, PathLength, 176.0,
hMaxDistance,Cost, 2029.3772130418656, Score, 32.140000000000015,sDepthFirstSearchLowCost,Cost, 293.1011236700818, Score, -32.140000000000015, PathLength, 95.0,
