[100, [RandomSet,1], [ConstrainedRandomWalk,1][LeastConnectedFirst,1][BacktrackPath,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][FixedStartRandomWalk,1][LowEdgeCost,1][RandomWalk,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,fixed}, {EdgeTraversalDecrement,0}]
hRandomSet,Cost, 531.9, Score, 62.99333333333333,sConstrainedRandomWalk,Cost, 1604.0, Score, -53.8, PathLength, 160.0,sLeastConnectedFirst,Cost, 1122.3, Score, -37.74333333333333, PathLength, 112.0,sBacktrackPath,Cost, 1828.5, Score, -61.28333333333333, PathLength, 182.0,sBreadthFirstSearch,Cost, 3169.7, Score, -105.98999999999997, PathLength, 316.0,sBreadthFirstSearchLowCost,Cost, 3155.0, Score, -105.49999999999996, PathLength, 315.0,sFixedStartRandomWalk,Cost, 1632.0, Score, -54.73333333333332, PathLength, 163.0,sLowEdgeCost,Cost, 1697.2, Score, -56.90666666666669, PathLength, 169.0,sRandomWalk,Cost, 1702.9, Score, -57.09666666666665, PathLength, 170.0,sDepthFirstSearch,Cost, 1446.4, Score, -48.54666666666667, PathLength, 144.0,sDepthFirstSearchLowCost,Cost, 1440.0, Score, -48.33333333333335, PathLength, 144.0,
hRandomSet,Cost, 562.3, Score, 65.67300000000002,sConstrainedRandomWalk,Cost, 1815.8, Score, -60.86000000000001, PathLength, 181.0,sLeastConnectedFirst,Cost, 1019.3, Score, -34.31, PathLength, 101.0,sBacktrackPath,Cost, 2001.3, Score, -67.04333333333335, PathLength, 200.0,sBreadthFirstSearch,Cost, 3342.2, Score, -111.73999999999998, PathLength, 334.0,sBreadthFirstSearchLowCost,Cost, 3397.9, Score, -113.59666666666668, PathLength, 339.0,sFixedStartRandomWalk,Cost, 1634.8, Score, -54.82666666666668, PathLength, 163.0,sLowEdgeCost,Cost, 2078.9, Score, -69.63, PathLength, 207.0,sRandomWalk,Cost, 1749.6, Score, -58.65333333333333, PathLength, 174.0,sDepthFirstSearch,Cost, 1276.7, Score, -42.88999999999999, PathLength, 127.0,sDepthFirstSearchLowCost,Cost, 1285.4, Score, -43.18, PathLength, 128.0,
hRandomSet,Cost, 567.5, Score, 64.23166666666667,sConstrainedRandomWalk,Cost, 1763.9, Score, -59.13, PathLength, 176.0,sLeastConnectedFirst,Cost, 1120.3, Score, -37.67666666666666, PathLength, 112.0,sBacktrackPath,Cost, 1903.5, Score, -63.78333333333334, PathLength, 190.0,sBreadthFirstSearch,Cost, 3277.8, Score, -109.59333333333329, PathLength, 327.0,sBreadthFirstSearchLowCost,Cost, 3162.5, Score, -105.75000000000004, PathLength, 316.0,sFixedStartRandomWalk,Cost, 1671.5, Score, -56.05000000000002, PathLength, 167.0,sLowEdgeCost,Cost, 1740.7, Score, -58.3566666666667, PathLength, 174.0,sRandomWalk,Cost, 1692.5, Score, -56.75, PathLength, 169.0,sDepthFirstSearch,Cost, 1412.7, Score, -47.42333333333333, PathLength, 141.0,sDepthFirstSearchLowCost,Cost, 1424.1, Score, -47.80333333333333, PathLength, 142.0,
hRandomSet,Cost, 593.4, Score, 59.68066666666667,sConstrainedRandomWalk,Cost, 1531.7, Score, -51.39, PathLength, 153.0,sLeastConnectedFirst,Cost, 1080.2, Score, -36.33999999999999, PathLength, 108.0,sBacktrackPath,Cost, 1594.7, Score, -53.490000000000016, PathLength, 159.0,sBreadthFirstSearch,Cost, 3229.9, Score, -107.99666666666666, PathLength, 322.0,sBreadthFirstSearchLowCost,Cost, 3133.2, Score, -104.77333333333333, PathLength, 313.0,sFixedStartRandomWalk,Cost, 1497.7, Score, -50.256666666666696, PathLength, 149.0,sLowEdgeCost,Cost, 1506.7, Score, -50.55666666666667, PathLength, 150.0,sRandomWalk,Cost, 1430.4, Score, -48.01333333333334, PathLength, 143.0,sDepthFirstSearch,Cost, 1394.8, Score, -46.82666666666669, PathLength, 139.0,sDepthFirstSearchLowCost,Cost, 1404.9, Score, -47.16333333333335, PathLength, 140.0,
hRandomSet,Cost, 617.2, Score, 65.03866666666667,sConstrainedRandomWalk,Cost, 1639.7, Score, -54.99000000000001, PathLength, 163.0,sLeastConnectedFirst,Cost, 1052.6, Score, -35.42, PathLength, 105.0,sBacktrackPath,Cost, 1728.6, Score, -57.95333333333333, PathLength, 172.0,sBreadthFirstSearch,Cost, 3318.9, Score, -110.96333333333328, PathLength, 331.0,sBreadthFirstSearchLowCost,Cost, 3379.1, Score, -112.97, PathLength, 337.0,sFixedStartRandomWalk,Cost, 1762.0, Score, -59.06666666666667, PathLength, 176.0,sLowEdgeCost,Cost, 1826.5, Score, -61.21666666666666, PathLength, 182.0,sRandomWalk,Cost, 1716.5, Score, -57.55000000000001, PathLength, 171.0,sDepthFirstSearch,Cost, 1486.6, Score, -49.88666666666668, PathLength, 148.0,sDepthFirstSearchLowCost,Cost, 1501.1, Score, -50.37000000000001, PathLength, 150.0,
hRandomSet,Cost, 627.7, Score, 62.74266666666667,sConstrainedRandomWalk,Cost, 1623.8, Score, -54.460000000000015, PathLength, 162.0,sLeastConnectedFirst,Cost, 1131.9, Score, -38.06333333333334, PathLength, 113.0,sBacktrackPath,Cost, 1682.8, Score, -56.42666666666668, PathLength, 168.0,sBreadthFirstSearch,Cost, 3274.0, Score, -109.46666666666665, PathLength, 327.0,sBreadthFirstSearchLowCost,Cost, 3191.9, Score, -106.72999999999996, PathLength, 319.0,sFixedStartRandomWalk,Cost, 1651.0, Score, -55.36666666666669, PathLength, 165.0,sLowEdgeCost,Cost, 1680.3, Score, -56.343333333333355, PathLength, 168.0,sRandomWalk,Cost, 1666.3, Score, -55.87666666666667, PathLength, 166.0,sDepthFirstSearch,Cost, 1427.1, Score, -47.903333333333336, PathLength, 142.0,sDepthFirstSearchLowCost,Cost, 1393.7, Score, -46.79, PathLength, 139.0,
hRandomSet,Cost, 648.7, Score, 65.09733333333334,sConstrainedRandomWalk,Cost, 1839.2, Score, -61.63999999999999, PathLength, 183.0,sLeastConnectedFirst,Cost, 1076.4, Score, -36.21333333333334, PathLength, 107.0,sBacktrackPath,Cost, 1696.8, Score, -56.89333333333334, PathLength, 169.0,sBreadthFirstSearch,Cost, 3257.2, Score, -108.90666666666664, PathLength, 325.0,sBreadthFirstSearchLowCost,Cost, 3249.9, Score, -108.66333333333334, PathLength, 324.0,sFixedStartRandomWalk,Cost, 1822.6, Score, -61.08666666666669, PathLength, 182.0,sLowEdgeCost,Cost, 1803.5, Score, -60.44999999999999, PathLength, 180.0,sRandomWalk,Cost, 1714.7, Score, -57.49, PathLength, 171.0,sDepthFirstSearch,Cost, 1495.4, Score, -50.180000000000035, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 1473.5, Score, -49.45000000000002, PathLength, 147.0,
hRandomSet,Cost, 676.3, Score, 66.59133333333334,sConstrainedRandomWalk,Cost, 1918.3, Score, -64.27666666666666, PathLength, 191.0,sLeastConnectedFirst,Cost, 1067.2, Score, -35.90666666666669, PathLength, 106.0,sBacktrackPath,Cost, 1572.9, Score, -52.76333333333333, PathLength, 157.0,sBreadthFirstSearch,Cost, 3454.3, Score, -115.47666666666666, PathLength, 345.0,sBreadthFirstSearchLowCost,Cost, 3360.2, Score, -112.34000000000002, PathLength, 336.0,sFixedStartRandomWalk,Cost, 1928.1, Score, -64.60333333333332, PathLength, 192.0,sLowEdgeCost,Cost, 1588.0, Score, -53.26666666666666, PathLength, 158.0,sRandomWalk,Cost, 2016.4, Score, -67.5466666666667, PathLength, 201.0,sDepthFirstSearch,Cost, 1491.8, Score, -50.06, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 1480.2, Score, -49.673333333333346, PathLength, 148.0,
hRandomSet,Cost, 682.5, Score, 63.397,sConstrainedRandomWalk,Cost, 1811.4, Score, -60.713333333333324, PathLength, 181.0,sLeastConnectedFirst,Cost, 1090.2, Score, -36.673333333333325, PathLength, 109.0,sBacktrackPath,Cost, 1567.8, Score, -52.59333333333331, PathLength, 156.0,sBreadthFirstSearch,Cost, 3354.7, Score, -112.15666666666664, PathLength, 335.0,sBreadthFirstSearchLowCost,Cost, 3349.4, Score, -111.97999999999998, PathLength, 334.0,sFixedStartRandomWalk,Cost, 1692.2, Score, -56.74, PathLength, 169.0,sLowEdgeCost,Cost, 1614.5, Score, -54.150000000000006, PathLength, 161.0,sRandomWalk,Cost, 1651.4, Score, -55.38000000000002, PathLength, 165.0,sDepthFirstSearch,Cost, 1383.5, Score, -46.44999999999999, PathLength, 138.0,sDepthFirstSearchLowCost,Cost, 1404.0, Score, -47.13333333333335, PathLength, 140.0,
hRandomSet,Cost, 712.4, Score, 67.7436666666667,sConstrainedRandomWalk,Cost, 1967.1, Score, -65.90333333333332, PathLength, 196.0,sLeastConnectedFirst,Cost, 1126.2, Score, -37.873333333333335, PathLength, 112.0,sBacktrackPath,Cost, 1967.6, Score, -65.91999999999996, PathLength, 196.0,sBreadthFirstSearch,Cost, 3345.8, Score, -111.86, PathLength, 334.0,sBreadthFirstSearchLowCost,Cost, 3372.2, Score, -112.74000000000004, PathLength, 337.0,sFixedStartRandomWalk,Cost, 1879.6, Score, -62.98666666666665, PathLength, 187.0,sLowEdgeCost,Cost, 1782.6, Score, -59.75333333333332, PathLength, 178.0,sRandomWalk,Cost, 1930.9, Score, -64.69666666666667, PathLength, 193.0,sDepthFirstSearch,Cost, 1424.8, Score, -47.82666666666666, PathLength, 142.0,sDepthFirstSearchLowCost,Cost, 1426.3, Score, -47.87666666666666, PathLength, 142.0,
hRandomSet,Cost, 716.4, Score, 63.59066666666668,sConstrainedRandomWalk,Cost, 1672.5, Score, -56.08333333333333, PathLength, 167.0,sLeastConnectedFirst,Cost, 1129.3, Score, -37.97666666666667, PathLength, 112.0,sBacktrackPath,Cost, 1729.5, Score, -57.98333333333335, PathLength, 172.0,sBreadthFirstSearch,Cost, 3217.0, Score, -107.56666666666666, PathLength, 321.0,sBreadthFirstSearchLowCost,Cost, 3264.7, Score, -109.15666666666662, PathLength, 326.0,sFixedStartRandomWalk,Cost, 1724.1, Score, -57.80333333333334, PathLength, 172.0,sLowEdgeCost,Cost, 1821.3, Score, -61.04333333333332, PathLength, 182.0,sRandomWalk,Cost, 1717.0, Score, -57.56666666666665, PathLength, 171.0,sDepthFirstSearch,Cost, 1359.7, Score, -45.656666666666666, PathLength, 135.0,sDepthFirstSearchLowCost,Cost, 1342.1, Score, -45.06999999999999, PathLength, 134.0,
hRandomSet,Cost, 723.1, Score, 62.617000000000004,sConstrainedRandomWalk,Cost, 1627.2, Score, -54.57333333333334, PathLength, 162.0,sLeastConnectedFirst,Cost, 1137.6, Score, -38.25333333333333, PathLength, 113.0,sBacktrackPath,Cost, 1659.0, Score, -55.63333333333335, PathLength, 165.0,sBreadthFirstSearch,Cost, 3169.2, Score, -105.97333333333336, PathLength, 316.0,sBreadthFirstSearchLowCost,Cost, 3125.1, Score, -104.50333333333336, PathLength, 312.0,sFixedStartRandomWalk,Cost, 1618.4, Score, -54.280000000000015, PathLength, 161.0,sLowEdgeCost,Cost, 1717.4, Score, -57.58000000000002, PathLength, 171.0,sRandomWalk,Cost, 1552.0, Score, -52.06666666666665, PathLength, 155.0,sDepthFirstSearch,Cost, 1538.8, Score, -51.626666666666644, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 1540.4, Score, -51.68000000000002, PathLength, 154.0,
hRandomSet,Cost, 743.3, Score, 60.69366666666666,sConstrainedRandomWalk,Cost, 1543.8, Score, -51.79333333333336, PathLength, 154.0,sLeastConnectedFirst,Cost, 1130.8, Score, -38.02666666666668, PathLength, 113.0,sBacktrackPath,Cost, 1450.0, Score, -48.66666666666668, PathLength, 145.0,sBreadthFirstSearch,Cost, 3286.0, Score, -109.8666666666667, PathLength, 328.0,sBreadthFirstSearchLowCost,Cost, 3351.1, Score, -112.03666666666665, PathLength, 335.0,sFixedStartRandomWalk,Cost, 1544.7, Score, -51.82333333333333, PathLength, 154.0,sLowEdgeCost,Cost, 1521.0, Score, -51.03333333333333, PathLength, 152.0,sRandomWalk,Cost, 1576.7, Score, -52.88999999999999, PathLength, 157.0,sDepthFirstSearch,Cost, 1370.4, Score, -46.01333333333335, PathLength, 137.0,sDepthFirstSearchLowCost,Cost, 1333.6, Score, -44.786666666666676, PathLength, 133.0,
hRandomSet,Cost, 773.3, Score, 66.57366666666665,sConstrainedRandomWalk,Cost, 1848.2, Score, -61.94000000000002, PathLength, 184.0,sLeastConnectedFirst,Cost, 1129.1, Score, -37.97000000000001, PathLength, 112.0,sBacktrackPath,Cost, 1970.3, Score, -66.00999999999998, PathLength, 197.0,sBreadthFirstSearch,Cost, 3228.4, Score, -107.9466666666667, PathLength, 322.0,sBreadthFirstSearchLowCost,Cost, 3312.5, Score, -110.74999999999999, PathLength, 331.0,sFixedStartRandomWalk,Cost, 1756.1, Score, -58.87000000000001, PathLength, 175.0,sLowEdgeCost,Cost, 1908.5, Score, -63.94999999999999, PathLength, 190.0,sRandomWalk,Cost, 1707.1, Score, -57.23666666666668, PathLength, 170.0,sDepthFirstSearch,Cost, 1482.9, Score, -49.76333333333335, PathLength, 148.0,sDepthFirstSearchLowCost,Cost, 1529.0, Score, -51.3, PathLength, 152.0,
hRandomSet,Cost, 800.2, Score, 70.33133333333335,sConstrainedRandomWalk,Cost, 2197.0, Score, -73.56666666666669, PathLength, 219.0,sLeastConnectedFirst,Cost, 1142.3, Score, -38.41000000000001, PathLength, 114.0,sBacktrackPath,Cost, 1797.7, Score, -60.25666666666667, PathLength, 179.0,sBreadthFirstSearch,Cost, 3605.6, Score, -120.52, PathLength, 360.0,sBreadthFirstSearchLowCost,Cost, 3607.7, Score, -120.59000000000002, PathLength, 360.0,sFixedStartRandomWalk,Cost, 1940.9, Score, -65.03, PathLength, 194.0,sLowEdgeCost,Cost, 1986.0, Score, -66.53333333333335, PathLength, 198.0,sRandomWalk,Cost, 1845.5, Score, -61.84999999999998, PathLength, 184.0,sDepthFirstSearch,Cost, 1432.3, Score, -48.076666666666654, PathLength, 143.0,sDepthFirstSearchLowCost,Cost, 1444.4, Score, -48.48, PathLength, 144.0,
hRandomSet,Cost, 806.6, Score, 65.72533333333334,sConstrainedRandomWalk,Cost, 1782.8, Score, -59.75999999999999, PathLength, 178.0,sLeastConnectedFirst,Cost, 1127.2, Score, -37.90666666666665, PathLength, 112.0,sBacktrackPath,Cost, 1647.8, Score, -55.26000000000001, PathLength, 164.0,sBreadthFirstSearch,Cost, 3348.4, Score, -111.94666666666673, PathLength, 334.0,sBreadthFirstSearchLowCost,Cost, 3281.5, Score, -109.71666666666665, PathLength, 328.0,sFixedStartRandomWalk,Cost, 1955.6, Score, -65.52, PathLength, 195.0,sLowEdgeCost,Cost, 1666.3, Score, -55.87666666666667, PathLength, 166.0,sRandomWalk,Cost, 1785.3, Score, -59.84333333333335, PathLength, 178.0,sDepthFirstSearch,Cost, 1519.3, Score, -50.97666666666665, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 1503.4, Score, -50.44666666666666, PathLength, 150.0,
hRandomSet,Cost, 837.0, Score, 76.17033333333332,sConstrainedRandomWalk,Cost, 1944.5, Score, -65.14999999999998, PathLength, 194.0,sLeastConnectedFirst,Cost, 1109.6, Score, -37.32, PathLength, 110.0,sBacktrackPath,Cost, 2568.9, Score, -85.96333333333332, PathLength, 256.0,sBreadthFirstSearch,Cost, 3760.0, Score, -125.66666666666663, PathLength, 376.0,sBreadthFirstSearchLowCost,Cost, 3554.6, Score, -118.81999999999996, PathLength, 355.0,sFixedStartRandomWalk,Cost, 2098.2, Score, -70.27333333333333, PathLength, 209.0,sLowEdgeCost,Cost, 2517.9, Score, -84.26333333333332, PathLength, 251.0,sRandomWalk,Cost, 2104.3, Score, -70.47666666666666, PathLength, 210.0,sDepthFirstSearch,Cost, 1540.9, Score, -51.69666666666667, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 1552.2, Score, -52.07333333333332, PathLength, 155.0,
hRandomSet,Cost, 857.6, Score, 78.51800000000001,sConstrainedRandomWalk,Cost, 2290.1, Score, -76.66999999999999, PathLength, 229.0,sLeastConnectedFirst,Cost, 1138.8, Score, -38.29333333333334, PathLength, 113.0,sBacktrackPath,Cost, 2527.8, Score, -84.59333333333336, PathLength, 252.0,sBreadthFirstSearch,Cost, 3520.7, Score, -117.68999999999998, PathLength, 352.0,sBreadthFirstSearchLowCost,Cost, 3569.7, Score, -119.32333333333327, PathLength, 356.0,sFixedStartRandomWalk,Cost, 2409.3, Score, -80.64333333333336, PathLength, 240.0,sLowEdgeCost,Cost, 2437.4, Score, -81.58000000000001, PathLength, 243.0,sRandomWalk,Cost, 2260.6, Score, -75.68666666666668, PathLength, 226.0,sDepthFirstSearch,Cost, 1655.2, Score, -55.50666666666668, PathLength, 165.0,sDepthFirstSearchLowCost,Cost, 1645.8, Score, -55.19333333333334, PathLength, 164.0,
hRandomSet,Cost, 885.8, Score, 67.23166666666667,sConstrainedRandomWalk,Cost, 1823.4, Score, -61.11333333333333, PathLength, 182.0,sLeastConnectedFirst,Cost, 1121.2, Score, -37.70666666666667, PathLength, 112.0,sBacktrackPath,Cost, 1680.6, Score, -56.3533333333333, PathLength, 168.0,sBreadthFirstSearch,Cost, 3627.4, Score, -121.2466666666667, PathLength, 362.0,sBreadthFirstSearchLowCost,Cost, 3483.8, Score, -116.46, PathLength, 348.0,sFixedStartRandomWalk,Cost, 1833.7, Score, -61.45666666666662, PathLength, 183.0,sLowEdgeCost,Cost, 1801.1, Score, -60.37000000000001, PathLength, 180.0,sRandomWalk,Cost, 2167.0, Score, -72.56666666666666, PathLength, 216.0,sDepthFirstSearch,Cost, 1274.3, Score, -42.81, PathLength, 127.0,sDepthFirstSearchLowCost,Cost, 1257.0, Score, -42.233333333333356, PathLength, 125.0,
hRandomSet,Cost, 892.2, Score, 73.57299999999998,sConstrainedRandomWalk,Cost, 2128.7, Score, -71.28999999999999, PathLength, 212.0,sLeastConnectedFirst,Cost, 1105.5, Score, -37.1833333333333, PathLength, 110.0,sBacktrackPath,Cost, 2412.4, Score, -80.74666666666671, PathLength, 241.0,sBreadthFirstSearch,Cost, 3768.4, Score, -125.9466666666667, PathLength, 376.0,sBreadthFirstSearchLowCost,Cost, 3600.5, Score, -120.34999999999998, PathLength, 360.0,sFixedStartRandomWalk,Cost, 2130.2, Score, -71.33999999999999, PathLength, 213.0,sLowEdgeCost,Cost, 1861.4, Score, -62.37999999999998, PathLength, 186.0,sRandomWalk,Cost, 1946.4, Score, -65.21333333333332, PathLength, 194.0,sDepthFirstSearch,Cost, 1513.5, Score, -50.783333333333324, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 1504.9, Score, -50.49666666666665, PathLength, 150.0,
hRandomSet,Cost, 899.9, Score, 62.608000000000004,sConstrainedRandomWalk,Cost, 1700.2, Score, -57.00666666666665, PathLength, 170.0,sLeastConnectedFirst,Cost, 1174.1, Score, -39.470000000000006, PathLength, 117.0,sBacktrackPath,Cost, 1707.9, Score, -57.26333333333334, PathLength, 170.0,sBreadthFirstSearch,Cost, 3202.5, Score, -107.08333333333334, PathLength, 320.0,sBreadthFirstSearchLowCost,Cost, 3242.8, Score, -108.42666666666668, PathLength, 324.0,sFixedStartRandomWalk,Cost, 1624.3, Score, -54.47666666666668, PathLength, 162.0,sLowEdgeCost,Cost, 1689.7, Score, -56.65666666666669, PathLength, 168.0,sRandomWalk,Cost, 1516.5, Score, -50.88333333333331, PathLength, 151.0,sDepthFirstSearch,Cost, 1417.0, Score, -47.56666666666666, PathLength, 141.0,sDepthFirstSearchLowCost,Cost, 1407.4, Score, -47.24666666666667, PathLength, 140.0,
hRandomSet,Cost, 905.9, Score, 70.617,sConstrainedRandomWalk,Cost, 1947.6, Score, -65.25333333333332, PathLength, 194.0,sLeastConnectedFirst,Cost, 1152.0, Score, -38.733333333333334, PathLength, 115.0,sBacktrackPath,Cost, 1988.4, Score, -66.61333333333334, PathLength, 198.0,sBreadthFirstSearch,Cost, 3471.5, Score, -116.05000000000004, PathLength, 347.0,sBreadthFirstSearchLowCost,Cost, 3481.0, Score, -116.36666666666665, PathLength, 348.0,sFixedStartRandomWalk,Cost, 1952.5, Score, -65.41666666666666, PathLength, 195.0,sLowEdgeCost,Cost, 2026.5, Score, -67.88333333333337, PathLength, 202.0,sRandomWalk,Cost, 1961.3, Score, -65.71000000000002, PathLength, 196.0,sDepthFirstSearch,Cost, 1532.2, Score, -51.406666666666645, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 1572.1, Score, -52.73666666666667, PathLength, 157.0,
hRandomSet,Cost, 922.5, Score, 63.24333333333331,sConstrainedRandomWalk,Cost, 1687.0, Score, -56.56666666666665, PathLength, 168.0,sLeastConnectedFirst,Cost, 1126.2, Score, -37.87333333333334, PathLength, 112.0,sBacktrackPath,Cost, 1496.0, Score, -50.20000000000002, PathLength, 149.0,sBreadthFirstSearch,Cost, 3327.6, Score, -111.25333333333332, PathLength, 332.0,sBreadthFirstSearchLowCost,Cost, 3390.8, Score, -113.36000000000001, PathLength, 339.0,sFixedStartRandomWalk,Cost, 1692.9, Score, -56.76333333333333, PathLength, 169.0,sLowEdgeCost,Cost, 1569.7, Score, -52.65666666666666, PathLength, 156.0,sRandomWalk,Cost, 1731.9, Score, -58.06333333333333, PathLength, 173.0,sDepthFirstSearch,Cost, 1434.5, Score, -48.14999999999999, PathLength, 143.0,sDepthFirstSearchLowCost,Cost, 1416.4, Score, -47.546666666666646, PathLength, 141.0,
hRandomSet,Cost, 970.8, Score, 66.45166666666668,sConstrainedRandomWalk,Cost, 1688.0, Score, -56.599999999999994, PathLength, 168.0,sLeastConnectedFirst,Cost, 1142.7, Score, -38.42333333333334, PathLength, 114.0,sBacktrackPath,Cost, 1840.6, Score, -61.68666666666668, PathLength, 184.0,sBreadthFirstSearch,Cost, 3446.6, Score, -115.22000000000001, PathLength, 344.0,sBreadthFirstSearchLowCost,Cost, 3485.2, Score, -116.50666666666666, PathLength, 348.0,sFixedStartRandomWalk,Cost, 1917.8, Score, -64.25999999999998, PathLength, 191.0,sLowEdgeCost,Cost, 1688.7, Score, -56.62333333333334, PathLength, 168.0,sRandomWalk,Cost, 1789.7, Score, -59.99, PathLength, 178.0,sDepthFirstSearch,Cost, 1416.1, Score, -47.53666666666666, PathLength, 141.0,sDepthFirstSearchLowCost,Cost, 1420.1, Score, -47.66999999999999, PathLength, 142.0,
hRandomSet,Cost, 982.6, Score, 68.68666666666668,sConstrainedRandomWalk,Cost, 2085.9, Score, -69.8633333333333, PathLength, 208.0,sLeastConnectedFirst,Cost, 1167.2, Score, -39.24000000000001, PathLength, 116.0,sBacktrackPath,Cost, 1618.5, Score, -54.28333333333333, PathLength, 161.0,sBreadthFirstSearch,Cost, 3475.2, Score, -116.17333333333335, PathLength, 347.0,sBreadthFirstSearchLowCost,Cost, 3539.0, Score, -118.30000000000001, PathLength, 353.0,sFixedStartRandomWalk,Cost, 1975.3, Score, -66.17666666666669, PathLength, 197.0,sLowEdgeCost,Cost, 1651.8, Score, -55.39333333333336, PathLength, 165.0,sRandomWalk,Cost, 1904.2, Score, -63.80666666666665, PathLength, 190.0,sDepthFirstSearch,Cost, 1551.1, Score, -52.03666666666667, PathLength, 155.0,sDepthFirstSearchLowCost,Cost, 1537.8, Score, -51.593333333333334, PathLength, 153.0,
hRandomSet,Cost, 965.1, Score, 66.61133333333333,sConstrainedRandomWalk,Cost, 1885.9, Score, -63.19666666666669, PathLength, 188.0,sLeastConnectedFirst,Cost, 1219.8, Score, -40.99333333333336, PathLength, 121.0,sBacktrackPath,Cost, 1489.0, Score, -49.966666666666654, PathLength, 148.0,sBreadthFirstSearch,Cost, 3529.4, Score, -117.97999999999996, PathLength, 352.0,sBreadthFirstSearchLowCost,Cost, 3414.8, Score, -114.15999999999997, PathLength, 341.0,sFixedStartRandomWalk,Cost, 1882.6, Score, -63.08666666666668, PathLength, 188.0,sLowEdgeCost,Cost, 1523.5, Score, -51.116666666666646, PathLength, 152.0,sRandomWalk,Cost, 2050.8, Score, -68.6933333333333, PathLength, 205.0,sDepthFirstSearch,Cost, 1452.0, Score, -48.73333333333334, PathLength, 145.0,sDepthFirstSearchLowCost,Cost, 1435.6, Score, -48.18666666666667, PathLength, 143.0,
hRandomSet,Cost, 1019.1, Score, 74.20133333333334,sConstrainedRandomWalk,Cost, 2169.9, Score, -72.66333333333333, PathLength, 216.0,sLeastConnectedFirst,Cost, 1136.3, Score, -38.21000000000001, PathLength, 113.0,sBacktrackPath,Cost, 1906.9, Score, -63.896666666666675, PathLength, 190.0,sBreadthFirstSearch,Cost, 3657.6, Score, -122.25333333333334, PathLength, 365.0,sBreadthFirstSearchLowCost,Cost, 3746.1, Score, -125.20333333333336, PathLength, 374.0,sFixedStartRandomWalk,Cost, 2273.4, Score, -76.11333333333336, PathLength, 227.0,sLowEdgeCost,Cost, 2030.9, Score, -68.03000000000002, PathLength, 203.0,sRandomWalk,Cost, 2161.0, Score, -72.36666666666669, PathLength, 216.0,sDepthFirstSearch,Cost, 1533.1, Score, -51.43666666666665, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 1545.2, Score, -51.840000000000025, PathLength, 154.0,
hRandomSet,Cost, 1018.6, Score, 80.18433333333333,sConstrainedRandomWalk,Cost, 2257.7, Score, -75.58999999999997, PathLength, 225.0,sLeastConnectedFirst,Cost, 1135.9, Score, -38.196666666666665, PathLength, 113.0,sBacktrackPath,Cost, 2402.2, Score, -80.40666666666665, PathLength, 240.0,sBreadthFirstSearch,Cost, 4107.5, Score, -137.24999999999994, PathLength, 410.0,sBreadthFirstSearchLowCost,Cost, 4049.4, Score, -135.3133333333334, PathLength, 404.0,sFixedStartRandomWalk,Cost, 1918.4, Score, -64.27999999999999, PathLength, 191.0,sLowEdgeCost,Cost, 2711.9, Score, -90.73, PathLength, 271.0,sRandomWalk,Cost, 2418.6, Score, -80.95333333333336, PathLength, 241.0,sDepthFirstSearch,Cost, 1478.4, Score, -49.61333333333334, PathLength, 147.0,sDepthFirstSearchLowCost,Cost, 1475.3, Score, -49.51000000000001, PathLength, 147.0,
hRandomSet,Cost, 1029.9, Score, 75.00666666666667,sConstrainedRandomWalk,Cost, 2307.4, Score, -77.24666666666666, PathLength, 230.0,sLeastConnectedFirst,Cost, 1140.4, Score, -38.34666666666668, PathLength, 114.0,sBacktrackPath,Cost, 2144.1, Score, -71.80333333333334, PathLength, 214.0,sBreadthFirstSearch,Cost, 3610.0, Score, -120.6666666666667, PathLength, 361.0,sBreadthFirstSearchLowCost,Cost, 3649.9, Score, -121.99666666666673, PathLength, 364.0,sFixedStartRandomWalk,Cost, 2064.7, Score, -69.15666666666664, PathLength, 206.0,sLowEdgeCost,Cost, 2324.2, Score, -77.80666666666666, PathLength, 232.0,sRandomWalk,Cost, 2067.7, Score, -69.25666666666665, PathLength, 206.0,sDepthFirstSearch,Cost, 1553.3, Score, -52.11, PathLength, 155.0,sDepthFirstSearchLowCost,Cost, 1540.3, Score, -51.67666666666667, PathLength, 154.0,
