[100, [Random,1][RandomVariableHidePotential,1][RandomDirection,1][RandomSet,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][VariableFixedDistance,1][LowEdgeCostVariableFixedDistance,1][LowEdgeCostFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [DepthFirstSearchLowCost,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,5}, {Rounds,100}, {EdgeWeight,10.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hMinimumConnectivity,Cost, 15288.90689123198, Score, 61.41333333333334,sDepthFirstSearchLowCost,Cost, 620.2726215230815, Score, -61.41333333333334, PathLength, 183.0,
hMaxDistance,Cost, 125.56145716749351, Score, 30.723333333333347,sDepthFirstSearchLowCost,Cost, 277.0558360827149, Score, -30.723333333333347, PathLength, 91.0,
hRandom,Cost, 45.61134760355312, Score, 31.22666666666666,sDepthFirstSearchLowCost,Cost, 277.79199348033313, Score, -31.22666666666666, PathLength, 92.0,
hRandomVariableHidePotential,Cost, 178.38265117412482, Score, 33.02333333333333,sDepthFirstSearchLowCost,Cost, 298.29839518879214, Score, -33.02333333333333, PathLength, 98.0,
hRandomDirection,Cost, 19.647262171092017, Score, 32.279999999999994,sDepthFirstSearchLowCost,Cost, 292.4381185219395, Score, -32.279999999999994, PathLength, 95.0,
hRandomSet,Cost, 43.93579218518568, Score, 34.46333333333333,sDepthFirstSearchLowCost,Cost, 321.83722414195825, Score, -34.46333333333333, PathLength, 102.0,
hRandomFixedDistance,Cost, 195.16189242382495, Score, 32.35666666666667,sDepthFirstSearchLowCost,Cost, 291.49959211140964, Score, -32.35666666666667, PathLength, 96.0,
hLowEdgeCostRandomFixedDistance,Cost, 21.49245867624006, Score, 17.936666666666675,sDepthFirstSearchLowCost,Cost, 128.27004965192222, Score, -17.936666666666675, PathLength, 52.0,
hVariableFixedDistance,Cost, 345.0347142022095, Score, 32.16999999999999,sDepthFirstSearchLowCost,Cost, 291.15872061430287, Score, -32.16999999999999, PathLength, 95.0,
hLowEdgeCostVariableFixedDistance,Cost, 167.09275615847372, Score, 29.386666666666653,sDepthFirstSearchLowCost,Cost, 247.18571405306656, Score, -29.386666666666653, PathLength, 87.0,
hMinimumConnectivity,Cost, 14586.089853535628, Score, 48.60999999999999,sDepthFirstSearchLowCost,Cost, 499.1626188693987, Score, -48.60999999999999, PathLength, 144.0,
hMaxDistance,Cost, 1998.3985225999013, Score, 34.216666666666676,sDepthFirstSearchLowCost,Cost, 313.26847773678656, Score, -34.216666666666676, PathLength, 101.0,
hRandom,Cost, 45.74227159613774, Score, 29.190000000000005,sDepthFirstSearchLowCost,Cost, 274.64522490860503, Score, -29.190000000000005, PathLength, 86.0,
hRandomVariableHidePotential,Cost, 165.17277570705693, Score, 32.49000000000001,sDepthFirstSearchLowCost,Cost, 316.8655718626441, Score, -32.49000000000001, PathLength, 96.0,
hRandomDirection,Cost, 20.953437999864967, Score, 30.14666666666668,sDepthFirstSearchLowCost,Cost, 287.5177946238951, Score, -30.14666666666668, PathLength, 89.0,
hRandomSet,Cost, 49.14615830906713, Score, 35.72,sDepthFirstSearchLowCost,Cost, 360.9069352011296, Score, -35.72, PathLength, 106.0,
hRandomFixedDistance,Cost, 47.88743302650963, Score, 31.63666666666667,sDepthFirstSearchLowCost,Cost, 305.86983070691315, Score, -31.63666666666667, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 117.06390635861725, Score, 25.37333333333334,sDepthFirstSearchLowCost,Cost, 221.40111761170385, Score, -25.37333333333334, PathLength, 75.0,
hVariableFixedDistance,Cost, 395.68815376771795, Score, 31.630000000000006,sDepthFirstSearchLowCost,Cost, 304.09558252045775, Score, -31.630000000000006, PathLength, 93.0,
hLowEdgeCostVariableFixedDistance,Cost, 208.48760287343964, Score, 29.29999999999999,sDepthFirstSearchLowCost,Cost, 270.03069940945005, Score, -29.29999999999999, PathLength, 86.0,
hMinimumConnectivity,Cost, 20354.68960157389, Score, 54.1,sDepthFirstSearchLowCost,Cost, 590.7438866140145, Score, -54.1, PathLength, 161.0,
hMaxDistance,Cost, 2247.695223717253, Score, 32.56666666666666,sDepthFirstSearchLowCost,Cost, 317.2929001487126, Score, -32.56666666666666, PathLength, 96.0,
hRandom,Cost, 47.119744475927625, Score, 30.07666666666668,sDepthFirstSearchLowCost,Cost, 265.7974163052652, Score, -30.07666666666668, PathLength, 89.0,
hRandomVariableHidePotential,Cost, 153.90312427464443, Score, 30.340000000000003,sDepthFirstSearchLowCost,Cost, 270.56512603316196, Score, -30.340000000000003, PathLength, 90.0,
hRandomDirection,Cost, 21.410487458162915, Score, 30.406666666666666,sDepthFirstSearchLowCost,Cost, 270.99452947119096, Score, -30.406666666666666, PathLength, 90.0,
hRandomSet,Cost, 46.78336183723176, Score, 36.05000000000001,sDepthFirstSearchLowCost,Cost, 335.5327892178216, Score, -36.05000000000001, PathLength, 107.0,
hRandomFixedDistance,Cost, 96.98409678970482, Score, 31.453333333333333,sDepthFirstSearchLowCost,Cost, 279.83726716530464, Score, -31.453333333333333, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 35.094837622068965, Score, 19.596666666666664,sDepthFirstSearchLowCost,Cost, 147.73783758524368, Score, -19.596666666666664, PathLength, 57.0,
hVariableFixedDistance,Cost, 403.1396948709841, Score, 32.58333333333333,sDepthFirstSearchLowCost,Cost, 293.412617761101, Score, -32.58333333333333, PathLength, 96.0,
hLowEdgeCostVariableFixedDistance,Cost, 217.77885786175298, Score, 28.783333333333335,sDepthFirstSearchLowCost,Cost, 245.4901414100872, Score, -28.783333333333335, PathLength, 85.0,
hMinimumConnectivity,Cost, 14530.360704742037, Score, 60.28666666666667,sDepthFirstSearchLowCost,Cost, 611.4966818671744, Score, -60.28666666666667, PathLength, 179.0,
hMaxDistance,Cost, 121.10869538561968, Score, 31.130000000000006,sDepthFirstSearchLowCost,Cost, 276.9476227684605, Score, -31.130000000000006, PathLength, 92.0,
hRandom,Cost, 44.83211996302885, Score, 30.190000000000005,sDepthFirstSearchLowCost,Cost, 275.22847982840443, Score, -30.190000000000005, PathLength, 89.0,
hRandomVariableHidePotential,Cost, 147.3272725853523, Score, 33.00333333333333,sDepthFirstSearchLowCost,Cost, 313.70255981602475, Score, -33.00333333333333, PathLength, 98.0,
hRandomDirection,Cost, 20.53915116984326, Score, 28.426666666666662,sDepthFirstSearchLowCost,Cost, 252.32484103384726, Score, -28.426666666666662, PathLength, 84.0,
hRandomSet,Cost, 42.563844177113836, Score, 34.75999999999999,sDepthFirstSearchLowCost,Cost, 344.3049958229743, Score, -34.75999999999999, PathLength, 103.0,
hRandomFixedDistance,Cost, 95.70706185821001, Score, 31.88,sDepthFirstSearchLowCost,Cost, 296.0453219103431, Score, -31.88, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 29.415469050511305, Score, 16.003333333333334,sDepthFirstSearchLowCost,Cost, 102.5887461226893, Score, -16.003333333333334, PathLength, 47.0,
hVariableFixedDistance,Cost, 427.05904000730317, Score, 33.72333333333334,sDepthFirstSearchLowCost,Cost, 326.80430167851944, Score, -33.72333333333334, PathLength, 100.0,
hLowEdgeCostVariableFixedDistance,Cost, 237.88279408854328, Score, 30.956666666666674,sDepthFirstSearchLowCost,Cost, 280.9418085753361, Score, -30.956666666666674, PathLength, 91.0,
hMinimumConnectivity,Cost, 14702.527838650753, Score, 45.77666666666668,sDepthFirstSearchLowCost,Cost, 501.0978803208132, Score, -45.77666666666668, PathLength, 136.0,
hMaxDistance,Cost, 1383.0300919617623, Score, 34.21666666666666,sDepthFirstSearchLowCost,Cost, 333.4548048895272, Score, -34.21666666666666, PathLength, 101.0,
hRandom,Cost, 41.35792189815848, Score, 29.363333333333326,sDepthFirstSearchLowCost,Cost, 241.16986551266092, Score, -29.363333333333326, PathLength, 87.0,
hRandomVariableHidePotential,Cost, 127.3344606775499, Score, 31.536666666666676,sDepthFirstSearchLowCost,Cost, 266.1834027301496, Score, -31.536666666666676, PathLength, 93.0,
hRandomDirection,Cost, 18.185660011053415, Score, 28.88333333333333,sDepthFirstSearchLowCost,Cost, 235.0967596766046, Score, -28.88333333333333, PathLength, 85.0,
hRandomSet,Cost, 39.28386733407497, Score, 33.29666666666668,sDepthFirstSearchLowCost,Cost, 293.66141530827906, Score, -33.29666666666668, PathLength, 98.0,
hRandomFixedDistance,Cost, 42.188402234910555, Score, 30.35000000000001,sDepthFirstSearchLowCost,Cost, 250.2087835487441, Score, -30.35000000000001, PathLength, 90.0,
hLowEdgeCostRandomFixedDistance,Cost, 5.07981352979185, Score, 19.143333333333334,sDepthFirstSearchLowCost,Cost, 132.18163936678306, Score, -19.143333333333334, PathLength, 56.0,
hVariableFixedDistance,Cost, 423.1009320568608, Score, 32.75666666666666,sDepthFirstSearchLowCost,Cost, 286.4329775575984, Score, -32.75666666666666, PathLength, 97.0,
hLowEdgeCostVariableFixedDistance,Cost, 243.5792968820893, Score, 32.129999999999995,sDepthFirstSearchLowCost,Cost, 273.72927652127805, Score, -32.129999999999995, PathLength, 95.0,
hMinimumConnectivity,Cost, 18245.63537895054, Score, 41.84000000000001,sDepthFirstSearchLowCost,Cost, 401.0638186951399, Score, -41.84000000000001, PathLength, 124.0,
hMaxDistance,Cost, 1786.7282000742146, Score, 31.679999999999986,sDepthFirstSearchLowCost,Cost, 272.5131995119667, Score, -31.679999999999986, PathLength, 94.0,
hRandom,Cost, 46.965836501606454, Score, 31.22333333333333,sDepthFirstSearchLowCost,Cost, 284.4973153793028, Score, -31.22333333333333, PathLength, 92.0,
hRandomVariableHidePotential,Cost, 127.24670142444329, Score, 30.55333333333333,sDepthFirstSearchLowCost,Cost, 273.14724245860907, Score, -30.55333333333333, PathLength, 90.0,
hRandomDirection,Cost, 20.791370444307937, Score, 29.08333333333333,sDepthFirstSearchLowCost,Cost, 256.4486910577953, Score, -29.08333333333333, PathLength, 86.0,
hRandomSet,Cost, 48.275963814964406, Score, 31.269999999999992,sDepthFirstSearchLowCost,Cost, 285.1157141682668, Score, -31.269999999999992, PathLength, 92.0,
hRandomFixedDistance,Cost, 19.51918290015052, Score, 28.840000000000003,sDepthFirstSearchLowCost,Cost, 254.47762428469989, Score, -28.840000000000003, PathLength, 85.0,
hLowEdgeCostRandomFixedDistance,Cost, 38.36453477497027, Score, 16.923333333333332,sDepthFirstSearchLowCost,Cost, 126.26580729255507, Score, -16.923333333333332, PathLength, 49.0,
hVariableFixedDistance,Cost, 485.5040912874407, Score, 31.803333333333327,sDepthFirstSearchLowCost,Cost, 289.0932502156243, Score, -31.803333333333327, PathLength, 94.0,
hLowEdgeCostVariableFixedDistance,Cost, 296.7279722501187, Score, 32.33999999999999,sDepthFirstSearchLowCost,Cost, 296.27345657597704, Score, -32.33999999999999, PathLength, 96.0,
hMinimumConnectivity,Cost, 13163.089710573724, Score, 36.960000000000015,sDepthFirstSearchLowCost,Cost, 353.13822737340723, Score, -36.960000000000015, PathLength, 109.0,
hMaxDistance,Cost, 2209.1903998786297, Score, 30.68666666666666,sDepthFirstSearchLowCost,Cost, 278.20681856296983, Score, -30.68666666666666, PathLength, 91.0,
hRandom,Cost, 45.79705157450596, Score, 31.300000000000015,sDepthFirstSearchLowCost,Cost, 283.9886396979366, Score, -31.300000000000015, PathLength, 92.0,
hRandomVariableHidePotential,Cost, 115.4964439083978, Score, 30.63333333333333,sDepthFirstSearchLowCost,Cost, 275.30948243919386, Score, -30.63333333333333, PathLength, 90.0,
hRandomDirection,Cost, 20.83912649473783, Score, 30.24999999999999,sDepthFirstSearchLowCost,Cost, 272.69301117783436, Score, -30.24999999999999, PathLength, 89.0,
hRandomSet,Cost, 45.489286312140294, Score, 32.493333333333325,sDepthFirstSearchLowCost,Cost, 296.50394246089735, Score, -32.493333333333325, PathLength, 96.0,
hRandomFixedDistance,Cost, 44.16158746020756, Score, 31.373333333333346,sDepthFirstSearchLowCost,Cost, 288.07834715903704, Score, -31.373333333333346, PathLength, 93.0,
hLowEdgeCostRandomFixedDistance,Cost, 78.91944304731642, Score, 21.393333333333334,sDepthFirstSearchLowCost,Cost, 162.29114194484674, Score, -21.393333333333334, PathLength, 63.0,
hVariableFixedDistance,Cost, 492.76206463444504, Score, 30.916666666666664,sDepthFirstSearchLowCost,Cost, 280.0392246515165, Score, -30.916666666666664, PathLength, 91.0,
hLowEdgeCostVariableFixedDistance,Cost, 314.25296223838706, Score, 32.91,sDepthFirstSearchLowCost,Cost, 301.10524235987356, Score, -32.91, PathLength, 97.0,
hMinimumConnectivity,Cost, 896.6664305487944, Score, 45.24666666666666,sDepthFirstSearchLowCost,Cost, 474.17388873058684, Score, -45.24666666666666, PathLength, 134.0,
hMaxDistance,Cost, 2007.085411153481, Score, 30.796666666666678,sDepthFirstSearchLowCost,Cost, 279.9736502263778, Score, -30.796666666666678, PathLength, 91.0,
hRandom,Cost, 42.69973733464752, Score, 30.533333333333335,sDepthFirstSearchLowCost,Cost, 288.2689335809675, Score, -30.533333333333335, PathLength, 90.0,
hRandomVariableHidePotential,Cost, 115.61221521100643, Score, 31.456666666666674,sDepthFirstSearchLowCost,Cost, 298.2096385836565, Score, -31.456666666666674, PathLength, 93.0,
hRandomDirection,Cost, 21.033588557075408, Score, 30.360000000000003,sDepthFirstSearchLowCost,Cost, 284.3380755886934, Score, -30.360000000000003, PathLength, 90.0,
hRandomSet,Cost, 48.68566756907999, Score, 33.599999999999994,sDepthFirstSearchLowCost,Cost, 330.450642294791, Score, -33.599999999999994, PathLength, 99.0,
hRandomFixedDistance,Cost, 45.93917374936456, Score, 30.316666666666666,sDepthFirstSearchLowCost,Cost, 281.47889227378226, Score, -30.316666666666666, PathLength, 89.0,
hLowEdgeCostRandomFixedDistance,Cost, 16.590622603415277, Score, 17.149999999999995,sDepthFirstSearchLowCost,Cost, 128.73632794716633, Score, -17.149999999999995, PathLength, 50.0,
hVariableFixedDistance,Cost, 551.0003667715935, Score, 33.89666666666666,sDepthFirstSearchLowCost,Cost, 332.20227942854376, Score, -33.89666666666666, PathLength, 100.0,
hLowEdgeCostVariableFixedDistance,Cost, 363.2929151821162, Score, 32.13,sDepthFirstSearchLowCost,Cost, 309.03707905495145, Score, -32.13, PathLength, 95.0,
hMinimumConnectivity,Cost, 19684.750483129304, Score, 50.50333333333332,sDepthFirstSearchLowCost,Cost, 555.516612956531, Score, -50.50333333333332, PathLength, 150.0,
hMaxDistance,Cost, 2007.5427167373582, Score, 32.99666666666666,sDepthFirstSearchLowCost,Cost, 322.8777742377196, Score, -32.99666666666666, PathLength, 97.0,
hRandom,Cost, 41.45915028108241, Score, 29.38666666666666,sDepthFirstSearchLowCost,Cost, 239.05746008832332, Score, -29.38666666666666, PathLength, 87.0,
hRandomVariableHidePotential,Cost, 99.86084926448108, Score, 30.37333333333332,sDepthFirstSearchLowCost,Cost, 251.5104561399623, Score, -30.37333333333332, PathLength, 90.0,
hRandomDirection,Cost, 18.996554517186716, Score, 28.96666666666666,sDepthFirstSearchLowCost,Cost, 233.91526587144222, Score, -28.96666666666666, PathLength, 85.0,
hRandomSet,Cost, 39.06682979759836, Score, 35.07333333333334,sDepthFirstSearchLowCost,Cost, 307.2605790652391, Score, -35.07333333333334, PathLength, 104.0,
hRandomFixedDistance,Cost, 64.40841069221433, Score, 30.81,sDepthFirstSearchLowCost,Cost, 255.5100577074121, Score, -30.81, PathLength, 91.0,
hLowEdgeCostRandomFixedDistance,Cost, 21.20575648833129, Score, 20.786666666666665,sDepthFirstSearchLowCost,Cost, 155.11577015071998, Score, -20.786666666666665, PathLength, 61.0,
hVariableFixedDistance,Cost, 506.3214104456435, Score, 33.403333333333315,sDepthFirstSearchLowCost,Cost, 289.9956296929728, Score, -33.403333333333315, PathLength, 99.0,
hLowEdgeCostVariableFixedDistance,Cost, 342.64638799603324, Score, 32.376666666666665,sDepthFirstSearchLowCost,Cost, 276.3783547261983, Score, -32.376666666666665, PathLength, 96.0,
hMinimumConnectivity,Cost, 13086.808349403602, Score, 55.41,sDepthFirstSearchLowCost,Cost, 541.3149007301163, Score, -55.41, PathLength, 165.0,
hMaxDistance,Cost, 1713.0801379387087, Score, 31.753333333333334,sDepthFirstSearchLowCost,Cost, 267.3387704204779, Score, -31.753333333333334, PathLength, 94.0,
hRandom,Cost, 49.18915336881385, Score, 30.220000000000006,sDepthFirstSearchLowCost,Cost, 289.47178751831734, Score, -30.220000000000006, PathLength, 89.0,
hRandomVariableHidePotential,Cost, 108.04428254402325, Score, 29.48333333333333,sDepthFirstSearchLowCost,Cost, 274.53650901117135, Score, -29.48333333333333, PathLength, 87.0,
hRandomDirection,Cost, 21.23467363200158, Score, 29.693333333333317,sDepthFirstSearchLowCost,Cost, 278.78569847033265, Score, -29.693333333333317, PathLength, 88.0,
hRandomSet,Cost, 45.79666599737458, Score, 32.37333333333332,sDepthFirstSearchLowCost,Cost, 311.80956351068403, Score, -32.37333333333332, PathLength, 96.0,
hRandomFixedDistance,Cost, 47.58407330194873, Score, 31.87666666666666,sDepthFirstSearchLowCost,Cost, 304.7193005124711, Score, -31.87666666666666, PathLength, 94.0,
hLowEdgeCostRandomFixedDistance,Cost, 63.4950413247613, Score, 24.22666666666666,sDepthFirstSearchLowCost,Cost, 214.1052732889392, Score, -24.22666666666666, PathLength, 71.0,
hVariableFixedDistance,Cost, 598.4187208953393, Score, 31.826666666666657,sDepthFirstSearchLowCost,Cost, 305.19139495103684, Score, -31.826666666666657, PathLength, 94.0,
hLowEdgeCostVariableFixedDistance,Cost, 423.0979259126394, Score, 32.01333333333334,sDepthFirstSearchLowCost,Cost, 306.42788985771125, Score, -32.01333333333334, PathLength, 95.0,
hMinimumConnectivity,Cost, 991.8168745487418, Score, 44.13666666666668,sDepthFirstSearchLowCost,Cost, 470.9520474892421, Score, -44.13666666666668, PathLength, 131.0,
hMaxDistance,Cost, 2228.804744383758, Score, 30.756666666666675,sDepthFirstSearchLowCost,Cost, 291.12568946765003, Score, -30.756666666666675, PathLength, 91.0,
hRandom,Cost, 47.50599334355725, Score, 29.96333333333335,sDepthFirstSearchLowCost,Cost, 275.8658283534242, Score, -29.96333333333335, PathLength, 88.0,
hRandomVariableHidePotential,Cost, 98.19331508367883, Score, 29.280000000000005,sDepthFirstSearchLowCost,Cost, 266.34877678203014, Score, -29.280000000000005, PathLength, 86.0,
hRandomDirection,Cost, 21.22953977755192, Score, 30.230000000000008,sDepthFirstSearchLowCost,Cost, 284.4158211602227, Score, -30.230000000000008, PathLength, 89.0,
hRandomSet,Cost, 45.46345940950824, Score, 31.370000000000005,sDepthFirstSearchLowCost,Cost, 296.52247824267045, Score, -31.370000000000005, PathLength, 93.0,
hRandomFixedDistance,Cost, 46.435698063962484, Score, 30.22666666666667,sDepthFirstSearchLowCost,Cost, 278.45674565465885, Score, -30.22666666666667, PathLength, 89.0,
hLowEdgeCostRandomFixedDistance,Cost, 108.1531226925205, Score, 24.17333333333334,sDepthFirstSearchLowCost,Cost, 196.084325862003, Score, -24.17333333333334, PathLength, 71.0,
hVariableFixedDistance,Cost, 615.3015526347409, Score, 31.136666666666667,sDepthFirstSearchLowCost,Cost, 293.60654028356345, Score, -31.136666666666667, PathLength, 92.0,
hLowEdgeCostVariableFixedDistance,Cost, 443.19421386386443, Score, 30.846666666666664,sDepthFirstSearchLowCost,Cost, 288.68610647113945, Score, -30.846666666666664, PathLength, 91.0,
hMinimumConnectivity,Cost, 9124.31831700878, Score, 40.88,sDepthFirstSearchLowCost,Cost, 440.55420223379093, Score, -40.88, PathLength, 121.0,
hMaxDistance,Cost, 2100.600524475637, Score, 30.67,sDepthFirstSearchLowCost,Cost, 287.88771822422905, Score, -30.67, PathLength, 91.0,
hRandom,Cost, 46.43867783366799, Score, 32.88000000000001,sDepthFirstSearchLowCost,Cost, 314.62630480022705, Score, -32.88000000000001, PathLength, 97.0,
hRandomVariableHidePotential,Cost, 96.41598483471556, Score, 32.93000000000001,sDepthFirstSearchLowCost,Cost, 309.90968487826774, Score, -32.93000000000001, PathLength, 97.0,
hRandomDirection,Cost, 20.683316258315877, Score, 33.01666666666667,sDepthFirstSearchLowCost,Cost, 316.9119319712256, Score, -33.01666666666667, PathLength, 98.0,
hRandomSet,Cost, 48.943866213908485, Score, 35.79333333333333,sDepthFirstSearchLowCost,Cost, 353.66314803000745, Score, -35.79333333333333, PathLength, 106.0,
hRandomFixedDistance,Cost, 202.14015708379523, Score, 30.3,sDepthFirstSearchLowCost,Cost, 279.58890171143526, Score, -30.3, PathLength, 89.0,
hLowEdgeCostRandomFixedDistance,Cost, 14.8147267725889, Score, 20.74666666666667,sDepthFirstSearchLowCost,Cost, 163.12095897653793, Score, -20.74666666666667, PathLength, 61.0,
hVariableFixedDistance,Cost, 659.7841862034021, Score, 33.02666666666666,sDepthFirstSearchLowCost,Cost, 310.953390116304, Score, -33.02666666666666, PathLength, 98.0,
hLowEdgeCostVariableFixedDistance,Cost, 472.31816717744283, Score, 35.219999999999985,sDepthFirstSearchLowCost,Cost, 343.87803545428943, Score, -35.219999999999985, PathLength, 104.0,
hMinimumConnectivity,Cost, 11612.152907953856, Score, 61.04666666666668,sDepthFirstSearchLowCost,Cost, 639.3557506762368, Score, -61.04666666666668, PathLength, 182.0,
hMaxDistance,Cost, 2153.8185471973416, Score, 32.57666666666667,sDepthFirstSearchLowCost,Cost, 308.904738937146, Score, -32.57666666666667, PathLength, 96.0,
hRandom,Cost, 47.16907274268594, Score, 33.10666666666666,sDepthFirstSearchLowCost,Cost, 307.29793451225345, Score, -33.10666666666666, PathLength, 98.0,
hRandomVariableHidePotential,Cost, 93.52054691312799, Score, 32.30333333333334,sDepthFirstSearchLowCost,Cost, 295.16171839739053, Score, -32.30333333333334, PathLength, 95.0,
hRandomDirection,Cost, 20.71537756733, Score, 32.973333333333336,sDepthFirstSearchLowCost,Cost, 309.14289341200475, Score, -32.973333333333336, PathLength, 97.0,
hRandomSet,Cost, 45.46621514610745, Score, 40.71666666666667,sDepthFirstSearchLowCost,Cost, 404.4328380547728, Score, -40.71666666666667, PathLength, 121.0,
hRandomFixedDistance,Cost, 122.02182310803093, Score, 32.856666666666676,sDepthFirstSearchLowCost,Cost, 303.3145336630185, Score, -32.856666666666676, PathLength, 97.0,
hLowEdgeCostRandomFixedDistance,Cost, 33.664862042375375, Score, 20.96666666666666,sDepthFirstSearchLowCost,Cost, 167.45162450297124, Score, -20.96666666666666, PathLength, 61.0,
hVariableFixedDistance,Cost, 667.2351392944286, Score, 35.12333333333333,sDepthFirstSearchLowCost,Cost, 335.30645623936346, Score, -35.12333333333333, PathLength, 104.0,
hLowEdgeCostVariableFixedDistance,Cost, 484.91620992085865, Score, 34.25333333333333,sDepthFirstSearchLowCost,Cost, 324.872352720321, Score, -34.25333333333333, PathLength, 101.0,
hMinimumConnectivity,Cost, 11669.346701227849, Score, 62.86333333333337,sDepthFirstSearchLowCost,Cost, 653.0351557209341, Score, -62.86333333333337, PathLength, 187.0,
hMaxDistance,Cost, 2235.123494821741, Score, 33.10666666666666,sDepthFirstSearchLowCost,Cost, 308.182379746252, Score, -33.10666666666666, PathLength, 98.0,
hRandom,Cost, 41.954587784819225, Score, 30.776666666666653,sDepthFirstSearchLowCost,Cost, 230.15310949614067, Score, -30.776666666666653, PathLength, 91.0,
hRandomVariableHidePotential,Cost, 84.04429561720777, Score, 29.916666666666664,sDepthFirstSearchLowCost,Cost, 223.3280745956471, Score, -29.916666666666664, PathLength, 88.0,
hRandomDirection,Cost, 17.877306454207517, Score, 29.116666666666664,sDepthFirstSearchLowCost,Cost, 215.01752679692385, Score, -29.116666666666664, PathLength, 86.0,
hRandomSet,Cost, 39.18331966833704, Score, 34.316666666666684,sDepthFirstSearchLowCost,Cost, 266.2226584471374, Score, -34.316666666666684, PathLength, 101.0,
hRandomFixedDistance,Cost, 88.76027636566025, Score, 28.873333333333314,sDepthFirstSearchLowCost,Cost, 207.4478473220307, Score, -28.873333333333314, PathLength, 85.0,
hLowEdgeCostRandomFixedDistance,Cost, 59.47308442655216, Score, 23.616666666666674,sDepthFirstSearchLowCost,Cost, 158.50074577322982, Score, -23.616666666666674, PathLength, 69.0,
hVariableFixedDistance,Cost, 630.4718765182447, Score, 32.33000000000001,sDepthFirstSearchLowCost,Cost, 246.02132763404035, Score, -32.33000000000001, PathLength, 95.0,
hLowEdgeCostVariableFixedDistance,Cost, 438.9799243458056, Score, 32.87666666666666,sDepthFirstSearchLowCost,Cost, 254.4577559034697, Score, -32.87666666666666, PathLength, 97.0,
hMinimumConnectivity,Cost, 9277.747538226196, Score, 58.68666666666668,sDepthFirstSearchLowCost,Cost, 505.953786842299, Score, -58.68666666666668, PathLength, 175.0,
hMaxDistance,Cost, 1873.6988651542183, Score, 31.43,sDepthFirstSearchLowCost,Cost, 236.76530057715382, Score, -31.43, PathLength, 93.0,
hRandom,Cost, 46.85973720207345, Score, 30.40666666666668,sDepthFirstSearchLowCost,Cost, 305.6070155723583, Score, -30.40666666666668, PathLength, 90.0,
hRandomVariableHidePotential,Cost, 82.67549479837135, Score, 32.67,sDepthFirstSearchLowCost,Cost, 339.3319421552395, Score, -32.67, PathLength, 97.0,
hRandomDirection,Cost, 20.56826116160938, Score, 30.210000000000004,sDepthFirstSearchLowCost,Cost, 298.7366964017928, Score, -30.210000000000004, PathLength, 89.0,
hRandomSet,Cost, 49.58363392663663, Score, 36.31333333333332,sDepthFirstSearchLowCost,Cost, 390.31851999254445, Score, -36.31333333333332, PathLength, 107.0,
hRandomFixedDistance,Cost, 207.63810131952724, Score, 34.13,sDepthFirstSearchLowCost,Cost, 358.2544021810776, Score, -34.13, PathLength, 101.0,
hLowEdgeCostRandomFixedDistance,Cost, 79.35262938417958, Score, 23.816666666666666,sDepthFirstSearchLowCost,Cost, 206.88386790125412, Score, -23.816666666666666, PathLength, 70.0,
hVariableFixedDistance,Cost, 769.3575477188383, Score, 35.63999999999999,sDepthFirstSearchLowCost,Cost, 377.10692078915685, Score, -35.63999999999999, PathLength, 105.0,
hLowEdgeCostVariableFixedDistance,Cost, 579.4390442471653, Score, 35.306666666666665,sDepthFirstSearchLowCost,Cost, 378.06578664266164, Score, -35.306666666666665, PathLength, 104.0,
hMinimumConnectivity,Cost, 11369.415774232151, Score, 61.68666666666669,sDepthFirstSearchLowCost,Cost, 703.5786428780389, Score, -61.68666666666669, PathLength, 184.0,
hMaxDistance,Cost, 21.466291715037915, Score, 30.36,sDepthFirstSearchLowCost,Cost, 300.299373549652, Score, -30.36, PathLength, 90.0,
hRandom,Cost, 41.718764545265095, Score, 30.50666666666666,sDepthFirstSearchLowCost,Cost, 240.4886693114104, Score, -30.50666666666666, PathLength, 90.0,
hRandomVariableHidePotential,Cost, 78.82398147063114, Score, 29.90333333333333,sDepthFirstSearchLowCost,Cost, 229.16560410585222, Score, -29.90333333333333, PathLength, 88.0,
hRandomDirection,Cost, 18.297956927590555, Score, 29.94666666666667,sDepthFirstSearchLowCost,Cost, 230.14263348803007, Score, -29.94666666666667, PathLength, 88.0,
hRandomSet,Cost, 39.39223356953463, Score, 30.463333333333324,sDepthFirstSearchLowCost,Cost, 238.11943936307102, Score, -30.463333333333324, PathLength, 90.0,
hRandomFixedDistance,Cost, 232.83724061224308, Score, 30.889999999999997,sDepthFirstSearchLowCost,Cost, 239.21673430848193, Score, -30.889999999999997, PathLength, 91.0,
hLowEdgeCostRandomFixedDistance,Cost, 42.924208651174425, Score, 20.253333333333334,sDepthFirstSearchLowCost,Cost, 123.615507032682, Score, -20.253333333333334, PathLength, 59.0,
hVariableFixedDistance,Cost, 683.5870414037681, Score, 31.023333333333344,sDepthFirstSearchLowCost,Cost, 241.55935904180495, Score, -31.023333333333344, PathLength, 92.0,
