[100, [RandomSet,1][RandomDirection,1][Random,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][OptimalBacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,1000}, {EdgeWeight,100.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hMaxDistance,Cost, 478965.5780436816, Score, 84.47126666666648,sRandomWalk,Cost, 8228.597864375628, Score, -55.49833333333331, PathLength, 165.0,sConstrainedRandomWalk,Cost, 8302.234002921226, Score, -55.93166666666671, PathLength, 166.0,sLowEdgeCost,Cost, 6755.679197725631, Score, -57.25366666666667, PathLength, 170.0,sDepthFirstSearch,Cost, 6766.34879111478, Score, -50.26666666666673, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 4876.627335909106, Score, -48.87033333333331, PathLength, 145.0,sBreadthFirstSearch,Cost, 11688.712589215238, Score, -170.40366666666654, PathLength, 510.0,sBreadthFirstSearchLowCost,Cost, 11476.637596297405, Score, -168.36400000000015, PathLength, 504.0,sBacktrackPath,Cost, 13629.41351035787, Score, -118.56166666666677, PathLength, 354.0,sVariableBacktrackPath,Cost, 9608.073631413612, Score, -78.10966666666658, PathLength, 233.0,sLeastConnectedFirst,Cost, 5982.561728254072, Score, -41.45299999999999, PathLength, 123.0,
hRandomSet,Cost, 4103.783178803171, Score, 101.04546666666671,sRandomWalk,Cost, 13043.042162136897, Score, -84.09100000000002, PathLength, 251.0,sConstrainedRandomWalk,Cost, 12841.959134410363, Score, -82.81399999999994, PathLength, 247.0,sLowEdgeCost,Cost, 7970.517343224216, Score, -63.48333333333339, PathLength, 189.0,sDepthFirstSearch,Cost, 7746.343064101535, Score, -52.41400000000002, PathLength, 156.0,sDepthFirstSearchLowCost,Cost, 5734.253561352238, Score, -55.56666666666666, PathLength, 165.0,sBreadthFirstSearch,Cost, 13243.040338518238, Score, -194.73566666666682, PathLength, 583.0,sBreadthFirstSearchLowCost,Cost, 13076.864282662054, Score, -192.314, PathLength, 575.0,sBacktrackPath,Cost, 18309.883846909728, Score, -153.03066666666672, PathLength, 458.0,sVariableBacktrackPath,Cost, 12045.94002680481, Score, -91.74966666666674, PathLength, 274.0,sLeastConnectedFirst,Cost, 6225.477092274325, Score, -40.2556666666667, PathLength, 119.0,
hRandomDirection,Cost, 3200.929241023737, Score, 88.61956666666666,sRandomWalk,Cost, 9909.41327144919, Score, -64.07333333333332, PathLength, 191.0,sConstrainedRandomWalk,Cost, 9618.038398634335, Score, -62.10266666666671, PathLength, 185.0,sLowEdgeCost,Cost, 6441.077763743825, Score, -53.728666666666626, PathLength, 160.0,sDepthFirstSearch,Cost, 7097.096403449352, Score, -48.11466666666675, PathLength, 143.0,sDepthFirstSearchLowCost,Cost, 5288.73425826742, Score, -51.20200000000001, PathLength, 152.0,sBreadthFirstSearch,Cost, 11962.535235574793, Score, -176.095, PathLength, 527.0,sBreadthFirstSearchLowCost,Cost, 11709.396215005021, Score, -172.79133333333337, PathLength, 517.0,sBacktrackPath,Cost, 15621.525548021456, Score, -134.34700000000015, PathLength, 402.0,sVariableBacktrackPath,Cost, 10516.993661486038, Score, -82.00466666666661, PathLength, 245.0,sLeastConnectedFirst,Cost, 6455.289557907924, Score, -41.73633333333329, PathLength, 124.0,
hRandom,Cost, 8292.568799629193, Score, 94.5599000000001,sRandomWalk,Cost, 11154.095333943384, Score, -71.99299999999998, PathLength, 214.0,sConstrainedRandomWalk,Cost, 10968.671102072427, Score, -70.7776666666667, PathLength, 211.0,sLowEdgeCost,Cost, 7249.356416858474, Score, -58.726666666666596, PathLength, 175.0,sDepthFirstSearch,Cost, 7375.574910415034, Score, -50.01700000000002, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 5553.213407377272, Score, -53.68899999999998, PathLength, 160.0,sBreadthFirstSearch,Cost, 12569.2830679174, Score, -184.89199999999994, PathLength, 553.0,sBreadthFirstSearchLowCost,Cost, 12509.729210713453, Score, -184.4070000000001, PathLength, 552.0,sBacktrackPath,Cost, 16358.136982587535, Score, -139.4950000000002, PathLength, 417.0,sVariableBacktrackPath,Cost, 11838.736831931226, Score, -90.5756666666666, PathLength, 270.0,sLeastConnectedFirst,Cost, 6366.7170784919945, Score, -41.02599999999997, PathLength, 122.0,
hRandomFixedDistance,Cost, 30473.98217500421, Score, 92.26530000000007,sRandomWalk,Cost, 10723.036642851983, Score, -69.23333333333323, PathLength, 206.0,sConstrainedRandomWalk,Cost, 10551.471852296463, Score, -68.23066666666669, PathLength, 203.0,sLowEdgeCost,Cost, 6996.109776898135, Score, -57.25600000000007, PathLength, 170.0,sDepthFirstSearch,Cost, 7293.910183535266, Score, -49.429, PathLength, 147.0,sDepthFirstSearchLowCost,Cost, 5446.447233633356, Score, -52.82566666666665, PathLength, 157.0,sBreadthFirstSearch,Cost, 12226.635607207763, Score, -180.07766666666663, PathLength, 539.0,sBreadthFirstSearchLowCost,Cost, 12063.453066281865, Score, -177.92400000000026, PathLength, 532.0,sBacktrackPath,Cost, 16299.099768639413, Score, -139.0850000000001, PathLength, 416.0,sVariableBacktrackPath,Cost, 11318.462885835765, Score, -86.99366666666675, PathLength, 259.0,sLeastConnectedFirst,Cost, 6431.497678932817, Score, -41.597999999999914, PathLength, 123.0,
hLowEdgeCostRandomFixedDistance,Cost, 33595.398264110714, Score, 90.92643333333329,sRandomWalk,Cost, 10210.074377109719, Score, -65.74166666666663, PathLength, 196.0,sConstrainedRandomWalk,Cost, 10564.964599205003, Score, -68.14133333333325, PathLength, 203.0,sLowEdgeCost,Cost, 6899.5110345310895, Score, -56.574666666666715, PathLength, 168.0,sDepthFirstSearch,Cost, 7254.903757627116, Score, -49.12900000000005, PathLength, 146.0,sDepthFirstSearchLowCost,Cost, 5442.430743861626, Score, -52.586, PathLength, 156.0,sBreadthFirstSearch,Cost, 12147.95474865274, Score, -178.92666666666656, PathLength, 535.0,sBreadthFirstSearchLowCost,Cost, 12040.810942464768, Score, -177.5303333333334, PathLength, 531.0,sBacktrackPath,Cost, 15593.896329351746, Score, -134.52099999999982, PathLength, 402.0,sVariableBacktrackPath,Cost, 10916.84050330859, Score, -84.48399999999998, PathLength, 252.0,sLeastConnectedFirst,Cost, 6444.636942871655, Score, -41.629666666666694, PathLength, 123.0,
hMinimumConnectivity,Cost, 1950850.366382439, Score, 109.80306666666667,sRandomWalk,Cost, 14913.446685465657, Score, -96.09633333333315, PathLength, 287.0,sConstrainedRandomWalk,Cost, 14526.435087032314, Score, -93.77999999999992, PathLength, 280.0,sLowEdgeCost,Cost, 9304.975255473186, Score, -71.83266666666675, PathLength, 214.0,sDepthFirstSearch,Cost, 8194.573973867966, Score, -55.30900000000001, PathLength, 164.0,sDepthFirstSearchLowCost,Cost, 5963.988463261091, Score, -57.90066666666671, PathLength, 172.0,sBreadthFirstSearch,Cost, 14110.929175734056, Score, -207.51666666666642, PathLength, 621.0,sBreadthFirstSearchLowCost,Cost, 13793.31575093733, Score, -203.63099999999986, PathLength, 609.0,sBacktrackPath,Cost, 19700.498793724237, Score, -163.09366666666662, PathLength, 488.0,sVariableBacktrackPath,Cost, 14971.533836630668, Score, -111.32233333333335, PathLength, 332.0,sLeastConnectedFirst,Cost, 5797.282943578294, Score, -37.54833333333334, PathLength, 111.0,
hMaxDistance,Cost, 3207.1030237052823, Score, 88.53023333333341,sRandomWalk,Cost, 9670.585220378462, Score, -62.29666666666668, PathLength, 185.0,sConstrainedRandomWalk,Cost, 9684.321723063144, Score, -62.51266666666668, PathLength, 186.0,sLowEdgeCost,Cost, 6538.195940256273, Score, -54.306333333333306, PathLength, 161.0,sDepthFirstSearch,Cost, 7114.247957390638, Score, -48.274000000000015, PathLength, 143.0,sDepthFirstSearchLowCost,Cost, 5239.621943392767, Score, -50.870333333333335, PathLength, 151.0,sBreadthFirstSearch,Cost, 11997.194690081891, Score, -176.2713333333335, PathLength, 527.0,sBreadthFirstSearchLowCost,Cost, 11762.154675168635, Score, -173.43633333333358, PathLength, 519.0,sBacktrackPath,Cost, 15603.017620547225, Score, -134.15066666666658, PathLength, 401.0,sVariableBacktrackPath,Cost, 10443.110027017736, Score, -81.44199999999996, PathLength, 243.0,sLeastConnectedFirst,Cost, 6462.027028726249, Score, -41.74200000000002, PathLength, 124.0,
hRandomSet,Cost, 4042.898913046621, Score, 92.57736666666675,sRandomWalk,Cost, 10720.247988440358, Score, -71.3666666666667, PathLength, 213.0,sConstrainedRandomWalk,Cost, 10822.50638968545, Score, -71.89966666666666, PathLength, 214.0,sLowEdgeCost,Cost, 7730.586480791215, Score, -63.91833333333335, PathLength, 190.0,sDepthFirstSearch,Cost, 8047.835626301829, Score, -52.859333333333446, PathLength, 157.0,sDepthFirstSearchLowCost,Cost, 5191.14439741025, Score, -54.849999999999994, PathLength, 163.0,sBreadthFirstSearch,Cost, 13377.030888586463, Score, -175.6116666666671, PathLength, 525.0,sBreadthFirstSearchLowCost,Cost, 13098.715765083298, Score, -172.66033333333345, PathLength, 516.0,sBacktrackPath,Cost, 16213.479992770255, Score, -133.6813333333336, PathLength, 400.0,sVariableBacktrackPath,Cost, 11307.607903725846, Score, -89.0806666666666, PathLength, 266.0,sLeastConnectedFirst,Cost, 5994.815687219745, Score, -39.845666666666695, PathLength, 118.0,
hRandomDirection,Cost, 3152.7578851490716, Score, 82.16119999999998,sRandomWalk,Cost, 8611.670757465969, Score, -57.483000000000004, PathLength, 171.0,sConstrainedRandomWalk,Cost, 8625.39357390392, Score, -57.46133333333335, PathLength, 171.0,sLowEdgeCost,Cost, 5937.196046675055, Score, -52.32533333333327, PathLength, 155.0,sDepthFirstSearch,Cost, 7350.274862471984, Score, -48.23066666666671, PathLength, 143.0,sDepthFirstSearchLowCost,Cost, 4415.892009570911, Score, -46.227000000000075, PathLength, 137.0,sBreadthFirstSearch,Cost, 12299.064506715931, Score, -160.62066666666675, PathLength, 480.0,sBreadthFirstSearchLowCost,Cost, 12099.724754560008, Score, -159.303, PathLength, 476.0,sBacktrackPath,Cost, 14679.918368827013, Score, -122.42166666666671, PathLength, 366.0,sVariableBacktrackPath,Cost, 9390.962209835634, Score, -76.67900000000004, PathLength, 229.0,sLeastConnectedFirst,Cost, 6159.6108718007, Score, -40.86033333333335, PathLength, 121.0,
hRandom,Cost, 8163.284606520522, Score, 87.64320000000001,sRandomWalk,Cost, 9580.408821580773, Score, -63.88366666666669, PathLength, 190.0,sConstrainedRandomWalk,Cost, 9654.431074594684, Score, -64.33533333333335, PathLength, 192.0,sLowEdgeCost,Cost, 6836.255850509286, Score, -58.113333333333365, PathLength, 173.0,sDepthFirstSearch,Cost, 7749.277577075397, Score, -50.936333333333394, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 4759.224406512748, Score, -49.830333333333336, PathLength, 148.0,sBreadthFirstSearch,Cost, 12932.838756599256, Score, -169.26300000000012, PathLength, 506.0,sBreadthFirstSearchLowCost,Cost, 12710.28745836836, Score, -167.37966666666674, PathLength, 501.0,sBacktrackPath,Cost, 15571.636403685881, Score, -129.28400000000002, PathLength, 386.0,sVariableBacktrackPath,Cost, 10346.215347196903, Score, -83.04266666666658, PathLength, 248.0,sLeastConnectedFirst,Cost, 6078.064621879184, Score, -40.363666666666695, PathLength, 120.0,
hRandomFixedDistance,Cost, 8735.10864283276, Score, 87.22000000000001,sRandomWalk,Cost, 9907.101219118278, Score, -66.01499999999994, PathLength, 197.0,sConstrainedRandomWalk,Cost, 9788.828491302584, Score, -65.11866666666647, PathLength, 194.0,sLowEdgeCost,Cost, 6862.270478641649, Score, -58.37066666666662, PathLength, 174.0,sDepthFirstSearch,Cost, 7667.439576367065, Score, -50.42233333333335, PathLength, 150.0,sDepthFirstSearchLowCost,Cost, 4809.79874252964, Score, -50.42700000000003, PathLength, 150.0,sBreadthFirstSearch,Cost, 12959.788105115775, Score, -169.59566666666683, PathLength, 507.0,sBreadthFirstSearchLowCost,Cost, 12575.364467540601, Score, -165.43366666666662, PathLength, 495.0,sBacktrackPath,Cost, 14970.500677124031, Score, -124.9263333333334, PathLength, 373.0,sVariableBacktrackPath,Cost, 10085.258350015509, Score, -81.03799999999987, PathLength, 242.0,sLeastConnectedFirst,Cost, 6154.734047797396, Score, -40.85266666666666, PathLength, 121.0,
hLowEdgeCostRandomFixedDistance,Cost, 22735.23131980814, Score, 86.26819999999987,sRandomWalk,Cost, 9611.698762733222, Score, -63.98999999999998, PathLength, 190.0,sConstrainedRandomWalk,Cost, 9424.090206253119, Score, -62.72200000000006, PathLength, 187.0,sLowEdgeCost,Cost, 6546.040714671445, Score, -56.36666666666667, PathLength, 168.0,sDepthFirstSearch,Cost, 7629.607837329473, Score, -50.158333333333296, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 4715.846703472324, Score, -49.56366666666664, PathLength, 147.0,sBreadthFirstSearch,Cost, 12706.54205195055, Score, -166.46566666666675, PathLength, 498.0,sBreadthFirstSearchLowCost,Cost, 12400.562058187874, Score, -163.28466666666696, PathLength, 488.0,sBacktrackPath,Cost, 14787.907417763096, Score, -123.472, PathLength, 369.0,sVariableBacktrackPath,Cost, 10774.70484105832, Score, -85.86466666666678, PathLength, 256.0,sLeastConnectedFirst,Cost, 6143.410270554333, Score, -40.794333333333384, PathLength, 121.0,
hMinimumConnectivity,Cost, 1952306.716959689, Score, 101.00763333333337,sRandomWalk,Cost, 12531.247516941034, Score, -83.2063333333333, PathLength, 248.0,sConstrainedRandomWalk,Cost, 12385.517898548105, Score, -82.20966666666675, PathLength, 245.0,sLowEdgeCost,Cost, 8957.776624657228, Score, -71.91533333333331, PathLength, 214.0,sDepthFirstSearch,Cost, 8593.433683623907, Score, -56.405666666666676, PathLength, 168.0,sDepthFirstSearchLowCost,Cost, 5616.022687917568, Score, -59.64700000000005, PathLength, 177.0,sBreadthFirstSearch,Cost, 14244.49300873628, Score, -186.9033333333334, PathLength, 559.0,sBreadthFirstSearchLowCost,Cost, 13955.740562971998, Score, -184.419666666667, PathLength, 552.0,sBacktrackPath,Cost, 18347.952525891586, Score, -148.817, PathLength, 445.0,sVariableBacktrackPath,Cost, 12876.429384384144, Score, -99.62300000000005, PathLength, 297.0,sLeastConnectedFirst,Cost, 5555.762379519161, Score, -36.92933333333331, PathLength, 109.0,
hMaxDistance,Cost, 3142.753834175101, Score, 82.02156666666669,sRandomWalk,Cost, 8762.960110827511, Score, -58.49166666666671, PathLength, 174.0,sConstrainedRandomWalk,Cost, 8531.604001959658, Score, -56.94733333333334, PathLength, 169.0,sLowEdgeCost,Cost, 5857.068874674668, Score, -51.84166666666675, PathLength, 154.0,sDepthFirstSearch,Cost, 7423.314353916062, Score, -48.78066666666671, PathLength, 145.0,sDepthFirstSearchLowCost,Cost, 4393.9699752354945, Score, -46.0066666666667, PathLength, 137.0,sBreadthFirstSearch,Cost, 12212.862532052151, Score, -159.6213333333332, PathLength, 477.0,sBreadthFirstSearchLowCost,Cost, 12111.236024488326, Score, -159.3043333333336, PathLength, 476.0,sBacktrackPath,Cost, 14731.077841939466, Score, -122.87433333333334, PathLength, 367.0,sVariableBacktrackPath,Cost, 9227.279236381577, Score, -75.46300000000015, PathLength, 225.0,sLeastConnectedFirst,Cost, 6154.804648278219, Score, -40.88466666666668, PathLength, 121.0,
hRandomSet,Cost, 3794.4882657256258, Score, 89.26806666666657,sRandomWalk,Cost, 9339.363113479265, Score, -62.79199999999993, PathLength, 187.0,sConstrainedRandomWalk,Cost, 9511.041078393659, Score, -63.827999999999996, PathLength, 190.0,sLowEdgeCost,Cost, 7802.928546492952, Score, -63.63366666666667, PathLength, 189.0,sDepthFirstSearch,Cost, 7438.032432654588, Score, -52.05099999999991, PathLength, 155.0,sDepthFirstSearchLowCost,Cost, 5494.736596038194, Score, -52.51766666666659, PathLength, 156.0,sBreadthFirstSearch,Cost, 11958.459598628891, Score, -181.61599999999996, PathLength, 543.0,sBreadthFirstSearchLowCost,Cost, 12014.870659097636, Score, -182.79699999999977, PathLength, 547.0,sBacktrackPath,Cost, 14016.697152905912, Score, -122.56933333333339, PathLength, 366.0,sVariableBacktrackPath,Cost, 8850.864624757609, Score, -71.85766666666667, PathLength, 214.0,sLeastConnectedFirst,Cost, 5866.045527109427, Score, -39.01833333333331, PathLength, 116.0,
hRandomDirection,Cost, 3164.2760555800464, Score, 84.10899999999995,sRandomWalk,Cost, 8451.225773436805, Score, -56.67466666666666, PathLength, 169.0,sConstrainedRandomWalk,Cost, 8449.590956134043, Score, -56.89600000000001, PathLength, 169.0,sLowEdgeCost,Cost, 6743.326607099353, Score, -56.45400000000001, PathLength, 168.0,sDepthFirstSearch,Cost, 7048.116011400352, Score, -49.331666666666635, PathLength, 146.0,sDepthFirstSearchLowCost,Cost, 5153.838004612105, Score, -49.30133333333332, PathLength, 146.0,sBreadthFirstSearch,Cost, 11408.207918064272, Score, -173.54033333333325, PathLength, 519.0,sBreadthFirstSearchLowCost,Cost, 11407.949379491498, Score, -173.64833333333334, PathLength, 519.0,sBacktrackPath,Cost, 13118.085568151395, Score, -115.84600000000005, PathLength, 346.0,sVariableBacktrackPath,Cost, 8483.053628814412, Score, -69.44633333333331, PathLength, 207.0,sLeastConnectedFirst,Cost, 5997.454385916154, Score, -39.95133333333333, PathLength, 118.0,
hRandom,Cost, 8311.84301184413, Score, 87.52996666666661,sRandomWalk,Cost, 9072.382079766123, Score, -60.89533333333342, PathLength, 181.0,sConstrainedRandomWalk,Cost, 9121.239238700036, Score, -61.259999999999955, PathLength, 182.0,sLowEdgeCost,Cost, 7390.587474275712, Score, -60.83299999999988, PathLength, 181.0,sDepthFirstSearch,Cost, 7326.283467049977, Score, -51.291999999999945, PathLength, 152.0,sDepthFirstSearchLowCost,Cost, 5386.382820931029, Score, -51.6236666666666, PathLength, 153.0,sBreadthFirstSearch,Cost, 11822.924520242044, Score, -179.82066666666654, PathLength, 538.0,sBreadthFirstSearchLowCost,Cost, 11755.641897436268, Score, -178.4026666666667, PathLength, 534.0,sBacktrackPath,Cost, 13410.783272775434, Score, -117.82233333333325, PathLength, 352.0,sVariableBacktrackPath,Cost, 9144.427225910065, Score, -73.84900000000006, PathLength, 220.0,sLeastConnectedFirst,Cost, 5920.756995511679, Score, -39.50100000000001, PathLength, 117.0,
hRandomFixedDistance,Cost, 14086.830717816552, Score, 87.4180666666668,sRandomWalk,Cost, 9033.57000622324, Score, -60.51766666666672, PathLength, 180.0,sConstrainedRandomWalk,Cost, 9089.213805174775, Score, -60.938666666666734, PathLength, 181.0,sLowEdgeCost,Cost, 7356.317875805569, Score, -60.62899999999996, PathLength, 180.0,sDepthFirstSearch,Cost, 7292.654799146653, Score, -51.04899999999999, PathLength, 152.0,sDepthFirstSearchLowCost,Cost, 5314.739245025837, Score, -50.89666666666667, PathLength, 151.0,sBreadthFirstSearch,Cost, 11783.979965913994, Score, -179.37199999999987, PathLength, 537.0,sBreadthFirstSearchLowCost,Cost, 11674.62552604243, Score, -177.82766666666646, PathLength, 532.0,sBacktrackPath,Cost, 13927.145676056734, Score, -121.96800000000006, PathLength, 364.0,sVariableBacktrackPath,Cost, 8752.346372395443, Score, -71.23800000000001, PathLength, 212.0,sLeastConnectedFirst,Cost, 5963.797305123317, Score, -39.744000000000035, PathLength, 118.0,
hLowEdgeCostRandomFixedDistance,Cost, 12433.615997003079, Score, 86.7323333333333,sRandomWalk,Cost, 8899.944390861468, Score, -59.754666666666694, PathLength, 178.0,sConstrainedRandomWalk,Cost, 8896.447699077835, Score, -59.8683333333333, PathLength, 178.0,sLowEdgeCost,Cost, 7173.56448457288, Score, -59.40599999999997, PathLength, 177.0,sDepthFirstSearch,Cost, 7258.631405611738, Score, -50.775, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 5370.895969807102, Score, -51.22433333333333, PathLength, 152.0,sBreadthFirstSearch,Cost, 11801.256238681332, Score, -179.86499999999984, PathLength, 538.0,sBreadthFirstSearchLowCost,Cost, 11631.014604213871, Score, -177.00699999999998, PathLength, 530.0,sBacktrackPath,Cost, 13860.413069651873, Score, -121.20833333333334, PathLength, 362.0,sVariableBacktrackPath,Cost, 8387.487100463657, Score, -68.59166666666668, PathLength, 204.0,sLeastConnectedFirst,Cost, 5944.559871753793, Score, -39.62299999999995, PathLength, 117.0,
